812.9961,812.9974,812.9939,813.0054,812.9989,813.0042,812.9976,813.0059,813.0059,813.0064,812.9985,813.0055,812.9978,813.0019,813.0001,812.9451,813.2619,812.8686,812.9225,813.2339,812.4210,812.9485,814.7785,811.4987,813.4214,810.9422,815.6913,811.4163,819.4585,813.3256,812.4099,808.5022,815.1510,816.9967,815.8918,805.8080,816.1920,812.7106,816.4616,808.0770,817.5913,808.9357,815.9457,813.1768,811.4191,814.0056,812.8590,813.4187,811.6802,813.5181,814.2894,811.9846,813.1073,813.4058,812.4831,813.0792
813.0243,813.0166,813.0387,812.9663,813.0074,812.9739,813.0150,812.9626,812.9629,812.9599,813.0093,812.9655,813.0148,812.9904,813.0030,813.3622,811.6981,814.4925,813.6488,815.0308,827.1140,830.6795,830.0958,854.7999,851.8501,868.9255,798.1051,835.9300,787.0950,840.3939,855.8591,887.9429,848.0963,794.1850,812.9616,863.8355,814.5493,828.8576,793.7812,852.0772,785.9336,844.7776,796.0180,813.2462,825.3278,807.0201,814.3405,810.6867,822.4298,812.6818,806.1677,820.6213,812.7966,810.7751,816.5123,812.7825
813.6927,813.4746,814.1129,812.0441,813.2199,812.2574,813.4347,811.9360,811.9471,811.8644,813.2709,812.0287,813.4703,812.8403,813.2830,824.3237,794.1571,891.8442,841.3766,1092.3113,2775.5826,4923.5192,3752.5063,11127.1264,8763.6358,16225.0770,527.5279,4365.4883,724.2153,5900.1256,13236.8261,19814.4549,28353.9679,616.3234,1310.1736,5689.9583,3874.1883,2144.1725,494.8793,4247.8655,340.2276,3193.0486,487.2194,904.2882,1429.7750,672.4423,877.8178,764.2788,1200.8796,940.9017,702.9670,1145.0782,830.6941,769.4933,934.9713,821.3136
809.3086,810.4781,807.6951,818.7925,813.0554,817.4710,811.1875,818.9858,819.5737,820.1293,812.0914,819.2574,816.2450,830.3519,831.5986,850.0666,6523.4654,13169.0214,1733.1599,14458814.0384,22749788.3673,3475885002.4192,1511914482132.0442,17471103179.6088,191506165445136.1875,8159346486677.6924,31910861.3531,26297501129.8615,442090151279552.6875,5954412450552.4531,107135812381.8623,154137997199795.7500,733082728146583040.0000,42363933.2200,11555096049323.0508,1101.4583,158503684587993.2500,164855906029.5201,25646006.9552,343122.2185,4756267.0720,64807.3821,2038228.1602,35591.8887,25566.3167,10368.3913,3082.1802,6781.7719,10190.3519,2220275.7844,292445.4142,4907.4162,7050.8265,4434.0884,1141.7074,3521.2985
814.8384,814.2931,820.9744,817.4546,826.3923,816.6709,817.8774,813.4170,821.4263,819.2547,816.6390,816.0205,868.8526,1017.4971,906.0949,1522.1295,18903.9425,75181018.8841,443298.6870,7450979084254954127360.0000,5219792103466702044242747850752.0000,109343278679053600484178794246876973498368.0000,869269358291080952238047232.0000,18994957806353985226203421736960.0000,941020807036837987883591663616.0000,66189587357823072613695488.0000,2299635957.9644,2759194898885005480356996972544.0000,3390478071727418507264.0000,6247698442548777320448.0000,159505913412733000674812603404386304.0000,13416466099021432714247893155840.0000,2345122600269304234548971116025924631749106790825984.0000,1888956863954942.2500,92935898142515368002846720.0000,15731771920682.6523,12029874783604703894658375112196096.0000,277804537810047904.0000,248599930679.7494,31977396357108.6680,14015857.5894,4367900929791.0234,18759302.3844,103627044.2502,19902882.5017,7744.6359,181871.3629,42440.1652,60475589.5291,173667255.5766,1516451562.3065,5268673.8939,225113.8994,63229.0726,25842.7770,17143.9102
802.9295,806.1675,801.1418,830.2370,815.7172,826.0506,810.2695,829.8986,832.2441,835.9300,813.7383,835.8100,839.2446,888.7362,952.0726,1248.1854,418921.5720,71136570.1610,53960.3332,861696358578385.0000,63925226701043735635951616.0000,998693532429357342415380283392.0000,4900526081906337591090255887975105691648.0000,4218087171009271853261926223472230400.0000,16485444594691498879783134852401460032831488.0000,241073974319125877626691914690772074496.0000,3360203440342547.5000,88172152276805386240.0000,104017406246577027035741290496.0000,206485926651765647807547562786816.0000,69958983433151237088710887980267563256905728.0000,1309093242201299543589252964317921280.0000,19293167437395734844472227957553915419372290048.0000,2760498572552599198760960.0000,376628803379290929869519879820804096.0000,4.3904,7031277463368781754107924043530240.0000,89906876990232127864832.0000,1627515650832525.7500,1235587243404.7344,1127354950642131.7500,255975534106.9638,214249048325.9345,685341467.0354,644843903.0926,6515695.8840,2346384.7118,1452144.2979,21355665.7171,452589852903.7713,2530233663.3621,34104633.5403,5604153.8945,757092.3800,45979.9706,212500.5588
858.6946,845.1542,953.9954,789.6909,899.9677,791.1511,889.1828,761.1350,791.7235,808.8237,900.6981,853.1143,1260.7767,2582.5656,3073.7044,78997.0421,16158763837.3325,859799607586589507584.0000,48348210296093.0234,6278872955584221559210688746304840922448015638134784.0000,1578399716643315253297033195917841137131876129479027764693857386931309399939561038880781862241828864.0000,648926621295113476639677754851104672467504967725264521227593123469025973715732873960559968112503525125224867711052032727574263103488.0000,630997781067773140697975954975162613347482339931028085694831611997084684033661467801844016383524833081357186108434631622656.0000,1389989697708499689859520853606436615889842867700842006009159952856091536296983173892156562405964672002109783245142076682519207960394100805163072246578675712.0000,11128869696738232685370571970042872742724875409153374479307526569312192619029710512840271965106720856297590818255301939895288086287043292232261168005120.0000,212760600752807334063208337060599953470752601962168217394003793382033480566985719474803650522133008439317791163683653992183703151765912899695620946132955761213440.0000,212276215586.4017,4629530244762222728993064294828958313921255159274098609818809054957135404575386569151025429513981732602249216.0000,2563195687766448233434993174653986151779155983728640.0000,122499063550454422426810952650879267786310964920086378265646598343779298291091817686148325409545801415007357097257611684741120.0000,133016214956612935789276095070297023368864045911662713921695908302687514169166615925879764970892143156391533322704673395321617076579257270597022632941231206032312698404864.0000,3728977226097301202138522503268075025290995117163056971803864736427210411219560938486567029656189192245872463124202486506277091270366409579042116111503461736484175872.0000,3653682543330055234250203414810872734408065391241586051482029456164945404894105223895411727614381513145822581124352040000321193093286567275389233059948665800185887397260046630912.0000,30984711762918716727843562519869592501747712.0000,723474118220578244622980808025814105447337172957517231467248249158715743755642584694784.0000,1422083468228097472027659913509333002214055992355314302971270230968625002189172510818304.0000,623090864526356966527852231975857958583779135121319023404247240742136175669282663659470470044295291207680.0000,159806605013471276636714318654696645809558832757247323755094323757056.0000,179530270219814496.0000,33563577336703823452112197459503876255035869705959258081991296877986474821048402654003200.0000,124.9371,7560656960481813105778760091041117393096686143655505070349639740463774619926528.0000,7346970241.1841,697421142657129074489607323648.0000,29364752357095449312562932539131512146100224.0000,2930324.6753,3566786999485315072.0000,13494567588.5943,475814105953187095530404195598336.0000,2131634372452702816375180099584.0000,267298024346726825984.0000,1379318057961406405440394567352320.0000,14513424778225428.0000,11630161393724.2754,46705253520993296.0000,77187053420.7691
768.9683,784.5748,822.8288,913.3660,873.9575,879.5247,857.1587,894.4865,904.6343,997.9272,912.2536,1113.5258,1235.8112,1988.4706,10845.0197,173941.6149,1973325721869561888768.0000,9386233840760487936.0000,8143512833396.9092,42341598642392256834544153114245251203072.0000,286139664093913536014406075827792979156890468777345542722190478829956653859453937655216078848.0000,5481324024797765960878021122693880378148040112941008087105511447159893664900346245140504158216961854997131517000283269504172032.0000,213097430006303494628417177756960007448067694321242969438627879887202339311422282431455359582335371933752626957373234983846327293005360258926995719858968288861551412612431872.0000,1537842800571947565827028843619369644651196275363206633817217542780375118251422183650414763515968808586258641939374796252177693261372381738756713232603038055067788771328.0000,1149118399532357781234543523880711311707334742550987846031521141329856905691899097102464551039328898741919110045667128776897848051086422718819418644181802680659127757156851145053811029055785377202176.0000,828710581322026487686060295873657309147104501826976460547427183804434054282443322349335425945737019204239440260735636073145695303536064006445562630077486482117299723391501607710171856896.0000,2280914956809174130038792507104572717730328865669120.0000,7854434595735681331017484007439705306980440411176851068963717402714098681887929761704109592496675225600.0000,207379244539576849390107090898386745411563174999597249701252851937544876000474651591097855151686759953603461508774226771978504428277046009071803988343982519222272.0000,295409754781748223760355783051446735599317268063294112134873775637238397804837798852148993869169516630552988489030274197290008519762464209541357945823858787850586481697488896.0000,1862087132231486036353822787340365586605209398209748282782820105545958108327374144026878141961715146271747748870450402585308160499528652131764237843594398831752145794031244994245311126831104.0000,21154395761444918538873201057703903705068486639887321602623701878753120058993223090729472537000290267823635375715202026992434661362543031182307417395841159948926976.0000,73458081669014662063365724325390694859452055509952046308853767425532124882174074410262894538768622396552035856064549532637405553107966774334010833061843542663143887079351062414635329348144078286782268711404453579741261486515730300159477678080.0000,778143477981004080248604501475424017822274581678127697788615548977514506474712690960266978441454082326528.0000,9086490381310705346102216701479009079799592277034075920085711026915329010985972536087700889654538867872236396156432769083227766784.0000,81063389274094.9375,1893236370933811161958207361064669145775426183078563226287026690104707190526447287196541528803978929769474846613842851507810122357787659614034690749103734221542353013103919104.0000,20689514080665676256896642535486700272476611402975692470703251485528076500968712964061921176222315839488.0000,39910407149838353360300378476994823308100993416969244624600474937240584192.0000,766811886398490999596305507210207975596915425280.0000,264266709115898430131407468964506174957275846425956013981148416835584.0000,1685056837500883690164049861765674261796618240.0000,58958603170039206335607492163301688616338027154231001088.0000,264248218546193253993345396113337602801664.0000,46937376873414546348352423430287523840.0000,13646812833220492617842688.0000,291349495985764564992.0000,48689356627186106368.0000,152998362678497804288.0000,1979124811730217495816347038972355122805931990224732160.0000,5078691559780438997979773612867661351220150272.0000,44813067803401839135233671168.0000,1241181078273954152448.0000,272267845142414798880768.0000,38874930399696.9609,302232176108241536.0000
833.6596,829.0559,931.1977,815.3677,891.2436,806.0802,895.9701,789.8746,800.3730,866.9278,933.1720,976.0502,1270.3685,1861.3547,8035.6093,430766.3476,963748430271469952.0000,209226284247089184768.0000,25832943361587.3516,1791570094257116312106982090846882496512.0000,23505268487871291501796930196661093004420005366572360818902255471911063785704530171990366331338752.0000,22375000232800628678572754077390029918012690300167502641668036255680628494814942875963067856932365779682276442201911784898560.0000,3359927567937420788964590726564423280403002553422721054969742676384854623102283282859165793986809159174027001114889725598261277427752624237254345859715301376.0000,6266359595136544197781522104273989716928694485166253488192364732762140867205360630384420776765806705804627351076916873777462030012198574555763941942254587297119862822934119056408576.0000,407009734623980901264611104775255006321836299799386524257491104878446931153356088799241947774117432649002175133151153982877428184958410613622257562513509211858065222931415335196746009844645888.0000,437339876484875270066610706699463012732903941588457199348667797549642754484833669897364056356451542856581920804140901946784343466540061246334692879301288858103849665108181730259607506097072491315201048576.0000,331641282819111920861184.0000,2227475560473952153844121158902873659903172441135048581202675401661793719593786701815274655904378749467241726431199232.0000,7986287510621289318509320798765811100452604028304735111948246425939959098711005632349220397622067462144.0000,2147888023454919937053546495548692870088401448134362834007597913395585835736735705120905729904376716900862972365555354916723897332357030537533384040081855165099170332672.0000,4517477430307089099068074006638848866097641527262841027223269059896550903083188004725319772047468501244816384706652590085296581266957924151279904234203512010455640930823838950569193685920056868864.0000,483419564449750251182302194678876670076526208484583610680461201479478567613489338139013750331882510330293183795690062154830335276779208016752155452044996466428008395988920451730141231702621879795712.0000,5375765452204984774692281502565026269509280996246500304996511991633582769433751645569903996358415875796283010915039110404801708753207543770185526687608388645073570666679444433841967980426778493924899469921998478289928192.0000,207449496447811597914080916273729806202889087845151840851803206844416.0000,232772703432946238659361021730805299470655666579854722300747476191436168491491158840027237224821030912.0000,5953267342775561500097093048689591510775481351799847832378357883444511543132160.0000,1455529039308270642817391411963265274939181809005198313881455339800792194666241995035543661024888011477842835795397374868140299126578809405440.0000,2237588007751686576709668512620921465926653327907391417480698772799994986667289239260436555445773008896.0000,3010858358046553202920533822519457611776.0000,201853331539451324446925924583708299681161650011853269646633691670585345146869068905578496.0000,27961142422295733558312960.0000,82573930981683568691781775082588433193237354567987712959782075350393953770799104.0000,6966702417573724793264406528.0000,1705087372981430257056703381959769849856.0000,211595192242571807289686160966520295393743213690880.0000,2451145644485871.5000,2963512211405954613248.0000,1206314070114770.7500,6325974931167381056965702582272.0000,5064680124451010026745062437413498020747852906496.0000,89599396138194366509732828545024.0000,9407876111245219266538836778429710336.0000,13061841997148688384.0000,11898469672497856512.0000,591445826927379456.0000,11803437781920014.0000
828.8290,825.8461,922.2138,815.7396,877.7254,805.7921,895.9565,793.5143,795.2025,875.1616,933.4346,989.6285,1294.7375,1401.5606,8163.8494,464482.7169,1135160870392827392.0000,85109113201894948339712.0000,235240991127.3805,417663658435442497365737472.0000,55222475044397811743691810588705532537626326732311861083718061590651495182238247097991168.0000,921378265413494691778307567418159373348671168499603765103388962209864215354907898265385650391914500131733372928.0000,276717617562304578980718883072454869869179509506712382855142506109726257545115366144945754172604578749577568614346609752185356353074106463868668090007135513732972544.0000,2982426918173869414372694058102763293779164741110974251754804929376625736865444561016055625367551977790794119283409726560848771406753272598020640816831189548806085165615540219150336.0000,1598472742853930268440206655832478543269585110074077747858903593534954482656703408928154022051963120517536564371391168735653127967844399232270148444298744281907134024951416836272430659633000378124992512.0000,5977333969358637964747706933144677466122898165028284390717187504888088935213543910697678075662937617589356831834076302167344391470070066334299421070327518427112526391755755656380897203770560251971762495946752.0000,29444262952796506260444865888256.0000,966578213494968476484055662288492545343063415584878973648474252876145081656059826760961979043545088.0000,366085171923244793486804627168348051411335119001233011149179497500814722767209269673942367338496.0000,650144431972561700715362353266006906682876228237084942375778981701242155476115926491247060765489064919607587633929782527543597363003788592697774353482174134545993957376.0000,4609635450770887090696251301367014906382343001573628549385502302306972980644143636655072961252685220629038616838794046751374375596736868792305063773662612260210538100114995566708389293711247345188864.0000,178872906207561524484791361686140466893167921791280762837125054071106899090412417893227835282307899530789935957573346524120290723736693782643576226134438802048439835852911528507126962276218464638123795919405056.0000,15870614385091546500467848592745434948843565787110050564379656931722949531035007668626157453155920185627278223115587412400743154546801967938487491788421776056163167644121984085893209793908178944.0000,8497322168784014136502368419988289430513191634300355731710445170458624.0000,216642392131947702836705795706576405476331801637575145999308661736641415993384387087587332435842992046023963024818176.0000,225653801594812767936114293628055812742873807959007485362316125554299895808.0000,11677115228599800504321867947396592243331506342291280214862919597106026652332727928909137873516586032087894027755988189184.0000,664784932246261567882434734546522619771178603361217699248624333614525982111557274765207812669826866092179456.0000,246862384708064519201665152331022336.0000,91921094671244078288913267810304556116825208642162303120359334603701079954769205847929126912.0000,157702453166516073532489728.0000,13031261123984382054450806435470291281254440377353955750209145576314031573544468480.0000,256507251933570068981145927680.0000,14138688726744444644143716868294705152.0000,2492955487023272792186236453441165618442384026107904.0000,76911495011616848.0000,59972345835285834104832.0000,35135054335564100.0000,4530411443926636757462160137781248.0000,2887108167258467406635215765197970844376181061451776.0000,140275889891625582548723171328.0000,54951646995395339133966650626663251968.0000,891607366782963286016.0000,1783445072095265792.0000,1940068457916165632.0000,118717894297494144.0000
