1050.7605,6230.7942,107244855.6284,24789.0102,1167455.9619,90137.9851,169351.4279,447.2283,3374.6022,11665.4221,4253.4168,418.6816,3402.2262,6139.3746,431.1237,5166.2816,5205.2802,1821.7701,4848.7627,1941.5555,1930.5539,656104.4775,1546.2580,371.1387,3403.4925,11433.6798,5844.0818,1517.6947,401.6702,3339.5650,911.4841
6230.7942,65739955817204116831545021182808065875798189372492811337163916467270320128.0000,1168316071429095863967248639118206518671648111694818087807633823638971113013248.0000,3846391551364902775387522379209288269597899030808623231008768.0000,104334007100391248425193175631868444429793114845360663823439036965022131186048869091770368.0000,8798716640867698465129656694434454180842042536464749414010469270046113792.0000,36043609417692612877931445074841919211764451192886605645661144502939680768.0000,365089291901236681233976524800.0000,660798877859252042535277177966952448.0000,236543125346000021318870761472.0000,1165638158.4683,8260817111.8714,1727243758753848720990666752.0000,552570766197742095703992642306048.0000,5777622979565098149007589376.0000,1938.7467,748427787150644346880.0000,4179355012424197881244439103641667546120192.0000,78011994692535.2969,99114127163577469657906416083907705229345685478834176.0000,21278812495170353876750583428284416.0000,353191239292845484392054784.0000,151419825376316076144566591626455683094806528.0000,265808728687654431817315850911744.0000,69991510094563374408925184.0000,6890650906848812597248.0000,19641347107222414426112.0000,157351892855433175589941135015936.0000,4377521816349150761975808.0000,26970407203.0118,775926422514.5161
107244855.6284,1168316071429086608004113707334219396969996226598227559918389634752239777087488.0000,1279409692207145533566325766327412572716687328772823743257554096717371776541217132073020283164273387210850391761191852949857345053748031105356638629602000896.0000,4088471756276937188647149506967067436306246598906702664700681781248.0000,779885677105536291362496782413725186025205739996570842015855481597677981487034129730441992855025912222238786622478203234549760.0000,34172416813501048667642941995495812558989446140680609392496347308049315543535171853274534332040478720.0000,7855844644656976693412863929243112846458167829294780283934024872640635981504631736149070906057190862225408.0000,5314226571231985639041542389760.0000,169348059991664481735558329086473733404052422656.0000,1712713759384119601197799071703374058599484421075632128.0000,15575359094187521736704.0000,28698767628.8464,183740452662225093574109932476929409024.0000,4009134414253593599263891003045416649359360.0000,256293223252689790386951098990592.0000,28569611137097064448.0000,49761940940467565479647462917750652928.0000,2491514498364148121280065700094241867028469121024.0000,14711157013055900177484633604096.0000,9419097121291869213677980430849689067620912437429966733312.0000,167401739065541628558790796608539366162153078784.0000,411272831712027614858870797225563826142843491192563154926997902196736.0000,528210379205275144325511191650851130431567583772672.0000,7498613555276023254053766037504.0000,3730942353054704001465274497085695066112.0000,384550054122025271067671001547022405839355904.0000,508009887183675278500271980033251213312.0000,4973925338883480908826336251167192907776.0000,505059989602734025211904.0000,25594931008639124635648.0000,10471430651604364.0000
24789.0102,3846391551365039077542175798377929335907981457594147783311360.0000,4088471756277219293539193667171950784367396826720288731423857180672.0000,955948483472080955394628407280716527741337867879880147261332928690388952591607161544488263597990250283008.0000,11149426574673798483342376227930588392196316124029000857394523021690822658651375495339396896976759947264.0000,1101724139701977278551014335836188682647457077623174616135442255453786777635785524585197887029248.0000,118686564007709828679460837748174255616503998050760867395793020906571359584256.0000,11452291927859881329985490780160.0000,1154468669538591482609877188083712.0000,7160599915876760703201500463104.0000,1022786180218272.7500,6917223418385.4062,112455014560476929910186330583694573568.0000,1119346789343718648606781861535997878270745903104.0000,182110125362714495508545267564544.0000,25486533144.8481,95772938482003368394732077056.0000,2801099506613081077357646888851359137792.0000,180774668235.8253,3272352704079529068627838959246488410676294907728125287400954920960.0000,36333115913690040202757259097276416.0000,284101203706842060130196450086946668019712.0000,9493479800875421713074684122040023617751357025419264.0000,245488838629252592567312187392.0000,760609491013425792757354463232.0000,742063067371211655816937472.0000,49383687610771106739257344.0000,217021683852176944554215921153998848.0000,1551999455082839996891136.0000,562380616310594.3125,5784552199548.8408
1167455.9619,104334007100384718158441754723386304562230369018526165442956184677352913729528891569078272.0000,779885677105480978487587293093541932978190157530902089940463592848083083370072603143482493596965455183428828549984395101995008.0000,11149426574673456324955726294720785489209591111291011743562774446461223619435273001605452274014393204736.0000,70772080500458685926662795559720096513608138719892331689214260100676564880270317243487798532367416300605362720366333994222396801847762358891604457496642584576.0000,75068498946732205480598667033293706838866163359825686854162068750365685875970739347771072815497089262131029095696280244923138048.0000,202526162510348542488130104301640289577661346622906069803357925892231562907917219931879839074913083082345608910995456.0000,12553974314229205220616408525701120.0000,25008955629833900901559567451074053676728102835716096.0000,2136010843357928717649450802846827978602577920.0000,100790037899175213924352.0000,21163526611796.7344,111480594085518594050224185096603890269928097316864.0000,1656823983162616637453320010730859864289094374250032136192.0000,375740196950011338241384653919354880.0000,1427302819923367.5000,939926725882795483407125236574721146880.0000,451599734422068464882654751419098174982460797461190410240.0000,66265500150622624677888.0000,51472865493712617314281346459860006874200969488852956633666479508733418677603401728.0000,2441013180817960507085335046659214899885371293696.0000,18815442908372944304956114792704447613546105417479263705243570317966704640.0000,2868766190701669825407914073978843849567547340094841516909811204096.0000,1621988766546471381475344358514402263040.0000,66679689945924755436674554599483375616000.0000,25820159717627638848179360472128530713411584.0000,9930559804271176028570215237482820141056.0000,57957456661938880383573923932620135018359703994368.0000,5272623369317382995905832026112.0000,699467474196310978985984.0000,3663385502053967872.0000
90137.9851,8798716640866355165358283944750993321905476095851703509945353966660354048.0000,34172416813497466386205677751089037071233263571816760794285135162772127201451613313772615927569842176.0000,1101724139701724484967138282712458196027257630460762408409559738274873883101022136893788127232000.0000,75068498946719276697315475094802177778833303736545895064713947275677765342197471220314800293265218956016144982751640570113818624.0000,4802793524717136711812063945192140289783501051460641585679870124584366302340142330376792024399424189962513076008779776.0000,57635623574580180904145169819508481251513120483075632738149566786495453387840493692258282486366208.0000,491000977313680793993295222013952.0000,14105380050112756061198141690883449039093760.0000,2798716259184050342029338843543999587811328.0000,16271493701601654784.0000,109924331998852.9531,2379369132462262573772212751498722691581476864.0000,50570434185958674091101365291523253227690336976896.0000,58568473971382973943943987841728512.0000,1065935494750.3767,567314669391805767875556454030114816.0000,114443306280766030119847914885995992194712812388352.0000,3456892179279343616.0000,12540823433764915036581774691837873183766639864595623531383377691056415965184.0000,745652892439427465392627978064086046993285120.0000,113218103562265952673305487950247083561643035365203771392.0000,14132790991465041830071579220727118423532986184648267308990464.0000,25189514712168859551727638942373117952.0000,173023284389489848985812755994902528.0000,13664954241545649703070912011499995136.0000,211024427627945597495766303507480576.0000,38784676055723668702552159523542620805529600.0000,163547968772475976671035392.0000,77225052077786333184.0000,16513252088602108.0000
169351.4279,36043609417694621550486768812686346664379877646139758399403372993983807488.0000,7855844644657001137844579943076148067806428741832712901554748863875643615190023988724668066097665062993920.0000,118686564007712605468401317283370392126999563579738025762566277572590760361984.0000,202526162510363905737220980177397082033304620795376310465440519816385017520656643441746215491397805038901018841055232.0000,57635623574586297275735536763380204244860385155883264690931895007019394640974281023718733259997184.0000,93910948622627545763383378636245497345396076518881061491772001101705236983506894126313053741337542656.0000,373571630613341200560752164864.0000,21372343000462231912055677509428687019180032.0000,1268023205750265245386265101706463281152.0000,3031474543883054.5000,1194871984226.3057,16706227264252037107770558963200819200.0000,41771743109394877878116373345451395514368.0000,1571197648899763326735043526656.0000,124208217.6227,60398482049787366156974161920.0000,896023136630697698072094931405685741765712150528.0000,810208582485472051200.0000,795253282955344729463690470769960852641380644889382629989679104.0000,750243856259921044409121750389611021991936.0000,456183011749290824565744515452785099765159297024.0000,4698530234100787124315399269926025070397146183761920.0000,14549185555552443499054439432454144.0000,850118782421791428306789296242688.0000,328943701558292573780810221486080.0000,706488000437643964583816200192.0000,1036489347730458781589094322504093138944.0000,15378391034368350119543177216.0000,45393459559031512.0000,449107130153491.3750
447.2283,365089291901244703270812778496.0000,5314226571232134257829245616128.0000,11452291927859662905403563311104.0000,12553974314229202914773399312007168.0000,491000977313694484936162428321792.0000,373571630613340919085775454208.0000,144273330740196524032.0000,207954107540319744.0000,296755369110893.4375,14388.2874,36335078.1923,13607240948540.9492,588450126866451.8750,933536590950965504.0000,32.9092,78798829042.3266,1028084246901280604160.0000,1019086.2540,2082038691071186629419859968.0000,621380114212724352.0000,100372.1688,55930179451728194174976.0000,1148358833396664320.0000,5267399300259211.0000,344282593130.7695,5465088307.8630,1636307170244511.0000,14008278803074.2559,17787.3466,1931101.4330
3374.6022,660798877859256248392925983744720896.0000,169348059991676326662766861662001318598803456000.0000,1154468669538603155940111332409344.0000,25008955629835134425139655853004108409680042995482624.0000,14105380050113909821314755665299655022870528.0000,21372343000462979627839405879114726090211328.0000,207954107540324672.0000,219905212840451652976640.0000,253231288943275704320.0000,37929137.0603,11500348.3053,263704737682972704.0000,2356416069703023104.0000,7796086715846490112.0000,21500.3705,380002664707231.0625,29669582891840030887641088.0000,13561094206.2665,86591456309946932557065691856896.0000,13764746101214976933888.0000,11731009926497071104.0000,571027257840885947388919808.0000,28660465948285566976.0000,13520887472163164160.0000,35929992241934512.0000,404577868192326.3125,22073327381318905856.0000,192087378761479.7500,67330155.4006,105317369.6539
11665.4221,236543125345999317631428984832.0000,1712713759384150226610821956165085762314153280214663168.0000,7160599915876676260708487266304.0000,2136010843357906533763946808832301786296483840.0000,2798716259184084385380419191501559313727488.0000,1268023205750212052650202058022776209408.0000,296755369110893.9375,253231288943272624128.0000,16510943608149866381836288.0000,1666228061.2631,2961425.2593,99333323876344304.0000,165714223034332288.0000,124601571381854704.0000,185986456.3959,9134993254670122.0000,621218336121218531328.0000,3561303125659.2568,1224613203344681856053280768.0000,1328098179292178677760.0000,85000165397541299421184.0000,116654097156401449140224.0000,3382868767555739.5000,5299872507836944384.0000,3440053191464955392.0000,4135756468853620.5000,41631656632737904.0000,30757807209.1729,1019736075.3604,30191465.1732
