897.0442,896.8704,897.2406,894.5456,894.3401,897.4552,948.7821,878.4120,888.0608,884.8277,916.7762,893.8500,901.0215,887.0152,885.8054,898.5404,895.8880,893.8569,903.2529,898.4321,895.0432,894.1534,893.9798,899.0180,899.9588,899.0291,895.2514,898.7632,896.1296
896.8704,897.3803,896.2949,904.2941,905.0701,896.1066,782.0475,993.5999,945.8305,936.6547,849.8756,924.9482,898.9520,935.9411,931.3544,892.9457,900.8365,906.5567,879.2470,892.9924,903.0746,905.5473,906.3133,892.1055,888.7195,891.4819,902.2525,891.9597,899.6902
897.2406,896.2949,899.0067,906.2839,1098.0601,1477.9051,3434.9695,1159.0452,1124.5515,888.6108,1343.5697,1103.6092,1019.9757,925.0874,855.1087,927.3812,897.7045,889.5320,949.6481,908.2515,891.0300,882.6706,883.1136,936.8225,915.6036,913.2078,889.0305,910.4745,893.6367
894.5456,904.2941,906.2839,29649.2028,608637.1981,3015354.2316,229363856550.9982,735644890603.4865,27226939.7546,34882.0829,3607940.2784,31292176.1482,469893.6578,779664.3764,6282.2010,5528.0693,2248.0327,2269.7196,2374.4319,1281.3511,1642.9208,1376.4594,1979.9323,8654.6180,1217.6957,1808.8525,1270.3834,1112.4082,1177.4420
894.3401,905.0701,1098.0601,608637.1981,570206914106930.3750,4937564796060460032.0000,499829746052178095636480.0000,1753530021277324544.0000,1206859885656.0527,626032.3811,3605992034139.1216,68158448448.9234,31618354.0535,41149716.4666,265810.7074,609992.1945,7516.1544,26295.0434,234426.5049,4330.2939,5824.7264,1625.4280,2423.7420,2201711.1165,1892.0138,6147.8956,2367.9623,4741.8802,1714.2029
897.4552,896.1066,1477.9051,3015354.2316,4937564796060520448.0000,267746924201005887630943977472.0000,714149253099915686910466986967114507616256.0000,116002749888503791616.0000,41465135102440718336.0000,29557921.5739,150629574956065783808.0000,911118549270908.5000,12917897677.5319,82690412727.5286,7131136.7586,18581449.9611,48856.1596,118495.1484,6627510.3162,12903.1674,34487.9445,1553.4781,1215.7508,45952313.4803,3515.3747,20568.4442,3937.6811,27630.5879,2966.8471
948.7821,782.0475,3434.9695,229363856550.9873,499829746052161452638208.0000,714149253099915686910466986967114507616256.0000,121935811056047040628872606784540006874367304497021337323484074012463321234472605754025383797988566563799907661992255491137418588293340139792951726188672318376585542168899471479000370460755449537929180134320384377552552832572881434541425206600138752.0000,328286184247876291247807709271064500102288290712247823046801710428848421752439365185719522401297724514519126296127820741238190359818275160642761749089745438508186518110771077521115486118477824.0000,24221281225837431460196315837514682783927819527836137720622313547002431454642779889809337455622069735830572389753673614830356947929319222358120849564476540719705620480.0000,473278324329286644263029790953446375560202808197120.0000,262145284154136074222136908207681432492967494566272415846314069776924708126361702258039946491614705798137937499932012886592847872.0000,96163379642885037854071774061680811999605647250494907939221816988193936943048019438408818160910916092728325911292169721835794602480865832500146995200.0000,29525169964302452426034210794815212937058230859043010912505618436732301459726879066449368449758484944317142585334207045337899597824.0000,18650995116960261157593861979521105888408415550427177234274623854355636805203172802584173357452754944.0000,1213767974511428965679235072.0000,764322361740951296147456.0000,7681209115227624150291972096.0000,1521356404098948096.0000,8819821631695457297104896.0000,268853295694041184.0000,1776590823046183124992.0000,13007668432744.5078,104916370226006294528.0000,263080821505382240330739420875456512.0000,226807794828555812077568.0000,3411884449736918353051648.0000,515754689025.4849,17417339988686956.0000,219793885969472.1562
878.4120,993.5999,1159.0452,735644890603.4662,1753530021277180416.0000,116002749888494878720.0000,328286184247904783710057410913388269992709754068539870178218170032806521816501266946051794872395744963921381494910622392986467419070168437894713886829133699825254256203715070621267016258945024.0000,1811166567855004531630531835928403181585587220725745294837006368587355072645182229094063251114108836000639844335991673607821157111634183335012842674146256890226672442236145763003307150335686638825562076383270158329914233808696044960488680242726245808763056490020864.0000,36323510348066663600650278047743377722339162422766602788365685418236964320471754791269417198358888805457549020800457254171209768301146787419342938381438749864922417502171313330937342722048.0000,321110272010183949876252919011327642987956729807196788090457947413413888.0000,17888511902885042399025285779761536640072188984511726990932491439903939517610444988611160832360519706820483425250431729664.0000,45574512329438655715356260701241714542381901806654571644571621745243290698859263996892287944719155760206226017072526222289809443940010978196733547779780394089338245952741797003264.0000,3524765136580150128492097266333908714076067564836886326323347827319600800963249622898470334918127881117329810322952724363194536298660634238841257984.0000,21904155937044160886235839378479884502215467504197168545787327274473342398891895469521550275012864899039283244967465439985664.0000,45671086507005857017330073049203998720.0000,6283234216223162009216752812032.0000,450804096393407376038975097536512.0000,3497763023710209676673024.0000,303438899825419763048251392.0000,54776744529067745280.0000,1178770642969608180465664.0000,768796451365702400.0000,3583060572506363954450137088.0000,175087332469571039328126598979420936432779264.0000,3128495958403818257907712.0000,15678172451409855760560029696.0000,4301985707674759.0000,3635809215961463.0000,18781173705531928.0000
888.0608,945.8305,1124.5515,27226939.7546,1206859885656.0984,41465135102441365504.0000,24221281225839202364515187650266359919553803258977486923969222845053541915272919898193192384556261584950520703902692244526469957927735208893912173562118391453131472896.0000,36323510348068850928888305815966475291509429927603475981234299260446204315624076351103953089559176291129434388979584008577883598533429176053865088712451900351231599869875075822078532780032.0000,498379598233681862349888441327720676301177245507674398068849717559821993044255040778915901887581980149263901198957547140480650545515070114279839355633664.0000,25371451043260235787680936053809198180980503084636569600.0000,10722006210545432988258170751226108557254885191727038382597725461477086553468488679166940704407552.0000,8919294233084049254976891465472157778124125785246252539316607120949178749728193639025463123970913789114394586277621419806688193066041344.0000,7368622200843219677566987557497274330824441277461703415220524516731997896666463750168134944270338913271365256249081856.0000,643245133339150280439401405180469382567598838270369814095442733867578870794754074928396504137728.0000,191761015017491652831225053184.0000,92381230444739674112.0000,41085783737282037375041536.0000,629646628093499008.0000,953500271155699328.0000,514980094064286.0000,83059712378503692288.0000,61138665777020.1719,812396518840301125632.0000,5356556274696613399296760348672.0000,99961005043797704704.0000,1397496535090431524864.0000,542434562995.1981,7285441330309.6807,34619106090851.9844
884.8277,936.6547,888.6108,34882.0829,626032.3811,29557921.5739,473278324329228905921962883670217116441021880729600.0000,321110272010178261252805224831885416803791947859507195330836401882136576.0000,25371451043258248538658117773182572073273101558281666560.0000,41938396113195403134894080.0000,32440395318033297869170586681344.0000,6406121424530578670618418271295658938087298301952.0000,40445694272947765455692095694682518492020736.0000,1319345837388728405866444395506565120.0000,5348439574332.9004,832704842.8191,49973641112.0438,134050308.9816,15273098.7412,2298962.5857,419218018.2882,3960033.8957,1563744654.2754,740700739245.7004,227105874.0511,705873527.2769,650768.2096,417552.4813,1970618.6522
