877.9800,877.9405,877.9795,878.0367,878.0413,878.0486,878.0172,878.0077,878.0439,878.3091,878.1330,874.9858,860.6043,915.9737,839.9533,908.1092,866.6660,892.8779,880.9560,889.4577,905.7948,847.6309,880.7540,879.3455,874.0158,873.8037,877.9570,884.2851,878.1373,877.6811,884.7593,882.9818,878.8795,873.3587,870.5641,882.5867,874.6952,884.2284,878.4763,876.5229,876.9153
878.0555,878.1652,878.0571,877.8980,877.8855,877.8651,877.9523,877.9788,877.8782,877.1451,877.6967,887.5727,946.3335,799.4682,1017.9696,834.9056,920.0914,879.3044,876.2006,909.4266,869.8877,1018.7340,874.1625,890.6829,902.6739,912.5256,899.9801,897.7872,881.6909,882.5872,860.3056,866.3402,884.5838,895.4846,901.8465,868.3440,889.0128,861.2285,877.4348,882.8224,881.4535
877.9646,877.8961,877.9656,878.0653,878.0756,878.0886,878.0315,878.0143,878.0905,878.7026,881.4797,876.4890,1996.2471,1310.1507,1495.0737,1586.3475,1100.7456,1023.2980,1258.8930,1066.2573,1036.2772,886.1812,954.9943,895.2178,890.3750,895.5280,890.7987,904.5855,911.7579,881.8966,902.3310,888.7590,881.3922,880.0200,875.8888,895.6268,881.3979,890.2302,879.2509,875.6643,876.1321
878.4382,879.3374,878.4988,877.2015,877.1625,876.9983,877.6538,877.8551,877.3426,877.8945,977.1234,1805.8431,29403463.2001,711668.1837,10251699.9878,175936371.8579,53122.7381,3406817.4079,254320.4734,2440318.6357,41031223.2367,1055506.6219,19635.7254,38555.2227,22374.7226,174445.5449,95549.2095,611723.2267,4166.0487,3755.6124,1243.6130,1667.7768,11031.7613,4345.3086,3212.7637,2287.2221,1856.8542,907.7208,1203.4238,1240.8927,1104.0716
880.9019,887.9361,882.8656,872.7897,874.6133,873.5029,876.6275,877.7019,879.2916,930.3172,8512.0941,463721.1412,22783730155636051895134355173320687616.0000,16990195196219833188352.0000,771073915765459557471150519379214467072.0000,87858541372472355274194593440071680.0000,9366222858902985244672.0000,77355756057957399553378353152.0000,3369320657871280013312.0000,28773833466724301014376120320.0000,4438353273148221341139071926272.0000,6876069872209122887339081728.0000,5302627756.5294,11455305287639876.0000,28939375137098848.0000,95037591845285085184.0000,2172814292524673.2500,3847672543117427343360.0000,13306998911.2353,2547264.8793,2445350.9878,3087918.5257,24702448514.9772,288072579.0354,2915712062.4458,544692865.8601,101914328.9895,2575.6731,70832.6413,74167.3337,15301.6016
870.6378,859.4381,875.2104,892.2346,900.1881,902.8810,887.3748,883.2392,920.9233,1537.9336,309880.1913,138874972.1423,134652361450176511066198480363070688434761446698516480.0000,1373335480739101803333378167799910412390044726934392618876928.0000,17355391701805685069257717567175639695360.0000,186411150138009520419094103735293293626382229422243263629582532787589225644032.0000,28265827268489704898560.0000,11195861499421450205264885933495727706421867536039579760984064.0000,74138034603208914553054506652822260416512.0000,15147563059854678959598726671946133544958502633472.0000,25169777170052102349490286037098072693007779771428229283996695501620641792.0000,943700927399769150230171990371321243500544.0000,240933085500584168349761536.0000,54996271557041030286903556964352.0000,2799095024688535172466868224.0000,158364184672137980178942048485425283072.0000,46116660780038090698847917441024.0000,7563183932031297791998941421989636252521988096.0000,508450783541.0394,163756555877053.6250,2982533833.8724,829914850346.9005,435748416814575648768.0000,1281935155387.9443,6192185142573.0527,1094487262591918.7500,21340538274.4075,29815329.7254,21549619.6454,9471759.6393,871298.5004
878.5375,882.5384,884.6300,880.5593,888.1545,887.9219,887.1572,893.2017,988.3830,18980.3242,2553471.0580,73416344364818086051816863749373952.0000,406006508732961718344567487887054706368222876061478350741000509360001273884626617226259869010177615485468672.0000,1367736784061980685579611454069870322016909730818675260215942455657450055590660724221976962376708767854499375087616.0000,1243412388852015048932820226779919116688272396221867412807968110499967239778585601774539995640432309771549396272778774503059142929173546222205593197934635314619351040.0000,16827204967226868586623158912668817693755939428842382603113471119045900302853872228622376122758639813939430596812473942528449252231617646181026373828608.0000,493800507353263289002946194201513988978473930501382974077443457742285744837157895875664662023606786657190150144.0000,29668302482613681777321259902542033992729104629973524236800328639298313765201009286878312308939988086507726290880197286523652560499725516280833885134742728803061293873239344882645012961899371698852223747526492160.0000,514746180986710446034907470445652645408313109500271788032.0000,38733588863135837504544749075451344868423738460393300252257870400990516830070285819961095244447565737845094580321655586585825464171165928748021503843115279388943630881470025463315471736948349921886930730779214619084891031875523644728573026214412967919835069926578499018291150848.0000,696472453691851163636352738294477427740421049513287116374044745342107460083126047189959357614772439166788014771547976320716241136248026960891869155204464592425542625611319215334053313071517925562053619199304709252822646801027404288264867774454220809485091340288.0000,43329685606468461731859156420422428309120431211895630487620001022885003938175216772235530310224293980801527567180063715765627295619545178973999711005048257058918223838382956457044847430130553051596714626149578980285361707548672.0000,75897579486919432179511749151576297059605544960.0000,1375593966461708243216106141250902062200104668504780581871233082088228892363066300126286444568098745201862429234401746297297039429468160.0000,2494010229835080953033085807777218216777167816336833066892788034924455746950525814736302444556595074729923460520076216631296.0000,3617455835539814612487580672671325201620464426081704831744693259520783230644069804399501302477631271190780809776985599391776827062759217823607299244032.0000,91167483944805656316313673986356657830794172871241455413306686655683516524643695405179034097671610537139864965843408893782152511787821292934876215801544704.0000,1857742487777386501669223546941483529215086220170005436845583231067666345763384746191498668773120705168739362641990658021165003209101360552168971435604478189422182170139002946867888297538733735936.0000,35279682802259741886674525440628968406007624117006663025327535680389120.0000,1467305611195265714086732198181108850242104378264637291385323520.0000,59861481828034628901511393078935552.0000,48252153008314022230103478394833237474437918359552.0000,192037211777153162371257962497604874001626045135561047974899622749485681330303380019041742174027776.0000,908118802497334658474815020147027952295373083150016617873566192369664.0000,8226014444855135442909819985143446896979329895584759808.0000,19224616613665936158599372849028301385673377808942295416832.0000,138366439118895800118198041703241564058455900160.0000,1167874973511562752.0000,2142622733042003536019655229440.0000,108358445165259888540243722240.0000,81330764607857511890944.0000
865.3788,842.0179,868.0370,903.5971,911.0416,915.6411,894.6889,892.5707,951.8768,4299.1356,5294725.0987,10410643023521022177200570368.0000,12844188626019678754250318779692120697327229046740792478007296.0000,901641215650285664213249681626162488656843719672129225951668225202887014380704307906925993717114032039579592136279517837290330354876416.0000,760414727500031513213441986806599390723307779025968832058366225896929038510320475109314265088.0000,10319278985002682917799470368759196070018941341251920402379402798610975850959240251964395120314948010452513480095077713816561005076149775249433553299942426855551996824018485248.0000,16662030565402483761021457383884885220932533820525836310151168.0000,8711442650174472257176950591210723897277950300951871972704179427582802702872678327550314207795550539504591682064932991898247478124379524226257547298627848844223019005202956034244608.0000,20642849175422989480270102600817362754091520668309913600.0000,109756655271132338400909404334677778730040304142017295619784456957403532582419670659274978402289506280616044466349394593804009862158631259502993652046411924736598011600966130076907215766429473177600.0000,1854550273945682743638221526058906206383573962223358729807337850857659652354213948498569765594008585668826128378917880151758506360793173451873096950000144980338272414499869816353561957520452538644740017909884729075564130128898293760.0000,5978496572536004031775489769173949202894208922852029615778657452501228284663234784136612901643551074930929773511488124909594930112360337357060698402932874398400512.0000,8109566772798915822257342591531257443066684404400128.0000,1483485127923890633500981779421963023280287180200201574371777068585667609734845249672645844574362560672825344.0000,22501408344376383575372451790328161206646998432821041440291837768162237368873339675147755323392.0000,229131468920663510432322089170399032604149569077351402542682890255526614207331751076426591874526144274518092111290449784733696.0000,1674209841313454104777394649360393394935000309746325541546787344456734399223287351166197178764724101918541220797806018560.0000,35853890725448916826188461300380768195252320924236091824855022126233778541877617810054869409257081883004411066601540765234171725131756270734026230416703068687040512.0000,447503591477322115258537765998735364783603712.0000,51073570608253621044950213833532825521842097750016.0000,198329737862824859795456.0000,3503286842816277738034938018532903878656.0000,6264518548352252030448661183987130240460748033835854128783285656654403994648576.0000,367474891071613219114698640697926955198097349672960.0000,9949425704656827363173023396470268280963072.0000,781518690748741484653254902668479310465903624192.0000,100610288461970844638230706388992.0000,646569300780357888.0000,801146140982851890315264.0000,46402977250886163628032.0000,1647488249366856960.0000
906.6404,966.7804,908.5780,827.8277,823.2114,813.5332,854.8924,868.0900,823.9620,626.3270,7415.9427,33792569010.9865,17029785214408876255571576452165431984128.0000,83.8467,31459909250274736921284040168699447659310751787203738260733952.0000,623644173903438720.0000,121204987812232516930054477840384.0000,2872440852867264836272128.0000,1109393923939537.5000,5094315351698138376859364670046355668964275650560.0000,7575796475366984001253277696.0000,220913517635330257148012078176689561802782308254698234685318758400.0000,61592527281889.3203,487864809922569860808704.0000,20612114813759832874549248.0000,391166893039507147862176694272.0000,15870370225489828478454044033024.0000,93724588511886329330241569292288.0000,31353649476155428.0000,245697811296587.2500,4762.6277,11774107.4215,17076790206348001280.0000,8277680250480488448.0000,6041079373872956.0000,141895234.9943,4397823487933.2744,25.4994,7346075.2002,93898493.3920,5383437.6634
866.3168,844.0904,866.6671,899.9863,903.6699,908.1091,888.7441,883.1465,908.5029,1228.9532,3442.5931,18455831.1561,18840756450737650663424.0000,67564685699577866827991382753280.0000,547854166184947932463104.0000,18754885909629047940674294738067652608.0000,387881843236696555520.0000,368838292399225441167515639141427820101632.0000,19574688824428972.0000,139624271525382070713860391196712092173374283665375232.0000,191901187571025203733204338967400995231291127483072512.0000,421900004477325244874619569045504.0000,230733628260.4996,8390846649532114916081664.0000,8873951020010608525312.0000,103554851541718156277972992.0000,4201100315140634817303937024.0000,2641943670926460820046463164483633152.0000,854453269872209.3750,1048046189272.9437,13744086839.5263,620454628148.7262,4430799876044790784.0000,6664120735125.0244,4822496500.8558,47917085600123.5625,2615227957.8455,4880131.3461,15066043.9601,2474311.8115,268356.4015
