978.0010,978.0003,977.9968,978.0815,980.1151,978.9417,969.4196,1011.1440,973.3362,988.4339,977.1599,970.0021,997.5616,987.4600,972.8570,987.6733,961.1071,995.7108,970.3036,947.4638,1011.9226,942.5829,1049.3382,921.7052,1015.4569,939.7468,992.9291,1001.4135,976.1561,958.4131,1010.3812,947.9502,1006.7364,959.6362,1009.8752,963.6580,967.4520,994.1984,957.8415,983.7495,964.8610,984.0564,1004.4724,967.5425,992.4660,973.6838,969.2046,990.9081,963.6692,973.4719,990.8872,963.9127,989.7195,980.7067,972.8746,980.5348,970.0802,980.3761,983.1045,978.7472,982.1016,972.0540,978.3878,973.8585,981.1459,980.7393,979.0582,973.8940,980.6240,980.7950,975.8325,976.7040,979.3568,977.4733,983.1010,969.3114,983.8879,977.1066,974.8426,978.5000,978.4180
977.9971,977.9993,978.0089,977.7736,972.3003,976.6641,1003.1517,925.7284,1064.9559,1030.9039,1024.8294,1018.5823,958.6750,1042.0597,1051.2886,986.7061,1063.0746,973.9123,1022.2041,1073.0983,897.1018,1097.0499,812.8458,1190.7033,881.7105,1097.7441,966.8397,919.8896,1013.9288,1038.0204,928.8678,1101.2228,925.4142,1036.7453,908.2303,1046.9315,1013.4144,937.6672,1044.2599,969.4308,1030.4278,987.1818,910.6488,1027.5164,945.0738,1025.1715,1011.6694,958.0998,1024.3883,993.6380,950.9340,1021.8705,959.2456,980.5655,994.2794,973.4603,1000.8423,975.9043,964.0483,976.6849,968.7595,995.9582,977.5908,990.5635,970.3546,970.5932,975.9451,989.5183,971.0674,971.0121,985.5997,981.8458,974.5831,979.8693,965.1236,1003.8259,961.9639,981.8580,986.9193,976.6271,976.8541
978.0019,978.0005,977.9944,978.1452,987.8945,1059.7783,1097.8072,1512.1373,1045.0473,1017.2077,989.1321,992.8965,1071.5936,1014.0154,977.8589,1004.5317,1008.0075,1019.4361,975.7204,938.0687,1074.1759,933.3107,1119.8630,898.5458,1099.5550,961.7215,1018.1697,1076.3606,988.8803,964.6244,1067.9769,948.9069,1042.9995,963.7544,1050.7987,959.2531,961.4994,1011.1205,954.5303,993.7822,972.2726,1029.1163,1043.6780,964.3415,1032.6494,976.5679,981.2874,1003.7202,964.6638,985.9676,1002.8704,955.8039,1002.4871,984.5145,970.5547,982.8235,964.6092,984.4287,989.4975,979.6212,985.7403,968.4731,979.0338,971.9237,984.9056,984.7506,980.1947,970.9276,984.6532,983.4564,974.7791,979.3148,981.5583,977.1709,987.2522,966.3062,993.6954,978.1948,973.2701,978.9002,978.7678
977.9771,977.9943,978.0701,976.2592,1153.6518,4477.5755,23797.9667,14111880661.8121,79835162.8100,118623889.9052,1784248.1343,57314.6852,106176.0137,50263080.9937,6666223.2183,247520.6047,790178.0890,1536177.3590,184183.8846,7257.9186,4981.4822,45290.7345,2479.9628,830278.0312,1436.7039,27295.6362,226890.5538,8173.5725,456144.6836,8547.4738,333724.4875,564325.2741,94602.6353,8558.8443,9460.8860,226183.8308,7257.9400,2307.3455,10561.3098,5424.4360,50752.7414,49363.5434,1702.3878,72087.5921,6002.9665,400068.5508,8471.7226,29591.1885,7971.1427,4094.0043,6215.7070,3868.9965,15545.3065,16385.8227,2084.8599,2243.8722,1434.3122,3481.0607,950.6282,1339.5553,1867.0045,1770.9124,1265.8416,1535.9611,1364.6384,1016.7635,1381.6781,1087.0571,1071.3379,1281.3005,1809.9332,1185.2374,1151.1091,1174.4273,1368.3215,1871.3562,990.6237,1689.2925,1114.3083,974.3719,975.9990
977.8499,977.9634,978.4647,967.3403,15900.4397,6172887994.3106,38495470598.0789,1629397388510025796879908864.0000,93465301941726208709361664.0000,5232324777372128339235438592.0000,2153139847423669567488.0000,567574947242861.8750,3923279808648748466176.0000,235952530293520988890988544.0000,114387847422060141740032.0000,13117107341077768192.0000,53077058066027266048.0000,83622067966200201216.0000,23050665877989.0703,36016234525.3065,404570033703.9484,19626291611129.4648,51175367.4529,1034610327130332200960.0000,24210389.9513,1427271194256.6743,746598758897339.7500,457857945661.3552,91039947810463024.0000,712530463496.4249,268322186749714104320.0000,2276134579471410432.0000,1135717856150.9480,7190243879975.6768,4106459067406.9692,5604864449541261.0000,116519149.0877,34012391.5144,1995471465638.7358,9341169976.7796,91226429172.9140,895218644372874112.0000,89257.6824,66911192597393.5625,488077423.2844,391677427638538496.0000,11966654289629.3789,13285999098187.0098,165825309114.8497,17709685.5324,3385638669.8019,494865229.6275,750947754644.8895,52962113822.0321,5967272.6580,1390896.0432,121099.5921,144495796.9406,2362.1972,26357.2748,1121788.1197,911721.8069,51762.9657,278535.2301,282128.8492,4334.2641,102592.0220,2543.8814,14039.0090,23628.7590,836596.1004,39767.6249,13059.0207,10618.8771,84214.7169,2431931.9597,9073.2553,1164113.7493,6671.4318,1066.6282,1060.9515
978.3926,978.1033,976.8219,1013.2507,1144560.5559,4718559426467873.0000,490230585457011523584.0000,1907623337656738158514152587226034159690959122863542433921104208346337295466496.0000,74117118690331165191073245279031417593314133671936.0000,4427947413894164064346507684142839357499799498871799808.0000,6428994813226700909136989298786697021048750080.0000,4381996011026310496256.0000,928450909377554511060863752870383839050989568.0000,2308284359915318750647863527094604872841598947002928336994304.0000,1064945713896874563844901906882098288437357445120.0000,60737637651250439937229622380150418046976.0000,1577792637634668326448791552.0000,1506005841772841332464275577952286309397443903488.0000,20321712473916237348280991744.0000,6141220.0080,4015178476210035307801739264.0000,65760113286905.9375,228605976665436033352944174365671424.0000,86842058482407629127680.0000,9807706367944353792.0000,11091849827770.7363,2099471081743493316616516245301231616.0000,10410062622913562901875785728.0000,313791750117469973158299188263873675264.0000,7975350968791.9863,2720982080689045677371921888909316193636109500022784.0000,16599438709096438269214720.0000,334297735492243606333473663307743232.0000,256703639940429184.0000,73500445327478793017246122770432.0000,740787584090512331593652109312.0000,106607104428900.8750,2296443785979886848.0000,81437973292294656.0000,1743041014426787328.0000,1245476924170722344960.0000,577699538556054370699997872128.0000,1888196863367206656.0000,16086345907292020282490880.0000,23157092232857194496.0000,2072842658480090278133218852911185920.0000,305187981064043776.0000,820795822818683161278507122688.0000,1850034890329126656.0000,2826288441.1404,4371228340441837993984.0000,13662982546.4449,116998654706097242813497344.0000,33126867133056533135360.0000,1790211297.5814,377340187276.0965,176105.5987,594038242038213.3750,156394.8468,112398712.5630,278203627347.1923,95214973.2215,11512093.0090,2877422.4661,901736544.4422,296648.8389,448971148.6350,770.7319,2121261.7295,529669849.8517,1537649376.6181,239211.3568,17157985.3063,436232.3265,1814248030.0926,13945719.3992,45245043.9580,13251691489.5863,54211.2334,2439.0258,2440.9846
978.0349,978.0221,977.9309,1041.4789,4095660952511.2017,746828600796013284818944.0000,61045906310009584528494935670784.0000,2167224666839248523295723014239504353401484084091005874386269535532126236255234333166408403880761021998179448503546180152632567631737520128.0000,44490581737343304816872183215726037526534752232970639286088527468845741361502268956777255867657370260976273233884295531498591009214499792340814393345031814040866393440596647304957881025999761670744493440324081401398771574900143227305511079541441639397421278560256.0000,3837525654687868692127851032796294118224386401156022423467981592044558542678754756554372164274864101686395090851178769568619812440760329296189328976741907015932936325293635459656247990351967365382446341210277211074614378980094394132346895936014598469384995569139577826690551775232.0000,50371402444761101091677376056137241715958496857446374052583860957701649236378342871037924236737394077323770268737497655095414013082683059630434478329832639991651461418979727993920372709616754098176.0000,60044848044830044524398044533839850418568639715006795048445374692763074555096364979700762500386446834065771058309298464948102566510592.0000,5781024868992693870608678483316968228491236675739264111171930902930189817842680966237864945497448124697572946901678566184808085570336738575331867447122954874348017188682924171817023176704.0000,2408657768935460381080362496893825402458438444066626790043506651076698924242030393197884212769420159240167061376463424133787184462856053110586635670770757012611757804509266604320432088888372060538673187438411482382358377391801813925117650215138650684319854344347704512810819407432384512.0000,202491176064600813504115545639370775405757085097744566820548706470950234395641910437480704759909522711193604203717702227458040564767884754273192834308537423604696098103565895899519909598500886962060352066953847642162215256064.0000,15781840643919157376344563127151389627208357162398227388743153360513892283809264032096972346580511205972851301653899373483439056687039893560683480749924929676166540095514903554480406528.0000,24309074852986487965896997964563464444050386680935319275621750675608675868016042887613922505938099311372453687025622585353248986303929459340019204723977977955763430756044023677463822336.0000,2177873463718403288125242578222607632021395020396701539647908759172302225829295281982023505395227496969047403025720020520237558492217248564634830244242225928420836169350794571364689895517134251884544.0000,3088996450219598984102630765317599323251738898529993355371073673394974399849457852097404878330599243644971063380433256723867625820277178368.0000,10233582300843168775391907283601212270606609919204781787423483761786880.0000,50688951531979719791531469131788407975084552520795433553276772209392413455370326927563976343552.0000,2286728096698828496617878651903176761431547890547831900406727383174198230780974531283159697149567504243228672.0000,40942842302368104255450794219679299442110207330187671362623870128617266519859907717912712781122389409792.0000,146871999615351255350468194460472265064741996451932020736013925872785889146544499521277733442784935390451720810939120730234883665978025196820243747354512252374042772105026600960.0000,73614427192321828057702727680.0000,892168931514701425446107664990266480577041606456412962029568.0000,7654651823440885190553873495377570694644869550299182151711381309900343277650433002533953526819172258725734467885649320173416509491804985831227238888141681449971256131584.0000,46518985495959683995528104367631831393043921191863350489776128.0000,3075711818987127066603824436438809134279211252629755759727453057244082941501659088577511268560689454935449681463277334630609490388059449463701505458893179477557248.0000,384676200818866737261453295219136878340992145392784113664.0000,3634732976149579351706136375996170268742524127962357894454645260261710178569007477157296011274235529791019245912421464900818813465856358658648302410522713633261826924951878447672167751483392.0000,79546629955550172563875019200818100077855033837405416595582446032010504634340642630576062572367086726737125125209907213133333534417693827686687364840033430464730335483300675584.0000,2933451990366312515949833699670078605914954764157535071485624647614207562889010299546858233402659624934016211025925028558255018844256709204373346975744.0000,12899476623257052736845382295598627085302881353323498007742462279732118421504.0000,646625983781177209909907625505149891127268441918724038741756963481678164506055003421952651436548614823274684057741980336128.0000,65596255930602515921354411986571437390558460330730387284798399066690654847140123587653334258384130566531187262862029670740268749130930805808004272138156507136.0000,14209503066314772569511057089156501590886044736989784891097712900964352.0000,42598070094900527260030373697908159378481581879625129132032.0000,218566990979886148680463872902133531918610021028990557119893694977892207480801798914048.0000,18102407532940604535724002990924910139240316190798802757087052121773751760454680576000.0000,1130030764901439044776092384484668617649305171424246302768713333412521198611546679414845102555832048137297096511324160.0000,7711094634915622742413163708447764631125411958730110677189739894041479869715980098371184984337580153980548795153924516891540009175205201320296283489317609145368576.0000,34042583681316842887165660261714111908872456241152.0000,1109000041501958880348070672768358198147046319259095712703602385107281504520355643032346328870431046587820247078034078433529933810630656.0000,1068490077360815720638478208165984561772597049894164215761719023738858655186944.0000,65586695264589607026996677723604856074136148886766680673063566778945680997252252517437664789985400083212345764787542124490834750929243595020248308815654498693757734783798430662656.0000,66331680094897482729618872597700629493274938828047862115217174875093719302326273651826116354113536.0000,827947535161906932844345696284054442908994233765902107262036307832474722883996112995563123504037181302304832101329928192.0000,1144636803286557362372820953758598221503121493604906767177816691385040896.0000,661545692165316846467129931684417902061811226356916158464.0000,56952273152359298241817287155664738808713166387400187676827546731005792657512413708419072.0000,340212633525913687069355463802447920962059339779963709554688.0000,428413422460976375651745863765362971268711227663785958537332071933104618187591153644088695866528544988712941912064.0000,57147747311929561385621996572959423537909771617404367064829084785090600855152299566035760054272.0000,272808675625813351807510808146600798571200512.0000,7916233559594922910944625317286844973815160635392.0000,349623471613334052143104.0000,43464570869327248714115667698698764860414165767327565234327221436416.0000,756378251304.0626,8641448325732771446413852672.0000,19403698363337609680446963171310919656482537472.0000,1405150737222996936247969287453540352.0000,1221518722868984654977826816.0000,208102336648844406569012475985920.0000,4124969971006751417879126110896128.0000,97346458862108.6719,2284524884728996645768647409664.0000,674651.9863,48723837285957705728.0000,5329226945085050042403782656.0000,18080402952363824013945918397571062038528.0000,601086180964160000.0000,827248438331115008.0000,1330032322297377587200.0000,101220833639628768843703714601500672.0000,2118091688804413844552898759658307584.0000,103976321916.3627,208426046623094543774667437554811273216.0000,72460798378.4714,521796.0798,361860.6308
978.7059,978.1864,975.8718,1074.3482,720990469.8315,43520854328844.4453,1109476006462510727168.0000,11059062645540273246988722854918114893603978498747577101289072982337134609924967312122249169013205690363045327869786826810616638287138498241308271481650437798192218112.0000,4687999884934368340031833312800090898487619782292492336666792480033942648215640545378449304235653512256889663431376957262826910415948596729755276990753420554397932947647175798958522543838976594778521600.0000,4700893564485789759307277180773733606177499096049337242521236425619898360895822613880489701165976680977692281139983767570547775768433620609829817635789496714531174068603539175197677323702394687567582298539435201965718503424.0000,1758779552974598410852921361788767140323750455769416139418002366897909422258587658503272554063481324935150566507378240307509628303156818507626413403267571358701191168.0000,269977225789249983674906140384288338053649262300872909372509363157203828128611551133228024725504.0000,5908221388226300959735169029875492021751165683714652236343611228264945432634902896750987692577124830849068406142703480778525100287996718242652110192640.0000,32100401650175518251869186929850386428891774311219790723748315227618228131549542197990579958788050756677408237484363821791722168277003845479899725622594123477035421632603497210627766492774450833802321150973425487044696654003960002117632.0000,284322797621028887647772071740821096262081921164579441359689124071462543457815490001403593005635669372083900601044799382884870221075165148762519288177559798694026922594817564037221449728.0000,15308850878655318279393706113497449806899452700881104752358797414258862559664745583334745290463234648493225667163442562224539363322157312826127253766144.0000,2956535785799421760204252735221938704297216112320381032877108002577397631925406116330257468127901134114978455803053977333625406881792.0000,93022771883238532427053638314722453838993196928993559758210450006799990486863592517871483739305662732968535549981615956232112444453735941067082203359968664283150996574568448.0000,88752519742928982122260999914207637346949936451634362866248327037380772845364720560004411520210065557776825843712.0000,21817974679195247135170261348157092790272.0000,782071930548994437902869546490474009137105710434712196807185183074963084902662144.0000,60651089683947806412581976317862768332600555093363728989699196095299584.0000,206030334133777821365829334538945141191598270397152246926696779091496641043551594430483800868144545792.0000,23421456625415258975147488755764552936664548196680222488335949470811617803969493407936240744865760102833709034546135040.0000,343720302654266508072611479552.0000,7186779999110431310034128859037696.0000,1864015586755907289577268090152415034826611342095220994519354034256273825331718718729629555048270761963539048887595387693252444078479507456.0000,542666619679892236082188309240722223849169726727170165967945728.0000,429992021976441754913356930064300240814310353528454993219081118689561801946558889853313614349971753583103421980944348721531185542958415872.0000,538453880303204832066870089311868646588416.0000,19879046571649550023073438262261999004779687686508434098849807625019359154956903208339954479911405954283647485459199525376926306668938416949626728219381592893408935936.0000,17250845841364641237982066516247384560312540721008229491320550584349283210339659190941853852708637449908666951047352550424576.0000,601502765270265222136082730703176064735886723251370241870892614240965594372802275419774115037337873574385372433710587931148991594496.0000,4236462368315365800401019521226116159268999338471194624.0000,318445377584567638779406509943733860008696580837822016221125918325037521130424766666550546962206985027584.0000,172161807270350080046722734464230318077628962020989488662033892567134292533299070190949094148455218553251123853836746227712.0000,813684010718044372184904659341482723096391016505147392.0000,99914303357533931559688957668171122652361573833637888.0000,568449313754411324993565372326684548045008703564293502715035648.0000,309305246032194196019373606871574842604197430924136829301601136017408.0000,615740583399147003708190029301349266021605783549887312144453527370530067811532338626560.0000,4506168212025278046078563862255790822993479536033949450416200496671592618019434605556056572605599339480720476392100963811328.0000,3840053711290758281892066671933441819799453696.0000,173881656353159996324777682241895832967365578871297202890678970601391033242263068878777264585085678518272.0000,172057568452881173346434238442577062379624636416260472318197760.0000,98307784146620780208059966886549805254297178826358612963951186046997592046052071280133889039340081685438894379773927675723596308166504934801408.0000,13901862295981774176846714842937234016100982151337422034482141069312.0000,40071231607947232083319791304104095250486690510321143697248962101606897790752570346579848452372682506240.0000,24860173551754667508574039966665835997723149319605846016.0000,21380043801575604605098952494027898880.0000,1832877237881171437526829526399381119559362473099158489671087976918963716096.0000,1586069672864693565413961493615729904189440.0000,63479936542804122374342134002054296191135647631072647169066519853643417024002291529532080914432.0000,1719278221689766540715896080629839879718714083208111750341276034100464537181356032.0000,854597921947727972593309843456000.0000,60008558421272164033625541016250121977856.0000,28059679151162992.0000,261294596546235562391515983478145488472934858901946368.0000,409459114.8431,230761572429886337843200.0000,114577756709388870583229682643275612160.0000,713446060807004793503481856.0000,5465761313513410658304.0000,244904932479472494444544.0000,4579276521566044140437766144.0000,59396773117.3747,24954150945006592546832384.0000,45549.5458,1994986954545001.2500,921894270826268522971136.0000,15430012379525795478478425948160.0000,70159803831.6211,112978760245037872.0000,92260369145378896.0000,326480360304653410395028979712.0000,7942500405063630123433984.0000,755994531597.6539,2444070234534103230889477537792.0000,842077237.3002,232266.4730,179994.7669
976.5288,977.6285,982.5036,871.5927,4153.0548,173140411.8061,669166959033.6549,10142578303088562176.0000,444450801330130034023165964252455357603071064308684161024.0000,95746517887832702739558034491165267516948482097152.0000,824883198130490046951685023368004763648.0000,3928516237412164765213289825173504.0000,44624674432881115791360.0000,4241765913444971951712573190541754455432751787016192.0000,1382658892565009541049097875346275199489079771136.0000,126201501743487043840593887232.0000,128564717954488614446711358575686523510571906629632.0000,7677629709491767778071281664.0000,18456633823279923702224118955900928.0000,65486845376750256316980786890801152.0000,0.0011,29876718113161788122879306163416157175108599808.0000,0.0000,3593684493072693346924629511891034094359042445465557346345176098360262656.0000,0.0000,215068224723769274880311465747853009223680.0000,15943572415512709043322880.0000,0.0004,6532469463032602060383427657465856.0000,28258629314083320496128.0000,101292000106890.2031,91308280304333306690618203875303282046942590760241856512.0000,10077908931221.7324,30208262773181472640598016.0000,5009.8770,111744079998896336871064953895068998041600.0000,14426739623926872145920.0000,11.9115,622760568780124429696716767232.0000,31232077645008.5352,4395176769006030860820874528817152.0000,58822326764455300134713950208.0000,0.0005,10263449092782618920306193293377536.0000,2398149361.4724,238610580792011284537792802387746881536.0000,22073314189614574238433280.0000,758723354589687.5000,9507349145415594278912.0000,24976813158558660.0000,3357708479.1745,2722286731651735093248.0000,647695759897298.6250,397188704199525632.0000,7691732119193.7549,1533951540.4783,71788951136.2743,2888621247262.0347,17.4788,3111451.3644,25755660.3474,734895650507.3339,2045119.4301,20941400548.9275,322866.2318,1650.9825,2174316.4838,682488.9325,8356.4084,108749.7046,18550107035.4483,1715262.8058,30581.9232,1234868.4606,74103.0087,126578211380625.1875,2.3291,555560012.8721,543861.8208,771.6336,891.4486
978.6177,978.1570,976.1217,1029.2888,58203.2703,73483220.8650,98914.9580,120790727457700000560689591615488.0000,579385929347678212960391829988198120880603136.0000,2363103130593965812167253784962141219256053784379392.0000,7486795012375902457596826221543424.0000,73357760712946806161408.0000,6715102490176479720651981253761818427392.0000,792841375858763860354235366721822007265585155538944.0000,14123607500497812186939055995246084096.0000,303478907230596734971131248427139072.0000,304514793776827932312510398464.0000,710816257618621430876063069092521705472.0000,31858685537507818340352.0000,882473.1927,4055429278245611454064492544.0000,176537751450.7230,30795019543959798400091519841155940352.0000,61498434364474784.0000,55573364459596272.0000,1514.9341,5419944915324592212248180371226624.0000,3658429049682324992.0000,3349743950728684686087815168.0000,4884106.0753,854206979573877996341782432511627886592000.0000,312582192983666541461504.0000,6282097912151843216175846595231744.0000,46136745948.0031,24660051317934636555880653389824.0000,1725068588411524260823040.0000,58053437047.8410,10258124038169900.0000,568259871353.7550,1611129042540575744.0000,483849837274183616.0000,93959512970214708798591105761280.0000,595671123542005504.0000,5185597520990931255296.0000,102788427037239115776.0000,1891356643888715945328188063744.0000,31291937032342716.0000,13252136368920383088230400.0000,28000648392.0921,26740238007.6795,208539704104566947840.0000,344914571.5229,1962663788185758992433152.0000,1786256039242599936.0000,179732465.9694,74117173785.2578,8563.8584,121052497078261.3750,240250.9572,4249046.1744,58287747455.9206,3686755.7499,4350392.4617,2714487.4927,342176735.9176,191537.4052,16378188.1516,142.4277,1631373.9712,11450295.3420,144339661.6873,67664.5446,152628.5305,240467.2250,1362558756.5765,1594555.1863,604531.9915,170806005.9649,1060.2134,2089.2998,1900.9653
