838.9636,838.9749,838.9421,839.0505,838.9892,839.0393,838.9775,839.0564,839.0559,839.0608,838.9861,839.0521,838.9790,839.0176,839.0020,838.4841,841.4718,837.7200,838.2474,840.7420,832.7064,837.0773,854.6480,823.4666,841.3360,817.9519,864.0541,822.9352,901.3049,841.5393,831.3405,795.1730,856.2411,877.2129,865.5772,773.2404,868.0445,835.3635,872.1142,793.3416,883.2840,801.1606,867.1813,840.5854,824.1080,848.4916,837.6484,842.9297,826.5462,843.7547,851.1496,829.4034,839.9833,842.8211,834.1198,839.7365
839.1012,839.0697,839.1610,838.8599,839.0302,838.8909,839.0627,838.8435,838.8447,838.8313,839.0388,838.8554,839.0590,838.9523,838.9986,840.4531,832.6018,843.2582,841.2319,836.0108,867.5887,862.3803,833.1981,928.5142,888.0430,960.9563,774.9848,899.1224,701.6415,870.9841,913.9956,1039.6034,846.6324,748.3637,789.6605,1058.3961,785.2432,866.1790,755.7528,990.8696,728.7220,962.0212,766.9402,836.3521,884.9708,813.5960,843.3562,828.5552,875.9295,829.5585,807.4837,867.8802,836.8513,828.8904,853.0421,837.3080
838.9355,838.9556,838.8985,839.0915,838.9842,839.0710,838.9609,839.1006,839.1019,839.1099,838.9757,839.0932,838.9791,839.0855,839.0451,838.2989,844.4247,842.7680,839.8412,923.0350,929.4650,1027.5198,889.9197,839.5263,864.0573,807.8111,900.4101,914.0676,1016.0211,849.7508,865.6071,855.5767,1175.1835,917.2675,980.6999,740.1959,1088.4878,897.9273,921.0573,769.1207,921.9935,777.5103,894.8004,844.8119,813.6318,856.3415,837.2842,847.7638,821.3007,856.8977,871.0819,822.4725,842.7012,846.4538,830.5440,841.2154
839.7980,839.5510,840.3373,837.9698,839.3570,838.1820,839.5520,837.7910,837.8479,837.7754,839.3755,837.9938,840.0540,840.4645,842.6828,863.4891,1009.4913,1301.5812,978.3295,4783.0628,63739.3487,2105544.3342,394140.4952,2070260.5879,1842214.6953,7404539.7265,1390.8976,304077.2016,48730.8767,1905526.9563,1761013.6544,78691400.5376,715599932.8623,3192.1188,161687.1903,67536.0562,3150985.2649,383402.4524,2245.5644,41074.2387,651.5179,20094.8452,1168.1394,1927.2004,4138.4119,818.8101,1146.5177,953.4547,2059.2931,4768.8649,1784.6660,2104.8470,1111.6312,962.5855,1120.3048,1004.3857
844.2679,842.6500,849.3067,833.6964,844.2066,834.7820,843.7793,831.7355,833.7013,833.2952,842.6654,834.4802,859.4797,886.3151,888.0895,1160.0859,4893.1965,883856.8973,26158.7024,606204896384.8528,1543934927876704436224.0000,126492727553137699213803520.0000,1034896798173238788096.0000,188518755407952240030253056.0000,4948365383176726712942592.0000,18286627499109780679557120.0000,71714.8775,246535506935757602816.0000,1236001865827.9348,22584261298272088064.0000,19712248499180723101524557824.0000,5841021769909982436786176.0000,587697748884369931939630766993965056.0000,4394640062.6201,12172691011399946.0000,39141346071981.3047,17024483293568874980573184.0000,317088683159.8101,24731366.9583,27758406229709.0039,6256.1315,2963066201977.7832,30371.7845,2418169.8272,50831836.8521,1678.2814,46103.9762,3983.6592,2745100.1891,1227728.9982,4071986.2726,3145302.0872,19872.4552,13651.5539,20611.3882,5263.5863
825.4963,829.8248,824.7844,864.5858,846.9635,857.9443,836.7936,862.6679,867.6186,873.3641,841.5618,873.6000,893.8738,999.8946,1155.1554,1744.9608,37526869.7013,8465665.6962,993192.8276,1235808769134639360.0000,16025825521286046000501672116224.0000,730805427201138807411443141647450528284672.0000,1012058118190857805141806900675034208010240.0000,13912695045657079225286893307288469035286528.0000,10606374504649375253111970766932836804621236174848.0000,2566057931252779796233833993205185674431430656.0000,212588658033122688.0000,51198744182081594985022874718792843264.0000,10078714868955827694432441474704631098887371826921472.0000,35886760276643896202310886273093670195798474752.0000,52916166508596927495687402229515178192991682560.0000,1976652611567680047583856018600230912.0000,12569631528914574234142387372810962223641127464822756734400084061633085559537664.0000,503128445234825355381276934144.0000,62444849950324713890803091505152.0000,8427.4033,80596823721779773654226547660984578093560891987688735899648.0000,381175876054981712076079104.0000,21398030822188299874992128.0000,484910351735.6545,1574979834079988940800.0000,6391340984.4306,294752606295057792.0000,34154168565223.5938,10769601056.9530,77108169.4404,2195907.8378,3009533.9857,1925728.8202,703552029701253.5000,17119261723683514.0000,46380121.7859,3320970.5715,188941472.1117,36488.2060,698755.4358
838.0643,841.4440,970.2548,881.9148,934.3256,858.7087,955.8521,849.4186,857.3365,990.6155,1015.3528,1150.3877,1778.4353,1995.6503,19844.7868,3621106.2249,31038810752039860043776.0000,5960548879736876753258308173824.0000,17784163205627.7539,2297889820273474957949668357679611904.0000,9529548003728858922751651538305593112715364813098180086356011248038347779692512074635932436587071783361197113677531054080.0000,4566842831565134359298694671831136397506851780919201106639097040920934228302957699180816440045421509606424197052117783705101656094842193707008.0000,14627769374147439715321614084214419832860948914016467183970838232631400612622496626841519529026663937794397123311923497939065705446964327787439921560267470430969022355331110390162208486705921772241218885910528.0000,130904177327582712791226083376943855244925401697658334520229794328205157757956594279768382968451130664565056103413026396520937142730546855502821867817068964911062845548344863260034028044057668077054444808893823920898048.0000,56608089585897550733829439774462328588734076061186061150730914366184529789194552164864690763454818532050177889550744173237107398788319898436734361304454727963844397456067017823809190527075593538194546475047970568060626710834321784905935081367413033271296.0000,119522074564759121807047778108478035660958890729871773117425950082875460661627553069220869081764400398786381958518114852922366887872529527975494250603119555225780289602296665596474096453836607699150555608595757738105950193807657785439558663011303424.0000,50182542130404272113864256420223245125576244068352.0000,1885556212624202545024759393379957489718312485570616332508354667638255849500758046581596335468707840.0000,8621847053961396859852919341995103381618636011187804824665597446536094154052902153485838772141001520014094941955172790697984.0000,75305129364603506516997701077514841993823634434222967774848209749119668835284542566233858141761402211876009747722496521189001789920022077620390093519798515174459696181059977345701211879161097879552.0000,919041257875762296177184517473410511195311680638071404697976419279830354158503065936371196015566461542207097641136461231744552315160684619551392320353243736443187317063134710449273400356790341683884516055636348935622092104153331708867903488.0000,22496804026553320377681979952003180073325702772247689769832220442487285847168940708554636450323759780617120214187909132938473051941936647127195010716038918515958068429384530600507932241050294920732596903120431410681439984080240891992901886211011995762688.0000,177859246067583896440350680781973298976339662633263626824248020741503162505568455846757709408047752932552806350433574611692392961154836524638631923108653950149021676439947634728744132908234477762567100996320833800305799423611371520.0000,481052673256154498073390065169908926837468517543491153109535790947457305903555749130678709518336.0000,325004615051731738030856523209931166380930125243302894947073879059399431373094837234101955465011373861126353350694457068261447678616204936569091718517646064711708442624.0000,11621485531471179007116237628493777367269991845892778920456038121472.0000,25584600124980281856707952199264999507140701258616881131365358919832747564283132593445927131807781582627769648444284834906026572038557725630670003240960.0000,342562607523651891260435831662576203693732861480112915323716889474618052600479271602877945587421738691732059004951425635379811344193683456.0000,3810863155055981597673472501126381235248141571194880.0000,37424333572991175261188840626346375065627356363948828428545603167079925312184854920996980880245260288.0000,33656308315263979155805338559570701033930752.0000,4665075567636125792141348881702961821829990008527553465694121773193792650488188922620805120.0000,2212382261172713973350362262218314088448.0000,60415042528307744968414099450615403594645504.0000,11436886569225874605752161002616443477767901229735143800832.0000,297045817979914913054720.0000,3648751496306011391890817024.0000,63284878129512203681792.0000,250791454249218478332680548223757058048.0000,18166359847451879622558573990720101831372250723444135028471103488.0000,144562342494838464249315218251841536.0000,9415029038666511915174656817842062001963008.0000,5874973840090206113231798272.0000,43712649890130122768384.0000,492236922485498839040.0000,4616948284119161241600.0000
814.9448,824.3422,878.0581,901.4145,895.2884,877.3636,893.8585,883.3973,887.5613,975.2547,941.1105,1087.6659,1245.6811,1671.5667,8270.1961,198347.8276,44543366728570560512.0000,33845183654499418112.0000,322293828233.5309,394413285639094974175878502678528.0000,1652195302365142475499424700906936118234399671852203956738180274222256262408635940864.0000,1562600640665384883450395388634686814303474770444230394174270759966983803353421860921692260510117169252472361282699264.0000,182002364418825953328646791294212069017518576507466945184535235406457634731906339804057177881386673811093898672342256888346793304131473160054979596158854388475808972800.0000,9343078561170069193372576474310773361730725520559217215738867264233832757990840615372545765724280748856111866220938662939565952901454195769168335044894597636817944576.0000,53164557947071289514864673517865515890657623825671050172119612421271637394212097642505724439879419468487925767840170279093954887228267404334458311919666970481157340426805446182216905781887893504.0000,90159808323008938490794196647980524507082764298244772989721283379187710357704100574462386383665123136737447004389390290439389336646652849106857757651521364526873802658937931265582856929280.0000,1491058648024812582026441085397531109621760.0000,386976781936716025431577612450255139369383632230759200337764399584519692394573860744225961803776.0000,174926168803725408734338607113662182442101741703848305312415151460749288839573529707569374429162132301447075859471145134701129337143296.0000,289112131516838193940526283657957870209272527312092713503215442797575192141596707838411718334858708111701071670109158465222935324176971772276070907998756238164242726912.0000,5041723263623051367329910018097976949213472185836301277452495898629572175300708720349457162280861298069856036231686557010303783006938391746665100453148344758545623909120072371452329852928.0000,206542299862201889364547800180950474796648882919378635763631860015438637777160914426512957847199421503482061162987325133595893069385993216848747328095389487675677041754112.0000,162723204108008737162839252158543474851772728730095181692527399699434043860140965687505479134994271736426788802923618010880616819569051339637572277759837845302841385785428372566497177411827905599207973670191366144.0000,280941000886355617827345820837583317553206659306402839754715632829300587407029491218776064.0000,435829773088921864653164490912028264502922071034319551372635293315797462747213755894222098455472838735456935656560133144576.0000,52266532701588746331328261488902144.0000,637381558254831112870896012468514487068988164514431756889023684767889384559477965913298398064347915081859562513887045916958811172922235587328475136.0000,23838983405899548137528258182814565379589765816050962810251246727910554672793514264083923038908710912.0000,5815445778176168610709365383792812779026763051673948520448.0000,76960516407647248005326001383766533727118555653172281592512512.0000,9720622269699633967141810923338058286488437695447040.0000,455552423506066550576000692372789465808945161596903096320.0000,8116534524055759932927353602241660629964292096.0000,391643437062456609685023339463359594496.0000,260893655618091237666514566835609125519360.0000,4136423113635321610240.0000,745089688902948880384.0000,1041139691332002688.0000,3225109945384295622246400.0000,10041049182250038890477096427733045261719009098727424.0000,687238326518970606872366729449843982336.0000,9244138419081436205857202241536.0000,359262864372776763392.0000,543433843134995693568.0000,806027888402184.2500,66408183140419904.0000
891.9160,875.1957,929.5719,773.1644,859.3861,786.7321,875.5212,763.9650,765.5508,762.8973,864.5236,778.2616,900.0614,871.8331,1110.1513,4978.1564,39065.8821,765310641.2972,32588.5515,580509714.2387,24844531835401426041831424.0000,65410970110702512844570624.0000,32820658573817759909442198962176.0000,1002800078827907613668876664902692267189076454539264000.0000,1466328179004853528432930797280453712624685678592.0000,33954980445044445855160908204945290273116730218478866037641052160.0000,0.0000,607034559702084123540084857241600.0000,0.0000,464616380352957723779717577181459644416.0000,543863929557898097300298807536499270925836986875904.0000,79056426602586407865696769624336598602624311974928477236546372874837085037734119163822080.0000,2016718936797716137337946112.0000,0.0000,56384269146014240.0000,5758753556830185023979880555719289144054077383780854885432720097280.0000,3218655.9122,6738777864741665511878947204235264.0000,0.0000,81949835905768605399590943406761666170620616677068374016.0000,0.0000,286199639409852966393159886905757952429864779776.0000,0.0000,122140232.4844,507324094302084405395456.0000,0.2372,67177282.1490,3093.6281,6051930388244925440.0000,632036468515.6984,0.7261,49623751364755712.0000,2756910.8133,722.9051,1506897445.7337,328678.3245
817.7689,824.4167,809.2162,871.0636,836.2171,863.4616,829.1661,873.4235,873.9229,880.5522,835.7257,879.3899,850.3083,887.4008,993.2562,1084.1062,1816004.0913,11461534.1617,13441.5711,55077206013.9443,1704991702120765063168.0000,1197357995182199741733666816.0000,1614533930113778371087086953802025316384768.0000,4380089214763313087039443140870144.0000,429205526579590113770377728536814806707994624.0000,1107435145535780282929270753547255808.0000,746375721308220032.0000,35722572293253.4922,610713051069704328796934546762554671104.0000,132356591774894717535369646382776320.0000,111287740295973861319690118286811248721920.0000,1500072581939775025139620511744.0000,17543830221309768683430296894428986069292679168.0000,534299565883050511608471093248.0000,1035478299275201210557428778571527094272.0000,0.0000,1671665644529722005946040043679252480.0000,196709491918355189202944.0000,36994454881711562752.0000,34076.8085,8213770687539822198784.0000,308731.7543,29758778859015452.0000,2644367082.5718,8727090.1710,409133975.1337,1601183.1715,6657887.3820,85476.5697,49132628065167.8047,96725125271.8162,1728593.4253,7076140.3688,4742970.8555,8551.3322,461467.2346
