834.5682,840.9413,835.6453,871.6813,830.3004,820.2420,836.8309,848.1398,842.1825,853.6748,826.8343,832.6169,855.5373,846.2806,835.9646,836.6904,839.4239,839.3493,838.9967,837.9848
851.4489,837.4397,867.9577,809.4162,911.3682,913.3300,882.5677,830.7863,836.0030,801.6435,885.2380,890.2470,820.3464,842.4731,854.3514,849.3103,840.4479,838.6587,840.4080,843.4834
832.0163,1035.3543,1514.6300,1031.9703,983.6440,886.8560,858.4258,865.0573,847.8221,880.7929,823.7301,831.4203,881.6037,856.6495,850.1455,836.1975,840.7720,840.2146,839.4607,837.5962
1064.6995,104270.8941,9405709.3511,83398463.3553,70232097.9248,348164.7573,396970.1333,42017.1610,7278.5690,2164.8583,20520.7077,643903.8870,242048.7398,179210.3147,15697.9828,4549.3324,2667.9637,1145.7504,1655.1175,1875.5065
6812.3220,1819207820780731392.0000,8873186883206174230415240470514892800.0000,529815069906874266550272.0000,505513899749682953045504163840.0000,9978396578382555906048.0000,1916354834692153802752.0000,2013237222472833.2500,57908751.6586,180001.5928,13895760080816.9004,4926543991636862976.0000,96194058051544400.0000,711267575608648.3750,502089173082.1439,34356753.5580,2094967.4044,51907.1726,169343.8045,909519.1819
1749.0295,247274838149118620376299768643584.0000,255989058593378171146825659137303105961282269179659038570315776.0000,150129638455427326471156806925471484798833101911747503858418224677781504.0000,4365481877222520043717079637130828274496797667751254795244011520.0000,4579693294659874554252812214303495028736.0000,510988161650217803431500786877771808768.0000,262463463781344791310012805808128.0000,14450365375158915072.0000,351282719909189696.0000,4439797503454088704.0000,3982402473173223648838211159568555180032.0000,106215865537594551182843605308152148192657408.0000,3184316484826229832837707707512258560.0000,10498804592118338724823040.0000,983650248130777.2500,10938143852005.3320,112662252.4932,3996100364.8561,93527038845.1221
1064086.7054,93208118824346091892588272263115541072142300872704.0000,169566327413352929056940114213776527631003029792100149737934271381390934746415613596736275669484061990065266491392.0000,10628348715015298315735854442340864456028951052222511448461951817539285393518599197421401576761742874402805689549342094636074046891377570837023972861379651921565509457335701284756693938742482444460037463981877944296661801890742272.0000,880787685983332286449569588499384047309332855181744329315498481488951229270655991716927478066085236896954360244317424013185306335285973854220589339816498916205428815632854948984273745095396016783360.0000,2901315019277096837662447503131727585041100609329096875232646023884002406287758853760560434160726064805378537390808273871566052213569617920.0000,604161840603164368939560478745223255170882405866336515163638484616653817034636876922059996861015864729920557729623669486769818051409242559160267766065787019572009196146056631684146529515476837026414723072.0000,2723004047290932913330035386614172317255722364165627692731821074596266565239329832735940792571477748703725742217645124620656025261834240.0000,1446805722891496100995899157959357035291991436167575465848086748191815746191360.0000,2685678248992803935993114676948104776005976064.0000,87215608423844395752978036998940891281377365682157304122724054136666829779779923577444163437328736082234179584.0000,34805413280084815224747928978204621411184102586636617821692160282250793603700718751071607114414291829781833485982229613913164085205649142624951490233808119613531512147913709939817709568.0000,16428684630904052071884333596412301726046245325246194163981637127186606724159174396326952105237730401527041012794881762192782137333286746918900637500812558702280179712.0000,13574490483610352145401818225452694677717149975711370591536436783266838417383418538263928245775903126569446045725717935800986327653976507905591753275428831232.0000,34646939565528537094790670340193369217917301723557456632960908079212252547369664512.0000,1205895035586490173088015039514145183050441245695174536377401344.0000,367136703492581801861683110875857966045825601785298944.0000,1208735463352429530214039552.0000,749109134956321113423501555107002056704.0000,4450525036866682662171279272975356542320640.0000
642.4897,378047829148686981449364620935567375184429056.0000,402593606714586862577584112427498753008050831163781314100501387579637474528809491558083697496815571000159633408.0000,961484428536474521183827923207321812778335093033623137923268568434562880903520528678632912812041640314659617225340050032151281321645505544134663136257497561831874871117442614422800174744408515910540088156621436354560.0000,95864922078313757650097431510659756983631533243359228389904020966478132131991935454396568667427792441095744464862976041737536971540147857693367173155015214044699645923065553792008192.0000,2992597101202125449762870253011191555863752286775417990857012197292080679514614955216660643115169711208436219248640.0000,8535593629084253843189801531186545923267551477837791409347424755320533463511992945516721525688971042510207782898367193634141861357382174393337832325058134016.0000,47308183918091974144848261702469592419525527930646753812834032718485198042329801182743454975358818757460872283553792.0000,901485622214076955009470182770172512372307483359505159536498442240.0000,3637064114078837207602178088563655351205888.0000,239414955181445372008851417229458601354979863862291245309682463829934160322263777280.0000,352009488229671524846520436382449509909781819417357450268645561807073175221766811331963842125169873679763160349116750612430194883043005454562535407616.0000,319174443162644628629199223492829378394171635653282032428749320980306444530973192034106641265885258520555939014786438080973711467340098348603408384.0000,11226994057024992746592234567497339985488143051551265942122343859428180939335901999873359093460879848956594671858646167208751129427968.0000,940785978379074124849315482929504563305992359586402558804125095945043968.0000,49689575460483770358040696827418776263067929013125120.0000,568255877375775999579233687530598524312879104.0000,181257932052434216026112.0000,440979616215888375171306481516544.0000,587956906873286428638248879100264448.0000
2850277.4930,134778837264.4578,397154853354739390633476096.0000,277823163504989304803114876928.0000,83934644607950341586017736363492007382691610624.0000,1315818842165019198816298334687330304.0000,413813836026239851512368617193761859960832.0000,4968222546753949696.0000,601751365011348.6250,101.2747,11960112003528331400191785566208.0000,159713894907407839552578537534930187976704.0000,98506030217565798400.0000,269518189083398724799954944.0000,2161219192542495488.0000,3256882389977633.0000,316141693200.3377,1695833.5347,1929906858.5124,15749933430.0841
64.6797,442155508715935.7500,8502496077632033576189952.0000,17435871187763255462464707601362663825609850880.0000,704373531919175906380260311040.0000,89725363639931404288.0000,2338894386083458173409139645812310016.0000,8764498397030156746096640000.0000,2889112443851318.5000,213933703604733.7812,134474954399575648.0000,1095714811626998575983715418112.0000,5583815638542171264722036997488640.0000,420473025475810156840239497216.0000,106123033216138.0156,248224730293.7556,44408285330.7392,3207226.2250,227804256.5912,321685734.7268
