838.9670,838.9414,839.0333,839.0660,839.0675,839.0203,838.9938,838.9343,838.9902,838.9297,839.0525,839.2479,838.8407,838.1340,838.5634,838.0226,843.7987,840.1574,840.6955,832.4396,836.4876,828.0233,862.7308,824.3673,845.8540,848.9252,843.8413,858.5068,798.4566,871.1558,836.4727,856.9859,828.7495,839.7577,851.2041,816.4826,854.0681,841.4052,831.1933,833.5724,835.2903,851.6429,840.5669,829.5732,845.3050,840.3249,842.0103
839.0918,839.1629,838.9074,838.8167,838.8127,838.9435,839.0172,839.1825,839.0274,839.1952,838.8545,838.3127,839.4462,841.4337,840.2559,852.7706,834.1856,837.1601,845.4641,892.6575,860.8198,904.9341,780.3703,921.2678,854.2473,832.3267,854.5466,808.0447,982.6091,766.4680,851.1133,805.0022,903.0152,847.9486,824.8754,959.2472,810.8495,840.7216,861.8174,861.7345,852.4915,810.8353,843.4008,886.3678,838.8190,841.2539,832.2129
838.9415,838.8962,839.0594,839.1169,839.1199,839.0363,838.9898,838.8855,838.9835,838.8760,839.0987,839.4911,839.0115,838.3346,839.9093,909.9137,1062.6057,893.9784,922.1862,1125.5162,1791.2816,893.3207,921.6446,913.8352,876.9883,904.3645,950.3178,907.9622,826.0089,935.3125,852.5292,880.9970,830.4641,849.9840,866.6923,826.5260,910.6068,853.1557,841.9934,832.3685,843.1757,877.8724,849.3533,841.8013,855.6851,842.6787,845.0453
839.7241,840.2849,838.2821,837.5656,837.5415,838.5632,839.1587,840.4820,839.2570,840.5541,838.1341,835.2218,855.4828,903.9592,903.7514,30969.4459,347877.8596,2736.4552,25420.0192,154484503.2642,11324454.2301,1624937.2659,6445.1800,17700212.5359,2120989.3794,464671.2468,3445304.4648,441279.9210,1117294.7060,17137.1487,21670.1316,76511.0177,535616.2106,32974.6630,89415.1531,19447120.2342,13133.8183,21962.0020,2671.9890,13836.7191,4543.5372,10693.0921,20054.8942,371889.3967,96635.8437,7662.0002,1643.9816
843.7864,847.4974,834.6100,829.7541,829.9020,836.3433,840.7503,850.2433,841.7513,849.6251,837.1801,854.7546,1151.3066,2900.2939,3555.0477,9849144512081481728.0000,149940494172054504865792.0000,2681017862.2916,65821619570851984.0000,4842734128436295796974315110400.0000,2972099033510970628198629646448721920.0000,24419187380871245582041088.0000,3109971799.2349,541311576754000681238528.0000,103454302525614432.0000,47861386886600968.0000,120380399472978427904000.0000,17810793123253.3281,203062656450358048.0000,74394497837.9699,2007663358.0112,533694923914.6099,289795509805862289408.0000,647835654489.8302,20689022143840.0039,10244161775593149658300416.0000,883803659571012.0000,4453043995.2301,13455707.8618,8861638784.1170,1986379476.2337,86963750850.5582,136771195078.0894,910138772386320.1250,47648740397640.6797,1202835048.6117,506172.4082
826.7953,817.3812,852.6627,865.0249,866.3985,847.3936,839.1388,819.1651,839.9477,814.4659,879.0777,1105.4148,1626.6067,5004.7345,25011.9305,10435203627041126956924928.0000,59055352025621411815147881090441543680.0000,10283503551455968.0000,16136358083425416518410145103872.0000,48703491599711423718500239861864918933869768753447744406780501458681856.0000,275891189673404871042490241364813185304125045940944896.0000,445962058984158455917877378567102575287468032.0000,1229423192281068221790894948352.0000,1539415824533725809799658542581980860654829961216.0000,326714102478461667279306590329990806713139200.0000,208379259979114039742901729939643432960.0000,344555909805406097933863878238135055071892733952.0000,18628282189135838225006333076916234354688.0000,54612574724783953936384000.0000,480971369604041908875689984.0000,3266944818379147264.0000,796648285062369697510425467289600.0000,30597920626402366388612578282838163456.0000,3067708867513893311741952.0000,515900342352081293867857737678848.0000,395765635910701192990993885112945925948566405120.0000,10041311884122199542141243770273792.0000,341901664119094662660096.0000,601942252.2030,67540750574231339008.0000,369709238518271.9375,19472977437537298169200640.0000,6708621682655654693568512.0000,1027717624797219990953257349414912.0000,31130145633447375572450941075456.0000,8463253526075406336.0000,209218287427.5381
839.2561,837.8950,844.0181,859.8325,854.5769,842.5806,855.3808,848.2423,890.5324,849.6453,1037.0589,1190.3564,2241.6339,27712828.6593,920606037.0318,3790596424475960160829521906337607643359411388240481771556836092201846841506758729807863094619150738126777729140133298438144.0000,99031834338037676883278568049885190696001466127901113188641416958919186615670161931944067072.0000,5903848314222338475206106857519185920.0000,453564140477192918878912827654016185426089722142782507799842322468090711737049662212481257283999447354992733908142915584.0000,390974731128890048234995838815989506903677787691198822479454657362767440665937421574997233367277300382317491262090700696749298099638608799425635168328731595608035882845601792.0000,270440733451951124921728937320602759408435878459003521590545982165362919557630202030565477015692227710365466624.0000,5847830562217806504416102284243729496387810505689508486752194693813274349156326357026674939832886533775366708527598051548466429883018232615279816794680199603840689259900803741646848.0000,747999429452650774669349148997054542906487278895108513071104.0000,67493877831769425010854088322886606359967428226017345758894762958493725992567543209070976697351252882800215543283945058261953166757515276570192245942423095419065754378413329612800.0000,217527879589603960830949057459381432004454535144480581420790840071753689788659152754792077763575707828633066739034236785874495962067261161192586049630975404331177678770509370647117824.0000,294229261125420320915443787438690307170183292996247651952078128924223676967565798734762547342268953426892783212755947140196933623087104.0000,57264963489462128630531129299442898338856356298629083032727185989804862488704487500410907094177664107127852898778992150309846557596187657883098141425664.0000,191172087484669006309788898990417958648484519935695341196435030612943432469327512045493491484398381695100622225450185176829186323238713053675520.0000,26398736943043852496551038840791646468243677088528367102948165873772161459225927419467792716232963506652696245326946947301376.0000,2825899663492405528030757179100987362829103233123847009007638843240384085306243353369362822311170818180553473993126021431296.0000,7500890166571554276644029523922995941547679400471081650055239335673856.0000,916987362213300399635941708094162916087605587393797202400081090642900729400512775592535400196547035284437919925947858944.0000,2941622955956124409911350700704113384285222244661953550615228733402809148273859375706274641009695586878816272268269681308079644881800916166860419755329844558404193188745236511429742425265930240.0000,466634445472961721761306526432610696505714689472845850849699429732847720801522658329525348678551086301184.0000,43219948125878556912827335936261555913063811811137744260628179450895805028284954161455916802684339495495409537807796742445236573285164846678016.0000,44414368037268944110706833730850951043691936621073986546139564160294238921977570333297837150787322090055225718126033560470733018292305193633048666528321778171254452068921460516813434405209103896520205016294259812229709824.0000,20245628846412970479944187208496743263429692416335222893956555233905452374363635186121317747363127407060724515032006656.0000,1231569671291089371938818135046689653075498781942002208161601752308522118756152492133711872.0000,20767274213336470374869630976.0000,1427487729751973465346176455218692933017345550170391871462827467897516092265646570602496.0000,326604910602016136250009344590069072238181495459620585472.0000,976565783580870996146951633502409587319701488719379270812269449889947058176.0000,532288966896635236865656455148219563044759715157685858694254945758828311039558910700414828544.0000,416289489795430391825851927642685329282779776823952308962440575161742690753540527012669597252093405084889326609969570890961708429084721152.0000,353425309812085924281342617880816423098197895952842311014597063404972535031857591479400192475717024746330106029804600534103452811264.0000,1846960413299908136584735400129218314769609273378141923336137553980942708637696.0000,25880861587928455088547423858124321193984.0000
817.8731,800.8940,864.1059,897.4477,895.3608,854.6247,844.5837,801.6212,869.0768,800.8210,996.1189,1319.0578,1267.2198,36678.7933,229525.3443,3692052891646939355211950333122412782478469470479958319120592962517883826262404759552.0000,2547550985735010619095353023282086956359381544067981558546686507849326143238832128.0000,309459472060273792408092672.0000,22110407127251413538579406679760273618095587780320098578846319281311058429643361091584.0000,52261383485460929318642014510354937861446961027607648768275609920747576734340511085224049568664791926440436689943641653626224968706773777034731173598312181792768.0000,210958324739698156727091397627403605579102787157837827068727424266016793296865129922560.0000,87787512822832469204163986374388398767241045819764682766846710301658253361106320595480307286037720582643865612334299405585669599406970091129799763698909184.0000,6163199476788870742739054563259668158275704658869383462716511879168.0000,1119805696891048056046211809405214503772436291313135004689888451931477152061987656513887891454881200171924378368754625257171391242089096195125834028356877680640.0000,27862935649019677981025533838980769958271915556977863266923573840124941171943640857823119833252247667279264069923103174562431602355883284360029635072862715904.0000,13515852947321760721040738214857200000726089424640533757981470268384606169642198146779552290210057929022985122257812518615384064.0000,1913590463782485743551573541369386814521814109667847565691767480151310894144805411932936221533488828847102269566205134564573238062900619046055869153280.0000,27342206234581718209587199849718413909073666526469616007348149339439219057000760532796216340667634103744083401267422138718314561536.0000,64928894511317664165382729217471401148897375617051491270482150889498717565725613956328396423168.0000,172878097677366631808097678148702033309473069536931895591659107240085934228991443180857514262528.0000,190048302876287757727605985898790013792446704240865556037632.0000,35413394321301612589137674200636493178403593202394904552621778364198352870416821388750748604148104894976360448.0000,540662621512044668618630172151997975070991989973922440807362067522449693326450184988917384587113303236603648662491769395443138309623665102610575130624.0000,1407997386979213214866066947885017952426124508094615544682692418097795769308446022722125824.0000,724615914735187059358602622426338253855681661541859337598725459963228056418975819553413108923699147747469063031291002224640.0000,32359732864556263730258105422709215353626698544101682066164027971943369522395049634979107730483418792636671284541624770687586640835473386807113802254121881237374672133768202340532224.0000,4541417088243176360774814028395424270893588192629989366549053186048391573423231003100292795385792954368.0000,6904803492318335360103068781031990597651280257655306613178313881377935233908736.0000,44234037883262115840.0000,402779632255312646752199069196396456498162014180413038879033719074586624.0000,2385134250343004949880667117103971476598289334272.0000,944689480562145097235581678815738460426040348902700416592981366932143865856.0000,17115061445151182347869874725908161614388565892396899033822594855970887088646127616.0000,64507030699263032427076462940134952322924918417663439305537939811438045149990424844964961549749370591609400630181888.0000,9154639560686255445153356664378641705100905276865571999761288264069545988443167858095648458288099571449439329452032.0000,16775611103983530856655870796965387368907919091093184212612425973760.0000,1402101282145895876872153079601954816.0000
886.8893,925.8064,793.6498,751.5961,749.7941,811.0592,848.6340,938.0657,855.2222,944.6838,775.9540,578.2300,1274.9564,9958.7698,12388.5857,505392673475429381701632.0000,4387827021949791.5000,2926624366.8228,91397396796923262795776.0000,5626383122635645652382714426331517419520.0000,9662588825107767445598240768.0000,96969197938497898364580032331425230356480.0000,0.0004,4902376911210147846782534974195124086325202022039552.0000,12045620385670270906251716864245760.0000,78944572848621548994560.0000,1427137680761775128964325441536.0000,2721525922057975296.0000,77940219463939209888815384256962108772185667975242474674192384.0000,33779.4681,229203412854311845888.0000,85173185035742.6250,11741836413679810302379541768043299553090207744.0000,1407246455952848453632.0000,121808901314893955072.0000,41117188819044234079157691842118026721713618922865418345381888.0000,85378175964.2239,5075892460217434112.0000,834802494544386.2500,17256707634263775772672.0000,23500159679957.5352,1429406.2758,1240212559267615744.0000,17549164042028685849626687742674993152.0000,14265201842548123893760.0000,1678722321541208.2500,7487547.3007
819.7555,805.1049,859.1279,879.4680,880.3383,851.2471,836.0270,801.8455,835.0068,798.9603,877.3126,1026.7733,822.2910,1145.3140,2899.0184,144177863709086630019072.0000,9137869805056598999040.0000,13987271486.9693,1259059563443816394391552.0000,950552738119619151117942784.0000,31245332455123486741889024.0000,981750701129068063151316008960.0000,3270929297598260224.0000,2034380868116237707640832.0000,1110278243061862834020831656411136.0000,45619042348236618101424128.0000,1657291512140713222043860992.0000,18455888678491228518523997257728.0000,2705213624.0117,452260798160843729766260525760512.0000,1773255460972.8716,565614028559861087706546176.0000,14309475551210143854059476484096.0000,32426971218681663488.0000,101694405303221999204548214784.0000,1978036012878041260884362264576.0000,3914578754503920458907254784.0000,88832466921527536.0000,15363.2075,189995248998413.3438,42196988444.4432,1178774432985366784.0000,127426385753460672.0000,488081301542800982016.0000,20059539392726740102021120.0000,1300808105508749.5000,2627171063.0523
