1336.7662,96255373.2411,7773764.0601,1014502193268.3859,397559311708144768385024.0000,3291556067818861.5000,352740915462.8880,140178223886706582545760256.0000,2192958648434751608475782734618589921280.0000,1716855183118394217622822453248.0000,768539127086365.8750,4127913030820800191579291648.0000,319515512509644903809024.0000,23957005225400598528.0000,103543952517662.8438,12225990427132.4336,53141190960.2424,722848.4117
10901638.1212,130680269.6946,12175331756969.9043,3570437877658.3540,30134825738110298080816182880645919391153416830976.0000,692293994847143.3750,499911886476564032.0000,1064424813446597411840970457088.0000,310158794379130975636247524934276737264941650673664.0000,43589481814290009672868050082762278305907881165138317619754992402432.0000,6633922826775708636609673002370067979665049387008.0000,212258885922925364379648000.0000,72773206532219722865735779460772300880609280.0000,7452114417737973455647999303485227897192448.0000,5816520066417.8721,8787933508406918590738416293656920064.0000,81265521.4860,8415196193433.3125
1225404.6302,8573470.0915,472433836.5499,7984403934.0573,5099063135356617824392642494026349543424.0000,13052596923216.5039,24822801125719884.0000,43788572871786171202108007645184.0000,2307696076153260968026518700755127778878523047144182513664.0000,47138770523185853345595993744450690971693353580011446893046398976.0000,114150047671034098528928711853222207311314944.0000,281979182418195291557593088.0000,138019549141642348865156187279691234639085568.0000,70384808039816548871759365021446669598720.0000,1411242217177.7800,37200109860668123359082570529636352.0000,515595524.9836,2498774369765.2358
7172506.5320,59758326489.9110,3603207812.3769,315455766106760896.0000,13091643208475337728655341361184112640.0000,1537959643893632960823296.0000,4151727849859035.5000,34433868030549669836983742064754688.0000,26730207268266323342193278271304547169515428321368912170267735524055568141768458240.0000,1100118443651689007094500807957242454934782815630709396592993916786825708384269357834829824.0000,16491504359836494983829139446731971113972225040839606272.0000,9522986201112682786959039456205602816.0000,1483794735557068840493914269218500272446451413434761216.0000,277072546376173910418015851686674315591282523392442368.0000,3182094983901834379264.0000,19589340668318709730512611116133008432693248.0000,15057913299647.7285,1204880595115183.7500
118793.5941,2243957575.4647,2134952064.9823,71240730697613.5469,25270064514676186677248.0000,437370554152198016.0000,7985700847888.3086,34247588830811230208.0000,7479212633641572227211167109278987836235081318400.0000,5889720601260439851673829241435414718683580089661128704.0000,18091363951959441457456420638162944.0000,70419427073261243159543808.0000,4294751935617882653414895124480.0000,9793582575393066068150744776704.0000,3601604963429230.0000,87394290525791812057038848.0000,2960272751.6595,6072724120.3284
3112.9728,465.6339,24696.8710,28651.6818,309048921657.1635,10060.8390,59174251.9972,2124475430.6452,728437153.8015,22238889264456456.0000,154270573549365248.0000,338.2613,8238230264731.6230,622873356891.6953,42456.7563,336837307812.4286,37.4222,312632.8976
13784708.2048,196179611.2094,622361977.3342,24115494166761412.0000,15326234033587146272621110547726729216.0000,951691559314526175232.0000,20394873291631460352.0000,31859543880469269324224486893944832.0000,23260357180552643410497320574441842330492850979392629825972795606954934272.0000,1301908809300324931632073663919407772339565964152528049256791447798894723129354992197042176.0000,6600804499877115960793446958003049735914749068184758910363631616.0000,4078460175057303014991724544.0000,1109729254902460313540641947759081089779176994909504667648.0000,12718373728105301196642283071003946246296112459325374464.0000,39861513273722707968.0000,231111141462718836820236529495078461363449757696.0000,971607902.0951,44176262176554056.0000
288447912.1399,882087914430.0575,534561362294.9572,141175962553301712896.0000,424351199259796461921205500190068196461312416415744.0000,5400571979243665122079539200.0000,30970414749009506304.0000,47785710293971365373402001687679306852990976.0000,11396940995966948090333276929794237435999246645682850145016004059657478839558311761718623496252162048.0000,84475089415050309225318434765601276617545848734355036872249146145915610776210203103214408818678045967287083597824.0000,499854456779028481939598271038804478090363974661689052793735372542574592.0000,43640186831554502732459528948760632765710336.0000,5427374527451786782456766926461371673995033308480101282661268916797440.0000,43277608277082392688983595430959798323206337238563412153529341575168.0000,23123399909190754939961344.0000,348985752905921062169628390336171354655039806823441891328.0000,489894965185917.8125,12217713078408312832.0000
11933154.6300,3283996328.4441,58838918.9344,1643917299988237568.0000,2536346149676688005080142400146559205376.0000,5105658617681380085071872.0000,36578272869185986560.0000,29370605500914054704976685947450149568512.0000,844828204571363132272467421914652316078529123918782723759741010589471676416255928041472.0000,6067876212958845750107797241178248549899766397229763215975695859441066862532315446143199102369792.0000,413801543730651678371990369273386170162391063350722022902595584.0000,260377449795541005067006919191822336.0000,5365461059373402449215130426334252041738592562396050657116160.0000,60905368212470074072452735292571511132046945164780879478784.0000,83466134212303122333696.0000,2003788741184333368183780866968362664038718504960.0000,1550614196733.1094,58948992079068168.0000
9831687.3357,11695134385.6461,4125317206.0412,7672106309725970432.0000,151807074078759021265883095891968.0000,13700578678109372416000000.0000,120491444756978925568.0000,2610058434452350476433866834384519168.0000,5625699634954973158500754304252771050431768694165348202474571426249905144856576.0000,318593928211900388945067410114619338103410335741836661360838385868472111390940168039344111616.0000,7731305677520121748604095676645597381881708381085185481900032.0000,7880194696431069056729004113920.0000,1275767044086721010755422975593692052686109647843018932224.0000,68119358303109214447952780396187422983830911196852125696.0000,505565026001692863234048.0000,43596420973735880967640148797963387030147694592.0000,97000557518.8595,18776527487748004.0000
80004.0728,2060731.9161,26032.2807,1502697128200.0916,10131645640183943163543552.0000,16281778798795796.0000,50717316798388.7344,6495377436853914515703595008.0000,4113329837055208864963428516915556103922023637845016576.0000,20745468089624990778507204945430330185093459671455409111040.0000,12001369204559004883663068606641471488.0000,42152076476091268595712.0000,78546759382189826975397670589703389184.0000,914518459276037488919381767490633728.0000,2303995365775196.0000,157131551561081637056219709440.0000,357787754.8341,55208152668.0184
8612.0059,36798.9567,12603.7835,14212449.0619,83322673798400144.0000,1776535631.5309,274688056.7809,39999898106579656.0000,26777416306251745559638400040960.0000,4225507973932355318803025979506688.0000,6330675369029201297408.0000,305223974145906.9375,25912414016676718182400.0000,1976627408171608571904.0000,647609066.6890,300734900223959936.0000,800903.7745,10758473.4907
14654.9357,91960.2903,48847.6298,97939000.8668,6999112284999587.0000,16772603434.8697,283938365.8578,2254216085520831.0000,232063684106882321408044346376192.0000,10974434979216853844177439383105830912.0000,9269602747184841307979776.0000,78237337548852.2344,306390152303995311357952.0000,77065348429381782994944.0000,2845701172.4011,22594300631928467456.0000,456200.8997,42339154.8675
3222.8893,36571.1955,120844.2538,164815.8728,10984083367118790.0000,1852595.3197,35273801.0820,106639657929944.7812,20792713416694321643520.0000,1392277062756245438464.0000,9893442874694.3438,9526838913666.1719,1342063708018593.5000,60775162257708.7188,1854690.6098,129222586372.3846,345890.4333,110483.4798
2233.6569,34724.1817,84169.4864,5046510.7937,3235506551.5049,152572375.0443,38152149.8967,989456666922.7031,2355708828519131648.0000,4938004382829436207104.0000,1483778115186505.7500,44133345.9656,149060779939337.1562,63018332484520.2578,131470377.4150,530399631083.2078,21359.7186,202840.5802
1059.4540,1492.6056,1119.1489,5572.8820,454756.9006,18267.2721,7817.6503,584690.1747,8649951425.4952,33268155533.9613,30010904.1531,240026.3091,23239887.7691,13398331.0642,12490.5551,1598471.4660,2407.3562,4353.4968
833.1866,1579.9602,1861.7580,2637.6665,41349.2314,4511.9808,4546.0935,85501.0581,235235.7732,312730.0002,21383.2315,16234.0820,37589.5191,20024.6228,4111.6189,8150.5401,1712.1573,1081.3811
888.0011,1942.3615,1163.2736,3910.6239,318728.2717,15255.4207,2501.1478,198706.0587,1273735560.0665,462952386.7191,227736.3833,626430.6334,1309999.0716,1075953.4391,8558.9613,117638.5003,4066.0089,1892.6441
1326.1251,1175.2558,1649.4368,11814.5957,47379002.7793,27799.4064,100078.5704,15720785.3769,40240660718.9123,3257355358350.5176,6735979740.4236,128934.3051,1963202428.9269,359845729.7185,26389.1117,46037534.1900,1388.5402,13099.1650
1489.7452,5074.4495,2951.9059,154374.5841,4904548.6423,2119845.3338,304002.0887,220279685.8805,935246152661004.3750,59302203211345584.0000,258479356717.6129,5054893.1715,70274760597.0481,50888528931.6091,860072.4523,1306907606.5297,7926.0050,29610.6722
2981.4637,3667.3118,2908.9957,219186.3334,145732972090.6396,2303998.1221,2575529.0722,61160304030.3927,15571110953805193216.0000,10728290450616432459776.0000,5558357898916306.0000,351736451.9948,1099931569932497.8750,188313800864900.0938,1532946.5896,1855443351156.4724,10605.4541,304479.4337
