841.5524,831.5316,842.4510,833.8339,855.6596,824.7259,849.4275,835.0888,807.4856,850.7504,883.5100,809.8008,853.3375,850.7121,829.0906,858.9009,823.6657,846.5495
832.1669,860.8421,830.7208,856.2886,811.1774,884.8343,815.0288,866.0670,994.0094,877.5623,755.0567,936.4574,828.5059,832.5820,871.3185,802.9038,884.0496,820.2093
845.2019,851.6133,919.8936,871.9757,1441.4970,859.4360,952.3087,1038.2132,823.2727,898.3685,998.9980,944.1373,909.9159,869.3119,864.3756,882.0886,827.5798,855.0150
901.5345,2499.5801,4286.9680,19636.9929,309984.3912,14577.1571,18910.5024,10320869.6537,9045469.0696,17235538.4846,903805.2188,124299.6591,1670997.9877,294738.1988,15107.6517,65984.2481,2321.9988,1881.1619
8165.8004,102980504.5959,40739530297.3420,76911324665.0371,17869244737320421344940130304.0000,4686589015.4733,6099943200500.9150,9545689831522070452764672.0000,9666641727480282556393559425024.0000,31693565521998255226880.0000,1215588354744.8064,742697072012306912641024.0000,4631707817957720064.0000,6020661499753355.0000,1714468298.0138,424248833779.7314,2000301551.6456,173587.6942
718611.3505,31756401618.8995,80949436795715712.0000,303459065384186880.0000,617290025676589766093890294786334897676045078495232.0000,6552580773502770.0000,182479492171681382517599895552.0000,70423638900334289506935927780895518226139578368.0000,2318711493902242799683093775073958897140421030313984.0000,99339700233194999068166315183708847916256398748392882176.0000,186709340946623762076474945370425918826199621042176.0000,6134781163952979620921344.0000,57620422240730027544577251314677766892290048.0000,54321344039123897418129348820402347966464.0000,801337422290968903680.0000,22425140492429685759461210546241536.0000,74930696.7454,8850478290750.9707
240592087405639328.0000,5269195342643798674072976490496.0000,17666970394336857049822492884992.0000,674745228394864800901119307976676063382713833357312.0000,3656154815803699089372421138726455952109621546080788761996131173902283067051120960153726325198187579075481648593981407232.0000,187757976467552193938363689615190414176391625067665352851717506465792.0000,2479523696185362033304097873155370747837808640.0000,492302180962944948667904703947109367445228967944134571146866952689362933989039432296587335117110561974788292608.0000,693843521219836274466602552596076800727834482581666630485416666191519219602406261750785742783394914190972582940798946556132093245563717265159787099603471118430230403080933666788094975255772989085118262299203864244396553332348162745363545540408773705728.0000,20858515292430475401577902617496013365088341560625722582424629649680847557781988805062996271642010951390560344582237244212689681579290153757735160450772966366339903080392755993875161444350059646528036944289645597366156284044500396402241113955552754939719438514237317907394307555328.0000,408413877697960492918610119316398304491015626259375099714006000378632315457262976407360833600519777416287044626222992113055630807448148566798406773735555701605185499201176093417537536.0000,22455587565906961848815042760343406417706031562581967480697600546296098684917109434503854529537003885877711077376.0000,4792910211103682542027016767046521590505119078122360651192031927697513289698758928494916678459565406801495741868577524520272884219669439334658720622288061295755264.0000,101087933401663861082388791800048336186420909280735273930224824054251583622686792191370515132897659251651143091303532980016619377927956164158167503209066857005842432.0000,182083810870797040341028914488436873247228641606274908160.0000,1575522765578827130700119407387561882614440898755509604395497314097245854949548338379152604497033938003269979505909145126566525640114176.0000,165745446747802614333257103246884864.0000,147388496659835855037446877159560310685696000.0000
48727333240001.7422,110439664697.6524,596033633557060.1250,253542445096429646016787584829167239168.0000,172179603368990450675144460466523826822227603516152463772658165022230657225407553980190160977100875015534449860280320.0000,15700065111036745146760794605198390356472758272.0000,149434558521851579940182904786554071460737077466782597382144.0000,325615208284745949362734478094689741317649438504443293551009567681735833355814077039364574829731413243493089280.0000,1627598350974864010185923576652857159757065975303576743441571873000341139682534942029430085742269773477606697509267654037862974336178187693073141069177211768832921130789995957878152757248.0000,118479952716658085461582447157435924922974205565769043551073708379503165352701287409190737340069508298394725040855153337084316945506093435886656727592987938313177217703476668123659218863202733496839922101388789655598530560.0000,3841592867286744856470453413157600590484445814041571780637407451839129909085353014255850924776421045526465646926732933917590215227177767177225677952571734214311936.0000,762713909207577854587968161759229122051186916496443952174847477415936.0000,97641862153465131832304857816091822738434041189454131590573257726221946334074861627947012098563530355693291669902779192922440347807455281940406074343424.0000,18323030494220383404915780067511450330988246629647477273062587672912592604976105750789300700413097122263185263758171430203536009492286144512.0000,434950243260728492398385328339937795600514285568.0000,2815317351264876650542088174771897109747464073670768765992103034271801729500108506881438010447621926804561962522692812800.0000,3011890778773772288.0000,24337449591690609934178712524570253852672.0000
2086.1354,351147589037735.3125,49257293.6589,7288518272958227456.0000,4085518794.2439,16016118486376498151896907776.0000,302424765.5779,5269055023842748683528437760.0000,81496896738331739479888944794146756580921300199948430213814055440744448.0000,44012058648178348757540749743226400622439347257344.0000,5644078679.3001,16736814219232443639023722960246697153789952.0000,142033120960715167891456.0000,2021973620305128218165248.0000,1375445722115010398781440.0000,319557513784417.6875,20626996143781916672.0000,170901.1502
759784.9916,287577.7040,8533975330.5577,1564727464.6833,120286666373977994344451939500032.0000,1595390203.1445,3759903894905.0737,60466731473167867904.0000,22406128950492459487152877625933824.0000,4306859193643740359310486377270180524228432963305472.0000,54378209572144179970996375913165131763154944.0000,142692956145175.1250,120710982821266945359548157788160.0000,102412240940835755678217411756032.0000,918839342.8856,925425211089680939515776073728.0000,5306.5438,165509625219.3359
