1035.0544,1034.9359,1035.1282,1035.0482,1034.7942,1035.0637,1036.0476,1033.0679,1036.5797,1034.6651,1035.1609,1034.9040,1034.5493,1035.3823,1034.8521,1034.9252,1034.8228
1035.0139,1034.9843,1035.0330,1035.0127,1034.9643,1035.0321,1035.3290,1034.5273,1035.4098,1034.9200,1035.0540,1034.9813,1034.8876,1035.0982,1034.9680,1034.9840,1034.9554
1034.8344,1035.1979,1034.6113,1034.8557,1035.7076,1034.8822,1032.1292,1040.9940,1030.2427,1036.0390,1034.5643,1035.3103,1036.3831,1033.8411,1035.4704,1035.2423,1035.5413
1039.2942,1030.2936,1045.3697,1039.0729,1025.2199,1048.7645,1148.8292,903.5556,1183.2161,1022.3372,1075.5335,1049.3834,1002.1707,1068.5937,1041.2106,1031.0221,1022.4051
1556.8015,4662.7164,4923.6471,4480.8491,2195362696.7313,32252317677.4161,64251406338216168.0000,15777253717.8600,3162682826.3898,2176486.9192,297452828668.1850,61807705.7318,14158.3950,384913.6414,167559274.8127,173698.0951,4178.5774
16232.5622,6438851.4440,1919453.8147,7988657.7197,93847064142291498768170376757248.0000,171653668143635989144797184.0000,448171538497901548285660298446113972675563968915535036416.0000,80395727022179064215184080896.0000,947969180432579325591552.0000,3177318852566031.0000,1161661412203717822003544064.0000,3497577713429.9736,7176504431.8013,13507115730.6333,53436530024458752.0000,12655605036580.2871,53412.4933
3416.9550,11297596.4824,164991710.6501,36888756.0264,75740974478578385082646528.0000,112173737753811320045568.0000,413128931257603137075712884736.0000,1793174320141451748185681484214636710361246466048.0000,18356026663703.9023,4760166934719090393088.0000,13294408340329323198152704.0000,2630144501314212.0000,17036708905.6821,5234668137.3737,6642508615955686400.0000,161583052723.9026,1341850.1949
125289931.4382,28332122215182.0195,905957985099436341067776.0000,2274638676961567488.0000,150926162826800073022017471725178582250056001600311694377460170752.0000,14024001936705926874786238551925836701646443820379991936666497082760650515098681559633310740820000768.0000,58717438376958707607563139314794899719803970767101909738555732706103717281434615674540140983446883742989325341979021599626738863779168146755778544284991488.0000,48194454016758961038515760803288351907970393727694337474560.0000,27162044328576078183717873613011677500157204306065039064386250959032888614107151435276421376225526677504.0000,1014674179384819838859313743289501192814487733095115735957504.0000,130517593583450075445657094738648121266824316319352442910038313208803904156481816001938725378913482201199727246711980032.0000,1635951994488244354485652588794033191153305334905415322071350138986944276553302546955982677671707808453115187812667404320768.0000,31035459125264238064288945089282048.0000,1157485323744836358523274246036823454592291307520.0000,138073966279259608021387546908415072863575903332581168916956405148513325809664.0000,21222833157148391467519535274584632830459904.0000,249735266029354289725440.0000
90974.8484,14656863976.4954,123153156981476.4844,2374683209982.3252,332199133037101886055893602383973170038524409282560.0000,38946747231058863527212121317670412000342556098899762663522692939860375246128350163621642240.0000,1022353367793128054536326422130526007431352530434523136.0000,185724539703967036461596741015555716038079012757886656778164257161216.0000,2397280337914784888688992125910130587493402140284701710938220661174621610605523071602156030282843836058375974551552.0000,4899280643384429463222702859033880557191343419728956950969106982100843993223342642057452555187310942657688173068265594028032.0000,920440853259131093775853945425169613096162241538624608201065370552695489662977393733635255011781391208273554249026868783130576672112749587923545251343538856812420792320.0000,154444312405817966904129860204475631953730482932656845232782731885092965129624799336801461065821714331148798008514872136089880136460013134878702598243745792.0000,1025815543847966772628864933713143660544.0000,5040360113164377737146116395145440728031419819965410181120.0000,1627868227450392154128348441551122365674800537274033304677053294091299179942672911295574653318166996218377004837701150179279848968365751140352.0000,2331351570740376736364494848.0000,489319914556495668184912477476152672256.0000
158904.3314,255104813.1135,29962277297079.6680,4296640881722703.5000,967616688900708984481282426456798197304268947456.0000,3631982710885774577918565255253586379584591336578139363483036642205917419168686145536.0000,12932772199585021315248348433858874243741617487872.0000,337962661688207810385411388583878443412800897037908312064.0000,18047171764421204681164464160619543252287554286420987056112442692859730302671779336375068808556139740939498215742971827985249386627072.0000,82350449019771483705579685558289612786517031549398947387076210577118919293628127085166449542551282937444353041423579576012898304.0000,7983918544455602043586361840195141743724967623471103294677840869168261931882622644426454674029235662216870234063385236105471209257329556250534826773959319798580768544268996313088.0000,45756297848721123718106076398245049507212735436120135681694675616975030544173208336097217553298118222408416340402286941906899258448573701226765516748007207900020736.0000,1591526387439610785338111024591527739392.0000,1015070351537005379627840228032834401947190906135174233899139072.0000,122795250564212323288004869960157512398363399620417065728236164374409540081708088018707581255638480004121929972211799201024888213782714091321335742464.0000,86755700833707050950172082176.0000,1202090226215178248412058137079536680960.0000
128526.2294,3865096867.3312,52337412580.4304,693401457690.4902,36444462312043124359168.0000,1766271973609339951677142356075882844956144489121972224.0000,19406917655246608751384292414607491886253788894892916736.0000,514120622485809765517637676008224438299233016791171072.0000,784798159779464487700335755293187761610476417642011310598726235686474223383685470617600.0000,2335917457219126872931847259286609268217018322657903299378914304502572529373211681248772096.0000,1805702935854495455142500477589708041034643250546426337639297601046890270946117398578462462866297613722047946264936448.0000,36463969398648929577180521912812828863599817808259523001824063497269820068408080512143544521148259336933731699780961257390080.0000,15161488939827506537737124937990144.0000,656500002750013606370752997121884325675008.0000,4740452404760998132761349827502250358267856792800785680825313327282777604920844902151952154393573326848.0000,415651041623311583000133632.0000,116427985572240903322921336832.0000
5625.6223,858340.9526,144170448.2338,58336460.2955,76594896619693350383199029559296.0000,18925353809482622838953478926403729144762804994048.0000,36353348529857499324153602989113737216.0000,12006389724790733135436458163495633944576.0000,92318314925333496056509760052132898188765650711639752704.0000,6258872318084891803859175510203156409757403954675998423315906560.0000,751045546686754540264132400200395872621786942391736578963760466576945466685351822383644672.0000,60801496645832924151038260608318938636894501781485779695288758189273645056.0000,1046047714004274176.0000,1988742149583947434845706125312.0000,84856877518230706370807461562596334841047777991732503248098768634372947968.0000,292057866339547.7500,489666136005433491456.0000
84291.8623,15751690.5963,10484923373.2086,2237032663176.0908,40278486740147890805505419755940478976.0000,1622563068670603433645379554392107228027065143525736710144.0000,1717955363445268250053542247847355813062306519268191695181709312000.0000,5981677434375183007744.0000,4033104459049701595186871103844293149340907227657884316105795755474653033825526931804379215992739457925120.0000,34755924285135494015269247961386785100282592764881097345468555322070281108409080162025472.0000,3362368477224933794469496997705120624835732181516794878187652691029797238536020749307883405071564698188654409940992.0000,224792383671583419261152156222222359060579870851582087865597259438037038267848403341897118370120031272960.0000,176543745641920640795541504.0000,6297865766605988664591244365191213458915328.0000,875543823142176393759142284569873361580609395918159378356967885310702240295197817121665552694116352.0000,841044407609265800347648.0000,6495733730419979539447808.0000
1195566.2904,463719635192.3633,284198326414835.1250,1739637134965315.5000,5978992312213431796670396514621718528.0000,2149150336756688731727917452161522048238704022278346065090881486213751649591569154048.0000,159665599810116479298729589456780844962669168255890564361979166720.0000,17549834286870199542653592176935568456022778222944019480762461978624.0000,1070365894149746147243021252994518475969469625581404467941003249116468362321267068924247089690395974926746212462624423475440254976.0000,8761404192147871343025873219514893870080396955301066708528185550842137769673735573802250771274226007978648015972709583292851027968.0000,263126397510176917210917849496308770607619368026789576348156670634861239535934579287424477702213052571748855415704671928912255586028246456824496737280509130401803295235103522816.0000,4228962434870075627309769677717578764460264166042322134296431925951869796420688996871990623704741631410133880889757935927254132226608394118229007688973846643738920495945351168.0000,32027464295697942282674183374833340462923776.0000,522569713244465873039363652616635192532483207241233449380478976.0000,987314149212734650145155044676655119412765502331733685444394199547995397622851324025478620553620557869798228134822404925384104820328965890787610984448.0000,2724738773414910313419878285967360.0000,58084261433109716010878041327239950237696.0000
174237.0106,21854787059.5638,633068790249.9482,7524432935553.9814,4820701957053197092592287744.0000,107637484581619716372286110701658945899193780124689620106452402176.0000,12340177373245631252810071508399201748541756458995286016.0000,2809271933760123581387009200871905977267025796295796829506764800.0000,39552146744547149742086666356789191585866665221063153375207748393561887586865039298685776691200.0000,18502894154293521712851780320328686541397081105720906355851029802768587237840019879146427915475894665216.0000,2472913372899113202378265011304972667189607585642303970336710518043933707639385083302199728996400273790157944815495889676760995400781922304.0000,2063730005196300117034209404364400046601334586205544778511276752463425673145482125652961477160595258453991028835659538306061304987932742909952.0000,133393357918903062281662166520851070976.0000,913779087833957468142415508413775863050764550144.0000,39747000449748869989867103466191368561320050605037703091485374770637472879063608597392339987929408254663542531220832256.0000,141026846102994731294093475840.0000,2612220049567188755209357505855488.0000
