839.0027,838.9829,838.5126,841.6280,837.8122,846.3196,810.2547,875.3116,828.1079,831.4765,838.4795,850.4267,844.3756,845.9322,834.7552,831.6094,845.8843,840.0204,839.5871,839.8340,840.8550,842.0525,840.3470,836.9861,837.2962,837.5433,838.1979,840.2198,839.2922,838.4824,839.4807,840.6142
838.9925,839.0475,840.3605,832.0569,844.8226,821.2752,960.1782,793.5284,922.0449,910.8118,879.2831,831.9185,834.9639,821.5600,852.0666,870.8588,828.0571,838.5059,840.2618,839.9531,835.9963,831.4229,836.4586,845.5975,844.4057,843.9829,843.0634,837.1218,839.1421,841.5770,838.9940,835.2648
839.0048,838.9708,838.2360,853.1256,954.7657,890.7253,1338.0470,1060.2182,983.9684,844.4999,879.8482,879.3261,850.9478,852.4356,832.4128,833.3677,853.4099,841.3915,841.5069,840.7363,842.8174,845.4072,841.5320,835.6693,836.9366,837.2112,838.4520,841.6401,839.8381,838.3618,840.6486,842.0428
838.9415,839.4177,855.1462,1314.9087,16152.0814,5890.7493,12839133.4762,23353561.6868,36817977.7483,2968565.8873,623888.0641,223645.4555,13738.2018,1402.2817,1611.8940,38751.1669,10291.5825,2245.8470,2969.0305,3103.4860,2109.7297,1237.4637,1439.4709,1412.6454,1193.5587,1440.1873,2079.9038,1672.3385,1344.7570,1490.5891,1630.7622,1161.4397
838.6337,842.8407,1075.2648,204342.2129,907343898688730.3750,465950207816.5692,1902863097638082806559397125434638336.0000,528316616023108366539039965184.0000,466966439403169643011090201706496.0000,2455902113028640077774848.0000,728638252738951380992.0000,15366862623759.8008,223274853530.8136,872954.5391,207219.1249,226142996260.8173,575438733.2387,1129207.0771,1953616.9115,13404755.7085,688106.7261,23427.7915,130736.0571,89790.8131,84651.3944,224381.4430,1200027.5712,188056.0973,60325.9703,112842.3691,150623.4976,22121.4522
840.1038,837.2696,1236.8312,8989526559.0806,5060404793777095442432.0000,1824179005353324032.0000,48369744496070313598055007023469926393839997446782976.0000,197760178134065997464289400161578796756154496739506505276487561223224688640.0000,2042518279844285921986712768619311668748292957991339683960940658688.0000,8358418367243693591671802777524064672253650927616.0000,690833249367808234082889074722471936.0000,308338069491162236242727826096128.0000,1259325223983584961888256.0000,1988685489994.6143,657979647.8644,450508909526513052811264.0000,10733172092677849612288.0000,1928519971271.3501,6412736296122.0215,228500732327855.0625,1504441813173.8560,934104491.7206,5666229640.2364,134305386.1620,5261890.3727,951706857.6273,348277370036.1897,40407838624.3741,597640403.2624,1543300011.4348,13345894115.0944,104432293.4059
839.9477,889.1788,17921.9281,1144215458461808.2500,257833256740718790193498061995953868370870272.0000,25030535333891128211012887854183292273509199643672576.0000,8998648489014685343417438455974229654771662213387768449935262414905007939773072287756080973813678752098125539753457449240147657565968894594469316215293656199934706479880845918208.0000,432226688150845674209304315733349130977180201846826640537190717575100036408411713695021794838127785984497713718204371173344819846508406312864942565288102556941543150398298216840624833303989241597616923609521946522741899347886080.0000,209211655018699687357977323807683866146888772435310882204809214678672924890015959296126393030473140246810057549700133935933293517060547390898538977755821330496237770892578438981246046932161635838254149430304169267499630592.0000,5284340788631499565252412493656041192082766234236516020746819739234105605381399865299157956939542894650119909803342763719807171503632162530703118659035756037141182652148509045171007050440569449520625967625262342977908389980405760.0000,891348466963436841895961901702485816183305915182204536105082360065631621798930971407286725725795104026346186076564473803093160959757953083003960882585168568833060164161036378778264962294951832341980543054338064384.0000,308090040254012626594772864379489901786093995602798904357392974176735367691219199350569200944259410953599959227911186245950514889914519365912489032209894591051071488.0000,1641684015873000652213434062694071197440172521951610281982845093616585158969238083458529259543099788308988821504.0000,20875445046899695772617064277692117615116288.0000,13002635644472036513154552718983954432.0000,15795267161509772575500730972473738251233393515684559866670700320689837808966875112617089033278043717632.0000,1714716274987727154633436100444736807317402106507092768822567257506724274335236821617075027968.0000,4774750392485910203302988402269022723941309203087360.0000,152959109290093222822152761634024496379906041432651071488.0000,1080522615831843450060796107598446637328027890707784645214208.0000,3829634669696593803926697334469818900294230081536.0000,4847044943881787824105695739904.0000,5217595949882363998319664680379875328.0000,8197427394311085094014926966489088.0000,395698053316254843032731385856.0000,9863776365074434757982177722368.0000,127198160989554994545770712490607851146838016.0000,127908853179815196551655168203572029423616.0000,980053189157609740612874924982272.0000,436340167167998510617615276103958528.0000,100363820754849525766852399062306521088.0000,363157731243667899835964456960.0000
841.3883,862.0836,8453.2271,493559789937517.3750,3457604756412568374486192489496576.0000,6937220592641598356975708494682264698880.0000,204124293623491735070036986030354091093613768794942867726298467433628728641841220035725761484733891595908241811987047643386170653406141251321856.0000,392817422869777063944841675575563905994663775919464174448145676796061528412151112094133100966757188079257111291808894818949106468294544284037891582897722314116224518744962642522592688049914273072635325414922780672.0000,72595425325139978665324003548994568679024050898865696987436790861083484497300193415294395035441625186427064097741439753278908464634685490445999545335517164202655294127252475890550603446747136.0000,6591015706355163648060772539860645390222588330476083807713646495664769212291078852364567342868709828447618170559097834852963966528098346924499805517986437744780751425589943010987081728.0000,4176939847285871465342388268675807563565692416174908154097784606837912725065257937281119753632144624840272275360566928792092792552197226101164318101252079616.0000,2058834887757569034798120870470885559829741734964126764044681523169685406627865991048491836352397482840570723306879809678850352218112.0000,182066068708201799341101220764529779949604743114326577916357303703948072736191846822182912.0000,18589611495734750319560199109473206272.0000,11275630040712827793869635584.0000,34796096485374438607562629110336577318345195380901065783989139249798791635041387544576.0000,1421710702183726311757939123120166427918526994248930699224644414022412086018048.0000,1389087224789226391927614844154718334222336.0000,36287667833735070212263976785544662699621744640.0000,77850291696236639376095130126162385421580424445952.0000,88402523498996340084171345798894521942016.0000,1380326040295913748183384064.0000,16205062225166818700352437616640.0000,778852865538121895054934016.0000,4187270409577216606208.0000,2005911351242146460697886720.0000,47024026221354053406793839999425970176.0000,28695591539632363945348873590931456.0000,5093926410587935284073070592.0000,555285761526626107087032156160.0000,278482467601898322715167502106624.0000,6574571698329608372879360.0000
835.2218,865.6877,2304.8036,18011.9311,1069095115867.9520,9869471.8308,17202220588650535751728673861268765050351857258463232.0000,2649332294784375.0000,6591080588852475050013431019208151731093372928.0000,19689485421117397257062619083299025374750894456832.0000,98122651282324588880859775376171802615087104.0000,492226391553606833517101056.0000,2478622412109017088.0000,8882.9968,451576125959.3964,4619874800824646377802825728.0000,535665056145336.3750,44342767162.1742,1323129145630.1484,1306537025771.7576,3293219600.0201,407397.2125,32131537.1617,3143289839.1446,218304061.8581,309841340.5608,33367294147.6071,395565724.4795,51730367.2363,669186074.3602,501098380.4797,1289872.7487
840.6345,830.7188,711.3866,508327.1459,247770439565.7896,446683443969632.3125,22244923121660064261352718336.0000,11017013713817361103556592568211201982696129560576.0000,41045599345905935448604934093668352.0000,15085523280952503863619729245274636288.0000,138460082645347983182831319090353668096.0000,365585928661060631733656719720448.0000,16602842941335418175488.0000,202378653200.8218,3842562.9198,10955512317581486.0000,13986035974126499840.0000,38899931683.7946,165267261790.9405,902605956216.9358,21017952022.6199,52324572.2749,193883224.2727,6200210.4562,2265682.9913,3236793.8838,534596847.8899,792500372.3257,20352816.9716,32574985.1542,135219218.9526,15848462.9298
