722.9589,840.6985,853.5519,876.1061,986.1912,936.8492,874.2845,765.6084,767.9093,748.5178,714.3635,737.5317,753.9027,756.5415,774.8209,708.8306,738.6074,788.5564,719.5616,851.9451,774.4739,716.3742,807.8372,776.0449,753.7099,736.0397,733.5441,763.9866,754.3635,717.4157,730.1764
714.1975,1733.3593,3115.6748,2126.0504,3796.5357,3107.9871,2297.6651,967.0244,1069.7408,978.6969,703.3320,775.3438,963.8111,983.7510,1058.8113,675.8785,868.5781,1211.3580,736.7161,1879.3957,1119.6867,853.4350,1399.1387,1048.0546,974.9039,887.1240,835.9834,1008.3868,879.7244,715.4936,754.3479
882.0823,99663.8566,88572661.9536,50214.3933,1690888.2614,179453.8040,1007501.8845,1566.3426,7184.0603,13754.6670,1731.0717,706.1510,3185.8145,7115.1556,2119.8845,2049.5860,3195.8176,9972.0287,3912.9720,6214.9686,6755.3428,52042.8641,5675.9730,1817.5099,6149.2296,7568.4661,3731.8330,3137.9551,1262.0060,1665.7718,978.0258
1087.6810,111511.5423,177847473.3158,9339640.8936,309033072.3564,13735780.8253,7584724.8363,584.7605,3021.5921,12203.1666,4785.9283,562.8511,13392.6613,93558.2551,971.3787,6386.4650,6982.3052,3147.9897,5648.5677,34467.8427,2444.1547,5696288.3032,7485.6873,472.2708,4104.1089,12750.0413,7358.4703,4857.3551,749.8460,4098.0354,1110.3601
66356.3194,15457844535745239309203127646738710528.0000,12874072939474241459467929251250914622149675351757172826149971034112.0000,215859907622361437247845087879267363216450008757070953081160597504.0000,1305064107893129422274499476918899810593750552924184382568933621760.0000,103018242524132873097619236119902518583614882601725655911816495104.0000,821057879852854743291143900579621814599096991744.0000,386386428713422490173440.0000,30859437209344252765175545856.0000,322226044784522317952863698944.0000,28326700869.3251,173738163768.3386,3685287697739090591553159168.0000,3234795890730438672630499246080.0000,25099952859809688386866975342592.0000,20187653842.7097,3155695223851779402760192.0000,163436689864513485815630790656.0000,1085380489405522.3750,919356828625651190459037506825461966484699277688832.0000,46218560070195945497843053101056.0000,14179068169447564295937196032.0000,239804807408707161146297173788218884096.0000,86978160682827278672986112.0000,3303715957647540068827394998272.0000,108975641113430271226544128.0000,180586946714888142848.0000,16355510722339951075131392.0000,819781681052690.8750,22902031781.2212,3895340226.1408
43087.8524,105198637284962110331493736775680.0000,1653652399821457499648841224064586715748844437504.0000,18052717064177729372525362876598229860204364547206676480.0000,297136008958336143143413320178247382621678405198807040.0000,7148881015915348248724427067767608310322070164602880.0000,3122820467664049077684264952102125568.0000,652601975065958.5000,14116063078266769408.0000,261971618408787594969088.0000,3908385323.9740,13842968552.5827,2444164655791161212928.0000,3065817763075720629863523024896.0000,94713038153803739693056.0000,273065323292.7505,3709485870701848576.0000,300065605360901760.0000,15355647884743.7422,38282084882596984546946181373183918080.0000,168311831474939985920.0000,2403937366725640138807836672.0000,166111914371840618044325888.0000,39545210856316136.0000,126631181662646855270400.0000,42251701706472128512.0000,390962577095621.0625,1112849882858738304.0000,257070768637.4671,1605855937.5595,10336869.7543
3575.8870,2292340002559161674131891668175984287376834268789003517952.0000,3314308340818379439585104637442369540425662237702937903104.0000,75653409060229011448956863301383356688602114749220230800412246016.0000,671604709433578755778518859347342455793569221040409296019081355003836281913344.0000,842320462734020229068664011491646001695487860817557123616569120784384.0000,41984734089051844910666026201685219556471828007321077085718446080.0000,57851076030853183176704.0000,39105645881451205988192354304.0000,138451479200412337176576.0000,762128863.9061,3568698560.6600,567836085390883319279779840.0000,77038127943371060960999346871992320.0000,761881585654277079040.0000,5410826.4813,977295780325013120.0000,8692524555729524719560008397926432768.0000,6473055700427.6396,7056523884303492845039774691008655298147588767744.0000,124516752249580024867927883776.0000,231304307717232310750936039424.0000,3242016004424607363956403701423292809216.0000,128926793164390176930136064.0000,1484689423357166848.0000,477252348523300672.0000,26982190906063396864.0000,37926374608941271998686822400.0000,3272812875210834313216.0000,39612531045.3737,50581073053.7562
10667816.0753,6222985049670430139398663923573292013488498187374986391628979550346144072074912316660908032.0000,514990323658424045640801653544551939179217559012249078666692297128705113645996352011885101643703250132524731260749750518440507952736930091474907824128.0000,12154942589202569747154518053477630621933619051577164815865177041947511765917574001755947008.0000,307022603513399892067198118939007255875122709615156099537395728887051645893400095412588041003590913786778685974533811722254214980312236032.0000,64975298067540147711768748331863407947388846162694541634776903425610027048765158853069286265526921893785696306770279708963635200.0000,61613832989399588563502336519025217848329214281344575253559280634443961526297750567403202598955847245376935277101056.0000,38030896394655907512479274299648467546406912.0000,122957471979391411264486711844422362611944067426894741504.0000,199738480856060177410983801479107806576283252418781776969728.0000,2090585925958705086464.0000,55568461415074112.0000,141146175748847290484988758853917876450798398865408.0000,79699610780381280437285541767520429887757221888.0000,9824173172528626732315982963187588790350220623872.0000,14674378040089448.0000,3514802188136984964078998063234737147907932160.0000,7365209069260191178930754989558768970262313741392117429304295424.0000,21726753145604637693818487963648.0000,3645751521887856364303253142175254342827671730857526842274458632909383136595662602240.0000,8125938909894607809106161497634208415260970838836115306184704.0000,2069740674141220564881560649058676773398625473223739884699648.0000,240528427373677168510323804230841353428273242578581563664601613938458624.0000,420503501966984805576494292299490997876557873152.0000,311072903857923660130794829943453076114668727042048.0000,116983883399945086121897488558963184164445260317982720.0000,13880516738853247674884236859209083558821888.0000,51771309603788845167751170866593867652606755602432.0000,38583690276810984843863163666432.0000,15422765925464675450880.0000,16651441996918681600.0000
857199923.9204,7786373653872457865289252909150854137374533970863107534188279325048140427511845864669900557283361816576.0000,15877790007510706091713979782959598550821840817866622062541376180610079590541332761097302015530258920328369946161394940000545289302768219398015617694767066075991484221913379542925312.0000,18084025538490011256890931500172197467905760981522572386265252416063562417540491649246473756034426600627481593367196675866624.0000,42176676092714007905089000790597450514920537329647125670427372856533557741589127306259370966286817292520280766151550811925259707719380286534798536064999082329182160452156427902055966834688.0000,955925309369039298625560627766874142248448768260180274034960941179154404252213329183589145702334406038871814035515484703431876778575820306840320224777443260120432640.0000,1200900651823837440468025316423089396733707469516596611165719736782782341431778777695248807370475736221934495005808223388763133072388793565184.0000,1656914338342963546158516949565246785191936.0000,5371038676710501620905816040768391122399668131630401762351680323584.0000,4603774632040974635254583192504228074280331634610277156794226637275136.0000,922257614189025556124871308607488.0000,409463594817787.0625,1075685423142668995868852687981981851522967404182447427989142503424.0000,5471349920119919350047678326960272578019005162078579484690956668633088.0000,987595733425516910283069865399942189245672718336.0000,67509448429952976289792.0000,15654297316465815623734511905597088536575970935864503042048.0000,76924750639704663726487462709394622299831948038619355255786712040734720.0000,1226760829506158578151325798877888512.0000,1067962451473385442150492510380144351425990959516561249277515665844403695087039850472917728308175468232704.0000,4043748054669896123879221506352526834268573617376580598049244178284544.0000,24575851891331531954417340173806609645341001204841796351084079903796293302594772192444965975998070784.0000,182374717312737522529569968131520944971004369991150791336300934980598362905132031541248.0000,26223953958258273395677142095617469795447219421184.0000,221417825004063064750205886180615334510907835568166535168.0000,399092726628534489741333713890135503442521448773725267363188703232.0000,3199410437870083574688933893006303849272225520437354823680.0000,398800245874888672004749653422369828482017249472811185492459520.0000,1174863135066806024922046335549440.0000,1359731588488524684240186247217152.0000,1035376722432017546870784.0000
62068.3474,34351617322875698203178172569840744675494188746038387443680069626332446720.0000,180840770193703583313685836146604288786334408199964913746556542226985589335956035033051770650624.0000,5214631937995135357691538643927695261155770039463721318900544691601289786643972643029294843781185536.0000,8989436241597750042397170840798232903827294466332915299092958306309960164793891431876577767063468946182496656992143333158325059584.0000,1465652777882344833048772763879363340148323927744780013320817062143569202069070803907514471347741192607069414359040.0000,253324644284387048403252271127792556169640428764329019360887224600289789430539798401613264060416.0000,28552538518149299162508899123200.0000,32760742278011655397611951391875521088323584.0000,397905003534474640316678302604619415552.0000,2436373232407792128.0000,2966641127254.6050,26436889223272652082174918638848645988641406976.0000,24591061635272595235890410279629850611128061074381733888.0000,22234465850994170708555855730573312.0000,19096911061348.8906,1830443681348701482313835834977026048.0000,1523636786281021366848325995368884701219272947400704.0000,1140697789499281664.0000,1328027943009311984053151356606208628845669026104924766437554356499154529681408.0000,70260390078948044588696394532084894400512000.0000,136246370405371654671946935002912316927961116781174557662773248.0000,206974373969881778226819194123575828460166236387300238883291136.0000,29446094410260174796639878124666880.0000,5340238032760584855607076815110144.0000,11899519771400370436101440509497573376.0000,54816464354539149087094578241077248.0000,296060560883895616462120460139390124085477376.0000,1123711544430618668374687744.0000,239107433944506630144.0000,24802753481230160.0000
