897.0349,896.8977,897.1900,895.0631,894.8952,897.3441,940.2845,886.1481,892.1664,887.6697,913.5388,896.4534,901.6542,890.0177,888.2129,898.2629,896.1814,894.5438,901.9720,898.1504,895.4862,894.7656,894.6548,898.6992,899.3740,898.6464,895.6291,898.4044,896.3263
896.9031,897.2844,896.4742,902.5303,903.9800,898.6024,831.5928,1004.7203,952.5210,929.0125,869.7493,934.5568,910.2348,933.8402,923.2020,894.4301,900.3674,904.3919,884.0591,894.1682,901.8135,903.5052,904.2901,894.2997,891.1024,893.2369,901.0156,893.3399,899.1257
897.0617,896.8190,897.5205,900.3363,960.0180,1071.8329,1375.6976,939.4072,947.5995,895.9392,997.2344,924.2163,917.3135,896.1455,886.4335,906.2278,896.8983,895.5054,911.1371,899.8847,895.4029,893.2138,893.1046,907.6174,901.4546,900.9814,894.9370,900.5978,896.0729
896.2385,899.2591,900.9519,1923.4097,4810.1190,14011.1604,149877272.9542,243971838.4928,3207158.8313,6406.4998,297874.0683,2366328.6482,136228.2363,102846.1990,2279.4757,1582.8289,1542.7245,1341.1609,1306.1939,1077.8500,1246.7471,1083.9999,1345.8514,2745.1846,1136.2079,1300.1345,1033.2570,992.5064,1031.2706
892.0262,912.1950,1006.5418,147803.5796,37864556605.0755,62370221654969.8594,2523271419274081075200.0000,96579622340261963424063291392.0000,664804319280211328.0000,51289282798.7025,29832193556843.0000,190674913710276768.0000,3287988400905426.0000,317732659126.1066,367440.6275,1057719.9900,43368.6429,56441.1711,274651.4130,12922.8245,19959.1043,7234.2944,70105.4692,27343604.1081,22332.7394,31944.4496,5186.1899,3312.3944,5063.3918
910.2627,861.1670,1480.3088,190537177.2212,2357405322717205.5000,77825466745225081782272.0000,203863212952414079822823760988956151472376963105026805440316440576.0000,13377372423785677670342513996088530167517136330428198764563922944.0000,85505448456943707840458114000543023104.0000,26078570782598568.0000,57692940284919577896533071695672508416.0000,56846131425525998803640769593304900698112.0000,32345383097728630066626108063744.0000,391857050870410041186320384.0000,119001069.2235,1714753365278.6960,328057149.6425,16877902.1609,78244805034.8897,8647536.2373,1284250.2884,199021.1923,23492434.0907,110130013852380.5938,15746176.9833,1135150015.2207,239875.1132,1015371.9459,72285.4696
899.5897,932.0369,2108.6635,35673440089.1068,22422675599725256704.0000,46024741879744675234116009984.0000,165667640052527275994654186734824262857224197672300652844755947735146508669658788905546178211027124663403622000726264734002907244603546567098344667233812410135491595219462046704122764009629215920357625563518032366534656.0000,4602740991059011766666671079963823409894045704105730893326745450093976891817271711976153953513844516557868918260700314036373524075922061320164612980226644280607106966563435254463432618167129757499291640592588655135576817516960195520386054487501488133242880.0000,24560848444498098381119216303090137176466952743477623650105349089525238843546483357197704687678624868432685381573322489882054343673151621276792180955541505472742505804548292213244841881880755204213702656.0000,4226275776600991036630434018466011072254006224169260548862832960965287751254229909504.0000,19689805537530608534339807994600771876800661044492656759832615411097723219442128080244179567524313095081028795352930968403968.0000,62816757190634862507939618359962134463936705341387229485655055652804164618703046927963678362783302697228443376638464886773025231892262232076798676089904202535194919818486939123712.0000,8498755683180738933469899586623969195029148360892038575748949024274494074433820782517555472440988630155223721612206255663522444380053278844568412483057290445496254464.0000,6710487980134858738360984320642230309696573025929492191867078855566572845876411157826587490658187774578127486056060984397660160.0000,2518958047843269270533554455349035008.0000,74794693150731966296094670848.0000,20622167451961352244209107322535936.0000,28695850811348656062464.0000,1621077910185159029686272.0000,4067674227338033664.0000,181841119468501397787377664.0000,286571276568097728.0000,21322735722437502635354357760.0000,21679553680209012002307567070242549006336.0000,13405394743474616310459006976.0000,74220021669216644983175512064.0000,710197299841581.6250,7858926613587440.0000,466150874686852992.0000
921.7968,854.1367,1429.2023,7615995162.9287,129160551346317872.0000,338039608052338304.0000,16001036244592051195654811055023000958823400130357307959479708308223133648179435475791746437068487505406514467852859804210768265203789891236049627461784095922608710776638144512.0000,2689084369073503259467012013881831413756272041904710216614563093979551461044477547261914057479406481629811889171883570861456552146307906172302076164143390010328066778467150507259001286873780688671490265117247032786944.0000,14975064159681102251934819542068312020703012932291945873044739237133256703953144578749459790048367375190992211397427330267450863176547589506996742568017920.0000,188632549253229089151106764580431900504640111966196596736.0000,11239073651328549743609421980830763937896073995057259188756676557201525893805775662142219001006596907387739701248.0000,194488896010756441890728251059952956177893341194398469513019837613383878228766456602479084422150645630720830856656419196280917940745635884462300513435648.0000,37488069112278486034771310102356476472579808244142493152423655853685221481269478810108601748946812780649133839464890816023742119936.0000,261973480481261218066434614944176824091092024667217839076262690919754142108485997766486419673733660672.0000,253855035411070862351138816.0000,13781253332026188622968389632.0000,2614282479093731685218385920.0000,109640077972615135232.0000,256015640585419626643456000.0000,848406781416189184.0000,65980370375721172992.0000,202455882656166.5625,139292731956263299055616.0000,18133505194588484606513140719762184077312.0000,87498003042635649908736.0000,26073601894484458409558016.0000,8581404359408.0195,66948303652123.0469,84615216144222.3750
849.2633,1054.8514,718.6653,309040.6932,2377937666.9914,277273956740.5208,48976148684432924211150848.0000,728340156668481732293409159802833835197714995137485517881344.0000,2945106782185374787889740693250869999798583296000.0000,142608268186492210249728.0000,13160617814823284736.0000,3108831873802136379455034742550118268928.0000,5332431158612781376469144174592.0000,358562079085060958988073258975232.0000,4255633383199083.5000,1281293.6293,1333997175.1673,114061136.4892,1850.2053,57420.4827,119251986.2031,5194645.8842,313342468.9308,326197749.8751,221989.0170,1502388.8234,497921.4333,23779.4025,526482.7755
917.8782,839.6151,1063.0103,2156.5236,4411870.4692,2116882356.8697,227324449481225745522058815845481427638554327099899904.0000,83802034819379910296235880020585742336.0000,140368552674415178427960881861099520.0000,4533660361615.8877,534471104090846158540242944.0000,4405972303093441428931997597696.0000,21434412684318702005462023274496.0000,406716934430236868608.0000,205514.0663,6931197.4674,16215122.8670,47043.2287,18099781.9329,198662.7397,799879.5036,15980.9650,907971.2987,821202044.7376,20623241.1364,7819072.2868,9317.9436,108614.0108,56434.8919
878.2865,954.9361,857.4315,36531.6652,183733096.1834,26094647884.5370,14779689443635744768.0000,79883606811395945369125593468493535117312.0000,78691923343590702901624832.0000,984355551689.6296,8442595913246101.0000,656339905233414992238215168.0000,9415806570450124800.0000,37518700877446971392.0000,1168241508.8702,2852251.6321,1887338.6039,2010694.0055,142531.1271,32860.1321,172675.3786,61837.7177,1220498.8816,340493162.0829,23529.1114,236894.0534,29039.6713,5543.5003,15257.4715
914.2951,850.3992,1128.1915,23080.3484,27918758355.5562,335204356356808.5625,1859254137748143456805946798303545361865796420734645053828366336.0000,1053350964759946366540238396486258717615864310373810176.0000,78599942170571747215213408052922193192742289408.0000,333388637729628544.0000,10107971566034048231986329288704.0000,20416511147403735704536938093537279344640.0000,98464366939609266487138946234670204846080.0000,5174098369026582448256843776.0000,34422498.5102,526472219.6900,811365168.9127,749956.3763,1030295061.3647,1558661.4138,23322629.7894,164719.0594,74952780.9366,1033770792646.2640,663898192.1763,134931245.4600,46951.3106,527436.6301,509664.4867
902.6769,882.8922,973.1470,37281.7321,106783371.2206,883565911.7304,23130075709378007054564832753200593753147571175424.0000,4950482489966068197980990722738173275847408284921071272984576.0000,22573956445459168914833398068177521109698084864.0000,1895925310036077568.0000,874491198126006281327695888384.0000,15710174978516301602833199290801966758756352.0000,11203508915948846627236607421494354509824.0000,304641966226122429986395652096.0000,291226606.5310,2155276977.5215,1158542825.8562,8671058.7663,500932361.3122,2478377.4007,18585229.4493,418899.2851,161120365.8653,3463843574569.4507,192889746.2865,250194271.3576,137212.0583,187767.0020,477194.0396
891.4164,918.0766,904.6202,38575.7389,12034832.0942,143884449.4779,1068980037271427094962064963714850637466133602645908073170732492783616.0000,3898452415896539058109555330536333994900203362410523029599494837093987319817227468800.0000,61184394829759820191936234693245690220272246041591158633610755440640.0000,1018048306019667196187246592.0000,99059236166110601427536960985768552038400.0000,2337771742445026208300149134732121335066367622372326169903104.0000,2102565191772130345089184225595133265127145316844306432.0000,12319812585216531843889714906175936892239872.0000,51534328827576.8906,21682297032.5116,2390485706428.3896,741784018.8735,962667399.9046,36246764.8510,8803681572.5056,22651406.7966,57761546315.4341,479530208534727.8750,15529218946.2305,28922147973.6101,2631073.0573,3880896.6075,17405086.0280
892.6214,911.4903,924.0861,9005.5187,19101222.7402,21740666845.5616,145141829770304287245294880905313879136130826240.0000,4057279471459798681432598124183270778230401925120.0000,9238451348246405634404133624710249324740608.0000,393793617781542848.0000,1349606136534679553904214016.0000,5650142733277907296258937272030724096.0000,1711726363093391610924302096924672.0000,822946703632211024243851264.0000,5290570867.6940,2240036.3608,259928485.9077,1469494.1011,583034.7092,192175.6854,11935839.5974,190524.3522,12369782.2441,671779001.1997,8070113.3409,9962966.2199,55165.9934,116589.6472,207635.3230
905.8166,871.7260,950.7521,798.6708,4122.8264,37780.9715,7113300513341116416.0000,512953409373339.8125,94365250560.7908,25641.8430,183113728313.3652,298550813579.7447,10789785753.9959,48971488.5212,1198.8499,14652.5033,7334.5505,2011.7345,27548.1881,3578.1544,2367.3566,1035.9914,2533.6592,77025.7314,7684.0153,10065.8784,1132.1769,2662.8921,1471.4139
905.3325,877.1683,970.0889,12873.3116,136171.5419,1154099.6393,4313373301590814068560490617960935624892503107474857586246676682170301415424.0000,6918459456615084069459129619174170308144301891137056064327530684832159651139158016.0000,230717349526888859545192246275567277770850557294466477878692282368.0000,1503728601385697328234496.0000,258592549216005949530163686996347226695925760.0000,1074387790513602714438680769958424128180731222027725503987712.0000,812072286375082367130186001094527998001044087738728448.0000,242170342777570742205582559531334314754048.0000,1021823561426.2955,50741700736.9248,1440034164452.3020,350508401.5020,14180215159.3773,75257040.1830,3376452294.1103,8231710.4250,16797128896.8508,1767684152123371.7500,29536954816.4875,66894991119.7526,1576893.1103,7354832.3489,10713357.8133
896.3291,906.0024,954.4979,185204.3049,638228333.1658,3075037246.6255,1447897082061144524956153225922317211948564468686988633231016410854408133425447033190219776.0000,234704423443249735216013200054011802798947336422690823294488126434145359004633881459195730875347602767872.0000,1832603536251920303111981686003813448269813318251205328773885011827043155726466809856.0000,127725728598413200793364460470272.0000,12191280515241037059152715844100028548598371583000576.0000,2529646733769038470771333204366948902248411196862727339332446119338411294720.0000,225815140346582847252360971367144564184010569688211426450759489683456.0000,66843992310846204952012646784970848680540310295543808.0000,5040197761974491.0000,5276250590712.5244,666138843808710.5000,24244260835.3442,209901681727.2616,1228514395.1125,579827560186.5211,302709038.3688,6994221554360.4229,2103156478732247040.0000,3212529933351.4731,4837917438145.5898,21406580.7305,54945977.4550,304188888.6821
894.6710,909.0798,909.7530,52802.5733,300577.1928,91970.3563,39424680531204681568749594835870727959357391119841439934913677786034995200.0000,1092068075734470659563321107923787957824724274408568820479744615354075600240467070591984205824.0000,498066073734870586147230867610882668211619962587453833150781675913871360.0000,6260433682321387186773032960.0000,3213298275606822151722352215049383370307928064.0000,763010800563919626217229358531580889285901740227526565210431160320.0000,10220622062867597964409029761247412179986054686914136506368.0000,19178209282943498564950033968771901711261368320.0000,163563451222606.0312,425395536803.8224,16417276804007.7949,3992068419.0903,23395199487.3983,193524785.0807,23297918871.4989,54366715.5609,262029583486.2065,35712043830158616.0000,72084709936.0918,289373454825.3758,6803977.6891,10820249.1709,34679644.1049
895.8534,904.9668,928.5886,29180.7027,548654.4285,78688334.6264,187793536844372679030981466067770038309499855026160053003273896155805688791040.0000,4069123278785106861149866188338965109303634716786672799426024402413536938210799363555328.0000,8140836056045261241004910827212615512763800018903194415515613777625088.0000,86844199202660913042685952.0000,2243989424152632264167282572685032635613839360.0000,1391246560083300140847815763480312401941657251507435320675139584.0000,15920415555425938003957311134066180926301019608881037312.0000,316781616013412392231087662677965457965711360.0000,86754351060721.4531,45528801461.1487,5880916056598.8867,1363514377.8888,5291356438.6629,102855752.3366,12806562111.2067,27973249.6500,65505929968.8044,2514260305608013.0000,26804212539.1146,91393245016.2833,3622554.1211,11227389.9816,21389280.9576
892.4346,912.4493,882.3252,13180.0786,47937.5846,8580.6044,7165376721965114941395551250349171983515648.0000,95922350922444227992997753959661787008688480219358996463616.0000,42874310546520795309383882054378011500740608.0000,527146860504304384.0000,8669905782838853505734672384.0000,115539283560573137147208503342407507509248.0000,151579365292066068695042724745707520.0000,129565101640075638323101564928.0000,6873804313.5591,164291697.6948,750440852.0511,9728239.1243,18838625.3729,952037.3647,13002581.5160,496813.2994,75078014.1387,155341297420.0222,17803405.8705,67978718.7669,149894.8873,127984.8190,278156.7775
895.6078,901.7093,893.7758,2709.1698,11755.4339,7466.9156,2159078734830821275860992.0000,3376760235029359734867970184183808.0000,11088745133228860836413440.0000,68491275469.1134,16376952747875900.0000,392017278086455373070336.0000,682530317579912609792.0000,76876116106530176.0000,1638494.9819,436565.4783,802658.7761,72817.7501,148285.2687,25285.9048,94013.5639,16521.4419,265256.0783,19201878.1322,145348.9321,244995.4935,8781.4440,8302.4586,13120.0410
897.4086,896.5007,903.5005,2106.7100,4605.3387,6636.0550,388937694693983305551377858560.0000,46388184127834186740941483394727936.0000,4448099100803793578060939264.0000,251150288980.4934,1733219861848023552.0000,20180600691784608070500352.0000,53349976687099879882752.0000,1254468996247189248.0000,2973832.7295,431716.5073,1748548.7415,81227.4277,184770.2262,33679.7553,175677.6482,19629.8417,369536.8955,23526096.7361,298316.3439,435540.7552,9945.8706,13416.1590,18530.4216
895.2272,902.4787,900.8138,2997.6987,190404.3333,1677072.6535,367237587079732.8750,11379141702037725511680.0000,6254500977804080.0000,71891045.5865,3496780795.0864,772227718881883.5000,94553129769398.3750,66495675540.6113,45632.7336,58712.9410,30040.1737,11041.1074,22230.6667,4984.8479,9782.6557,4053.9888,22355.5505,511328.4730,13587.2293,17252.2829,2875.6989,2366.8080,3430.4266
895.6230,901.2743,897.8265,2007.4119,18319.8692,218017.5284,203407444816012673024.0000,19256115578173929816064.0000,268669231905611680.0000,16733819.8025,2436270822065.9321,11033516761058084.0000,19820461931801.1875,722736811750.7385,154635.4530,28092.1529,48886.9903,10987.1480,14153.6677,5081.1655,12843.6891,4023.6231,16669.1213,237552.7467,10885.1792,20243.4191,2896.6969,3330.1852,3432.2507
896.6259,898.1414,895.3741,995.1337,1072.8905,1035.7462,140600286.0144,20255208371.3990,176048496.1694,43450.8454,816333.6197,61209039.4828,14017364.4180,1293540.3207,3272.8724,2193.2432,2679.6680,1628.2552,1747.8536,1332.1539,1745.2165,1273.6717,2068.7427,4850.5044,1832.9382,2040.1815,1154.8160,1143.2557,1225.4847
