701.1057,700.1272,703.0010,693.7504,699.0051,694.6936,699.9504,693.2575,693.3188,692.9457,699.2153,693.6743,700.2013,697.7415,700.4244,752.5804,616.7005,1103.2900,856.0962,4327.8758,100946.9099,572697.6597,52286.2663,8095558.2347,663018.3487,13000966.1219,71.8761,960463.0321,72.3370,325703.4221,7264188.8047,90320919.1570,3549271.8142,91.3019,1555.9590,13670223.5419,12810.1130,31545.6428,42.9489,1566138.9519,7.1997,435360.9354,46.8784,1202.2969,10655.4204,257.1439,1028.3778,507.5492,5060.8587,1184.8110,317.7958,3872.6227,777.2990,525.2498,1438.8474,733.7410
680.1139,686.0631,685.1273,730.8963,706.9645,721.6525,700.6858,728.4886,731.3378,748.7412,711.5164,761.3144,791.5726,868.8199,1507.5589,3904.4532,14745677228.6063,13961477536344.2969,5275919.8725,130474347319340056576.0000,74129220678341380226106311447405788350306582528.0000,11194889637542367614408571428193120870139256451475729022976.0000,8552781845359388813782113743746067330838877624261814126719061176498055366089643981484851200.0000,8106354164243783009252078378434088164491545550882941105023019223631089007388000256.0000,4048696143194577842448423645524902693684332753252516551041574022496541396565283205191196213248.0000,110111044060828820934457065439779963187995587550524629623662017190355325013817255002112.0000,611322195768606986558152638464.0000,748222323042758140258903852606029824.0000,829449370487506259764741184884400517255230640524074347309039616.0000,13304518249512192936544146527361106138482289098905883690087536310535113932800.0000,21459357613935129941326178653969242940937596751891080645147364474872679968297298995704045240320.0000,4057756078170007096743059765211702444130790834480685132126188016838869561435488256.0000,2431841687491853319531498323874909338379760272129200179147078568892706620516860390539264.0000,273291980655073353352293508156298467240869852348416.0000,24835911453053323599179292854486798067318331179381817226223183470788608.0000,8081.9612,205524222200526691036854775023386395351668014513630842753908736.0000,300261033409639321537101987139332471766378348544.0000,23214925452685574884428873728.0000,10840116530373128450211840.0000,1206219158991684424229753716736.0000,975035273640361676767232.0000,1033485495548287742115840.0000,188548968458493504.0000,1894748519628482816.0000,4490069920487.2021,763410406443.9830,29295124671.6867,80821753864974.0938,10998928597134781523689472.0000,204519438876243616.0000,957962547532714.6250,541181131750.9133,25615520336.5802,59511475.3205,1465265399.1583
726.0477,717.8690,779.9407,675.9984,739.8525,677.9963,743.9184,661.8222,670.5953,690.6491,752.0206,727.6734,934.1518,1170.9367,2673.3709,22921.3983,50864095922.0366,282767370990749184.0000,127879233858.5537,140733500058232742957316162191360.0000,721055762670957069801753426326242753769600072473375520025419088712013327630336.0000,402373852787143672593622175251104263503983731225643229933214764739695506861703631622615661681836032.0000,897858855032573307292823268471155369987230655455255321805836282215326857967959634162282814012116424621717192704.0000,91202921873519463381737867994860023313929115477725354726049584400105392055759026264800341716155439484628301498769387517258284138496.0000,1079868409691438256566610743507414301872704095054267667727865879811934297312669154462141910627482288633159189644963506049297268015628288.0000,32125500671886262492283631024554944128889569257351326634640117282607486946452521293996515246270678152047765598924258162202050603077570643623936.0000,7827875153571276.0000,3391082929859831082083297556022204835638610434558194686418727518283985649587968073007104.0000,106851097977306397768323954046230705576148971028480.0000,18449132368438664805974950175585771930956736584926838147746175381050768631124087822186248267243553735860813824.0000,36925787848334111142981601811818660042332591547748728740950260989203850878406963866318367278688981671409311137655655705653300983913224022786048.0000,20145964864708371778078643042135602730392313581790083728950466036187591897417731533321472684027880377763710961379208491549179647011553651195904.0000,56251676094712507159348334801965976546398269879276251546244546379533927111901658015780649030298283640166410121311577115231987391230262204432384.0000,2252338489413652362268117175226383466496.0000,605110720958339837684657246397928023003648163674280227319268891359707136.0000,9071529372039869715303869446942203709396685562953390753458295930880.0000,132260034549996145933467317971532132306859515111609051941141425678569450004811991744512.0000,321720106038377875150045416416097643254316444472023537982373888.0000,71743863228356200.0000,459902939493617120595495262409770341911564274752198319914373540518821888.0000,290230.1610,169476487209713647317676566461712292273854178090378335108657577984.0000,6701574567.7105,40441838712523221991686144.0000,23077355054288976535990927937958313984.0000,89533847.0268,33300175270463120.0000,852040132.3934,1202565733272380673062076416.0000,112048052913714354779502673920.0000,284868800564139520.0000,41603179656426052840186707968.0000,32915368922772.5039,726430767305.7468,152580804038964.8125,26265832801.5773
689.4782,692.7259,706.7067,721.0361,718.7914,713.0571,713.8877,714.3206,718.4686,743.0637,724.1131,768.2986,851.6447,932.7154,2454.3353,37670.9910,15743298291468.4961,5240496386004597.0000,1787029.3524,507384998519214592.0000,653389107464394483550420707147051912134656.0000,942502548591165879701835394879752921796339864436736.0000,34803241022436159820806682170965843590365867364416783068252298513067905308340030291032997363712.0000,43153630464940307748391051576758954520752384947050719536835948543720564236387900805692702129651712.0000,256382613857450508159588312642551807235388746908545747114382201614541974110896920604856587055549376136092842689822720.0000,206179540280516158704990362891191291680150368760495792061107302881422497552378510794185551185272321586881380745216.0000,884949629527751490006260541030400.0000,48864977651827453955632198190312153856654337135083520.0000,32364186330306845570546553117766814239400433284960095293427029977094684672.0000,525813111760598298516712811970744260471929993369491604024277731448981227868789132360848135684096.0000,114648323761170080046600376800624808091868501288370744061361046608092772008376004335424765409760378880.0000,6171809618960575172653032115019518368425912601170427508992086368402346094044874977718519599087646617618577135538534621833592832.0000,4038934116258645131815146252431270407062562782013235164592412615441124268503164237985297796710793216.0000,5071959518116104473355741891162368567538614272.0000,2180112292018234240437144733781132245315023768725695796203771413237307663800230620430336.0000,65823817760773227996327706624.0000,91070680861532745893488095400973822232423085600443427944888155504640.0000,171267088562917625748797516218085268186436972231614345487227028926355210240.0000,3271838899847691168020168704.0000,10314121928533856975268070411598346682630144.0000,44763195622567747191308288.0000,265309232439511569828789458628287397888.0000,77314678808167813455282176.0000,1883801371509708029952.0000,191483030195437385380003840.0000,85192081403776.9062,26252285616946.8594,27607029868954.8477,7452071509808980992.0000,560000798201003870914307505172512768.0000,95441440188119777280.0000,23250093637620944896.0000,1206640884123736.0000,460024334203.9763,7014224631.1010,1540172799749.4236
708.3596,706.2006,760.7226,698.8177,736.2480,693.4600,745.6193,685.2473,687.4263,733.0532,763.3890,791.1731,1006.8770,968.0907,4391.1471,82334.7974,1791540693750255.2500,300009336910999650304.0000,663451098.9020,523759249784275009536.0000,9186854385498945726475827199490187065743605586063470287430465655668736.0000,92056965021385679288475560827791888378834379111685749258864709112179252712285809934336.0000,465882863571236855858435000273866440866959586957448310252286443036263299309523341287915868938826914776947785174123138313168633541620137984.0000,227988755068663663056407024648235696157016166863563888488250217141949203190419200056914068101174884338668060516562509376471539760232919319926625565409280.0000,5843094285466219989636298504096604840545439949501966239388376577497352595715507056788642655569282689957126607746237445592659694966117727120290032823189371954921472.0000,1464039937102301542348888767636693726229878650101569650636407434230471704788660620801372507805408871966963416651477372155008852172237467425019468170908835190693118869504.0000,7140614912229334774607696101376.0000,1099197786756107218212175914624461736266152057819094583659221483520.0000,3150218177927547634973939128040750580720557384858851474298856890433536.0000,38215221955007151124345306486222031190739701130159887970158330885045505176293273070003729941620450376805337458983951602059687804010496.0000,11499432325264532569677688344233187034369914698493426409139244284220759305780909055836997919578939010262951508416593021072014681864799067176754371841057252966400.0000,16509411566370393295329696714843830613461748245060019248050396018555314814103733504794459907469102218334267172926092481436834786114894496124816731838431369067065374552132419584.0000,77538379057049066033389783216200881195255997580776017129862634537105500033953432229279362943609808397341597908837761810039672570214612992.0000,79288538866470309929612012491209425424453282120001912832.0000,248086961225336206322785778685976877152742713075803003844275384924320968397905320420114282582114304000.0000,4808073780163485785516148568892178303587598665545794191360.0000,6427642173963204653315500000149576575647972654575021814388438753115748322162814211850240.0000,32555958291460839094494495449131159167694893054360277879521223058516234530255620601282560.0000,1840163366673160552610529280.0000,113962776101837498419624546788501695742781181991516089689660485292786855182336.0000,126438461160249294848.0000,90019722246375752821917407975423206295139828539291177809286145245184.0000,39389974181630625972224.0000,2764787831527044722351669248.0000,985473833602551411294644183630278394118144.0000,92578262486999.1406,7682555943180209152.0000,183247111490062.3750,1833653316924808995453664231424.0000,54400032416796795715528216995859410190336.0000,23103737392646760431616.0000,8997792510618783035265082458112.0000,1784863645872788736.0000,122777001874600.7344,2224107317166302.7500,205763470466775.5938
699.0071,699.5508,733.4410,707.4835,724.4359,701.3636,729.6028,698.4512,699.2857,735.8902,744.9049,781.1874,905.8290,897.6352,3211.3118,43964.8599,93493831067002.2344,652867588931869952.0000,45307162.1902,271568557628579.8750,27903698399730526362269936765176631117322642467322041729024.0000,756555960783353405680855597942276740813407240030587715095565315392667648.0000,5869579800322066364151139062286979879164356460521742501025886817822556472479723200471689631981799903550080089826351120384.0000,40317495184655025367565453001950534358807255475595826421872275546954096243946627824779113599732165930960000157906571459913842688.0000,541560156944272862600680566801316966224228332470410196633874835469106979714322752517441654422826243703170275089804211460229564447817511993344.0000,1081015658779090890353849189834930998153288318746204044626726925109990277732971576783114835441651267435086997953894106563206063687036618185637888.0000,9903218048522309528076337283072.0000,229693752370625896972004978889219724004708762504213830366658560.0000,309198229476056783802600071169219657851791267202282166341806472720090660864.0000,318974785221222586255455916461442654933626851965254466663964116575776939730183715428316032200635036769655939634342920192.0000,1091314502318760626268601339198457577483323847541136144310947807580236284368390848882538315405104435310368442161342337330396124879519744000.0000,1165559941954800650849033661352094203963460676791841242329244249106657138675781733465853813649176246377360239201601101835217831681398689232460972032.0000,114811220855408188268933097786278340911650708395578929491891253529381400886695156236594753183702912554999519417253326622877024256.0000,178908177980439157511252607541142087521332048003334144.0000,420924745468646995403434217218233776888415124711134489229973804437203357839521581228917522432.0000,9094588274960712914274278495829638504251392.0000,2914238550724813474470246108964896968536179403215315961946070351607944718078443520.0000,427484240706358207267653907608556935133907828193369826576380450004423190268346368.0000,14434995517631549510529318912.0000,2472011851514817510784206095493775096122310347952503010623488.0000,564685923200026042957824.0000,487404780173614222764225888973864602832431101180379136.0000,15257358585733633881931776.0000,47392008429988517597151232.0000,80977062442085973916928184804179968.0000,110901161757718.3906,32288987304355044.0000,38755892761479.7422,322416150685514360422400.0000,131943390588163441339674270175443550208.0000,9718427810565967577088.0000,49171169897095767529619456.0000,21147039198510140.0000,30491405988065.6367,6016941667916.2354,15757279582814.2734
695.9673,697.2244,720.8721,710.7874,718.9210,705.3262,719.4561,703.7934,707.1619,731.7219,731.2858,759.7599,863.8056,930.2445,2296.5307,11742.8336,326337159681.9710,30931498271571180.0000,238955624.4812,77497891731318004252672.0000,1271777388091130986876759712995392312240235961616370153553920.0000,20379235967457816984673242621209011987402207427815959774898706401089162313728.0000,162058284195127146336776820081451856753296072991191140705090193517737487381921000114456167114444961614636515328.0000,526700146522897554328487341777183601421138319128350600998716869654434349575074654294465127669933692505350027083776.0000,8945907670109414280487844372096468547869330370143144317773600281114645447583010289805387584703021041575298744657016889802752.0000,145011169242383763053687216925650482430959042998429679496556469203010726158475896904465075196650705489171141017470823825408.0000,232860223488389197089579466752.0000,11304680817531107811934924325921239440649982997629501440.0000,84837935902309709184121850897885725010165480738804052525056.0000,264675212142116336535558112974015226747707179639214181891982571824345759377354901010628978147328.0000,2587945343584446273772726670028418483522511786872007899532584275054334231229766347839451745932026049891985649463706095976448.0000,39979857108137429650622400929276649666147543590530640114262547683033047948275966829442464870778824753568678255823683584.0000,5284675779255613624170277132608640630128442268255323647708548415665445490133725215561406422077284421956634280984576.0000,381050686514375349651887354041642807345422339670016.0000,12671724917192845037154900707238058089200219801283370030783840079105458746106576896.0000,3420418266926144899015044497408.0000,90123891636035948297588819754736181034967648040603665528101864121495977984.0000,120507231441058867854569550262127986718607641230854140563816448.0000,27693723857093677564297216.0000,9085849729070816726148184449835905754478457913344.0000,95195351601201473912832.0000,105313959200466434563705234104994959579938816.0000,327758956988039888896.0000,10077248180488612347904.0000,27934008241748799624728018944.0000,1552104551362.7673,343096551064419.5625,253866431840.9100,381423084530217123840.0000,1552624649368039651305792208896.0000,1326252467086883072.0000,9447729578676259389440.0000,132430813527939.3125,519905735955.8786,140164287011.9557,75459450566.7392
682.3484,687.3152,676.0202,721.4908,695.7350,715.8503,690.8415,723.1386,723.2962,728.2763,695.8884,728.1212,705.1797,731.6556,850.8218,904.7145,1144956.1335,682051.3644,19664.6300,11206078096.4582,107502201159118716928.0000,6315645917218386223350939648.0000,3619613667027136474749978072631350394880.0000,1529129637554392824344141849690112.0000,3625501391866632177559960100522917554552832.0000,857067263528798873605405494910910464.0000,3721460258585901056.0000,1118535205422257536.0000,142124283532471104309771546829901352927232.0000,1258279923355605303093135434972135424.0000,82235409019786985720221321018950314622976.0000,14563355608668324952958566400.0000,27637774452534257306975119707953859489236298760192.0000,4133663639112283456050036736.0000,14500583502642298168880484000464896.0000,0.0000,245781896279236841113495433924327768064.0000,175053575961605013504.0000,46644878716984918016.0000,24563.8307,551646441184967983104.0000,205187.2318,11999388008438370.0000,3177967929.3029,6165283.9881,80031683.4236,625720.9287,1284765.0359,22011.3693,1713366051207.1409,512607283652.4262,1045536.5850,1442971.9766,4050131.4800,6448.6755,155917.8857
692.0622,694.0655,694.3064,708.5635,701.0774,705.5466,699.4267,707.8000,708.4483,714.7615,703.4818,720.2351,726.9973,752.4854,925.9837,1594.1530,5252684.3997,72754715.5497,112433.2359,22712878346335.8477,187159540845413609381069586432.0000,16943361944454430635704571077709134823424.0000,1075327167280834492837470396682404286413667328589824.0000,9708968528738041330064330454764828202609720409718784.0000,125153415828405072243423174843550493255401840499569702469632.0000,19625410936226116738364789117868382239025319731382976512.0000,2010652159727744.0000,73821767005809059362980757504.0000,134617546718400138247473743047755300864.0000,50491907385197508083019664754423399495331416637440.0000,2324861961001544087827160005702843368297241181836250447872.0000,7525294609055279220771556225012404508921104252796928.0000,21400524471703250453908836030561056641323899575614532730486784.0000,28629424668566583807290900480.0000,6534099585514414956868848649059012968448.0000,2085270307.7801,1920473615384957980412346357275771604566016.0000,6062973641741654816483966976.0000,292568423588509184.0000,24605405086175686656.0000,17063326286631410.0000,1374930354952635136.0000,169173730506394.7500,1079159105402.3116,15659669027691.4414,38453669.1233,51121457.3934,3851790.1825,1299106740.2637,1065956975312400.7500,1231099322379.4033,33985323993.9276,38339800.8688,17753662.9549,809992.9481,1474726.1021
702.5835,701.2660,710.5261,693.8908,704.2080,694.2715,705.3325,691.6387,692.5657,696.5094,706.4686,703.3896,730.5826,751.2762,931.6017,1887.8976,1830709.2864,14543360.3790,238225.9153,5536829050791.7705,640271866234658124351921979392.0000,257144709384485386746001174412709068800.0000,3232899566342969588697954225514604366076575744.0000,3748169345341848740765143229872697417872551251542016.0000,263645512078917596571591706783786523227381016823857152.0000,40383173811425180769890424422353332237419385834881155072.0000,28367868146.4320,55115793429046107746000054375153664.0000,12415929148258233822693587681280.0000,6550904782664298612824571433223872477447961182208.0000,31894367072332007705398146739775690616936778935660707840.0000,269575912420788576965181831929843738834443734297346048.0000,10037952376302420403607576354944260766960704502399768471797760.0000,253542666539771133952.0000,106372485925519829819157643264.0000,15161534974163779846144.0000,698871605311029142062619711775805800448.0000,3015178625325798130326700032.0000,300408594235.2120,11618522424445744256647168.0000,155018090.6935,47502635930553396756480.0000,773799639.6039,1288505585261.6785,572091492853774.2500,354299.9352,24276726.0979,270046.5780,6387777130.9552,76775064310142.4219,6565936051.9898,211124465248.2833,4152232.5464,3612136.0407,2090351.1532,522186.9261
