839.0000,838.9952,839.0352,839.0697,839.8826,842.7108,850.2414,825.7513,833.5110,833.2817,883.2572,811.1961,843.8040,845.9579,825.6463,858.3894,833.1424,822.0588,844.4738,848.8233,841.3471,838.0759,844.8609,839.5795,835.1245,841.4772,841.8430,840.9011,837.9568,837.8728,834.8622,842.0222,836.6317,839.0830,839.4405,841.9535,841.1472,837.1093,840.1638,836.9259,840.2007,838.7298,838.0503,840.0614,839.1379
838.9999,839.0135,838.9023,838.8124,836.6192,838.7403,840.5045,905.7837,862.2526,867.2647,735.1062,937.4603,828.3246,830.9680,895.3434,799.8980,883.0067,928.7239,862.8401,832.8659,841.5620,845.4600,826.6339,847.1156,857.9288,849.6682,849.4635,838.1271,844.3482,842.7196,851.4341,831.6847,846.0357,840.4235,838.9279,831.3313,833.1175,844.4359,835.9839,845.5807,836.3674,839.8462,841.7219,836.1199,838.6291
839.0001,838.9921,839.0777,839.4875,845.1846,1287.8632,1332.8581,852.4474,1158.7961,902.5751,972.6452,812.0770,856.3748,924.8553,825.7786,889.8536,837.5541,818.4289,862.0752,860.3051,860.5835,840.5578,849.8193,842.8048,833.3975,848.1548,849.2772,851.5259,837.7851,837.3268,832.5608,844.7550,835.1259,839.1935,840.6288,844.4566,843.0140,835.7231,841.7007,835.3563,841.3703,838.8546,837.3883,840.9268,839.2461
838.9997,839.2441,843.1435,986.1358,1149.9508,113206.5021,221254565.4137,1397208.7942,1287020.4377,86438.2585,3806.6903,217306.7826,2431.5633,26183.3814,51660.1898,34624.9607,212115.8188,1664444.8408,614600.3610,75118.3906,12849.3189,4695.1192,3138.9943,21585.9139,9840.2527,75909.7674,77446.0638,4631.7159,2598.0569,1147.2258,1457.2724,1241.7547,1127.7485,1722.2757,1503.2102,982.5542,818.4690,962.2861,915.0714,1287.5262,1162.6227,891.6142,897.7630,842.9413,841.3719
839.0068,840.4641,849.7598,2361.2531,29513.9648,280640843125656068816896.0000,59180068639048144879878144.0000,10452829517547578.0000,852933072506397392896.0000,130276256298724976.0000,753078389845.4385,40041488928644080.0000,7089467.8231,169289250668.7111,46510600671154848.0000,836192262745.9658,1023065446074697984.0000,5641756693924725760.0000,39606332133497061376.0000,887013533669193.3750,14508892994752.0625,15189808.1694,6439045.7377,54265035620.3343,49390411749.0585,4568817931707.5811,367371202012679.8125,4934086285.8051,4424019.2887,56057.5621,71534.7036,65072.3194,18561.7444,724874.4425,68539.4739,11977.5781,1309.0743,4459.3612,2637.2908,76981.7669,42437.5098,3273.7765,1897.0014,1423.7259,938.4538
839.0730,839.3005,902.2864,5747.7889,4677998.8179,512143106017669731028012479071338204336488448.0000,1090232493937024082722289393458676526810496798413956317184.0000,827337850781482488372467402276864.0000,8180095556801337708184076288.0000,7833277868991263992184832.0000,242860542240258659603939749527552.0000,63950419245481465579931959296.0000,5704182883523.3154,32919762579134360362950852608.0000,1756759191175414791035420672.0000,281171965906249525419622114929934336.0000,182945345330663240601715327773966336.0000,7120300621476172800737846425588596736.0000,395327182467126057914350816183606837248.0000,34229448570798847233122026509041664.0000,689382026194254363493400576.0000,5782743510162294.0000,10781910977422180.0000,879586867757145984598016.0000,3911955921299125248.0000,22962431378025984660176017293312.0000,925126540144941303891482344685568.0000,262310660045899956224.0000,11445116959841.5332,22994157.4250,57630806.6768,1165642914.8981,1705615.7383,30252042886.5493,2474808321.7855,9604401.6180,28515.2187,52214.5825,266272.2973,28875357.0687,172800357.5850,39883.7310,7665.9383,13302.9002,1718.8885
840.0896,841.7924,967.9386,6352.5056,3368082.5101,960420879816253471652224309322254692579653288558111855675630815423771182360989688366349942784.0000,56052712692714667806238169794310136357008236253129738720621290095355411566085518458557732263676527189724031172254511632208999422150064594895640056876759542918625326503160538735426142208.0000,209168679496263388575546883993459479194427374113673114057455640805384250157366516786355223884435428189879821930121289027339283406141693669667640840129048527392127057920.0000,9496509145801480061543370685247940228844216876317418945785515996333028724537556992.0000,1191869181836451991353223096075651764529650965005228459055841011100118773169304120833433438904432563408187591725458391040.0000,404199620759275415455697114109418440862198707714524831368466582385780700524989403300282942531046986506829824.0000,5142154857746611632550170642889270793991728644781739588560986628400803309688747163614692106880721031081599174101172224.0000,11501878666852464968525891198838118649509375222050979840.0000,28207919340897375520763499025798969169717804619174491185237461073500862645747868089889408480767853478281216.0000,331078025028886006545140408087555179259670033768771108757081626592977175280607408799450968765267120844363402810916564696116291670316654002176.0000,7279457423957794154801625570613487537052786320021114466539638341084863067602366003004586819828443493140676606951424.0000,11545303640014348435099324226731883295662507718474706995673603383161626952386980848793990886143339439350917294977202910377785466026306751260973632747129038031695008277463040.0000,5787710540875375928959860977139387738079343884352002807753475523856533599502275981169383169117509295904217871124722759680409116766951403270040066727564947629576141969632005921384413441423600500057571328.0000,4029933801038371611612809544857236276201308711448314564186259235000682430852923648451415708274846848336983928748537379391004109137389817103511290358171278290945277915773252449194703030680749817943602501779456.0000,20197118198772429330860469800911317302125027554662137388025592283538516759988701067334888904324190638789789285076456464000936850066621531350945861992448.0000,44884933506683000099628093860163966424038286342244188403424125838001831895561534757188246316253184.0000,1700748924546545690035172874484427670889284794453948132252188672.0000,57485117171816981592397590847868779031521590803269928787600474112.0000,2563446863330747039039803557202612980102231462308260978094450491152605378753440269637768438737797120.0000,24263770397959888509182093502214593213836283201866501519461096454695350697229976380441611993088.0000,11010008960550793580444882172921896353669946262094289364894148893488465354510345821131737029254839156316753209776828314285705901511802880.0000,9223878808372118328445840447864873053319374175802348026105942191523525130887036364213123333347244573983895733400216694994115450631907966976.0000,1713921207480802426055056285241110096175516478434063964596733791436800.0000,1724412594905500517931246196625211433459960332156928.0000,522253122627353275455766528.0000,1584668432770233348043791400960.0000,376532300193371738337647181334315008.0000,5186660062197827239936.0000,58417305221799120157491107814403653377196032.0000,983833903049726446907080508386050048.0000,18626669756513112230461440.0000,9324135933.9331,278128725616724.1250,41585556368941944.0000,5321301998185508943530060414976.0000,15025791095891877840608559104.0000,787510041207.5513,89695369886.0483,9965897964.6581,424987.3604
839.7409,837.2748,932.6121,3100.6813,377818.4954,5727175136209819137851502376594115792571950559823445194864328704.0000,16180304053674868886729328426987751056139136876597840411291084452039615439144000410999857626408519925421523095514009919843714727936.0000,4373718588729015118343125184367839929847424411861333079474637008163491714200390388327863699822433134721424185262941372861418307584.0000,12376571286923254635871672572449695766741243906186314514432.0000,493046682848041273638670118054542168739172139919801782328709897282423511449597080130908323840.0000,18418581512511890345903841432231057414142155001716666732134538132324148161139706357465743360.0000,94541661199105313690191992946402590829645576409523241370978143353931723777105636524229149065216.0000,617776884844832042297626455386242634743808.0000,10750543956250223157918720720501956193639698679947274539624223997364422532304732160.0000,14264788906286972388759025789065305405285062553180852924601967692075786580392779664105248432347917727039488.0000,20173953049974251915392128374373756541305472122757745586030348376994497687991904890421591683930251721703424.0000,17429097927590600926757611796771376709512376564009895344979843383873634087441748704537507887474559380938102716206814751400828081182605312.0000,58537034543354537953413977677399307134988655114613726646780800963952010496673774944288282009375208394353225920268008005507272634640139848351268171981783040.0000,373959564114066760306684291237110334968890984245303603443571113986745260688256919443045701227193323430113365440514894198625742534366418487072227734626832225511931904.0000,3800632877538204462241768022257432845210763933060432073826009003107194101649571513748011245995203538786240254177289895889862656.0000,2030752661093422049791638264845142924850005106158539409129879285771594350747331854336.0000,135366654324916271314361661807305003621311227434631168.0000,4394667194088899248746435251286608025272390965543305216.0000,5698228080262716742462620385325446078790451109826462365299149663390698783896946868224.0000,92443516285237145850691569436844128693552461671032498917432630891178360832.0000,31388849239906507869806832841219844320073002660603829121090003508617275166146756792051003688355223611869335912448.0000,1033999311336188714597504159425136311695261405425483387043090817044075515484487492854604734193302895861274304126648320.0000,661987571081146037118262272499889103969092944760588803768320.0000,10513411314616689736570822661569933974962176.0000,4629078641889943486464.0000,1324401792025692540502016.0000,102227771731135392871159431168.0000,2111148009476120064.0000,409259253601951959304571218827411456.0000,1018854729961989310016965836800.0000,648337437329245863936.0000,583107153.8006,878517071896.9618,34920752288706.9492,2319684502996296990195712.0000,4286670477317919513509888.0000,10855852201.5512,717197767.0376,788435860.0813,129519.8821
838.9813,846.6425,800.2105,929.4447,2488.3258,21803491182071582294016.0000,385495426654143050108018732184523033804800.0000,293168941303595576124852151396992788221460106706944.0000,7835068257302368676405542125568.0000,94667413521659575759011840.0000,0.0000,4687377848790430499267652935607206954284351488.0000,9194542060.3407,1892774836951924867072.0000,12342366283451550402575827211311382528.0000,2052660173.9816,124031338945343919958642420368021651456.0000,1994167239258295023159746697493134191869185023061000192.0000,124294684904560676415317660185003032576.0000,24659541416078267645952.0000,13898558439955604.0000,852160970004654.0000,3243078477.2636,197544189337918439424.0000,6583456537849454657536.0000,132122401424406968675598336.0000,13626463409565728541507584.0000,268996941813.4313,815808114280.4736,16314402.5724,48806911188.5247,1095049.0013,47858007.4696,3510903543.6423,253359130.0543,15180.5681,117.7112,831967.3681,20660.6391,667354836.7655,903217.3868,12974.7756,48588.7762,852.0900,1085.1032
839.0564,836.3874,863.8782,996.2286,7570.1411,9295723942623522863448064.0000,191579620384301322316440737827484860416.0000,1718358940510517446110609408.0000,1838775720914532.0000,5262692141667454025728.0000,76877423706529209863462994178998272.0000,466505271564.5401,11325363999417.7227,311633341694856065449984.0000,7739892201006548647936.0000,43438782263176636768714752.0000,85130790344867850116728356864.0000,872792481001048829194183639040.0000,414591625928826828682275815830226731008.0000,974673596686081968025796345856.0000,25728321346404835328.0000,486088352729.2674,174881006963719.1562,1221435951564787200.0000,40513488836928944.0000,3831563321662645636956160.0000,32732045960419901664395264.0000,119173219634933.0156,6491805878.7017,1117133.3308,274585.0686,532116000.4872,52366.4812,1444676960.7267,62514146.2661,10320603.1575,21747.4214,5538.0318,112232.2851,2193294.0669,7376121.9587,9114.6531,3221.2032,10691.3287,1437.5695
838.9956,841.9107,822.7814,911.9992,2581.9982,50927413101953.5859,143143411025679157821440.0000,1513973376532618185539584.0000,4361821297735113900032.0000,158657729353498886144.0000,0.3170,1027735781956965456811130880.0000,1009928.0142,474546071179.0249,4152599821171279527936.0000,5265095045990.4199,985794854031226023444480.0000,1449586759332551665305545342976.0000,273955271046814861623296.0000,423111009727574016.0000,506367931712609.3125,24450585545.6991,67458361.7219,540429451244974.3125,40020227134204.5938,1347163678812174592.0000,10646082381945747456.0000,59593016781.2940,495307178.2721,292713.4362,9685406.8645,74783.7409,376915.4117,8389155.9415,1990043.7767,6684.1700,493.7064,27037.1687,3686.6195,1148343.9332,173036.0008,4585.8065,5075.0237,1144.3548,969.7716
839.0828,837.1488,862.8637,1142.6353,23962.9427,22147204331987079634766869017946750976.0000,411589455894448986218092280684863193242355084820480.0000,64158661081474450288191045426395217920.0000,75302558845697556192690176.0000,470870588701267153490663908048896.0000,5089823848535301564272491829514943332352.0000,110042363144628092928.0000,7624623447668220.0000,2259329776543416796605742841856.0000,66666678010421309920040726822912.0000,8893477372066797638077869195264.0000,6770411339179290579371868271097717719040.0000,9752764078492114955545051930071804074262528.0000,15845408693134964024264256199695237108148086065070080.0000,884556409320675151004125514274453848064.0000,373260956890644040495661056.0000,803658439728901.5000,502182354709982400.0000,783225059896486308872192.0000,76110513523308659474432.0000,138300633680682012508676671143936.0000,5724602592147605297899901017915392.0000,3275728091887598592.0000,5843906980903.3027,49634219.6743,11135315.9849,53710102784.6171,885372.3019,609935106181.8373,2879890527.1939,206878447.8697,51617.2074,33736.4096,759525.9297,177107099.9777,241455506.9560,49332.5042,10045.8713,30960.9895,1968.9092
839.0677,838.4354,849.8110,974.2056,4462.5726,462298431560286836573027172352.0000,24679816954648714721469621192619982848.0000,2136418500581170166584289046743505436672.0000,16243640760231.4219,1376243999384120759835944812544.0000,5346123352649363512190805475328.0000,6998887899444489351145193472.0000,124368529702259.0000,10175524168879889610440704.0000,10220074091782731608985185340620800.0000,3016575971996207719992120049664.0000,847388486232066952442397545719895425024000.0000,9123037389414119889395307751236134025490857984.0000,168763489395168345863445642855208071320065145831424.0000,220700068680958122992623433201259380736.0000,788667653490961351171899392.0000,7889333549152923.0000,78033893465023648.0000,10931586539054494499471360.0000,266149810596016277159936.0000,891239969418317507376050723618816.0000,112696116605660974171642469116018688.0000,12862278944428828672.0000,33559074893383.2695,94131723.0165,136978779.3192,8179069362.4888,4489995.8146,647682857329.0405,6042915636.0721,42666299.2929,19736.4166,96873.9602,246520.4755,395921988.8563,319078158.8076,50440.2736,15056.6275,18793.6269,1908.1748
839.1052,839.9663,841.7192,997.7442,2130.7304,1821576648992476455793076201324544.0000,17385049736878518879439636496111561928804638550950724763648.0000,8081146495556214672949122882073429137200905618282545938432.0000,12390296234055281114349568.0000,621981589905784421385328599244828835840.0000,13666745904264028676495419375616.0000,412223844444352065858606842508798052007936.0000,3709283753720688640.0000,2050645795970839111616735648669499392.0000,261318376255138527718762350539197150709243969536.0000,1927156225523074037416225425095393280.0000,825559279562340483327901622942050834893360217469122248704.0000,99711049957324551520972884980921613519587269898916347001824872497152.0000,139594560522570565253728369822138803881628758624324204738039047520256.0000,13723788901321078840672913770889456104214796173312.0000,637692864495453280186330102366208.0000,6786158036819378176000.0000,3450081975495963967488.0000,3465130334930034370912271430844416.0000,102870760589248301518990889451520.0000,583384128767400582429127301945755863783309312.0000,6831578996602469978085734929148009904053682176.0000,147526968284178458607616.0000,748489851539559296.0000,10840716274.2702,276507181890.7698,2409217333658.3071,537813762.6985,2201381797551756.0000,6997129307483.0312,1295040538.5148,28007.7741,2056942.4548,4717813.9074,247627297739.9086,24192791052.1625,236140.0266,129801.3645,46743.2989,3000.6082
839.0335,839.8611,838.6221,963.5300,3615.1378,383998338372084437090304.0000,22356180705908408430160866294833757066100736.0000,985223597507724578623354475758223360.0000,462237416972672565248.0000,38091826415123893846016.0000,223655480484120887296.0000,2887548083965815792074752.0000,6366556379355.6592,2539615788392995662856192.0000,22753934975658292629932605440.0000,775207618355771211776.0000,5778010773496482535846299412987904.0000,306630278251877530917263681252051885490176.0000,113342009899589237229339192945739040817152.0000,64045724918068599822535884800.0000,3536028998688499712.0000,64039345643680.8828,22257915426147.7852,125101471106818211840.0000,30834965984630562816.0000,940459229149783007017566208.0000,502040413478304628240023552.0000,19493514652857.1133,126111238281.4308,4322416.3771,53156384.9374,129119621.7878,1053664.2013,5256122569.9029,300462223.8639,1675139.9133,3676.7115,44166.2410,104292.1300,34303818.5734,5908236.7439,11380.4976,10987.5445,4880.4617,1364.0617
