1840.6931,1066974826774.7373,1064356920894.6609,3575416810077218461859750198755259161941901312.0000,51158356124428864.0000,29478258576330829949269515960320.0000,177278942326877081343044639260672.0000,8889965886011601.0000,350671428.0505,2788148309266251.5000,250842121912657.0625,160597039075692.9688,32636669827194.9727,1061515699294018732032.0000,72612527542956.2812,18005832491.4527
976.2645,10462082621451.2109,1169398078130027201184760284975884734038016.0000,15917424057222411214376460316725325569915292662796457154183168.0000,3359298960050555560277311488.0000,20655588313686143352666008510644944075039801909686075345267743973703680.0000,1006784690164529120639228489382542442496.0000,161804927374994368.0000,1335525962092715704320.0000,17359067667264572070297600.0000,101550411426582773760.0000,190720046457975153360896.0000,140617373575707000832.0000,1026808777007684214436950704128.0000,1825317189774396419349390819328.0000,131322658878129632.0000
1247.0292,61741106812862.4375,21089199214205851471282673025024.0000,12975827426569985356548383075195957336670018570262703508146175868928.0000,162899397949398409288313995264.0000,6863342988512914962308796440690948855404722958967343938773494574088192.0000,372671340194792455726539896423127711744.0000,371115429080350848.0000,142065822744333565952.0000,348093746769624473249251328.0000,11988358719475028066304.0000,1468779253305799205715968.0000,880935848382969675776.0000,666142333788904996784505591169024.0000,164700930788160956842056351744.0000,465337205429858624.0000
1887.6857,600961240897084.0000,134442033497856818406300126340642412144099328.0000,86613439025005438444439871430033085760692448864336440570143913357487669519427100961629274112.0000,1494601447583330653136097403469824.0000,20519282825567956132873628336452480664524480405882834531915554488490914593415744688849158144.0000,23506343669967327443666319940452913162371069702146903294410227712.0000,1725849596676923195392.0000,3986796981065540146561024.0000,558627882481813812576355111067975680.0000,229125920761859728311792435200.0000,807023933838382971134029271662592.0000,4423960427997602785133710016512.0000,105805429594755048715336768304398534499631104.0000,2953335969749839199005729877112926502912.0000,287297954593703628636160.0000
1452.0813,1700623719.9869,169553796514368319527289035423744.0000,177952825341812246663444516784368088911520156530769920.0000,7999476415592115732480.0000,524580453218325163701546521835083134253758592434831360.0000,904940512122121945725876210867238977268613120.0000,30511709163506.1680,10200736413636902.0000,6541037397956970414080.0000,699303782563864704.0000,171256118549817753600.0000,50768643562284564480.0000,34741370360385329755586560.0000,3782463042859320041537536.0000,504644426936246.0000
844.6793,31669.2567,443663408091301.1875,57907189450.8829,612278317872.8611,13595194024548658.0000,136957370029.6872,10985.4293,322023923.0208,14500753.9679,9480517.6640,35460118.7963,22222.2209,270093048.6812,604179151.1355,602326.3200
1377.5315,6238205979982.8574,59355244557369507953650066245312649910736570548224.0000,122331722264012815238733101988523978983902898084036710482755280387108067881120694272.0000,361741321896912974728233134197028421632.0000,18368453636375002210385412084825818131953186344373375902656566335475003486861427330349268992.0000,6178115753561746954930168966105212090292670911624688521183232.0000,2224919973005647872.0000,13963491304357522882347139072.0000,130058232543727196500071251567443968.0000,332504014115043885528236687360.0000,1790504733433321857712336255582208.0000,1066542783119968354804170752.0000,8679689241066124591912968080553865675538432.0000,19195253028064020738098957707417963462656.0000,325455036031673240125440.0000
2205.2878,1689756813995512576.0000,1728328292410037433767579173509462774977664782124730810368.0000,282961378552231474289654052918317040097417149668920871544512292050715305567394692331993624543537411408601834061824.0000,749481604550582356826925773142573520519168.0000,205201912617909390187782795220159720398843946684882704856572998301629791135882155183172239805506363014488087551016960.0000,776402827673874306567195866072149782469422850454524418716534971737007512879104.0000,146718336129147639735255040.0000,59748644724030542145669277155328.0000,275366010979288014677874910828582837887696896.0000,1549028951915788244186405677595361280.0000,142653672238795165728462560955379560218624.0000,4298428468003967362943275291901952000.0000,4915009471229675846812715320947890136557918733295681536.0000,39908730175446053932961903750008373526741901115392.0000,119525945418694917302656172032.0000
1920.0879,5082453356925203.0000,1359160363817130263476188117048778439752018821120.0000,3486361833889372231530865895563600195886278116738513821801496010702637975103789784691605422211072.0000,9066963098975597700818286303876489412608.0000,80848121487837397396523015477570240278568962835580638876377383120585855897683435975576160521158656.0000,26608068287398016397669296637885490593352641065794690046058376986624.0000,16363129948495511814144.0000,7760706624215527676801187840.0000,294381361620260922299842000610306031616.0000,336004593891827242916318730518528.0000,829192300699621123213810382829256704.0000,19017948109294117696155382972416.0000,1361264390916091940594948715351446166207167725568.0000,4334092575709405892334904504182290346147840.0000,26632038363383040428736512.0000
1828.4591,11178908873132.0645,1731592530708824665963866751418832714046205411196928.0000,5049453783662954371745031790029221081155587089832433544324633784307536900022215901184000.0000,352795456389021708052293975236631592960.0000,86082955275446413231435636525592316670647981056769438931179541471669286924565810046354587648.0000,239168546980831433259461508584157710388566523297268116930483034521600.0000,14236393546953500672.0000,2408384803898664360993619968.0000,967470627471468522930269003087609856.0000,4723869465918482075429894094848.0000,55872705959948375307673179265171456.0000,135154896082214676174989164544.0000,767778040539464291369457169568376358084542464.0000,70888294940955742653703060832513807089664.0000,1278282234036297232547840.0000
1429.5146,228705211394.1553,7416405009588405666010103808.0000,3387709922819715576117584307163526928578589770963492372742144.0000,28998819425021257635069952.0000,136809940809020643979786090195513132378674709649749308342272.0000,1020162993481051501876011118350295430594560.0000,919793727095989.8750,194274018891941344.0000,1122419851576927626199040.0000,781958252048998596608.0000,48134941422976541655040.0000,62526707083874975744.0000,3777046150468710258482790531072.0000,111495550809145381983617024.0000,16272156866904136.0000
1123.2230,38652347.4453,6925452152097116.0000,162995422755775792274608707675881472.0000,767116336177360.1250,65748229669769203309792564751630336.0000,90399543433219457155072.0000,5721798684.2157,48192580510.2673,277462869961546.8750,3315509554716.4668,35493476600299.8438,1276900164117.8218,1058059175626739072.0000,3936195280863704.0000,11083532608.6269
1088.0199,7443171.4167,45841583794481799168.0000,1153805699492995423470780582278987776.0000,6476006412878824.0000,32954388126923128912876097469342023680.0000,95631335023883855597666304.0000,1797753225.8666,656924804739.9221,2502297695679510.5000,13058140465159.1016,310385663654552.0000,4785438757175.9209,5109471221812623360.0000,134579521925476480.0000,47804977866.1908
1103.3014,17897569.1745,10275434180.5654,80490729944438921129623552.0000,76920527452.6931,428828441792861752524800.0000,9687729423376.5527,226372091.2005,9480246.2361,14940885600.8035,501630781.5185,802380241.9287,935117734.6793,2610668205233.2598,15751202564.6803,12019599.9684
1082.9308,650671.0778,553406718846745.0000,21804202005054582784.0000,683289916265.7462,214297807045235376128.0000,9628228660199378944.0000,850012.3557,86364352.6794,2500541204.4797,729360322.2017,3994900652.3053,60671514.9569,575729292990.4352,32802627815.1847,10596126.8176
1015.2724,5750.9595,776165.3771,82005865280.8087,378274.6733,68564076908.8434,58731126.3370,17019.7830,35703.7652,345867.0613,102428.2589,184827.1735,92580.4833,2349107.7769,707044.4673,26292.4147
1021.1909,3491.3531,70503.5775,552003.7247,18512.8969,171697.6517,1552339.2213,3587.8523,2779.2320,5472.5682,5052.6717,5734.1446,3660.3821,17079.8432,6055.3936,2301.1722
1039.9934,4901.7462,43684.5983,8689490546.4552,23453.1523,1072353151.3856,6910500.0663,18371.7930,6269.5993,82353.1693,28821.2111,45318.8625,56392.1763,466193.9713,104749.4587,10381.3696
987.0997,11007.2518,51388629.1189,1422411159253.5679,22959617.4797,7023071647810.8262,1361095830.6203,30844.1720,385761.5877,1806567.9866,588364.5906,1235707.7096,121696.5522,23480937.3683,5759742.5616,83500.8109
1044.2039,25319.6560,6934355606.1544,8720654449263757.0000,240612679.2053,16821009212419114.0000,24135669022165.3555,123035.4859,1615938.9649,55188104.5174,9948873.3255,31380757.4817,4483145.7603,1840101924.4432,236628729.8212,664162.8074
1010.3878,199549.7872,778864781964.7144,4728023065345737621504.0000,55252343195.9930,45512749778432298057728.0000,1172325243369932.2500,2786095.6019,106151857.0284,6596612305.0084,460596523.6494,2305566376.5398,102620701.2228,757477980030.9458,60536035908.2503,14619562.0581
