999.2357,994.1791,1038.4053,968.3638,1023.7531,1016.4555,983.5228,988.4057,1019.4381,999.2814,1000.1395,1002.3017,986.5849,995.0162,1008.7108,1001.4160
1002.1351,1019.0320,923.1924,1183.5187,952.9789,1039.1496,1094.3649,1037.4389,954.6407,1014.5454,1008.8131,1004.8053,1046.2060,1034.7491,991.6075,1001.2964
999.5163,1057.8046,1501.9983,1102.1071,1190.8317,1084.1488,1278.6921,1033.8573,1053.2467,1006.6975,1011.0885,1011.8427,990.0192,1000.3461,1025.4617,1004.6333
1110.6356,126351.0825,902852989.6765,60709643.6998,790408.2764,20895933.3030,140472166.1473,16590.4631,10857.0787,23581.9045,22186.9926,30683.0644,9146.2815,139932.6296,34576.2030,5616.5038
2196.0435,897757708704049.5000,1994057498610056036352.0000,3073265374568820877408519147487232.0000,524027885780746240.0000,2281469349897617672350203904.0000,1847518985677280903168.0000,150650127309219.5000,423919145.5861,72000991925.2934,23042951237.7674,10675606650.8533,3601169818658.5918,2790121249347046.0000,42956804967.9992,32819242.8430
5691.8989,11665387948714442243440640.0000,204672973550725105364850734847611005248125259351322752926613504.0000,3909068090353750979955314862192632277565024243365495127874207744.0000,3090264713746161686659832935788266334816181420032.0000,17661516192022394197411511292491389437596388075044670290264064.0000,417652985924658300922127723168301912371530915905536.0000,612977277573824640.0000,420413840757187665723392.0000,485864279024526293991424.0000,313954055449679671328768.0000,406189109210335166857216.0000,32886458155764944.0000,94492081214304503029867411931136.0000,7680342101300430245986304.0000,11793643457819218.0000
90632.1207,384022109810304107024803833317699814626003255296.0000,2481279694115065248213948890325076895667895095373844150008164016973664022744259482220903650999992257671575057481662688229169050498891776.0000,2085712163480095305192852053753045301201706040149764753583474553813945959012579963771678083026617902820745688096442861374045849810772558046623682366254066205287111425004073144886199420846182491106887619467179142928913785183646330777034229509146117908314986001679927679647744.0000,204520103934520747745996746851263409778287279516615977287684329089782111609914861267252411771661490061312.0000,8479992885913398022664068119934878830873149903446180161739034711437818804590042675978763648320162550867414274876137841286472507781050914247544385365481144680245096012650056659680176586786505558702901710216322956424468882747343323906860237395540895471667583175572369337094174539616616448.0000,25994410998527200201183683931261650764998529418079737813812241873568335305792398695251071118079516634780134576711832744076871067815843919174317993598254934013133130937422877626805299057786880.0000,10909472144819660600261430106856542150369582509354243247375304884224.0000,725123184441067206632968604768834289683610372918447118079994279146578509824.0000,107632363562181464270630005127447491269555738871412252284949036890736390856764700425588334028155394421948416.0000,67935526918818954385980911644239154739994849360845232126610782251602173040422618660864.0000,4765707532071245774502211037145127065037151579376870613087033838144118575164374623726451965296640.0000,2195265715701109651611831826766223162356836238339610576695102967687241945407282160570166411264.0000,9826069993319892180323585712400929553042613230893807633455595088950977173436273963282911279355465489643690928624127513713786748928.0000,15993398135867280480006727956021416981271019743480410907743231311777265362726657398660686121245047729560720373475765649408.0000,1822731119714115291007974141238700837710119066925945437428790457270272.0000
26259.1805,58941872379702672921552622251329548451840.0000,25728711645140512250929055808617275548855019253735415502114643935303219378578156234938408411861202301837647731065446465536.0000,17808604232334742143074832028757007834794781184257425158792478029412652866417726059878648299999202042536986137720863847942241058941551913775823751610545106642985687957817019050441265840142216826411141468996082073600.0000,11485203952326701943466019191912662683246784518104636079608621802303902526926543758012959530040480093567975424.0000,625392353049019135697104900894707913392135032582297843003884678731624710422186496922010024387609611068220540362920891754155726610554054480984836313811659727265492726674157295266636948417929525250342794323440079008137182797889536.0000,25787950959432719870959180648755223618335322407088757978556267629635824689636247663566475823880674082208990760951270128928031664959193597725376512.0000,446426121746393387982477669457489845494623166791680.0000,314940416736461193763371761577807227560629219832793639877076154530660352.0000,978800344272424497027632289735698429558168731332712238364077156904261458269975250731008.0000,16290204120194800192551444984537417004497505281775268590932987609769758949376.0000,76866145056494182198368294324024765770057714395472200199971952175080078053222645760.0000,428337257595360488898938780208333527119900102502495900537978880.0000,1935708033214629468072515567123133341187517082674656666405640363191391601767894718213121201775535773783334846464.0000,46627500854231425633530876763910758960371434906605118929347544017033671309507861135609445325209600.0000,2104747073308132226569157322672722650687116486741336260608.0000
4113.9944,21815224999228.0156,125150477244136.7812,22506627417860862324377967395074618166502012902313383392489048226398208.0000,5662248668863.4033,59772972017897664150943954979108707491601448960.0000,5336317849948831523891619873102289858803778185489316577280.0000,3876889274691331584.0000,1577982.0479,10815777049608745648128.0000,7378925539699620864.0000,67916337130545111040.0000,359427892173815460904566784.0000,159859465700621427657970548736.0000,172037732541038854144.0000,139929746173101.4062
792.9055,1302299392.2589,21151368872360054400575372213612445696.0000,5359824929308853870509373211727663988736.0000,26040098768974625374208.0000,451753446958914420885023785557891341072016206590902272.0000,650361299010141248913066164224.0000,40137282292.4733,3943530268345769472.0000,26352065167733608448.0000,2546453651422578.0000,1611099950855966208.0000,83311466376735.2812,4497191353793626243072.0000,1445348585941493025341440.0000,30636294458395.9297
