812.6875,815.0303,810.6609,814.1582,812.4505,813.2640,813.5034,814.6377,813.6715,812.6028,811.7199,813.6368,812.8078,812.6175,814.9071,811.5156,812.4304,814.5166,812.0553,814.9279,813.9757,808.7053,814.4084,814.9555,813.3419,811.9679,812.1576,813.5668,814.2772,811.9087,812.9778
815.0237,812.3558,855.8834,825.0021,848.6643,835.8286,828.7747,804.9556,813.1986,819.6992,821.6870,809.3334,817.9712,820.9662,804.3374,822.8864,819.1757,809.2136,820.3123,812.6636,811.4832,847.3171,811.4969,803.6834,814.4302,822.8335,820.6420,813.0761,806.5171,820.5556,813.5930
876.0457,1452.5797,17849.7231,1954.1264,6105.9398,3744.9892,3319.3488,719.3383,1112.3745,1429.4269,1145.1287,730.6529,1185.0603,1327.2078,773.5950,1185.7719,1203.9863,1026.6403,1164.4892,1344.7824,1093.5207,3473.6740,1146.4579,722.0072,1135.5210,1480.9250,1241.7003,1008.1989,712.0754,1103.6622,855.9148
833.3711,209016928000.1776,7659990657.3886,226854502901243.9062,96399888546951.1094,1381332090633.8838,38779907552.5800,293899.2826,286407.3503,653479.3909,1348.9302,9842.8888,1526891.4853,60193675.0561,16335879.2809,2662.0380,245032.9627,4388922.9290,9357.9440,21161040827.2780,1105361.8542,918670.7235,50863887.7125,754616.7720,1606001.3802,113549.9826,14116.5356,683249.0338,153959.7074,1877.7902,2956.3566
24278.8460,2043712638020762137337528320.0000,4178877960813500622502423962503906409760948224.0000,1125115222109505238073344.0000,63867282010393617736189083648.0000,81669896964029284352.0000,376908341119990180827502731067392.0000,275347521367.8674,47531950534570080.0000,192978632560276640.0000,310745.5043,512610.5570,231290344.9991,2686276621332303.0000,16234969429591.3086,125739453.2287,2867646179.2496,7526625371585383424.0000,3772350622893.5264,194238677096.9641,566940985306351.5000,1504759832065343.5000,1423962251604.6528,1896311831302.9795,18165048335973212.0000,13707464578707.4824,4281723767.9395,21254777396.7038,48779625685.9989,412749.9887,388782.5894
2030.6152,41267108304164242714607367487488.0000,202659768786985803141328892466667978752.0000,226623325742522183384756649984.0000,8045324872340572571669970657601581481984.0000,243042711414459820603537765695488.0000,12002449496816613230641096267430625280.0000,183746039183295.8438,1364416664179213056.0000,1501056595604177.7500,65541.2176,300012.5196,7169598011449.8789,79561891478581760.0000,251895089515630.4062,1396.7091,8499633277.0679,8978691534798670790656.0000,1169164744.1319,314631060979281429528576.0000,413026260748236096.0000,20181100521974.9609,233519800499985022976.0000,32189136862001932.0000,14384691973756.3906,272788786053.7581,37701302433.8098,2974998337760733.0000,50198122829902.2812,554876.1239,4590869.6600
85933920936.9752,43861307962093505877286246017053054261748107110114794405608673688565392401120167360200704.0000,2697891213629672794841087990718497974768125055120525692230501415687311487912524375398711512057934373478578873199652768753757256026175044555170412127604593105692778936523554816.0000,8765290848618468319495990762439196768114734243216209663557599485755392.0000,5370588917197143349997519225721436020008623059603702902816430733676378486032415010413184069221366636593656543943070099773352382130032581940346880.0000,462837170664116195337823567735998728811261138976277945828211138556901028646448377702759710224312851333382144.0000,1028600278798320082636024634060650940266879472940181819304711644127922090402635810290946662797767140187335224765095870464.0000,6536363922975399493212871791214592.0000,829904460664621740383481938941284022223752134969076272332800.0000,698871265473729743984121629464572622538361529981253676674580480.0000,12856580057751360368122265600.0000,264334393182.3928,57912117084385692228895467274645186543616.0000,1257910478177567019060199372124801504477640452615438336.0000,98186488217154728787013405803282432.0000,52063952384932170524786688.0000,20880598962890872120235469498195361801437184.0000,362445507852121764525112743740351716043980893890990416615964672.0000,7814450195763209906857255433473689124864.0000,1202777631075404713282769153184189008878828077120298546102272.0000,199964975185594723508119860267408779682080495469854720.0000,1390956078808268945853451418886729351085590840066281372536243649273945622006944759808.0000,31875238158384199336077011125624447851245373347199975424.0000,238326067512847894242138447454234738688.0000,223100132989006099426999768913211674239364522573824.0000,4587632532181309316915327271904266032418398404742217728.0000,3891739033880516274197630335138823031939399680.0000,56761409823719923840242322551726733594198016.0000,152787637092836191122164285440.0000,422268436776170866591399936.0000,19595060897079283712.0000
717765.2598,1839149832499094417869955602561524433509765521681324781717451557740006481473988636936323361802930687137539948544.0000,1128125173161355147880514521629577067188734407485411948615500006381561454366547701663467845510228132392894047009089797383216029025895848135142181900910592.0000,162448748871748583533806350471945103782763250369275963798332567949741200873958259397676197673311290161177794422327214080.0000,1299313269964941038271836603105296883025022976944243630431180092954261582802024028322825580614490056751145180866044173665748286986785145251259245273806647853056.0000,8689024692734283444949431677995071829363439283409833384811305264797724003606783936236375376464792657760676298335863468326786922690511542804938307403776.0000,15445275189815106737247619347691191790118965611216244488130132980862207087354572039658220124249530694433047574424974162253627699232768.0000,9384350186213549478344078579669776213181534233798352826269696.0000,220219685783979238570641005287779999436870076033389580356422677181759488.0000,18199713308743188872741402232221563524706722157792162556642573942784.0000,93360901490930272.0000,44808126848694105407488.0000,29726257759778728623472526568750652597344103946966714548224.0000,1552400788707369866716174106100615763166613842567222001664.0000,50518213287583466751171601364683606477023898172831866926313067353498189824.0000,218943047391.5151,902448409601472949666627659547354308326604043976704.0000,26142094442259000005317154823956169540320435018069849058541670949506815477222998016.0000,144001510600767471820866584576.0000,3177545481514975982543902606266006357834385328325397845145351570766985442931594812548618722771567826810616034740928512.0000,47928754689590552988982630995841919676221318676774322870353202763097574658277376.0000,26437308314490796277244701886468688686612480.0000,152083196951644099011722357877539973984169476133719097850202826403885572409935064771742247419904.0000,323168615744332606314271677498708359862374629676732089671686471811072.0000,724052729842738873578149495418047973632245388669297394853085184.0000,152163320296118449356609915229236310157329313482328244224.0000,182558103229214174979010603311609026178973696.0000,1170809577221338421817833855463497682917597125003050694131843072.0000,39644125214936592457358793745537148890644480.0000,3911953231179191808.0000,12092284828137411313664.0000
1060113984.3154,324860190576154153929444264674979052974826927754870515639981981572129916675171080662128101687296.0000,1249394934295506691286838047598937468934296632702016547933652409210979544274541247636346104761705935373281338399101415386067902355914641387286211704432345422574650604318424563712.0000,64267278698726140696158641525664012977026882265093474225845412975716190871166587186489836964343936157009051648.0000,487222313277436241494352387787739519674534757512536524474335770321785314764122644972551235972954256403753239055314704240493321870276711860338238363791221430681600.0000,107773726944876864639409070451137445014323489918642570030766069396785796573144572948643138710667839575890072952154861819029239685964504156440887296.0000,306247545368490627970450741659195193978692686139830231014160056979531798283454327285700855352444997304193317863757027761222320128.0000,64091224902416985489688686116314216738586624.0000,80091297461442191381787747818284727142056503430058371683998236672.0000,769169881196477529577697500912237833358466052287696915374629107911360512.0000,10743437922841251888886710272.0000,17637658639664488.0000,73306759347640924410367826719035303029326956203599741321216.0000,357098393750246725136085067821631251456140735632661020672.0000,5551866107348853402836025037567234159397702461829414912.0000,212470425016257833074688.0000,11877516061263341433436174254874220361185709817249923072.0000,443992245949723893205428180191687918181246707748258001143582265704448.0000,15452316445912648411317815532075352064.0000,27182727396758935057866500707422468130110789076651007229983466310604951274195558764510970745192448.0000,9264326002272355464527188804848937647803457789029612767969708339101696.0000,52855021909661233010914464013184405993466271515447306147167702874474523836547072.0000,308486823375495500504935758718873090002150291005848391960245083937513890570567680.0000,336152917517033266620229584142347533413638593314816.0000,3144944646708627794389946586091228208447514471134891343872.0000,1363082376634114748443734017829238073770721938792516018759532544.0000,12000391791611479450349816705349671381624485633327104.0000,956671968179319385195072221384600519895082212395048763392.0000,63854683892073045972236128747520.0000,7049539782423869930671702016.0000,7002837778169841319936.0000
41188234.2401,16600053930244226495040293491784899982640499571337059638407962771763198039016844970347281438579097600.0000,2421628017480257629553972675345346920992429243789357936486015070232633571427727280879635767217993304714021014165970469666638283347558639405431893379751950155776.0000,211522874145852427012686165721141883774715244423492879936611211534718276698767962361895012899294663559713026656201342976.0000,25486612551855765829837403047469497438636803661488754023047164099230843923782918297858556738241968561944027856680433793641779174484458381916644615741851493701066367756354453504.0000,231524919979072930842986792346696014208553377422787296084487167357732690148369282149323190717568726060211957924668289999882713142886616883660681357828292608.0000,102779969690272233137523152548516180857694580573654138924697979484114237316404193844751137772268539981526297584672100377418740531200.0000,67914287551041624705172845038104910229405696.0000,3581932835382986044695592287261862878082445312898200056350375936.0000,1743532914678611400800750838755631329294890243368950065967136768.0000,9585580256254511529188130816.0000,3024990120581577.0000,47716897978949884130402548328162820727309089636753010359009280.0000,159949550270764681475796135665018235665948332743971641710465777664.0000,2977355160483017462539510016908051084614442156032.0000,2085731504997629440.0000,54635750360673675283866438913435757535804858610745344.0000,1512440366806934956550367147159960425801253278963729514736134507200512.0000,8512151833850445897426626674688.0000,10160551525922737409830520992794054282003910803620920329310015550616920933232868335098233246240066240512.0000,287488461709686069042241513152856837243659258560277534045934452736.0000,12784228173738634870239794151936021025295799668389033716816234638266189281019421523968.0000,168679179358743089752808942678269229622688465673358533448849310459166496138519904256.0000,142791043437396323324295659742477185560737919008768.0000,1247633717626170282720122060075994742966271397286903808.0000,4513384197273630431927120752958832132319048680500166131712.0000,4053950024222763070619663151482517765744866877243392.0000,469980778683594985427416461450646672056897121275562246012928.0000,3000561155070367383199461501042688.0000,61468955526806154001097162752.0000,26848678314178884141056.0000
