36462.5012,54997997244613279744.0000,2960669379811323518810869038620015838887936.0000,1688799123548109942032335813604171373850002330688361070592.0000,13966345780855700552086033520508861939712.0000,92983024892766509832677656631465733643128677206610411520.0000,17424663530582908032049030339139010464141129579233280.0000,7438202279620145748868759841202025529344.0000,5191717383848355.0000,208829258430599112163328.0000,44975162069683205176295424.0000,40584.3671,77606520831199751962624.0000,106809209242.2450,1317041.3279,112648.2741,174184561763.7505,913494649821.6667,231582934198258816.0000,3016438702.0084,154632990761674.6875,93919272266.3621,5328686424147.6445,207622319047675282980864.0000,230944862104229949472768.0000
1418.4018,210446098994032832.0000,984184.1830,473368718714807.0000,197231655509704850599033698254848.0000,575588727077594584881649009295360.0000,38608785012331418384072704.0000,2963575233.4954,3544117979737.4404,819977.7789,40584.3671,17716167729937364.0000,10832.5611,9098.0385,1792875.9685,2.3527,193536218.8118,3740603665.6810,1085013120.6221,4133.1966,534756372.1627,258848.7106,22501488312.3459,355041852.5075,145917.3242
47181.8212,135425756275492384.0000,11832959839359245491862904976195977216.0000,27179508826820981843918770719719539172573859962891010048.0000,23240957619031981306159763770416910011979530240.0000,7786616313845525810718914364366641474860366813986816.0000,7230393294387892818305691014756418769196336320088113152.0000,326196368747462428000058358467107921854464.0000,88522226075662.6094,69878868494481296386424832.0000,77606520831199919734784.0000,10832.5611,2663671588929540823449600.0000,683739188.6073,247078.5147,274073.2428,306613877672.6364,2098535853579.5017,1286202951923191808.0000,3791874025.2920,299145049664674.0000,203732566978.6041,11811388848058.0996,14171219042144569706676224.0000,1634493837200279394582528.0000
1680.0204,27537239327.5238,528203936182891446272.0000,9549847307708478259200.0000,49707104613647904.0000,15006318562860133777408.0000,3503928948268102656.0000,532758707064524.3750,34775150.6859,788388118.9324,106809209242.2448,9098.0385,683739188.6073,1977013.6445,11732.6254,1901.6050,221288.6737,419033.0864,14627581.6003,58679.5678,1983665.7458,150369.6018,782344.4626,1577802883.7122,1187844972.6851
980.0577,87602202.1886,10378505883.8551,1907187852849.4358,380967080186505.1250,385025461317604544.0000,1390552247992299.5000,1747326193.0196,13129805.0882,518814.7712,1317041.3279,1792875.9685,247078.5147,11732.6254,13618.1605,268.2471,92159.9418,194126.4257,567484.9571,4517.7734,243966.6588,15579.1772,355051.3670,1893173.8476,375807.6208
855.6627,180.4671,1655973885.5383,217243478.4170,393222.8799,17167.4842,30230317.4462,11872230.8881,458.3741,279855.9548,112648.2741,2.3527,274073.2428,1901.6050,268.2471,4117.4350,699.2787,613.1177,6401.9944,2405.2390,1703.6273,2037.4066,589.2747,75478.1398,200283.1586
3630.1547,21033941921386.7930,9890915193140660.0000,4026396668745853767958659072.0000,23442662958258106640290809905152.0000,5308182217124214539081999078916096.0000,620664772589373860801149214392320.0000,314336123586085191680.0000,75638043286.0278,4790261317222.3936,174184561763.7514,193536218.8118,306613877672.6393,221288.6737,92159.9418,699.2787,179984416.1775,1217190260.1191,182144753550.5814,397887.0377,4316650106.2751,10238094.5259,5065149078.9349,24559313837399.6602,990411110872.5022
4785.2715,546020838125022.3125,563097357057884992.0000,4212745195686604259954788401152.0000,489576906668898207136774700488720384.0000,74713460022762668030248291369213755392.0000,24944276630752293505515386498256470016.0000,31215440278898113249280.0000,2926334020227.6157,57174604230625.8750,913494649821.6530,3740603665.6810,2098535853579.4880,419033.0864,194126.4257,613.1177,1217190260.1191,17205786280.0769,4661700247275.3340,801618.0587,60235028446.1866,38756156.3814,95209137499.1550,471216969745807.3750,8839128856871.9492
16808.9818,154761362326756160.0000,100223946831237093984829440.0000,94868137915290861306268824828864688495263744.0000,9437897912978838953821601425431770403553935360.0000,28246939037706691612409679932785709313133970980864.0000,6036564387244396964409043513649772497002925215711232.0000,683202341852368346810874700234752.0000,2944274862348996.5000,48413191474741854208.0000,231582934198257440.0000,1085013120.6221,1286202951923187968.0000,14627581.6003,567484.9571,6401.9944,182144753550.5797,4661700247275.3623,100639614332422848.0000,59575591.7920,86083650770862.2031,6765462140.2323,45393794060345.0391,159973079860190281728.0000,5658061169715258368.0000
1769.6922,171419981.8853,15523584613819188.0000,453569450788088774656.0000,357504641476835968.0000,498738825465543589888.0000,133939516511796887552.0000,2441429600499988.0000,2136218.3383,14121827772.6424,3016438702.0083,4133.1966,3791874025.2920,58679.5678,4517.7734,2405.2390,397887.0377,801618.0587,59575591.7920,82594.2304,3578498.7895,264890.1797,1656359.2440,12915976829.8130,5061882817.4567
7080.4993,971123952474900.7500,33637417575272161280.0000,355609339138731340849671261579640832.0000,46221421865550102087552721241228967936.0000,291532583510556165201684323591764515487744.0000,401375345319740765426831611375841471102976.0000,177239857384555658442964992.0000,18284728660901.7031,5707405938941973.0000,154632990761673.4688,534756372.1627,299145049664671.3750,1983665.7458,243966.6588,1703.6273,4316650106.2750,60235028446.1862,86083650770861.4688,3578498.7895,490281033993.8546,196832882.3334,381399002653.4249,25705288341960600.0000,1082413661328842.6250
2781.6319,36621962624.3650,44706597290930640.0000,79884952903137614450655232.0000,9714572745235900603039744.0000,6700423706136114487963418624.0000,4454151717764522589980459008.0000,15346062824011055104.0000,376022941.2519,1494948386425.4419,93919272266.3622,258848.7106,203732566978.6049,150369.6018,15579.1772,2037.4066,10238094.5259,38756156.3814,6765462140.2324,264890.1797,196832882.3334,2696505.7909,106671733.1885,2273316311220.1777,364579102047.3514
6043.9087,9894384716318684.0000,12076476243743236096.0000,690915634604643951381396299186176.0000,385010956991947392445324144469478473728.0000,139986260756922783992495545793898398875648.0000,34948550086099475220482364456006458540032.0000,1169554776035425146372096.0000,28562309738787.0703,444652390259629.1875,5328686424147.6113,22501488312.3459,11811388848057.9941,782344.4626,355051.3670,589.2747,5065149078.9348,95209137499.1543,45393794060344.6172,1656359.2440,381399002653.4259,106671733.1885,682409317227.9841,4913570898898085.0000,62868814231939.6797
99969.5059,848520866871536565354496.0000,44703117669826551369355399026991058303057920.0000,227680392994936290846188463834765469884231991847773307666432.0000,886942882471943739637317191877260288002664186971978465280.0000,2615595800660928529576201628195230644926798618673446381420544.0000,8589055628802292120867883208618259392859524875704419364110336.0000,11272723749072950838918449992624963386867712.0000,7904599244525933.0000,6127219475371819728262660096.0000,207622319047675618525184.0000,355041852.5076,14171219042144651311054848.0000,1577802883.7122,1893173.8476,75478.1398,24559313837399.7734,471216969745812.3750,159973079860191723520.0000,12915976829.8130,25705288341961212.0000,2273316311220.1680,4913570898898168.0000,10903662376653925609174466560.0000,20861929617837733766496256.0000
56865.4079,9276280508525578240.0000,6258522534041992070854340056811025989632.0000,2769470647209137271577557646804237663113388907748361502720.0000,5865388998862944148460760099154896733458665570304.0000,13268895360832745389412473658556367363643337693468819456.0000,420425738569059573571010768170271986490229131293958864896.0000,310848613893634288688336860892517892096000.0000,373221257979467.6875,39226906945829801759342592.0000,230944862104228573741056.0000,145917.3242,1634493837200281005195264.0000,1187844972.6851,375807.6208,200283.1586,990411110872.5024,8839128856872.0176,5658061169715311616.0000,5061882817.4567,1082413661328858.1250,364579102047.3507,62868814231940.6953,20861929617837488953360384.0000,5876770171672460951289856.0000
