2209.8395,2217078.8058,84479734.4152,1154378542.1518,662463616.9270,1710455248.5716,385518897.1405,3591576.1933,8256.3027,91259.8231,36462.5012,1418.4018,47181.8212,1680.0204,980.0577,855.6627,3630.1547,4785.2715,16808.9818,1769.6922,7080.4993,2781.6319,6043.9087,99969.5059,56865.4079
2217078.8058,73912995261147262102350001090909672833024.0000,931382635204478166229222501876359344193550680064.0000,30149547949376551321002287021371369678001429758869504.0000,14162488584990637612539754724444945920735923397615476417757184.0000,1297867436435525778789209267555495556429192258482937650055479296.0000,1673889879185681039347174170002895737794364178432.0000,138868429554459776277951807488.0000,6915481456072471552.0000,399547488286077747200.0000,54997997244613484544.0000,210446098994035776.0000,135425756275494032.0000,27537239327.5239,87602202.1886,180.4671,21033941921386.9141,546020838125028.1875,154761362326758528.0000,171419981.8853,971123952474919.5000,36621962624.3649,9894384716318832.0000,848520866871536968007680.0000,9276280508525705216.0000
84479734.4152,931382635204441333373382270442869455985215275008.0000,4028056954016085523697243561874041077397458553890515086405555969313849863938048318567115887469464290267715706764620496196028360990654464.0000,325321059234344329032184014092611779240699576944985945393350810050092549572345255551257811091456.0000,340844191859310822100696429517373690298297538144494616690993788834815478383058747853373440.0000,1164977817877171947988962908240818156287599360685580671079337593298842870719644172288.0000,12337109912245409084979984398607800767794153964054659977648762256606317510656.0000,53466112074308415299180092328741953978596324312430411776.0000,74077597175216406528.0000,5457291859712671210103792387524262199558144.0000,2960669379811477023375740425774103330291712.0000,984184.1830,11832959839359415497056288283423670272.0000,528203936182897410048.0000,10378505883.8552,1655973885.5384,9890915193140882.0000,563097357057912512.0000,100223946831240048922329088.0000,15523584613819438.0000,33637417575273607168.0000,44706597290930608.0000,12076476243743776768.0000,44703117669826967317208598914763424408797184.0000,6258522534042290675531784870217178415104.0000
1154378542.1518,30149547949373930083394599167270003370478556919365632.0000,325321059234272119232662195916086513597312399026642120578593561944108519191636576797004272762880.0000,6512806584724343092624511049248303941440139115429374121292154222500223166460869294326619591276217281115225302604228738808930836335481743613720203802705920.0000,16846911550194726375400500952334344750595606405456591940625384635664706540925679852647218471748965842288935547437056.0000,37809132660273214063846914815749019918618488967331359324464668782309037953164814273029062246818267956852426036691146900132892325966590548868333568.0000,19597135452187374609481566781969783778943455944695919193384070572538190656486312465352049836221422714162289628886996610657157241237799960576.0000,656071417757912062890157571740040474444089712424792975321285769307299200213907705130341336669487104.0000,1104570476076332810474407861866909925376.0000,56821564617391572114558057702367814561427528690678257156096.0000,1688799123548057326211633030415196813014702800960432898048.0000,473368718714806.8125,27179508826819794939022950486358978921943137955369451520.0000,9549847307708201435136.0000,1907187852849.4014,217243478.4170,4026396668745737219726114816.0000,4212745195686604259954788401152.0000,94868137915287454495280711462348166105399296.0000,453569450788086087680.0000,355609339138737686529632617665396736.0000,79884952903134556433940480.0000,690915634604634583894171368554496.0000,227680392994913365680124374354175971165847709332145159798784.0000,2769470647209044235656182526860819068788720202865203740672.0000
662463616.9270,14162488584988530994945320727660503890645015942794175483740160.0000,340844191859206450910885840798256545748333652461927655562237552271721318861535990217965568.0000,16846911550193405275962732013132023759250427362151918626289125135353105375479408241035702048691338840330013622927360.0000,101955040376087591834667633351116111127467615513969597307387310171798783077139836871564522148650789999848873637028326527774655952193381076928964141969214796652618838496509952.0000,35763698664310294570543141271586952755625720802765970743939726641159418911246006760699701355474993130611705340812077516959934505353312468992.0000,2367963541525464345251218565308545836920916957145682762438973422645135744472654024285059381181966926510337191832103633060982826521103106674176435421184.0000,1947936780402999013224852851785787915181986991954150921246849651254633014032770082537472.0000,998685371174930806104336323714780256796672.0000,754365353963050518270691252933317896439668288329351168.0000,13966345780854329630206590531024745136128.0000,197231655509705715290162153390080.0000,23240957619030617314113918195580899559330545664.0000,49707104613645848.0000,380967080186505.6875,393222.8799,23442662958256958222385830428672.0000,489576906668876366191791428379607040.0000,9437897912978437108581329076711495948637831168.0000,357504641476828352.0000,46221421865550583768933973945040764928.0000,9714572745235468958826496.0000,385010956991941574489817249066575200256.0000,886942882471854536656523069384694145129573593525954543616.0000,5865388998862400255364828575960808163968179765248.0000
1710455248.5715,1297867436435504952390877302188911153920326051449907553016741888.0000,1164977817877082872325174642526936576469751847825834973954165519247365304391380762624.0000,37809132660274373039779057316360323695747460776319395755162175873637459213629511184735724998328698666154177567034791609659074192659615060066304000.0000,35763698664315752248621473564019899768408839360470794053002279746905832971699792254912148341946125892733095630203779230006413098199472406528.0000,12364133613577588118977783460507805333259042064664517573459351061459455944495189384707145827605920663417050820695403660541827932947181609878583566751011360102575302882597802082304.0000,2308623022163722503601879527715445423803832914048819678981259157345998936314567892738317293162746079124854180786292620042354658803622466126956301875941742739456.0000,5600997157342656076489321272293407300941391066416331790245748414257408429044726296324349301559918592.0000,186710123076085879796905661427325479516796180496384.0000,196468717144924674274347049961311129177343653726507761664.0000,92983024892765018034781075237241910208849696334771388416.0000,575588727077594584881649009295360.0000,7786616313845188186807984995734923907867055606464512.0000,15006318562859955519488.0000,385025461317596352.0000,17167.4842,5308182217124090023559501539442688.0000,74713460022764065850727220784197009408.0000,28246939037705995844630636265883486226625855488000.0000,498738825465549029376.0000,291532583510560846162457871435928977801216.0000,6700423706136038621661102080.0000,139986260756927464953269093638062861189120.0000,2615595800660812208889246092464924394620288484819831187570688.0000,13268895360832364273161522207477288384083014113071988736.0000
385518897.1405,1673889879185633659638340039700785397015360045056.0000,12337109912242715856817806330905992439327390175532832765431182295814352404480.0000,19597135452189032537851292725455955182536002134463808832328944989836156555664860675076470505076752288702072434821394369416915999820427034624.0000,2367963541525759078353920433902663587725015542984363164010732130118579888748421773516389364039875696981401622957938522263494167456255154955136838664192.0000,2308623022163974194578748754589100565080484988082220659706511520645036955844437688334759636765868278804413674826467381088676322212593411619995444493944562384896.0000,11273352371643391634650942641978507919635439066396480907706384516929582701192453302144064149342814592116241945044523340722997002172825604033305088990692501742380385581400064.0000,1088166231565537303063097613648516624792035975247281616338852479192854468729287439418434027528306332532736.0000,27501806100376117654952851149079654592556755320832.0000,868403736957025160760040731264889050868607810975124229718016.0000,17424663530582461411442446607405714784968875383455744.0000,38608785012331706146881536.0000,7230393294387714510345424443001563960902042073545310208.0000,3503928948268007424.0000,1390552247992307.2500,30230317.4462,620664772589353396444442442858496.0000,24944276630752609904069738764485787648.0000,6036564387244290626169380720379940192438102788145152.0000,133939516511797460992.0000,401375345319748193067067323657490865848320.0000,4454151717764347217875828736.0000,34948550086100055504875779478010317504512.0000,8589055628801948154173941072286924345940887547376551122173952.0000,420425738569046419615835072373028346281404248861976821760.0000
3591576.1933,138868429554459987384184340480.0000,53466112074307751067999862656861273471362617500881649664.0000,656071417758014053006999422516263746194197947167391701680336006632164920365418997605314610115641344.0000,1947936780403425044223347539707258687791853628181279823301483784875910086328056765480960.0000,5600997157343337953270492503197300032070686121552563275046255715229367815200544651728456329742778368.0000,1088166231565607708119029674323873277946141624379972957715208558114517080333568250222107097853213796204544.0000,403381495790770506505444627029016738641421484735238944763920263445703819264.0000,3419450468838308464738435072.0000,52693176774418655188276023284032404744830976.0000,7438202279620212239788838645806634369024.0000,2963575233.4954,326196368747480339445001768812960368558080.0000,532758707064526.5625,1747326193.0196,11872230.8881,314336123586085060608.0000,31215440278899203768320.0000,683202341852377570182911555010560.0000,2441429600500018.5000,177239857384561396519272448.0000,15346062824011065344.0000,1169554776035464472166400.0000,11272723749073106819363399950539600676519936.0000,310848613893643998780520005594049132101632.0000
8256.3027,6915481456072588288.0000,74077597175220436992.0000,1104570476076374367299457114744790450176.0000,998685371174931425074355966404917706358784.0000,186710123076094955931814380306020150824379657224192.0000,27501806100376408423576929099426852300351191646208.0000,3419450468838277128657043456.0000,234929327225035194368.0000,284121009304673.5000,5191717383848444.0000,3544117979737.4316,88522226075664.0000,34775150.6859,13129805.0882,458.3741,75638043286.0274,2926334020227.6055,2944274862348999.0000,2136218.3383,18284728660901.9453,376022941.2519,28562309738787.3555,7904599244525979.0000,373221257979466.8125
91259.8231,399547488286078861312.0000,5457291859712778291917190572918040973803520.0000,56821564617395207136025418193939884883505970373603731963904.0000,754365353963148689733547943680027080013912353458356224.0000,196468717144931251251934897859932949281756094942498783232.0000,868403736957060663546396792016930375732097867166641750540288.0000,52693176774418229336902509113217839446097920.0000,284121009304672.7500,29596373918017814662200950784.0000,208829258430601326755840.0000,819977.7789,69878868494481811782500352.0000,788388118.9324,518814.7712,279855.9548,4790261317222.4287,57174604230626.5156,48413191474742263808.0000,14121827772.6424,5707405938942091.0000,1494948386425.4482,444652390259639.3750,6127219475371816429727776768.0000,39226906945830214076203008.0000
