1888.2252,1887.8070,1887.9118,1888.3401,1899.4151,1878.6903,1873.5099,2013.6280,1927.0922,1790.0812,1904.8068,1888.1937,1911.1332,1861.3735,1874.9153,1906.9884,1882.4227,1891.9298
1887.3749,1888.5364,1888.2460,1887.1166,1858.4338,1923.4744,1949.3922,1734.0134,2670.5141,2299.4305,1872.8738,1897.1928,1840.4164,2002.2068,1930.5745,1839.9632,1905.7206,1880.5403
1888.4430,1887.7180,1888.0709,1894.6321,2052.5525,7211.7657,5442.5739,55486.9518,3245.5944,2530.2428,2298.3561,2192.1123,2953.8337,2343.4187,2182.0519,2141.1829,2033.7942,2090.5702
1884.2755,1894.4071,1897.0922,2092.5180,15152.3951,10663093747.7569,4337725.3795,32981064924.6772,83854024504496256.0000,500233518.8515,803749.4516,18676.2548,362143.2063,81245.2105,37941.1639,8907.6371,8507.7365,10977.6075
1869.2219,1932.1067,1965.8082,7306.9510,64137143.3990,5579952629575980876300288.0000,6537116559026497304448204800.0000,38663860396441118982172812580992880069146022004010120836570920517632.0000,91156935045500039338106589394811231672400347136.0000,499130170355724477098098688.0000,198590355712179896320.0000,19690962940490.5625,478869361538568945664.0000,2622210355931132723200.0000,66969309974047.4219,132756751469.1667,46518959481.5907,496068125578.3442
2039.8317,1858.0640,2081.4106,47872.6363,340585709417184.2500,723572446164683748933714077586912117016342791119175680.0000,435235463835841002107246883208072981582949908480.0000,7180225936205498087718333578122999906977497001606377273305320658510861412634158663479325697769472.0000,61949259548702715183853661521117326110512460530176573723629076451345021886107898365151359660684575311790376419852288.0000,14636787407500104091466669323558246678528.0000,78518325196195863997701262154570279427454418288640.0000,2826202594049947584015733096448.0000,86496954419676633059822401117749248.0000,47668922032406483056774483017728.0000,33666830191028588544.0000,1990414069458548293632.0000,195934018184904.4062,245696679920132416.0000
2151.0093,1973.6800,2696.4025,3571266.2840,2395472762637665668599644160.0000,8204846899194010139745758301000641609562551921845405552851550208.0000,3645439394110160535383500290305782898230522349977314216753236903032359006766428240045371903022945715593012051968.0000,inf,inf,14517344339543670624310082525873959990696579571432652282381934159914791696356691457140347465712929896166539961333186338637040751283561178144189659996988586605986205315912674323168077033331179331021229821311851532782665728.0000,71806349337416437650813364027890617134925751042285242159573420866581497947224363712640352843830727300560304693649271945738347085824.0000,26809296342874609125655342149372351517964330749682765340646309888.0000,48896373280660870867965514123396647964175089975251137254653952.0000,793489233548882838229516945708975767804644231989289736427843432782725467771166923845302571066256400303219447172288115876472899502080.0000,1016242041426432470624751249013080064.0000,19126687691755887410343313408.0000,889755043594980850776955420672.0000,754983641943235537309783818240.0000
2162.9016,1794.0275,2107.7259,103104.8263,2880492363220604416.0000,1642834328638383440820489280274038784.0000,68114039621335173469799118160173292251072178758187157807243812321323533729792.0000,6361510145656047157551178451038409183316213234587241257510778083926471990371687521539601633211503059182676696929198532971837999008311542557077301946911072391488389914899295735178118791818832627118493330686967241187858441043968.0000,inf,181263813239295119017074876607394587666112394774809474459887754944356677091404234162686379339261452706925018892208798113061907871039488.0000,463057389769053891798031636628192195942237804417302851607567672691973367414631990877574686616698835414548480.0000,996086488476598227519552467463278167614159143317798912.0000,178149700298133135481523022221021768843264.0000,6864685447583531806936546587105792454805497534421733323169078352488115420519479640064.0000,129492812501406080.0000,8861296872604476474696663040.0000,9238549244974250.0000,157928064590025859268608.0000
1605.5424,2191.6770,2058.1779,5629.1900,133565.1344,1082786166827127799808.0000,236646001526678096643847356416.0000,2083139212919307738579730432.0000,660813805871264982597780139976997337717024821172383376307627178249052821453766839193020720089255515568658752198597305867776190054400.0000,776395924531739119024678675095915610581807432556318261190522854350272621275481005621248.0000,2492550074035974.0000,9086546005112.3926,1821879277486.3171,16564328774606774477897996445483138023424.0000,236985993686387744.0000,3516.2487,46581170628.5335,120347378.5428
2034.3609,1782.6534,1861.7234,4699.4602,358941123.7027,11677459908809.1211,515761209291976.0000,29125839715999322767685367107890269374414137610516214787099818919610021234868224.0000,196872515961412403954610046973807038824582579026012768117406273700140718556347002281708103101403626681139200.0000,1074343601263378051677290496.0000,1551224663792159525737332736.0000,4678427580465885.0000,164047523233660567552.0000,22712548305127995837775872.0000,1127397015.4675,1795166382544.7502,35787259.9864,7873501364.7130
1779.4267,2009.0120,1988.0974,4790.6540,107111444.4275,432707374900584972288.0000,277826279084317382582382624768.0000,46206623627323793781040441045008764962592522240.0000,15753358239495799681031150969278665475190405522647871325524550386710747283456.0000,23872427003306780793870710690267705125109760.0000,1089895090096874624.0000,1588356516438.6121,1050057430746619.2500,988744574001140608.0000,5340971247159.3350,24165320.7066,2180323294.6973,2334083984.7052
2024.0533,1813.7132,1919.9990,22220.0609,13537438387668.3379,206905368562190048.0000,22179457971593685237760.0000,67065781386067531428472390066713852377370785683754238422586578678563113549230102647775684398521024353743508357734138380288.0000,294307065460567811608793093959407108862618442562430351566363863835974003417497308135309930260710341742149278957715069621360325986892287836160.0000,1401903570927654053593744650429624232181760.0000,14257290744374412327475770367672320.0000,405213437247823636594688.0000,924848829342364795150817820672.0000,280180078064672758411562295507590053888.0000,278218510714355.1562,83667531514342096.0000,95742750085.9727,128403545238892.5625
1936.4263,1862.8530,1905.5359,4349.1948,16711538.5271,1399491546044606.7500,1308722813994203929903104.0000,827619309241106981903159172713423388592099119836031727906801038921121703877672960.0000,6813898153290148187777691776962191947545427606872141186922639805758529171121118419566115465675492247481311289865826508434617534725222989561856.0000,12565281752532816192617238609628051275776.0000,321506837888984015650157666540453888.0000,5247194386213880463360.0000,66033777743575998464.0000,19191127308567949537449134218280960.0000,24923099866.8387,1865062139918.3359,113500838.3691,45957565596.8566
1868.2502,1925.0180,1940.8453,7512.9549,2240331549.2086,38826859574905.3516,124260722588689690654365435559936.0000,6372655802655561181830546273068311225718007237248766198987306840696009328634626048.0000,24284329820090488435031263199310177649814074025012400432634842843768796045271109746390723863384790948548770190057387435543040813972957032409146396521734709421922439404098558394394920861224390581876162560.0000,28454201629256214460288057992103462413009484627559934457414000514099576832.0000,6315830029850002339886846201165598687232.0000,182736727015327145132032.0000,228442089288583776.0000,226842896198356167702816968913900645747485835264.0000,2702162354073.0264,2238771262.9844,522211375.1729,2659439057.0521
