1869.6205,1920.2932,1935.4410,5083.1408,380803117.7037,541338851391701120.0000,295375795924958700262916096.0000,2117825386129594845077535459800885528017058533705796831674368.0000,27599211960064716475478854648953108330387935843289033080459353574699331598626521240627676453830613047049974193712181616312320.0000,13921623624765703087141780891252302413500810690297856.0000,61911049462402890334208.0000,158430843079249.7500,2234616810286359808.0000,87182907360062724884283441283072.0000,9951933153086.9043,444378585.1426,709487880.0308,1686042870.5402
1946.4759,1841.1112,1869.8971,2177.7450,97495.9785,100645778.5857,52516828.3056,702648284592144908288.0000,229321156511312504675134263525376.0000,5458609.6833,5994386104.5960,589511.7863,47948855.0222,1293326.2969,21596.1239,657642.3503,5372.2263,57159.1393
1957.5722,1847.5581,1900.5694,7130.5798,7471789004.1242,186744594433012.3438,16734247907530170236801935998976.0000,16755363426629060093656176373443269744522377781066547142235901042594698110173184.0000,16521407748982676525599213778757189185275711741272640080742250913080562022318083828889008600543073587544035971732126666546222659174836553522448952942181022244010793983552623393390853506959373936623616.0000,87926528717838824724052791431755620974888884708830444219531264.0000,2090456821988037328801513804279540875264.0000,5304328344004611538944.0000,1357492524571091.2500,1478402513012044609799076667964513402748928.0000,1185575703.5880,1525026195.5460,3128886.2697,54864375.7273
1912.4280,1906.0150,1963.9320,13279.9592,43273550711.0803,119117577913524370301517824.0000,44419414292377844468550552818552920371888128.0000,664518010815791379058631963880593525770944893514762952250171322869087958417210471162568332947608305664.0000,20645659458592457051691357815873590257746579696425192241665138957653589482764134203926681382836292175725902056414523617809758532243766600682671582295643522036893705318675307294957886822728701346121228499383211601771047804696657716602400867545588804477779968.0000,58387330136286381334868030642568351102292013006270566138779823582230655655510081011712.0000,15455212697663239866454245853161911025421229926383616.0000,10270222971506084022406246039552.0000,19555950842052295524352.0000,71456100254168786015887994243570715425754501577355011555328.0000,104154807204636.6406,14673725931647.4551,15043581595.2892,1127836930022.1663
1890.4343,1907.3827,1935.2910,7483.9657,2115505072.3767,2021924021480732.7500,80797786968915188904087609409536.0000,673167064656256909200107750398381006575191818710821576648244271935182262977043628032.0000,1196424002646857287210760161319876820370070862017716717961558547749239992034207692993630768984778644178418753502877004256082258893597596714399100690309140633335831066917809282362519710956855679724261309598941644324864.0000,34354854306128255345938967401975710795693316870789729789330644653490307072.0000,1119311286227902094397804245059421071212544.0000,110094388070851268313088.0000,20498539233862.5625,60549649104728429575702342088295861524623261696.0000,2626214447.1285,125991328.0871,6180332.4459,37858531.0125
1898.2162,1903.3223,1937.5469,9342.8252,7190342109.8333,71706005853034862608384.0000,800698054305190254067937708651577344.0000,7257980165802173371609156956671704774333720441493969808760988762112.0000,5075727946633242751210924551682214160423142601478844830490041567665749996324192586524913886540017225992148863377869043347187781534237467909870021611218590770462734967150215080334177539355364544870855672550391808.0000,31400066996496223893923642989708455268943274095863631936071864019442466816.0000,3975448392881641504485162373510856704.0000,3221136916700235038720.0000,1403871131072765.0000,51102173661606039836116311648620980117740453888.0000,462500393229.2424,98931021.1324,12723349.1313,34709018.6736
1864.9681,1915.9493,1915.2574,3223.9776,1219711.8543,538200248194.8374,315512749376232751104.0000,10750035292175066391250038678603847128341020672.0000,40246857446200636948594648747185089438503883613844173362727159470304117353346310110950871194373280339836172886043066994350918467584.0000,11475527978891777940665374445274074496542703616.0000,382775143834932409417072640.0000,349051370854459.1250,6847096.7865,1962720487625052322300690432.0000,732431.8646,735946.0072,121415.0069,569694.8558
1881.1500,1896.4829,1896.6105,2284.2763,38393.3076,6387063.8312,1865160550176.3220,1478823178835114644155643243528192.0000,54025753259891554343926930911540932448544825657271240759994056182983557120.0000,9096108217679791595192320.0000,83834923487239712.0000,14779196704.0916,11396707.5679,101415882256020304.0000,72195.8413,173230.0970,35413.3399,112001.0444
1893.0403,1886.5416,1892.4653,2426.2490,192904.5017,3174350.1817,42009234119112.2500,645680630044304153345456116596736.0000,2637292255166844754873932912683351488642482109461866599890290219736680790157688832.0000,12123540189819093232727883776.0000,116571638475896560.0000,16549226025.0327,22609656.7881,8440969065188736000.0000,260075.8889,99876.9884,22567.3132,51269.1290
1878.9883,1900.5394,1902.6456,2293.5195,28687.4947,52783005913.9137,128825991770.4328,26843677249506310036631060480.0000,2462771702701088830950642080854665849036865536.0000,26627016914295092.0000,252062887872105.9375,8870307444.6965,15693455953.3028,299127809342382.0625,8251075.0562,4367364.0468,281451.0759,2387084.8298
1881.0365,1897.7179,1899.5300,2285.0301,62553.0205,512489462318.4995,919595621553.3962,323218391208732.8750,33051494690973108551743823054524647488768501088256.0000,149099445913834487808.0000,11299935447.0335,1643955.6232,23049060.9391,4488876190098.9414,1882642.2425,71392.2612,33956.5332,62976.7009
1885.7795,1890.1611,1889.4873,1916.8514,2860.9956,16396.9652,568838.7611,2953502973.3788,1698357378214799867904.0000,692159328.5130,2502760.6263,40312.0526,4877.7718,2154057.8954,3001.2550,2663.8367,2452.4642,2599.5269
1883.3575,1892.5469,1891.1727,1925.0613,2811.8431,288177.4158,274924.7956,13829520.2960,83936231048.4030,3855269.2064,35903.3343,7961.8419,47291.4234,30335.4379,11701.4673,5180.8212,4385.9282,5595.8289
1877.9480,1896.8310,1892.3527,1899.7597,2196.5964,6511.4172,68554.5011,11286505718.4644,536176667229590144.0000,227845294.5877,366076.8360,29219.3028,11290.3390,2420576.4857,6017.4136,2503.2365,3230.7685,3214.0768
1895.2000,1882.2619,1886.1460,1955.2734,5284.2540,29130.0023,1130365.7820,83542801421323.0469,40018713968627318303752192.0000,1135456401.9193,19719676.9352,100726.2825,26900.3442,2031954.0970,4092.6650,7433.2496,2870.9152,4766.5690
1881.1175,1894.6339,1892.3413,1987.9497,10921.1345,127445.1603,23879316.5746,242628062219.5463,768933503022555773689840995431088128.0000,532491409814091.5625,84532757.6260,136280.0630,55380.8219,2447060721.2082,26584.4399,4551.9661,4108.4812,5004.1051
1895.4747,1882.5903,1887.2985,2056.3667,13583.3462,87438.0779,380500294.2194,717333162406335610880.0000,111296041090516809200231506333760727525690966016.0000,4203600565407586.5000,273760215242.3108,12315513.0462,112320.4362,100800437445.0382,5584.4088,18600.3329,4338.8158,9489.4440
