3167.2073,58739.8739,1539656421379073434976256.0000,525985453125221116100795695104.0000,137513128008115386580992.0000,42955572032172569552486400.0000,3429.6622,63141384171294.8438,77846970061792461837679198208.0000,737961804338247583879255021322240.0000,839095040597451648.0000,453937798936352918601728.0000,615.7155,49116928663098040320.0000,8179543793446050978594816.0000,1437942286798251.2500,3275560277880071168.0000,4248765598693508608.0000,45498013969692.7031,7021533301559.8730
17198.0458,34723110686986.0117,360664494469622099913983599296118784.0000,2768378199565003429548356174321106390102939075663101952.0000,77571288171380038188232956423700480.0000,6234075841651291708479951899459584.0000,188891779778668.7500,5163681989226297969845985710323007488.0000,327380106711737913409337945872624034951451603195417067520.0000,111058029795600508534522490094742060310422848888109006848.0000,106604802168170994470564170897097874210816.0000,18980807855990688077013949474542714880.0000,962423208131682432.0000,29536337942625827007866900804963497744007168.0000,10144943395188025202961492736520065384448.0000,926643502202714395657633792.0000,4920633316359737662269274743373824.0000,21566804362267689459373834240.0000,6006546108000602289078272.0000,587767760301414744064.0000
17722.6398,12714414016.5479,694471922274661681437081600.0000,2212596331663645273578331581815308267349267402018414133248.0000,7162646743465642457825280.0000,3222456991144878800704751102083465216.0000,18394543941.4799,83133358255501360453854549409529856.0000,4180974475985595096446793558940085934314778081217216512.0000,19917523526008523837558018464517701593007983305770003333120.0000,4425772460563441429674957934643629785088.0000,10593046386893138625511583874423275388928.0000,106435921925304.7500,2989204078668872546855126220834601665822720.0000,2159482217844690946575519709552981319876608.0000,3310757188843260539087880192.0000,18931758888606724831410343626407936.0000,2536694373501255114801027219456.0000,15468302197748665677774848.0000,3965742982363275067392.0000
104289.9425,421200577951.3760,19517096641917565190239772737536.0000,85838950689382230077384117019121710413361870331866022821066737846770445844480.0000,11488076054133274413046649847808.0000,49036505348259080715857476762430332281261087868846080.0000,2925894604638.1479,358971283929183682829160979110122246551633920.0000,92204182678798462670422968787261963932427068476890758722392210871869162492264448.0000,6792452286656864429576701845902101148436527086291234161455931999203484768403456.0000,413274463856654523484690397265308293259732038189056.0000,93227081180583022998638223496106915033450257556963328.0000,13962338891212818.0000,1691635348098326959394063071702083644614761596225323008.0000,2798459497066518435929299685196471320820446591203906945024.0000,1298660790718835073348645592183603200.0000,266260859414191364002746621584415174848151552.0000,78086730785706912621969018931695014903808.0000,1805329490831962624823689281011712.0000,163357642937693923842019295232.0000
10890.7243,750672652.7196,910858788582356814921728.0000,835086160055858136475538822482646886229475328.0000,3272641809483775357222912000.0000,5649806134867599739727574944710656.0000,19585547751.4716,2636561008832478118294847488.0000,86115944467437907379267819212228418918705170219008.0000,11209948042245887625286189455389297047345561600.0000,218584418876874545178701987840.0000,3019348455006565478626444181504.0000,540267607681.4457,14174413328537332514369642168320.0000,3653039357452894467502398081335296.0000,1812332389894352535552.0000,83498918594342038924165120.0000,1152496596191799685414912.0000,66137891456710877184.0000,512079839273568192.0000
1248.4337,15239.1625,147427.7545,27275819581284312.0000,3098971.7931,211881340266.4719,139318.0010,703842320.3980,260654318905.4888,3722682320927.0674,61807399809.6939,2742558580.0559,576030.7103,378704222466.1715,19793779620.2875,16142179.4555,83653924.2263,82544966.0886,25035514.8679,2783170.5298
129173.0410,510366767443.6311,18705564186879465804005376.0000,7001474104672337116773802546078224347519091062977605408965788905766535385055232.0000,146085286442777963573280768.0000,240818280011295108867341426532778365235967504163012608.0000,79560376330590.7031,1101081873975745961357396711943819780769710080.0000,4835144599572948360807205719788252489880217742908769650135158557361202790400.0000,22832510611557833852571165556901742274645807878059585387797972040041159983104.0000,6451084787806752434530510507495596988091810743058432.0000,3125911720095230145344915103850218568787712809107456.0000,481097170180253056.0000,27909321698629220133075410869365265495433252477928996864.0000,115143970020859174894307914179301135937680495326638637056.0000,253937052223962778767135662567063552.0000,9985813431545101079149724924241277616128000.0000,10718788015238536062899296775388490891264.0000,2551492083891707253871522764292096.0000,86171019841595406364543287296.0000
517074.5726,338070593710213.0625,70702408870736105441273509079477649408.0000,2517032716979083049862928374674065143895268495761776502544587191193770259181791325849768941322240.0000,15113949153333550135973509444902070517760.0000,62048229277893237994693696950348918224978569155067059593256370176.0000,6580985757291950.0000,4342776017335749169222797398130255567663457930266600800256.0000,808451055125209406822131981697482990827514318242694961160859545434919243661679259366473390937341952.0000,1288211290355629348829898287898963113973350016281720544682533130068139970691044874516419698801770496.0000,36430853252272069693316069021084655311633922289178134668579438592.0000,2412500133439365110213321877509365426906335164220930090038342975488.0000,2200119575248849600512.0000,973469949495704332689968858965663171980145177578424054038296650579968.0000,246709054738202712876170241352909959763198153369099628070959650304950272.0000,1317100961361283664602467973761906937088180224.0000,205304070732100201504043048673434325554032914367091048448.0000,809391611738377285841782717362755630128488918286336.0000,322891139491995278886157167031022790901760.0000,1240759740829890501537521533846552576.0000
208424.7371,361706798853.6003,423454300463624833923144482816.0000,14246031926197636060782083880088192392316222683983227130431667235536196976162025504768.0000,227049991178564148555415552.0000,54885866865891325553833903129613317736350710729302454829056.0000,7595986600677.3154,130105083856817582465390910747723656003235872768.0000,1452850361556067513583270499903670812942722367063590969189013801781852734609724276736.0000,6295515146178084346786477041622362536994697923087020775207730150324405487738963361792.0000,17785624202411896745339757724869107831490884382295588864.0000,1918152603599996173594552292088942167173403460072946794496.0000,21999463377127748.0000,191365501076964245829879575611158750515874062726958155825152.0000,325338293227884728869861256080775060060542661509645026667266048.0000,995723949105359319776327458575922233344.0000,158395321102153262512663927439199833589815443456.0000,316082548891118945374067991171795103965511680.0000,2050076331399970789812789586820071424.0000,72629738872924178983997509992448.0000
191834.7399,373748510826.5311,11711166207365151664898048.0000,829279374654394777300617029803654018979557339897093505550317121441574385533059072.0000,12066027988699327573961407694110720.0000,502429487407722658360283944265494998386346639495618625536.0000,5688484202437.1387,1657827347213153610307870847889149264073326592.0000,1655916803368302280158274909109892644359124540832548180305283857022838190471380992.0000,29347420948148825388852673643342626287769845009389221773449310683150416393273344.0000,5403148505260040205999048637882531562688595724599296.0000,148737640565777258902194945797674383500928981955248128.0000,148976373262754912.0000,18720451684423704832240236188109578600881657641303015424.0000,20240234865051007329567573607986012543787241156470881910784.0000,1364220254178014077649163645182017536.0000,61553729099153478317538929394926228141506560.0000,450815712753345203623462871620205890502656.0000,12302584245000284226789144419893248.0000,1183511400893136940173671530496.0000
14933.6326,7783043.3368,959577671478136064.0000,59114625619263137517446413717076902231251580830613504.0000,62414472479954.9453,8009543876370940357832696808094040064.0000,47545579.3017,21704406639085998612607401984.0000,1042253383798556465989650974888529073624140432277504.0000,19745887582006104650831694246181757623607932103950336.0000,4919574009324878252545088663060480.0000,660518288677908535036453235510476800.0000,1721190012.0477,1678963740794925007128951077136760832.0000,1159301078188551093909667721812365017088.0000,2504480290075464968437760.0000,195526192757006909011216302080.0000,12478403509289325220128096256.0000,56790086231521927102464.0000,151504206194781454336.0000
2766.3627,185023.5114,5969492762040.9941,1883280131685154196754568052736.0000,6143854481.4749,606490533434187841536.0000,326301.3629,202642895394292160.0000,221697633433127724007045464064.0000,2828310227417941962967815815168.0000,164247404730698792960.0000,1433244980434895372288.0000,4127722.2875,4502262318921021390848.0000,60049340572238293762048.0000,582289790260132.3750,548318599054263808.0000,42507098655027736.0000,53271698183113.3984,1527339821359.8181
3335.4710,732891.6811,1673756920935.1140,238922043571278739585961960669184.0000,1018263672082.3943,37483473690033999839232.0000,2828179.3327,8425245088849030144.0000,131434965335193995923066145734656.0000,155328125943734063791609013600256.0000,4494965053719987617792.0000,11720821993598286299136.0000,69222131.2961,124282780962503371259904.0000,868842139486636619071488.0000,3244236962866157.5000,3990388229057510400.0000,265751559850299520.0000,367488946484709.7500,7618864447054.7070
1419.4507,65982.5075,2120310195173.6770,15401066029006985216.0000,6347599918883.4844,12732436681816.4727,22910.2512,2804478527660.8477,7637556405547218944.0000,305755905607944044544.0000,48698271645961.8438,473253109432437.7500,538168.7362,524252694620100.8125,2242013624478349.7500,28964158990.6850,10484643847635.9629,248939386790.0255,2668631780.9386,229472768.5283
1534.8817,18576.1511,13976343.4991,192546877242112966656.0000,839323649758.9669,2741835165769890.0000,25413.5381,54743541321.0668,39170500196146520064.0000,2946925083053894144.0000,2549893611716.1055,8975314741181.5234,703346.7911,15449259418391.9727,305191060698758.5000,1855160391.0062,25065253392.3503,66719812765.8265,1255079445.7966,240792239.3611
935.5456,1766.8440,54815.3784,3915210518.7036,22317.9560,13730259.4946,2297.3853,1606392.2606,2020435578.0506,3263582890.7752,7574709.7709,13581428.6199,3875.4288,17833769.6876,36960288.3547,328653.7299,1882502.2807,960680.5635,181969.2134,74965.9455
854.1354,1071.3571,18840.0919,385482.6737,65075.0987,70889.0618,994.2999,4714.0394,146478.8245,135418.4125,10694.2010,20667.7187,1196.0065,15915.0472,34972.1635,4466.8160,7063.5504,8897.8244,3970.9304,3212.9833
890.1476,1375.1808,192771.3394,43678168.1663,81448.1347,837376.4569,1085.1959,248708.6441,231325852.5371,217023680.7399,767854.5636,1893707.3136,1737.5638,1411272.3217,3930261.3914,88765.7387,420582.5704,206675.6490,44805.3620,24876.2405
1008.2846,2636.8385,220368.9393,615437906845.2313,27424.2487,446033587.5477,4684.2490,13287062.1310,22684789853.7713,132480676092.0809,143168798.3875,197981581.8371,8082.1040,468752391.2009,601257495.5904,1691766.5258,12153254.7318,7421119.1761,1052910.0593,312384.9542
1149.3330,5332.8493,537275.4355,1868941319633939.7500,18657006.4504,253598405099.3213,7302.0595,428278161.9128,745164435577265.5000,291251369884446.0000,8065915115.4407,24215504877.2867,21487.0401,31601038507.2503,207059682617.8663,42333119.0646,511524047.3068,421564484.3598,21846750.2038,5486939.3679
1478.6689,17381.1649,71414514.3054,89518417291174019072.0000,1613792.5462,87360746771403.2031,43749.9262,578190492284.5520,5163792337956797440.0000,29645959663677779968.0000,36798501389469.4141,61921351016910.0391,196601.6264,299790820040882.6250,636628020627367.7500,8410964295.8295,481816261976.6365,111405435020.4051,2527036749.4639,246838356.0215
