839.2887,843.7027,830.9304,852.1119,830.7422,839.6870,849.3661,847.8167,829.4848,834.9586,849.6490,835.9824,850.5101,850.3940,836.0515,838.7096,837.7637,836.3426,841.4030,838.5634
838.2861,827.0507,872.0756,860.3248,875.4956,864.9020,811.9626,830.6601,920.5041,905.3330,832.0427,872.0614,809.7587,833.6049,876.8010,850.6314,858.6356,861.0646,841.7591,847.3714
840.0809,871.9528,1365.7970,946.6502,1699.7970,919.9127,892.4099,886.1193,885.6849,844.3824,859.8587,846.1076,900.5347,862.6518,838.3049,840.3047,849.9299,837.7869,844.5904,839.7529
891.5530,1676.9654,731143.1009,11222851.5404,2906922.1935,1853674.6804,2296.2378,29937.4814,4192644.8618,5833385.5013,97444.8724,214949.4002,2443.6427,178496.2699,490419.9155,18100.5167,36277.9081,55407.5480,15954.1944,10869.5340
2008.8671,27941566.7871,6449413854700516736382271488.0000,321835615496011434164224.0000,8292110474730736954749485056.0000,81557228351436752.0000,1566052.2177,221885711137409.3438,56022961876733607804928.0000,2013536613390310642286592.0000,9945596858466480.0000,614732322174285312.0000,2029062032.8689,241740437182984896.0000,1678390691271263744.0000,2980500818455.2881,5993067405909711.0000,23394805637403.0508,41467625762.4391,2589371407.6730
70970.6045,548180331423.1433,6945501657128639418779392016384.0000,10615052509287356552923257200851095208600471808190295026415173632.0000,5200153482303362510033434299256003740303360.0000,326341745991804786595598231652488585790095360.0000,3661611672955.9409,12660553902207158624598351675392.0000,33593142772659360106971325725016676368384.0000,110133041665907864487127266968149526157604159488.0000,577255074256224550244953356943491072.0000,4644649933188526782461150463480823808.0000,16194519203329796.0000,7175963027098700727478378098728980447232.0000,6953402590393639367589258027020184453120.0000,13356116184570946989850624.0000,21315667006549416829031116963840.0000,25139016693945351666025889792.0000,1653848509673975779950592.0000,372084855264227295232.0000
18748731752.4679,103210572664906051612982479712944128.0000,137143031599588813614236185673486009043572583392187135950171170745994060252189596790138386641270341616028090368.0000,1583616938219615190530375048144222939187667238297495598632588632989229966328760391525987981335987780150475797272650940732038642582053974754967866127797420730340248221531655105229481834842286269263615287943290197575437382591156581684201429925888.0000,2965486310564893429561198674599548486598279774507319928427150227917917031850534733086720.0000,10375982466199726249910552636227921166360417290613622363648228854679124267987766914406241777232848517241255314590683236646224093621303796745942132212654369981595648.0000,1838000560626504146188062208502125225857515520.0000,918434928392185728486287691162596395407746430588850988366647790780493908759833499133208731798051889895158909828957145628256116406541615104.0000,359023063515731771842107444703834000900944274683051300177955127965470252996268372448929554607514992336704725940141026883026535133212337016738900143597715319129651095031980220326211863390381865731910321718718968048632443349691971516535668736.0000,324083528243217992619865146339901451452243384029502735671704454598628871840920462420218878463250425222108736385813910408748786659857979180291289091412394486054439758396455501949496507708625235120832250495407258584058725076558477795524608.0000,5900911837260879463220978153317117539250991745621235722636642386960984635971933517646289053483788545186719992023716384025766641037049401351003397955528949760.0000,157207749697877520850201664640904800706496096906283206366895098794651591873395898916820437042177045134513657930793597691635758051886017554850432505272833409024.0000,419889807336354625091491121919609439116751057977344.0000,395473604652033275590647947219875081411333129546811012512740199446552934782597126122848190440885722991010517244545870474089022257088736816438347685490364035048866316288.0000,771276984113676785308472544503644812895936782066678631507517327428059030976361456717463943956364842019412212392968100452001498374131573144857468822105719918980590419409108992.0000,9381464414943042877418176222302138016191600026342060124455553399486006464618087289034170317479128765426565120.0000,2565702940179386497650653434901433437620177329045041374415072130634804062035979828569341319545353149575495800711138011815275875706863616.0000,83188899035363530744183114249476236295184352398921119273510862931957632801087286568726307250593380265812618892438101032960.0000,21504109580503938458704879391617307783412942906262583451480421983840606526575427053533743210320363520.0000,112408620034966336138359778628615140809075574755670207619900926559673304488962313682944.0000
5118965199.0886,11434027079256349081600.0000,2447092078504506514775439635482043499078546643715550926462868042809344.0000,456488185954190562961592775570795474789781615751749991577710308803520655124478317098707281726107239618753585800444124670804499370086540115505513767471087613888995603978797314024381546626333424726997519564800.0000,6884963180979836587910093775747845946605568.0000,152408251429574928129805849176616440851522068119863775826472042473805967123627957024991286356293877546238947696676601575061676455092027392.0000,63041206351361864019044466688.0000,516312775470264022980855398023435263393382845408077036265653646547581719921199020239382091577859073894252544.0000,16807065825912664894929744280262047135260395702461332941453848143395456532458049906096008505099825072779165122538013593746182476107839980435170413607299620943373438203802578583552.0000,10125689754608943059951293100677006320406810760097212120168713833010538979766877839241335636842820531812154024885548158393100882508016716384619788449730250168171489965077313135616781644688523264.0000,546246126259377170482328452017607702973196512904351747296889356933631189498993250852842864744044095006832065214695778302092187271168.0000,2106493453969690077425777558678446428816672423988028984947311763331839499256806611976295454370075035875287874952200908508362610573312.0000,74965108888516234441535371199119360.0000,7018543540641959142024853660710730062844083012316535086539760623145500776700605746669038522410016335642349536685433581188594978720337170006016.0000,549200091212856259292037565117409297855643496676844917768635317979158292886838049410549118357836029513079133367404472963753506081937667762683904.0000,127788973047609838846615919696060959041425792405704749270621480437509435292640374884925440.0000,339166439115386454585746818465490423652506582096317858500243094742885270659146292133270829882963802128908288.0000,1529680333978895389525563703000253174476030686010051518763087365899509230361662166340212475873267286016.0000,927017816204978450223470767633704221018565381180812240713604372650947188531570671616.0000,1905046865692715095200975000168098165463432763095012372845470849630732288.0000
9452.6697,530374.5832,805185013996355365171282051072.0000,69031217188801725039142673319722487906304.0000,9658078385102025307547001885009379328.0000,17484554490402831832977093312829718528.0000,10390.5369,1274193068816637100032.0000,19044145584858884433117497608098405807184472100934193774592.0000,125050574247575110243002870689069464849215289032704.0000,17430377226556227452928.0000,710030304596742637164371178946560.0000,16203.3224,588237305633136571318272.0000,4582914254172772279710172457381920768.0000,1587598510220829261824.0000,85767780945992941748355072.0000,218658444121585131236360192.0000,2951199280779301888.0000,2967656852826942464.0000
7535.2631,8794131312.9885,601259914855849000960.0000,8004282481327914796843997500051060701528064.0000,17069957866071351361536.0000,406684500494283119683174400.0000,3879613662925.8130,27982314555134138069173665792.0000,8080312451715728308913941226464737230848.0000,10627489193134530771376187937837419593728.0000,14441228268224271843572360151040.0000,1533162967885653518277672960.0000,1362856978523380.2500,1090711618859981359703485419880448.0000,121773565518656914724600414208.0000,87914526009901465600.0000,2722576151553315480535040.0000,649414654737338859520.0000,6950993313516860416.0000,5112587105777266.0000
