747.4954,85074.3084,279402.3811,135818.5620,769297.5146,30117181.7925,228097.4749,5706.3030,12064.7947,1519.5271,1736.2651,21207.2602,881.2831,979.2724,1655.5556,340.1410,2126.0106,2830.6978,2253.6986,745.6248,2246.9865,1026.7405,3477.4036,3391.2390,1206.3287
691294.9253,29598699296722685952.0000,25745331051410368643702983878776758802055168.0000,26290359580229040609126928990892656542050082294845263276126006689356206781235200.0000,6379039201107763607442475174499013108627644154610981174300087616876842368106496.0000,605277291536866195883929482817829431594720796204113352633516944747620487729581654016.0000,32204939824594440688134088158671608803032001823939282787770432123519390159109268931755388316942336.0000,9717131297161265666152030210837882743873454419961005092915642368.0000,3400097630380799249770086400.0000,102344838784314782734485471614730240.0000,2541391530873733188492278871621632.0000,693847798.5384,8602709714341909231305261943095296.0000,19926121822197.1016,5026611196.6961,6129351.7810,1205542779663329280.0000,17400978642561095680.0000,16950919133546052340406026240.0000,2647329345073.7148,31138681819377019387904.0000,9125623810935162.0000,306094351031206346752.0000,5658019836162325573943850478600192.0000,3955043523422624131844901871550464.0000
55356467.4910,1223978571267945023151278349517832505167707827140034560.0000,680182246616742075367296891609832897272736799354812607818271767987763627950080.0000,1929029291740644776578781140435253892973991404769821978502714986292845585715971758742733237215007168031509970944.0000,3409368395661465653690317301684939381280425857120294655403451168576513815399350755611624810936437540341329852104704.0000,162843562764836822980092145172374854407312008579680992657749943188534381785776871958886711005532370406068459039204422194425444282734534471974912.0000,1418572711959882498833706635005010835178240770513434790756856258777324562562739602785693908362044375239036433287955044762648576.0000,1500605558806138773253699254062561176538698294531082339698890730619694743552.0000,10212017431900543468407294213277218420230717440.0000,17918111502240355287521381627689097494528.0000,98241821701650868975159829562086640781885440.0000,783354942857682596572902161645568.0000,132037015507903578851898854929514627072.0000,427615605516899844096.0000,11843835579529490432.0000,108.2445,3802212153557080878442610688.0000,833693660410701959766357311488.0000,7160358358293192155647452264481685504.0000,33447228408837244.0000,388179862725381292359579437367296.0000,3395594786321341087744.0000,289113515782545034558453827239936.0000,339678082169595628903557065622638128997072896.0000,1526480264752353042876824390188377571328.0000
316676679.7398,32593335403739612196527057371265201340416.0000,5912398618606987036457595556170688423756763225034435698724801740487595507796934656.0000,791004191132470221858639902593464466857142895311918314241248047079550180867354407624566431023104.0000,342206159850539543748441977059068185953548861773305545712754792840721370448612955781100873514883157556394459136.0000,169096467464408972641707368636968100822804104536966450355158813857146928413638724338710885729042432.0000,22450438908763926824711688831359841220480418089381071734258298046097636680921607802453297406467965072856969730064384.0000,83569242600177206656174915075223523786356446652554644541176203964317696.0000,13819517645955758127144522219520.0000,882578474507500930004343369458926266896875520.0000,6479217366555148802671263818448896.0000,147651659331734.1562,4147025175684071533168674868358797066240.0000,818647143072.7134,222578635.3584,30535638.7846,10869792755034401800192.0000,16115927942869058590867456.0000,857847424104428294666272092540895232.0000,10285395928070844.0000,11724454380970107636505640960.0000,29400852499864854528.0000,3206812392264987092346470400.0000,2421172673983695206836648889839445061526355968.0000,30367606867186158109362233787889668325376.0000
1397840080.5136,33972453755766554268497824769870266463177615988314079232.0000,2095855213110963127917916499813332289528068616030106698460112541974528.0000,858836040918196068952872949400652489871166495457331594079749041018503794137584740967855662647263979761608270104864887459413545768189952.0000,211987360695665552545139849223952864081004225101798717584055444395021659617660759594324952419396541341728858579393229367217506963073453166243610624.0000,1721456615814964406052448808860105369182550851978718038412691553925872541985380310322123956543156664828829639312275019179408910390881690094690618468277944320.0000,19749463073179362120488261669721728225357272363907646214381432740321344779284112533527717594170091897412576674592463616054662842558771932026643682179077030019072.0000,18417883555535185115106641077708366493775005334187867078535564003249969173436853097210631421952.0000,430064781388214803497443297854499402345537863680.0000,2069917031307010095475587321812175162237039676967878656.0000,67892984263008841810004946483228149906946392064.0000,953271391688775254301539827712.0000,4620535352234603685720631655013102445468210692096.0000,16610364010668060.0000,5732128050454855.0000,405670.0116,100079464671882005662924514787328.0000,1547076565047512437486994111426723840.0000,1106686150398357347771345409254622360534350036992.0000,1478971441158911744.0000,2073960129180268615850282570581924642816.0000,85493868816553565602447360.0000,1566624889039807524186309876867758292992.0000,504065041774360551665096461202797341322599885793243693056.0000,3946104702120040675491122805961269954819229654974464.0000
729748608.0635,1680036357162819320531674293230255703226056704.0000,898388899583137895784865802465459823156449238407442208846085298847744.0000,143207904930308419388886827878679229540148484708907503472346040946540920070409363251603435277559430508441914139561951232.0000,22349524637974210363072148545425099850242862907787319074489523685460454977552704236890519595459910661912602885071431556972163366912.0000,695159463402021555203025795851118770608690672836041137539985090744430048597660452138146878629565091343700550853427199672123270365184.0000,1687531256788812245518128056501085389769386296962258523268299037066006680119301501279611500090763384792706220920858081682031364764340322304.0000,117681037064183493610079149818368270675155621499678971015653041037932947369348120444928.0000,99348086412312030100477363450472824832.0000,3899599406296954577765271856174485304522868028080128.0000,4352438533615285554751390919831466740285440.0000,20510462275494499844096.0000,37101348353203382562416447751652141322119151616.0000,3471013491327869.0000,3048394704358.3901,1777128.0236,2891746242896834834863226880.0000,22149081635011324311623828504576.0000,3302137783758374708307451831166239068127232.0000,268416276629456992.0000,26061390627068338223323584170819584.0000,282307607004710843711488.0000,6744389964820044897866612643725312.0000,44813291584140549156532070261089022762959517905846272.0000,405621503162323455834429677418637372779852201984.0000
197940824.5112,505332914918433560523423866045857792.0000,5204346908637833238463001406757428052779757207552.0000,759286864988448682904543939870239575075147170566025578100496605869532531359866647927394592322748416.0000,272582893614484293517375123718724411504179178929887287813934025841173147770012753267479612621985532843393024.0000,6584235419468788614191209011050841320416066386887136077542250088805855628326313377642993581866499448296469079946952704.0000,28474277682754866129553906670394174655888356612146078573903544474493861126802753008573600093613374390028274270489236471808.0000,918752884812476665936529759219724807928034094821560203751479427840505544704.0000,14570280422131025734860274637184434176.0000,463835593922535853597135679079528695595008.0000,3779338838393152558140741612535384375296.0000,9522260167969425408.0000,149494866866836636363791540179552960512.0000,12198116351854632.0000,9192031847321.8770,397622.7715,307429353853033551757312.0000,112991794283602392500928512.0000,472642747197760760927551031894605824.0000,320817480061629.4375,201702542243665942415006498816.0000,54293513138234916864.0000,16025728107617887278348632064.0000,288947298807467797830991621699977909108736.0000,1261428318090927982520487770472010743808.0000
18997.6802,48881792856.4351,16749376044703992494828814336.0000,16125338743496634265864796866714513256856158208.0000,171813739768669719867899529658368.0000,877358831541797591557360791106600566784.0000,11326153946127302870026150213392661479424.0000,41613071523791436133813599600640.0000,1312824101924.5388,7075617219376990208.0000,12561578307579848704.0000,11.3186,2855866877817661952.0000,56842979.3240,27597.9200,127125.7120,156022692.4714,354417110.0805,18611411054672.9102,34710014.5431,42043173512.2251,297128775.3652,1064364510.1176,238260631286717856.0000,2961605791390706688.0000
31358.3328,12974999470320695296.0000,4169278752103908916298032087040.0000,93394196979741581494446991148776405331676060620685312.0000,328706174432666014408020272718132211248791552.0000,2175256091921417907776523447049947366323607245191469072384.0000,412332096118788497304947372746736954026998147459410034688.0000,391550127548044042969543990158861271040.0000,3119417627465942016.0000,7150784767991294722048.0000,17495002830017675657216.0000,47159275.3247,3291458945223867498496.0000,1176715700.8767,6920812.2237,19982.9821,729726939038.0552,5927574198079.7100,472239984896566208.0000,581798478.9009,483332906056709.0625,56737266101.5848,40268640583867.8359,15065049176730656309248.0000,5558430445338177306624.0000
26302.4881,2415726240077416759296.0000,51406566410463014706653455647244288.0000,231657591027157977323969380661603772393307766784.0000,588321522453141625975309760036777837184679936.0000,2274168027117498163287109274138333980308224562091840765952.0000,33520451390203178341098179887083203646075049082880.0000,5286811716779559236799767483777024.0000,789013218449346688.0000,53014657047007469568.0000,37194901852686843904.0000,97759263870.7688,4911981804625101824.0000,5135684310.9844,42607367.7968,1350.8055,437010203847.3909,5415175164820.6953,18659988142078524.0000,297055003.1709,87308806966672.5469,13238640523.9259,44424809612500.2969,1239299981547416059904.0000,14373275104495331328.0000
