895.7677,898.1585,901.5772,888.1631,899.6430,880.2378,906.2965,914.4225,878.6345,862.5520,951.2542,882.6814,875.3246,929.0582,879.0525,937.1270,880.1575,882.2759,916.8982,908.2729,876.7334,895.9378,904.2652,899.2256,888.8834,901.3126,898.4820,896.7112,900.4620,893.5596,893.6519,897.3996,888.8127,900.6668,905.8786,898.2455
900.6263,893.6136,883.7418,923.6175,889.8681,952.2149,886.5334,891.8039,978.2284,1043.2714,779.8533,942.1362,981.8211,822.4157,957.0684,790.2010,953.1382,941.9231,843.7336,866.0922,961.3315,904.9333,876.4529,890.5136,922.4440,892.0387,894.8129,902.5804,889.8081,908.0216,906.9234,896.6749,923.7064,890.3605,873.0161,894.0556
890.3894,904.4386,933.8242,896.9737,1251.8598,1675.5657,2156.2547,1570.3159,981.9581,1069.4192,1490.8162,908.8976,859.6382,1186.9266,849.3574,1197.9622,944.3175,834.2300,1130.3856,1077.3977,859.2236,922.4145,975.9774,916.6158,916.9563,1049.2355,926.2758,922.8527,939.4284,889.5795,890.7079,909.5000,878.5504,965.2483,955.5980,907.3344
972.4930,880.6630,967.5246,12021.2956,67167.1754,766797732.7317,6574464808.8464,4631362996081.2354,1301800703.5627,3945228269.4892,2795768.1738,99263.6206,27118311.4421,894361.8980,104958.2820,2098.2323,9626315.9409,4465.3325,18478.1733,92908.9150,70113.7864,34995.0759,2931.2891,1012.5914,17886.6901,2468919.8635,6786.8454,54947.7882,26829.0642,4961.4068,1977.9519,4644.9614,11970.1541,14058.0791,3011.7250,2267.5241
1034.1470,1429.5980,11997.9602,13992132.7007,11528691680381.3262,22178495420620242681856.0000,14994581953628192584499200.0000,8416507667163112448.0000,14784594619506.5371,1064119152857.4132,515716942.3839,9216414139.5774,1056928815.1755,2139404814.2091,4980782.2186,85835.2865,2016194948579.6301,246253.6183,9874162999.4364,33546330346.1038,505089613.7294,1221293.4159,273957.0345,8137.4206,111682900.3544,909101018126.7793,54018.7668,345832.9307,383665.4743,70171.2638,59529.6016,15076.1164,2477000.6057,192007.9326,3557.8989,3008.3789
1021.5152,2881.0118,182639.8888,2430204224.6198,699691608324781056.0000,553320661481900187694233812992.0000,9740659428832384230959993703104512.0000,11076716184521532243968.0000,6623813345.5369,35963918225057.9688,1095333593811.6835,1047729744647.8269,643943.3414,596246201.7387,255692909.1691,28742412.7430,102912489049547.3594,1238775.6053,47490118082905.8281,63622472108414.6406,968461316713.8082,4605616.1725,168888898.5797,52613.6567,16542704347.6605,31669511582339.0977,708880.3857,16319.1281,171064.8408,72503.3260,1063675.4613,14748.3123,23141201.0176,166491605.0083,6713.1006,1633.2887
354.6513,89130.7472,24017935584.4251,1412101293534416384.0000,12559429932043827559813309530112.0000,102650982214914797033226587840935369505629203362480128.0000,457301010265533591034700020213446476068252121092501636208915376596563971713325387633151141656493393761533952.0000,1909492736176887789626182101412674109177216760311682681134179903041644146776012499015251792212139033222931319184933919667250023610206125341819297254408856479813734794959517316260727705998146200758741355651675782283578992230400.0000,24545326715931411647595564914793053596898137604049137251443512750885085027488797392890497548574912004156814504813685233958651144969751996354820833280.0000,1513267649486773176035617501990654497825371068780093919760368029510747494836415344446626853288649685728568662576921778698382074548565830592649231638313007953405622050721481359360.0000,526921132925676844315482226102902174232506357054569869588702899000567349891905383259976320702251384152436186730161098442274890971489031498601175705913357185292673796695992356360188692638857860820367487008768.0000,5195283898490285469990912.0000,197817411874817499613260004013863014826975102972541122082890436392076567173817632967992387188060896765282067892852158889984.0000,1362563354003993710134102505292111338859469749966674706825591117083862428448461478840248506853876643598061245679755983973809324758822551552.0000,904714921175033870113199464711528167947594472536752961600660519302201344.0000,346232051630865278180558135545108443914358482019170856638886182912.0000,6194124925216549149042398403628799652799200282451902464.0000,219967096409.2665,19379528975756083830504077171650468987384184178035671182167116697097469952.0000,642573244171764082663377683984037447494270976.0000,2285322402701871060311944456177787251803742535680.0000,2537526019346834409177714398035008973093140980846318447661923063820189696.0000,84198257417080116943638352206233600.0000,1741303187.4488,491788513820821203765358092445391257600.0000,845279983372204655300428889787127908526612468176379214144915308610924721248482560573440.0000,370699160187183172223309856971423560015875162538770432.0000,702519303320386978832931910614063000471905651394515576833838946015248384.0000,5730161569625857077963947835171968189657988887450270826496.0000,103237909212132639733360623616.0000,369621846.8425,1652908956444463252415799361536.0000,1721881574345534434297645807145267628350459871232.0000,587446469557683980654213419207965312045242096592466074316650819106438643712.0000,2645005260602048088605457947149002707334110117888.0000,382516818810500884121075580928.0000
2519.1666,36110.7259,227500860.6424,27463652131754450354176.0000,43226981676532465275322236928.0000,1276085951370038940268320277047366365055670711735268659481788662509689292980224.0000,396855245512250737919934782000523645494124837954298720537984839770447850443573875368928309916440360447342616721299001383254864377631283037000551901816280134273160183808.0000,369839166809706956352893226749327215817396902021802564975120120565076294640811739932478328291954862695342071725417134632087698853619453950283767593947923242296429016240341861814375337283236277151211410572504597275127051249218666266721670949423256173890281204958362478704971959238656.0000,341500543834452477879220279772756276370448864778953674081723682236450021832846243229509091652090296647873643034958795237534563877224450605425504602056592640523508246873908286429076471076837316886528.0000,581702066077616590496994871921448213709740482515271156469139062044597553776603986680672274370487450641601629274406803779065801308274355354744579550524541004265966838788112954136876513980359612036392793495329754615671045407573686238880508936192.0000,48127017429509354466719759783768973870572230065417264065945121561224594272173686457909915377378528650595050710541765209874288174559679997624015650969600894306972120863957396211694453763015309223648370360320.0000,3146305897115159473589843749347756777777714352975448637440.0000,577628173997588384575351438955605246349070143420874112286930294292002978921338708461582266459782454491634545652200009811856269656766010608617937191766214630504589537837056.0000,1636041005639964281255938753833767415157920122784701828750866503289144767336258716510458180024167371059613517405123454979205404962325065531817721856.0000,10783874285101362178419187748682816002673355935816745665668848502140502420008747271805414146048.0000,236375066640139145972185292717936595940933632.0000,64578932001358306856168235653657774652675726717855989656287338728847338814997019170668344770560.0000,460288113456662001483776.0000,4503229689479295602932708910804904686000171092551019790336.0000,2034777769604596676880936088976210836586496.0000,2000444895399768559606385587366536502138067158028323263610880.0000,34386565048043417578211321627162097208902427597245707602048521066995214183158202278871040.0000,5522157603186985972642349056.0000,3030235.2518,146731518597753390902171652805918929161551872.0000,4188899262575056769934223970309106324688349790507782547486414575591105066081932911041549493981543139041607680.0000,1928380660113417167319461005583955802365140721352197487460352.0000,31732983019664296288094083037419516052719815230388467949213730744681709742408536770478080.0000,128389536302704187523819978913571220946084786004477147278059203136061440.0000,100279622470262312009179640638893719552.0000,13590595416.2807,2107078415400699180264659187045060575232.0000,2427523273500481408293608122809891064144010124002656235028480.0000,1770716593714612032391492538673610354096482184754409257567288988516952308719812608.0000,568432805058524370618623032062506896791765591785472.0000,242525933902039502397124327520600064.0000
1657.5888,7645.7163,3555202.8515,59000724712687600.0000,357436574928512942080.0000,3999340465360588267923290982665878507306799205417113092096.0000,6886617074034606125808848525361716171101309725472575751234481243274575193350831678919755373118540205667647488.0000,936739026572502135749546640976234690125145053733066664287603114178234772620200888846554469632013808911929079442479307348245781210908695675051743622984700891499177311461336444209040224331780768713932800.0000,5366753194371202718257253701240274744257014973184498409603185275779778626258365013688293374868649585536353710281956195543832801664771286344027000709054464.0000,3636051096062666969328753590725672775123741684622306221570182787445004988236160513102038159135167288162631220790407404749474186103849149408282217578674132074876794695454791085181632512.0000,4681443641713351833449890531233675242181630717774198466371161748878905230207311385477825468670631532186394727973161764402907122147698218237983458197084575505580032.0000,8557588138468156227198672484828184576.0000,3198870853571567497161763671977961921675152489492875621974668209533732943701463519120047167991499764825598277819022795911947354112.0000,1766907046268233205240749530586375914884505063657506310864961763717714154053373551706827173553402716867027684818944.0000,1995349376675800490955561101013753810425094792318945716786375559310097776640.0000,57767530366520044072918850002223104.0000,119868879114001944550250547226375038751064624113699753681747968.0000,12207306047178881024.0000,659556764967155742918913928151746836935099014417743872.0000,1136443921075944051250999912346681344.0000,5757206732729085861096115150662998657939035794702336.0000,1509303850332995019339412775355482851095200906323720670576424496660480.0000,691202173208768009994240.0000,95430.0914,270375082086205297218329411647065554944.0000,2197207204454160408090116235473432550961125558720741340860065024984943859158822682624.0000,798468393800988561756448636503949367026718343168.0000,360408038674566251662367581982130876116332002626331094911523250765824.0000,48122797995082281220782456354544146789014234514587648.0000,500300842241413441263067201536.0000,12864757.6543,63967559737080067681113079808.0000,21245292613505216881027651881716878389091487449088.0000,324939872317420323360552008538791714103583035775737855363975741440.0000,11056998257986109522509850044993068072960.0000,1581865841662376241140858880.0000
1366.9120,1239.0582,6686.6319,20045901.9031,196106096037.3016,4849466247466454853091328.0000,8187327436331478930353254968849046576300032.0000,2136071968758969163983352283771278470289246862097242105594859922373390368768.0000,78126623773886473252857272540957644882809545720347270053888.0000,340781884675738630157732999371987628635193226528157966739845653484011520.0000,896266685374090172027062269447496510850751362585583419392.0000,3926767390730815488.0000,2722408130200201905856755788728858996389446219202560.0000,48298865517029713341722036170116137222144.0000,162808552095688465931128799232.0000,17778467613.4596,224725506374476939193745408.0000,40203534114.0929,3220365262951690240.0000,58676523473046.6797,730937200648719564800.0000,1168299499927133936280403968.0000,960922735.7431,1586.2640,2044333821471642.0000,146848084850439905223099635728384.0000,1910828903832790016.0000,293265079030805578297376768.0000,230315759938818539520.0000,12613992589063.2461,11341.2257,2325021503863.2026,62528716008900354048.0000,16582353571181101467041792.0000,1192338526438396.7500,98699235530.9212
