917.8389,913.4788,916.7553,894.0000,928.9920,959.9345,877.6538,924.1861,953.9979,891.6527,899.9468,956.1370,893.1131,936.4054,903.9027,923.1631,917.1142
914.7087,926.8970,920.0548,1001.7833,989.9216,812.0157,1058.3774,912.1309,826.5394,997.5221,998.2328,829.1631,989.6125,866.1651,964.3512,911.3017,933.1420
919.2536,914.9176,980.0398,1198.0918,1002.1541,1024.9029,915.3122,1037.1756,987.2743,884.7597,984.9995,1014.2422,933.8050,965.3120,905.1270,951.3104,921.6308
956.1100,1637.0641,12382.6551,7224663.3606,542014130.7218,1537.5748,1471495.0353,484268.8011,2776.8659,13747.5939,6530770.2977,15988.3106,17210.4224,1388.7746,35869.4212,43292.9659,57925.9146
1986.1156,23814.2561,97229882957.0878,7928997541996867358803540049920.0000,11891026874493421257905081027657728.0000,339115483.7868,147312890985289152.0000,34133823977686945792.0000,1737713.2056,596835561.2218,13718497818576408281088.0000,19352372130002.1133,1026523263522.4690,1464030.9519,218741142382.1360,549898907222.6382,55665642735786.5078
38733.0976,1721465.4078,3679399342264830310481920.0000,49727657069722639662676861864575500288.0000,5198147215932340047367340077804624707985641561943899363793733739646901359491416064.0000,373931494929792189333504.0000,980190228107417850879148032.0000,69753994644177352773759044188662398976.0000,50878595924556061821894656.0000,636513005308973.7500,3033219752246212304890490925397299257409536.0000,266847632681474729612284845012553826304.0000,8996803092951.7090,9637668281942974.0000,5517756284574807097344.0000,4785968824043442520415289737216.0000,3676288466324960296449343488.0000
1414398.8557,7640977.6212,46232190279466038324353856856539304521928284811846221824.0000,64360810074126255594662782577455902821470666616843392145779944587473686324156524707606567190134138077184.0000,inf,72331962778304445755261482903942680763645299568482596200667401528664077107200.0000,29326199523738694685757218229235610092687793872181369185734258195078101245561108849051043052239424589701378534325006873123862085632.0000,141428288071337900297501197648762447437425311058767940778752409780641084134484567537936962543988005404672.0000,1961403118524435525038512063804674282021803755143580669966787061280229294080.0000,649781447789856393081083792257829556175640556123982536826733828962745581568.0000,7699102709719796435962558915121405737875057776181045717855928802093393063608924519689773250593000166845194599099322878294212486543243277822689542144.0000,62597637988684391541108485188285970673126623064976154954065210451065662326857667283080595046740555208350088301281017856.0000,1919888204741086146394101034384577527808.0000,362839979050680624413256187904.0000,48531322535174197966271775331018668140076182876122477998534791142776441972734701793454325760.0000,89713208931609587574827807013148543110873034719561074066537565529435996657967956624182139955445760.0000,24185130639797385635785365527560685507338956722184194746981523882569414733786030459121442781453048111055273211424326853591040.0000
9707813.7762,97289.5666,465863055289930482225228018399648726122496.0000,25447692704603689105747320644831408732528262131439945179699538765852915625878385563009024.0000,42118044298816807202399328783117848500038795429287607279196716486409963146669250504167086154572792056465750726954961389281997630285864126122804061904828540501414690759169638985964726229490908789264801136936372121325479703291018833460198811393804676758100314681883230208.0000,52124530153830542480746730766924440527185848275262985235268947148800.0000,349898013870299652146216245459381245736687645564685042929772961321595121009845636852581499242807296.0000,102592338418788841843437800356915815167672391155040036960606181076234064805227281690320557320958744901713920.0000,35436587407512480494756603100153556449040101921058484914063801889849344000.0000,7057149422920481391649147614023814970361751296540672.0000,29671792129949142055863921920699398262564505898724376816090115406771964944206661591340154102954896305464500612544738711160223413796077568.0000,9556111751131380200433330478119010748196715917923994104426218670243153637154999894960566232063794718752169263104.0000,14456475895890772899524468155613184.0000,205043988482423178935681438153965568.0000,7847948087043840401413347756050485029567847824391941522711918397937883807744.0000,518778600919009369804124721121925666996364706514510091066371855118467737928897265336844288.0000,851601350441857632327894815098922825795202970433016238939646698472221536452247551855396616518899364528128.0000
709.9017,665594.6577,954044962687.3879,6730510521755202284037954110961656366421816377344.0000,6451473182663343251203739147471814712613213764059136.0000,0.0000,4270327856591623092866246536433902182447555201861488214016.0000,793430041211349760.0000,0.0000,40765423644598021582228857395609600.0000,72618083052921075305329097878494666499540647936.0000,0.0000,43739332321972847800899076096.0000,0.0000,136718113813556106908005302272.0000,583691047751694208.0000,7008942047665716467859456.0000
3247.4067,245.1977,534983504987.2618,133976556717559.9531,26990919352896873887587198179652935694006352361195307008.0000,6190652150516657206731997184.0000,163438600531.3443,10093380903537630773248.0000,881730547719366959431680.0000,7744719.2531,23319268031440416768.0000,681497258949090657020276880965632.0000,6.3141,663079551565.2700,4032197846123.3052,3391246064513280000.0000,39333461107812555816960.0000
1380.8501,19485.6896,830086541.3301,1887707649353720666577350688768.0000,3568503502896515670537334482293274496204800.0000,0.2182,236483466946113390940252650078208.0000,2010120027135679922176.0000,83.6113,238882872157665312.0000,297123461462011442444842215407616.0000,153882996.4282,2778804010898898432.0000,300.7887,2509381195738464768.0000,1375812068677899.2500,1181278681015931136.0000
6103.6947,1155.2851,172517068515865.1562,107487920978079791448064.0000,6294700095635014494226021543537526211278931545460790830661907286110299488256.0000,111930656212732225047695865151488.0000,2608564330989304320.0000,15892962386969449677958827474944.0000,162462212871422105545080832.0000,3556289673349.4165,115730677009150235551073304576.0000,17083525979321811460748252499916911280128.0000,528838.1642,13048694036262.2598,536731848480467520.0000,296616773802655215517696.0000,7398415104745638844271775711232.0000
4581.6779,2309.5667,881191299688474.5000,13150674432001742848.0000,3261606007469373698388960037238678250079818724624415758754274501089996161679360.0000,92625868040585013624832.0000,459052225834671475974471680.0000,26789326486477565009888068763648.0000,3747918029448138981376.0000,4019045714254853.5000,17916138846092034973279086949856968704.0000,30115696257456428461926427622637568.0000,15778905044.1603,35262651693.9935,9387248540282223853568.0000,14302859845708961686749184.0000,61010395395334525403226370473984.0000
4598.4969,5333.8000,227305265648864352.0000,283092479601173005138995536457629696.0000,107655763316174619598550682400280484621891200503813899602656333238937707463635330603096611084721717248.0000,10306229595095938629632.0000,29987563713105871818894653588244732611043262464.0000,46644062798785982040134971239170048.0000,8491450775444612186112.0000,1910522392946893368785371136.0000,21002427704607696380237459961129883324886641492885504.0000,1229101418254612878226678795611406336.0000,1997178512725622.7500,446435356.9893,168760797765184919737338148421632.0000,433790537164481258783319986798592.0000,941128126325297832950459847643024874012672.0000
1879.4411,3831.7376,102901176357.9962,101992666292047276218964246528.0000,152754384132575162220325141705377521648500822503996784640.0000,134534895087349.7188,4045251422481399998940891316224.0000,1644115596698727424.0000,6719631766624.4170,893037101261202816.0000,146484147242621044114553657360384.0000,43100756196863025152.0000,855422505082.8700,940825.8088,90158317946692927488.0000,61328202399361171456.0000,4045468995655598967095296.0000
1295.4827,394.5411,71002.2501,6570929.6751,18575273862607290368.0000,8863207982.8897,60933.2716,4623508891.0501,17215656179.8853,927.4402,2854196178.1895,2777170435340.9731,228.5026,2601269.8286,442550.7043,365502602.6206,184968608.1852
7186.6443,875.5048,8907695423670701.0000,95620917499248365456377339969536.0000,141141125602147910555316518437143284406247175109890865753745011919420749082115776816444009839518023680.0000,48146919146510183595946016768.0000,1702546263325907774820849049154065793024.0000,3949888199398774498450443167556698112.0000,39779378788431184985763872768.0000,21810284263691887050752.0000,142160716973075046332984291534376500844464334438400.0000,2110690207324386696662013723236347378925568.0000,453820318327.7318,5015394280344.5537,817005709009370574627306209280.0000,14976830202805701932463102590189568.0000,263772723931401834874871152486615175135232.0000
10593.6093,8112.6508,5950189529063340638208.0000,36645349178707099277187515561819848572928.0000,46623291385403774491830987664648775126386935755881727415200112240017113144479392215547116685912275867601989987279110705130766336.0000,12027133255370370055358038147072.0000,614349557900032044401308803930057092391602970479820800.0000,1003024524174065406423011699453852776876998656.0000,1334240838825056863627251810304.0000,11817203119391782835515834761216.0000,4794228454211339385414378737125912865096424213100769616720822272.0000,8520175703123493256935495997453526995773404741632.0000,10900602455822278.0000,1757778117382.8335,553145570462923962126750378797308051456.0000,56219478963771138613417566793279119294464.0000,45165439303306629860850256917307092464269178508935168.0000
7734.5190,3272.3952,252450472100731840.0000,33677527913585114927757833302737682432.0000,1817196281796131827105553913482245109427577590471361274554820264718721184749950493592033102629177451536711680000.0000,4198563352798548142850048.0000,8473011191549210256885436036762005272038899449856.0000,16877469893489657935903377729694317150208.0000,64966272024552257152352256.0000,20325315524122801554258395136.0000,17699037636570185980715113864370524454297975733604325523456.0000,75516181171348022252293010881970985500672.0000,33389889755903728.0000,115106404651.9393,75767491562220765310290811267579904.0000,5744155755381575781544196673258913792.0000,3316151820026335693789502687625660943780806656.0000
6395.9964,2877.2252,783454308128348.6250,4682714614808790664070751124506057637888.0000,2185982122277269891509217403652495898080519941111460440511429044002068168483462272411119172841734406144.0000,582990940471379818971136.0000,205761868130056968711976030599517972519400243200.0000,2136796806484867285322715492564074496.0000,3819720252183974495911936.0000,957467008725708025960071168.0000,23507530213105170911766583025144882411755433655630036992.0000,16818447539812716503485468084375912448.0000,12308127402936512.0000,49734902819.7452,1126824834091884447404222444470272.0000,112110759406393007307361719471308800.0000,4016344902096577482780621764983070107107328.0000
2566.8117,2526.8655,345776177209.0135,29931617207698385147002880.0000,808159798752071030288800428869090329192360536330134424123468073140224.0000,13212253711285.9355,599191827514078964066939545059328.0000,196628320613402287292809216.0000,1164294601316473.7500,9306663692729860096.0000,182889777715634510631124259425212170240.0000,1407791201141198002585600.0000,6949135166663.0986,15889590.1525,72403824122345224667136.0000,259079747030840869126144.0000,28424404219434408043777884160.0000
1343.5423,1311.6177,63803677.7798,24127387762993.4570,11319951618393240915108810753069765623808.0000,3089359401.5233,876313082082504576.0000,9677909364778606.0000,9336980350.9669,88352237220.2735,4008894047381250637824.0000,3416549915915086.5000,30353010.7766,232437.8719,21323063679703.5391,78396637737781.9688,103961268043629120.0000
1423.7678,1047.7943,63943746.9110,470715777197517.8750,568634920412207146984906058261254843138048.0000,172221756590.4557,2662976748321242112.0000,5088107005252591.0000,226959266819.2516,172973932352.5307,8553246859152169369600.0000,71311903404067544.0000,7521941.9562,533487.1622,55840772300435.6797,508812286513305.2500,797746251477126528.0000
1140.8068,1662.1616,14140937.9277,92091510659.4542,2210246350926568710838681600.0000,13727170.4298,602815264935.8024,2128964204627.5190,5737503.5443,32220413.7655,741725577540831.2500,264264417996.6245,4385133.4357,22480.6058,1450234021.3170,2806338588.4578,549447489641.6812
1088.6928,1329.8781,160664.7991,25290073826973.6133,1079457947726277490245632.0000,569740.0717,54633848087900.5000,34819297755.3393,4296033.5174,217051293.1188,3518350549677198.0000,558532981.7851,5124509.3779,17914.6125,3660116039.1913,9904672459.0346,62001340859.0207
936.7653,970.5414,7503.5734,194733.1972,1078240247148.3658,16057.0781,2765452.2409,447208.2627,22611.8886,44799.4487,16011266.6475,494994.9797,5933.5645,1828.0382,157656.9920,207257.8772,1227988.2214
912.4246,1032.9637,2100.8366,159654.9163,3019384.9079,732.6549,77791.9421,19480.0919,1060.8884,5137.7947,189423.5387,3057.3609,4465.1454,856.5571,7575.4700,7350.5387,8421.2458
900.2651,1109.9047,4227.8881,91349.1819,9796599362.8581,2084.5532,1298653.7501,107235.1217,2176.5525,44368.1962,2419466.0526,30454.5582,8921.7524,676.1534,66079.5793,36050.5378,260253.0238
994.6898,839.6970,12280.9776,2570392.3092,483180580299821.1875,181526.1934,8766656.5907,12924610.5803,383612.3178,44558.7302,466535839.5856,19628525.1653,7694.6562,7815.6938,557369.2454,2246418.6709,10882200.4316
978.1374,1092.3181,24161.2680,1997036961.0535,2715981480175756800.0000,97201.7715,22460540996.6318,73555637.7966,295203.4852,4968511.1543,274107122003.2057,19145964.9031,162172.6904,3947.5693,32407418.1923,46859168.0253,433966467.5894
