1833351.4806,4778745785918387599540486144.0000,1265964223.4512,1438665992201.4922,67535711673828583145472.0000,1181691.8322,45933881094.4984,192146323.6507,285576196334796732396208128.0000,125170670007123252709032984576.0000,171659486759460929536.0000,579226121191198052843520.0000,311396043.5114
13191145.3456,1184980361060915016870414174247836209132057040781312.0000,97989757892.9913,508803676905997622380436817627409927045997817495552.0000,4142083307051017494805348352.0000,1560352088959899.2500,13792146176310834643337216.0000,40029405513624272896.0000,315332455231228124489296946638356480.0000,3748587135241331657268223535157943091169871543824188896008829140992.0000,1714323783222622900435321449025345677850124015512477237248.0000,14317116777855225076258110074909205159121403248640.0000,511204648.6799
14248443.1580,2859256932660045386336683687936.0000,126900180280.7560,10978112451879665182795809076543269896192.0000,279507049941109825558166896640.0000,26702260343386.2148,27896058044560669933568.0000,1308996434704130816.0000,1709439644880978929252836079279403958272.0000,72951054483158030826174656337727016157912761558293247673235406848.0000,2522224511184695303648437138933237432085258495328256.0000,9821416456934161422478552807732815151123386073088.0000,15544074908.6522
38602157.6809,1077187993984455873981557240494027165409141063680.0000,16375761462614.8691,4068076496613514403853565914512544872460279057357996032.0000,6314705011209340784394576095682668527616.0000,9699750880380802.0000,93439447007931028612341745844224.0000,3272825011881178260570112.0000,2626235814072548656918714972396443549411283071606548594688.0000,1260843675900735575689483166387193437106737900695209245039923191692443744108281856.0000,42083919235115466139925342841512987322759774529086063411955508235468800.0000,4499763263433404551938022354872299970673634630918800933132435456.0000,4241687663321.5244
205876.2274,2731513795079608769623757155666493440.0000,2792225246.7131,432602868982344917258408122719928320.0000,10088898474874452836352.0000,26763731449.0729,2200395122676544045056.0000,11029998991364648.0000,122859787988802468632410016601604096.0000,57786375770181579429179092559869520047698345984.0000,133050608785571639833224106420084992401997824.0000,53319749670408900375131381675631575040.0000,49824479.7405
2096.5407,3927847956642.9082,2047.8447,141544685500.2794,1668857.6945,25411.2456,407436.4325,251048.3022,241806418.8105,5546195594801737.0000,1211748519823.6079,41144112176.0519,2495.1643
4434883.6666,16697539497555311414135364657149205444256438681600.0000,55132792760.8783,15937394929660620180586824172424619170980650714302251008.0000,3461944426965429903622157136425910272.0000,5778402255596579.0000,1117127247470381034233030246400.0000,1075388481393864365572096.0000,292484179896497471546868314989945205420786912191315968.0000,81284872795560686241137566203388443021705428748355391916817425668500432847252750336.0000,5248303446249233121845374728272304401153674489603923640685711096545280.0000,120521968258900784243049836329796664973913405418983171651796992.0000,168117895136.5031
941980875.0946,14285010373774467335586465039745651147249723563459615916032.0000,34295838251356468.0000,170479059211931081274462516511402658556342667642825383847454249582592.0000,18724370642940207258725054990567925920035472670720.0000,318158880305148592128.0000,3190352975365514867766906387986850512896.0000,4079775235262937542193336811520.0000,18472347093860110659703115454382867062855862599968195895600483552722944.0000,1262991765705502831571807899626372636508827929386851010107716434478461155008493169241671559220940865798144.0000,98041289069345475076014554807135174278339617653358169770843856483513515175174260723286016.0000,2634113890204030508501322688378765366504767982052635945144568048801066612277903360.0000,1659255117779010.7500
57909409.5349,402767856699547034732340722843249970131849267118080.0000,2110026931148.8223,2609912869881244868773565619247010391168043695744179240960.0000,7600350315287671177825286408105612294488064.0000,16539279717796084.0000,481849088509764080357385560915968.0000,37105479679190864802873344.0000,10444057888628969272928330735919789179350216267064519784660992.0000,4196626483185390658842243094048895159307942592965662699350915538172129575874712624431104.0000,465461920647707229956536473273741479443161570644765719854112255279991095296.0000,13145748730988124727876032356649436532162308264080895369670079545344.0000,26298400232736.3438
3859450.1962,437224500495808384842025068584565433515736255732645888.0000,120420836597.5171,261233623241240177587681981796380340230477198209750925312.0000,5557303778015788664410612712727883284480.0000,6993483756681222.0000,162233872223877563631747553296384.0000,9424327464670432138887168.0000,3951300761043683822696737840178804037927604162160641441792.0000,18342664171516352731487943071092716227371459908382018875477344366049819615203164160.0000,972261864090305075770920319311180726781147137390522691925226506569121792.0000,1231434542823323165196751492854464812951679313842347290795180032.0000,467406543418.8419
1030116.3200,1107806047805634684525740032000.0000,310072677.9869,686980141453034855661112297259008.0000,4831243418482895633290100736.0000,11066753536.5831,53230061638819463168.0000,5030190406047027.0000,386244512069856495933158442376911388672.0000,64477256173988390671575115705275204243909921923399680.0000,174624547939841448050475635582580436557103104.0000,90383483281152329999540035096854575185920.0000,2749737789.6698
33783.8459,8680082735433172.0000,1352754.5853,64914936672922075136.0000,37469960447699144.0000,10394470.6691,1255689590921.0796,7672491559.9235,11816909226723944431616.0000,32819957255529100849634296725504.0000,140144688624321054063460352.0000,3247405238814568177729536.0000,2036463.6599
18693.5377,258386458689392902144.0000,911036.4915,80991458340841973612544.0000,37663537667564856.0000,33574567.4468,29462722989120.9688,73526972119.1653,233367494043804589096960.0000,6640412411784262068828079457828864.0000,115453521695239793282767650816.0000,144382980007056006122045440.0000,1423738.8073
27568.7987,477964066222.9301,2211778.2186,26918921199829.3281,686577496758.4215,1025563.6672,908339980.3635,16176916.2908,443533630737313.0000,9366111022987882790912.0000,282196370725844096.0000,586628720080041984.0000,315959.3501
6461.6615,8322221682565234.0000,27001.6559,83808321286524.8594,27507868467.2846,81280.5688,696911210.9615,12471684.8237,325181591360170.9375,1055503540486046464.0000,91761687876495040.0000,155433633385867.1875,55849.6324
1388.2226,2159795.5680,2884.1342,7082650.8849,736263.5912,4503.8326,85751.8801,23402.7276,38470482.4139,6789392305.9011,315845898.6383,125373105.8115,3161.0085
1252.0786,138367.9914,2021.6158,13026.6471,12780.7206,1265.6165,3698.8217,1996.7083,42465.0577,76731.1156,36778.7559,21813.5836,1494.9342
1377.8058,283329.5231,3038.3194,1398871.3597,444085.3805,3011.8373,46046.8279,11230.8690,4768491.1139,164364719.2629,30885148.6627,12062009.1882,2854.7103
1603.3868,97262294.6532,2754.6081,43457630.3827,3481497.0249,7539.1532,151127.1777,51875.2574,278025007.9586,1093040206270.6752,3919440190.8830,1755338949.1951,3939.6620
2265.1924,153500248541.2242,5913.9433,52158532955.3560,185618416.8023,18810.1624,9370099.8717,612805.8369,509282290000.9335,218133053442202.8125,13003881336078.6953,425682599665.4658,11627.7191
4410.6937,493327036714.3896,25655.3019,28050117836220.3945,38031379741.7502,185910.4211,182092949.1179,10952794.2824,148809538384814.2812,596072798099460849664.0000,141216215199070960.0000,9425508519493234.0000,41564.2288
