3542.2179,199177835321043353600.0000,1545418262140592129572864.0000,9341562396437305773522944.0000,95338903526273907661486424064.0000,1202466172149752363415599369068478464.0000,179108594454537082765312.0000,379670486248609.1250,9657571859051.3711,47396012902.5921,8568019944.8170,2131884577792.8401,432465328.4364,993469.3838,1657667.0797,46.2830,142455751.9638,714049608.4608,1472597785.4556,214074.0640,456490646.9458,2882014.3169,3028017336.8604,4938104416603.4121,3397441635.7532
25702.7042,1285845970668.4028,2532829129792631132404475494400.0000,59808980524019636887878869410805190326304075092590592.0000,1338581429725291781985064144529813358099038208.0000,20348624922585497154296528184842531962706771889356800.0000,282095390886925580695579977242041263420439893375319434854400.0000,23604382342098791015393587806549256962048.0000,3992865683336334848.0000,2542256163169499086848.0000,75391084506906615611392.0000,32943.8196,7625324014717132341248.0000,3919362405.0881,2388115.3126,347959.7912,111496590903.1810,1629015519478.8760,1448698576267595008.0000,303435911.3273,412481699204881.8750,26938899709.0944,11333355280495.9414,290913263954451365888.0000,3539430234977280196608.0000
27717.7219,84429961975337472.0000,628919888505518497559346151424.0000,1424696124876600901293148683900346460301253714903040.0000,18933396951155275919331121208455568886224388096.0000,24240163021395613476475392456496223416798891189563555840.0000,21738346745893976119033280882386874263819258006217949184.0000,78748061096365987475834459198490411008.0000,461247257328046976.0000,2741632056545466384384.0000,3021170002700027822080.0000,130261205.0465,656257311325194813440.0000,2419233418.2835,8863861.2627,15859.0440,584240975209.7657,5906671068805.2637,268631252274585824.0000,482992289.1351,351917293027054.7500,43266324078.2116,39057234593801.1406,3035180248121798033408.0000,882209704116252966912.0000
133067.0881,3047272392999796771651584.0000,1956268205250555089519397306368.0000,9290674650108469877867803478203796839586129722282658467151872.0000,1555812266287001331604792676035789241690449562460224945757195859918848.0000,271819523806798417125905289718784908002839682182625269674354846138640629760.0000,11315828619795023849593556932096612905940242823347192768674026264955300347904.0000,29833717856248875908543485947281160674845130752.0000,408617811285783837933568.0000,669951488463875834646626304.0000,716086047200051464241152.0000,1028542932238246.1250,2587296560916312604278784.0000,6684824565.0446,367857053.8289,7425.4910,12688975768159228.0000,1606826006146564096.0000,633789629129166635925504.0000,8792298057.8402,58905481780804386816.0000,25629154591765.9102,42128686985753649152.0000,7008972939278723622216138752.0000,13497004695122143130681344.0000
12044.4047,18837575068063300.0000,8180386968271848034824880128.0000,1247248008816239168318830209400832.0000,1660688525197310267035734991679332195044950016.0000,91285880188310020412892508608283201765376.0000,22318958684842236726325331438451334999451893760.0000,1045784873710560343687692288.0000,866139102277897.2500,46894434321813520.0000,6785735630966.4844,15840314385.6332,340267722621913.8125,1213976.1794,687600.0811,3042.3261,19517223861.3099,593933095899.7460,927917038824648.0000,2511595.2360,2847418868406.0811,359896368.7769,4144098873756.0386,199804382230166720.0000,786496013882041.8750
1339.6867,22493.5134,21032646522547.9727,1205097982905430.5000,10200170384.7882,169744427313.0470,3088315757922.6831,241735492091.5875,5197.9351,74131434.7829,58506389.4183,5.3327,63534136.6785,13194.6361,547.0812,6797.1992,7321.7365,7958.9905,327729.3232,14244.4116,37378.6149,18863.3621,9686.9858,23011090.1687,56356527.4146
156826.7565,4430678126547052789760.0000,694911483189725793750478325903523840.0000,143860423393133343866703075307920319200912948509752637043215695872.0000,68969142003470678359574572131695107554543757887670773932284182528.0000,2937026034799097745865598262946305836662688237063219796237144972853248.0000,260330942435616807229729362937031688678307782652015081715490391700348600320.0000,22031332359091587092519601174671648453443465510912.0000,513489939383013539840.0000,132569580003384068234222239744.0000,50461006196612052495106048.0000,6372349625.0234,1453451982533698588581560320.0000,5741610049.5196,19223112.5828,142869.4902,1473274864242787.5000,74363603768940144.0000,332581179618319996551168.0000,41523295503.4771,11151434576735006720.0000,40282169773173.7812,1217515661454073344.0000,130366558537013388961942339584.0000,4411578286409661631069945856.0000
706797.7303,49139782288644387235533160448.0000,2955028991702996442537677164348702720.0000,19047179989973588751508682329589362679273900829649251275592367166060231311491072.0000,129689319113616670278709747183068655024666295818379003053786967846725339547231768805376.0000,117060763083907654820326726951841067980730032864443436883990449500113426264453637501565796352.0000,358293506494774431368279217276843836296315054196986470961306051767570707094881125909205019000832.0000,808432260121240060980448033849976002063695859070814851694592.0000,42812836809846391270421823488.0000,18808872809319527771978263441702912.0000,5008989525508779047095967416320.0000,18501251426536456.0000,42822171555333038541849543835648.0000,1343466924001.5640,12331693537.1834,58550.5329,33263366061108047872.0000,7378327540677120884736.0000,229218436288848057776226697216.0000,2004896181701.6953,1521437981523661488652288.0000,33179565166333624.0000,345284279651368416837632.0000,90487910922591619769426499036250112.0000,248163154502349053131054750105600.0000
254972.0547,1244566123174749205543518208.0000,2873217399496907457474535056524443648.0000,4129749571213993096265971907153569390478357776774220008090678975266816.0000,817423637943278757478532958239159372673349052790210392928331436352602112.0000,85266349507655346040866749712397754982692230644002206686882073349145414718193664.0000,161993217008266550639827797733353129752408344450079414770577493917409896390721536.0000,1309354877909520288812592999468902565120228081008640.0000,920786712965779900334080.0000,727741596907153905281606352896.0000,768841819986949073870520320.0000,303245903716936.3750,3080006943338817386379739136.0000,52111597199.2937,377094578.2272,18807.1399,103959706804265520.0000,13683483959788089344.0000,28651663030660365983678464.0000,122178564930.8845,1031029585889290354688.0000,366288781807818.0000,400124836219578548224.0000,8697308004252460014793182412800.0000,24795106766316473369090850816.0000
191200.6187,119214250515138276946345984.0000,24893143212006263620239669965552074358784.0000,55991015157545738820191732991138825173837600565486761946717880320.0000,29709089467102829900928109894440309255048183555741251604784402032230400.0000,7643190964988370311875072146034831874505453770506734139266791963208187904.0000,54566555617208494142481205992419511793137462891625491888095256674502826786816.0000,463997320626790917547204670814001798052982030336.0000,10263345692885217443840.0000,52398814209576714030964277248.0000,2783369380331615311364096.0000,33369076905962.6641,90731163688338496187006976.0000,1949953719.4230,58340065.7615,31002.5857,15429492322073216.0000,1580088750042342400.0000,2077555142757893351145472.0000,27471821867.8541,77648369250237136896.0000,63808229871040.1719,39928804979201458176.0000,388467263997417143995872575488.0000,1017270603768925037141164032.0000
16853.1734,10987521601685018624.0000,31833021805091561102376960.0000,17367005309949266743644794919880900707614720.0000,58531807446929114201245069509179526332022784.0000,145091667365944326589812008508405725038120437547008.0000,592559691124975662027836069380140982098729107456.0000,6456351671346207620517580505088.0000,1283208833615833.7500,4375105800072153600.0000,126522445225709888.0000,31078984782.9256,110990147816471120.0000,39037385.8360,1826721.8152,1858.6024,172074919590.7696,3154063061121.7319,9921092808928910.0000,44463583.3246,30876920697374.5469,4501109490.5370,25742071120976.6289,40993226917765226496.0000,567727389741312192.0000
3027.8048,127789942474.8540,324117451186008.6875,45665564837646692689903616.0000,7055479096559719166246912.0000,303797806961098941447383547904.0000,16081279627634075543661445120.0000,5559220685963203584.0000,5953734881.1798,256539902328.6725,92044185566.8924,3472093.4932,52071745166.5866,256130.5959,41544.9354,1209.1548,17342978.4028,77503778.2702,8282619484.9158,211597.6967,339237140.1978,2622032.6677,236187601.4221,687561720574.2383,108970533088.0193
3552.2042,42282723588.3672,284939591149492.2500,477118427470749229882802176.0000,5555355144003724258700165120.0000,932883585916313412097428946944.0000,9813389540579780027135964479488.0000,197578371327420071936.0000,10643295529.5694,2553824307692.5884,154959539153.8642,1854305.4664,361785155294.0544,196512.6794,33586.3990,2092.4923,33918557.2171,189064872.7874,47456220916.1030,310993.5859,1023419522.0315,5232921.9190,619710499.7979,4387995966765.4507,677423540162.7400
1488.6477,310978289.1096,72886641072766.5625,313356311665275968.0000,38857636887889744.0000,798789107718697123840.0000,8313931720137961472.0000,6967807888483.3291,82064130.4542,45290213.3651,214240714.1553,248668.7675,31247227.5883,95480.3346,16343.7391,816.1010,277384.0622,627817.6273,7941885.6680,20386.5849,1654140.2393,78212.1129,1207924.9090,103553645.1560,39516124.0933
1497.3681,465481468.2293,358664552916600.0000,9722848928816014.0000,971588797439763968.0000,204392259815563904.0000,529583525230563776.0000,207506029299.5145,1037252.4738,98701983.5553,12204908.4457,103289.9206,16093356.0120,14281.3090,3990.3346,949.3261,194401.5411,564717.9174,9386134.3269,15144.1616,1011648.7893,60453.9181,1177708.0227,247951568.2925,40864205.8208
941.3703,32896.8159,157937.8530,133597385.7335,195885616.4174,1466389276.9380,1056739530.6739,3374828.1797,17656.9158,49770.8473,32232.4329,3573.7088,31323.8327,1813.3430,1360.3313,821.1325,4875.2362,7073.1288,21825.5915,1828.3327,9853.7026,3145.4450,9263.3340,60943.8582,36281.9850
851.2152,9478.0968,442609.3407,104313.3202,341812.2289,226153.0113,42451.5443,6451.5237,2067.0751,2485.3812,2576.0358,1929.4846,1795.8978,1115.2957,1056.1126,730.9931,1320.7758,1502.7677,1835.8688,951.5916,1507.4277,1082.7543,1651.5217,3313.0331,2228.5526
888.3965,28228.1084,19382.8339,5687046.9763,25218758.0283,210870668.3613,72646732.5476,253454.2216,16712.6199,9621.6487,8690.3335,7078.1405,6654.0379,1363.8672,1476.9584,622.5714,3557.5334,5072.7261,9436.9238,1256.8950,5741.0593,2024.4794,6461.8562,14628.9644,8270.6963
1024.7945,89812.5381,43858656.8110,16495214688.2075,1529423514.9768,30842541012.8180,18112599738.4279,81951802.1227,21078.8142,414268.7731,225572.5250,1600.9313,246352.7940,2916.9054,1313.9925,1161.1407,7503.2667,10480.1395,56979.4255,3244.3343,18743.3949,5783.7709,14019.0512,434766.7021,289233.2030
1152.5079,2948605.5719,1241015910.4353,1119521912334.0522,18647994453164.7344,49640033911877.7578,66914448681998.2578,1442612071.2543,226403.9356,2507644.4359,486248.4458,25835.8753,782130.5456,3880.2604,2470.5656,794.3120,35900.0801,79456.6163,604874.9755,5093.0511,129181.8553,14790.3224,136281.7800,4359587.8715,1290215.5221
1541.6438,15603628.0196,17590130837.8882,108588929916352240.0000,9808699101748056.0000,2365135587919442944.0000,2300431190049494016.0000,8176732434741.5791,3474562.4119,192819432.1412,68791665.1333,18905.3304,75446551.2904,17259.2457,4320.0751,1413.8905,186644.1753,425461.1908,10854771.4254,19789.7855,1253382.3825,81168.8376,800938.1029,242712022.7111,104255690.4888
