839.4145,821.0966,854.3301,859.0089,824.5467,824.8453,844.8502,858.2041,830.9444,850.1263,850.2429,815.5870,852.7550,840.6042,834.4566,845.3330,835.4127,833.8758,839.6304,841.7950,837.1237,840.2086,833.0574,844.5313,850.6266
837.9421,896.8930,816.9146,822.2579,921.3335,930.1831,869.8751,806.2632,865.7222,815.2511,813.8314,908.7642,807.2192,835.3084,852.1192,821.7141,850.8297,855.7162,841.6202,832.0087,847.0913,836.9327,858.4687,830.7941,813.2571
840.4605,863.7367,1480.7045,939.3196,995.2103,848.9604,897.7990,877.5806,850.5522,871.1076,880.6679,800.0031,868.2550,853.7231,835.0006,851.3342,833.0735,830.7026,842.2193,846.4416,836.2575,841.6294,829.6643,860.6627,865.2068
1095.0217,311460.1434,72922479.4313,10359737.9774,22329562.4456,9388662.0158,1017207.5790,49292.2213,4414.0021,11235.9621,9250.4911,2475.2930,5777.0171,1592.7009,1199.2348,751.8073,2017.8138,2436.2642,4024.9620,1214.1422,2656.1166,1541.6876,2863.8601,16657.1177,7582.5228
3016.6732,7679996354512815.0000,2255642382460678908296560640.0000,3365376010167959129423872.0000,370669057631850023878656.0000,28717320049997688129590394880.0000,180968561113978204323840.0000,286620614781911.5000,302693057392.0726,213819472.9525,559023666565.0262,13163599.6886,91137553.9066,8518121.7115,271322.9809,879.4397,1138874.9017,3270363.7095,31502596.1469,85882.3783,10219600.5620,196249.6284,7230215.1645,3641157201.1438,904446953.2904
81383.5208,3952332457208876573392896.0000,10872438964683320259241029840542034356405771447737327508571291648.0000,174836742530277960043113881135288719297825174557419531927552.0000,702830015212679843198615572369328541007872.0000,493315678127555934565389175010869724049986469029216256.0000,131550079118305695511216295292347728527360.0000,797193176901109969233693260313001984.0000,13585065549358.7754,1955607512415589892096.0000,91395595123065395362136064.0000,2438.8176,2113372070040369889280.0000,5806075688996.6523,35018535.3466,449446.7037,2573328338.4064,15146521069.0667,1447194242344831.7500,5319764296.6655,2826332195910.9697,9972277142.6886,86980132200.7878,13686475800647600963584.0000,29523082506594559197184.0000
86545242121.7798,36521851884947055166415429263653568532108430108136591055608872960.0000,82063516870818318331357417313755943537409512629540123043465199312356365266489254371906683928576.0000,1479693429207967117200867313790153859809026669347658699715191716550437720786803204503333483413685557043264926519595864427771874409116215374898873028334638667064466706293498097582103982905717948416.0000,3216212658715712101461474823731720787717298471224138460767017412807529738693635486831876305495129544444464122120830011553415617484279303284016860301777456451769448920396932149884357922484288423166911812581982208.0000,1091777608579281236595645151187516424629526848264201703746779122432325665895959902127687647063387107205924564251682781776813629746704033480133321152543909694872005879459044584844153362851922991608517495498716248772150458056704.0000,9377343251969667280289169330335859988854876521773827204414583911853297579252771647265380773180222821375694162423116195534157687530175046376540237481660114103105488410933404185643074241357244064590147317968781077989874562810986524311552.0000,154792652676166070816943456916995855154266626679978278628832285567108188902089720315033755076450617730258456283792766969991632715559159687626620928.0000,14851038029444864872156161940471882694655939340998281406439235579281408.0000,2981532317362864065345752785019791105630655197944963695122995330706546045831086080.0000,30092949684144075408477540163221396496972796570794090491738072923703366123520.0000,76946345634820576631001804947062784.0000,510095795646384604838896770214934498725562652973547255079859938329653936128.0000,122134744161371336463836250112.0000,706335383509890629632.0000,2104473179.0899,234691062241117072622700647362050004258652160.0000,2650275580879106386958409414536693417539511544446976.0000,96999431687231168148853213142041553038644732976687154949337008276766720.0000,1784624269756334190930952192.0000,3325974230806171305019167500157920506801032309936635248640.0000,22637193496493087438647865116805038080.0000,69737097709532667436007751298781680628202410882409431040.0000,14012185268128075177448304444363839793617881860988285814839965891168406434845032448.0000,883110266057104871203602559767696993920651021121854687145905366563668623360.0000
14960260682.0576,2523885113185024179250962723058063880716707159531608235573248.0000,3415571022975192755414159983233312191638294088780182206208077261255778633204691117041785909283875781246336704184320.0000,7286450136684928691047100050617510355239870631110118348143661321535982913773781388471120295389233261143743535474794248061021872913963986666544922907657288765001138616980532625408.0000,74598981060513550137922592451301016513862626511736710243693440496026451863303002322124146842977403639222854294676730078970571182181344664312436752384.0000,7383851440651244263780441639800239522980668099613677248319283852072184458570769305555330196177763779197252723215752202686506101625521698935000486859642397796320550504435014896189440.0000,272510449422170935736782690584722843475916505437318568893104927954261674012674078485641132829593237104914076474739444875878118513515611669709287804355196916729096920076371623936.0000,949801029629266253914976149676067006795094457078269879525644278238365647382102462419524307060466093458207796810940616420622336.0000,4343869074729704656008796766197795430228968865792.0000,153588293458295138381673016589547984501126971080071833854646515213503823872.0000,9979435643666796697085333501067905512307505295452681219376508638855168.0000,34268258221173915648.0000,8468432584858703170336822669550292992329391915180924526265874308399104.0000,126374535919428170351116288.0000,12327316350689210.0000,3879399784.9844,195108372281081779778576202441162752.0000,570799936976867378556179717756693774336.0000,40626734571914213685462075460313900136964486054803406848.0000,127501396636167882319855616.0000,674004705988521991812327744543078742352723968.0000,287269780490026099351186940362752.0000,489182298285368703722701192632894838800384.0000,613012472920241437416104699667876665011008391189171510079226320605537107968.0000,154743419196433621460524637024453934651200206402311746620996055252074496.0000
20254.4612,57652998181782493020633780191232.0000,296448642708149412823040.0000,372257335405580277252096.0000,10188855029424388163498950099225994613013451570029520748544.0000,959923793279273324928775481884800405615415662739456.0000,403202261105959535828284833364503618132115456.0000,91366200879686.0000,97585218125224411136.0000,10514197946.4493,82566.2343,55334355531484459641602048.0000,501751.0086,58742.1197,256492127.4481,0.2577,4650066886205.7217,1441306967486136.5000,440334705640836.8125,69207.9782,38843629161954.7500,63308366.0845,39367554032244808.0000,327962670271988.8750,67281375.3249
8988.5696,1571945.7081,3805699732458300831170560.0000,3540803237368872009370471215422349770752.0000,1494359910016663110119587437346816.0000,23991896890655567400336384891813888.0000,140379297963699438292751744009210463313199104.0000,87269074833092640935334073335808.0000,1440522727783.2935,1257220419706938624.0000,733166814505519872.0000,7.1545,1062664265442972544.0000,35831506.6035,24893.1077,321883.5952,173714368.9747,745509986.8677,71542562087313.6094,10392821.6345,75996886843.5408,219164870.4152,2225353987.5024,28624193301102616.0000,327475648765464832.0000
