839.0241,838.9331,839.0427,838.4748,835.5843,848.2966,844.4327,858.5395,805.8902,853.4931,826.0814,851.1238,843.1242,835.5145,836.0959,845.0944,845.1238,839.1380,837.8345,838.5989,836.0048,838.0900,839.3427,837.7952,838.0665,838.7452,838.4762,837.9105,839.7442,838.2193,839.7335
838.9331,839.1860,838.8819,840.4973,849.5037,817.4870,889.8790,829.8287,940.9723,801.9832,877.1606,810.0855,831.4218,855.7314,849.5700,822.4812,828.7926,849.5844,850.3448,847.2919,850.3607,842.4899,839.1411,842.7891,841.9615,839.7750,840.4725,842.0794,837.0390,841.3659,837.3345
839.0427,838.8819,839.1303,839.2578,862.6709,967.8914,1027.1592,914.4849,796.4298,875.0399,831.8349,890.6451,856.4207,838.4648,845.9543,850.9503,851.7019,850.1885,837.6056,843.3739,834.1013,837.8425,839.9144,840.4378,839.4551,838.6174,838.4871,837.1886,840.4826,837.8832,840.3736
838.4748,840.4973,839.2578,1162.3437,3469.9261,121723.4590,6366839.2097,9886039.5062,10059.1211,1354.0749,3321.6477,2322.0764,3042.6970,6451.9230,2754.3414,818.5459,5678.2351,12004.4075,9567.7641,9239.4527,3179.8912,1349.0111,1346.2501,1133.9542,1103.8394,875.1409,865.5427,885.2063,873.1660,953.3503,992.1783
835.5843,849.5037,862.6709,3469.9261,2021294447556.6379,11464093188143.1660,10657967224052316467058781357867008.0000,32261309107777569405534208.0000,3298470395.9763,15235982.5020,680489739.9555,30558683776.6835,4027681923.3602,83614831047.8828,94407638.3068,2395.5635,956825427.0240,9241538921930.6348,35226699630.8508,468976788.2351,31264824.3968,346178.1620,165846.4804,267023.8630,11217.5763,1843.4946,1478.0983,1966.2158,2246.2130,3400.2608,12521.0188
848.2966,817.4870,967.8914,121723.4590,11464093188143.4219,481838264200970001802776827852689141399552.0000,9490783907788245010380710879770250385725225468963245101416448.0000,54598093340217839911376691602991861254371032834150722699264.0000,12543499.1052,1042685218165855.1250,7456425381.7837,1198504905786213632.0000,3548444604517743104.0000,85222216272047552.0000,3703261723.9345,28218472.7695,2411010725149290496.0000,58227481748892410707968.0000,53240600995352674304.0000,404171831263659712.0000,41672334922411.9375,760744222.0304,270620443.1322,193135552.4933,17407979.4299,11124.1287,4285.5882,3357.2989,61368.9651,99244.3739,3068385.0744
844.4327,889.8790,1027.1592,6366839.2097,10657967224052699236998310831063040.0000,9490783907786739264064906092095733894027456251594361303728128.0000,15177931634925242402788810858114469713235386206146554705801670804991333146807994763729606955952451187397676712566377571499978902756132522207840029875498196783463247958265004883475211057749316826659120150519829152169532649119033475695653799192868103887161404822523402168799057106966083957181028983411170082816.0000,32532271013300268112612130379676223186948085410439642739194171365426319046137828755317148732088213983384540355305368457841937107504656823233498605897350252661664216196101703683701350966744291216409522150358122496.0000,2580053606332883990146597654999751025049935116635209728.0000,121348516086314392843896187012434200970845964449349632.0000,3815588185884760473029574656.0000,330463019957131120545773480631444614929913241248764977786300584299593728.0000,4717061807763789817005018141164657546938980462456075385855146983424.0000,10456843264848220123712906538345413185110282408103327447037597019020362637902742943686459392.0000,562274826702266919749499208332071434978434866952993243136.0000,106479338714819.5938,2346223024321132022437055600702525212867617391903219552349200665580584441153648938975232.0000,406083312425068409684746330018615218653498771141631031217682570067648182794811920937255666316734339888469231271936.0000,74573519831353274444721182083287899407776948155216052370020163042327624505643627755568701112320.0000,30539166744938784938524285998983296957377163460378962215013578279544918200732766137483264.0000,471304419564765891168627751316375142889901979318366502912.0000,4172832257115406158586023356923904.0000,2801469893040293102447827563331977216.0000,369325162273643503288320.0000,9353188208446504960.0000,46896733841.2204,94911.0405,1319600313.1491,457799928514.9266,5437847407945255.0000,3373643051756406439936.0000
858.5395,829.8287,914.4849,9886039.5062,32261309107777114139000832.0000,54598093340206065117911867433973130395123074499275565039616.0000,32532271013293900259492827670343223080043950245433993361447862463348490500190286522174973574555739042802830964234240609426757526907240407280054525542030835443228344065092590115710410252630281147904913258508713984.0000,166299009683220027414721302597013743826440553134151208429224611805312116052824489876366253178197004984248327496287089226058965545331914318939030231737345564239660966144883572258420014857215541248.0000,53976616655142397635723264.0000,2905505318078301048981361318440988758245376.0000,1041730035246673817040322560.0000,28854565193532087919851809863011614993172853765561122816.0000,27492808716742335029724973031370282268061448636072984576.0000,23328562319070020990910033215555366799938759784471016574249099853824.0000,4667248143347558255760170892493062144.0000,3608043151472517.5000,48067208598663243537465851920545054765333788074495554717808454046580736.0000,451116014390179929002362159899866313710167876837745554192375097184150537287206258606080.0000,5163707418314675652466670382282367129431886160054624717317431284345774014464.0000,3067821393189953215302326960967234428670176776169729330423779804839936.0000,45376866424667538604359381528846778098801180672.0000,3994812303528052403059294208.0000,87358036229431633587348701184.0000,13317424169164697600.0000,60450068972198752.0000,514133112.5795,112644.9540,14672717.0365,82579304561.1866,7967550557378.1299,2074185606979533056.0000
805.8902,940.9723,796.4298,10059.1211,3298470395.9764,12543499.1052,2580053606332316399158573529642694116204738927258501120.0000,53976616655139846425149440.0000,38651114668313028501923648886882575581184.0000,8.9096,330447515328195200.0000,773005.7679,3215037744.1205,847324617195451842560.0000,1918717935015159.0000,2.1408,34916415855085.5977,32350936233897732603904.0000,91067067241189720064.0000,40224900078756077568.0000,124639154496135.8906,120635037.9771,129068658.5194,1651017.2175,6985929.7786,9122.2714,3880.3932,21906.1997,3152.4643,332466.1491,104446.1500
853.4931,801.9832,875.0399,1354.0749,15235982.5020,1042685218165834.5000,121348516086319050458793417357652855910785186776743936.0000,2905505318078379658173855940088444852633600.0000,8.9096,9983154660811330.0000,973.5185,5510234139842965504.0000,983250231581804.7500,28078073668597780.0000,63649981532.8408,1078448.5134,3297374663669623808.0000,4128247760783393947648.0000,288969357950857472.0000,55909962168430280.0000,16395284717.3001,17038145.1540,136048668.4904,571768.7510,69938.8366,4753.2089,880.6295,1782.9914,13983.7065,19390.6944,509340.5116
