826.0814,877.1606,831.8349,3321.6477,680489739.9555,7456425381.7836,3815588185884482296587747328.0000,1041730035246741024688570368.0000,330447515328197440.0000,973.5185,3193129213607.7549,5576989.9302,1646023423.4456,868218568249.4429,49081954.2269,331.3375,4070018423.6857,60253207684761.6953,8146776798244.1182,380097870197.6763,6680564954.0235,2046265.1834,582284.4101,334975.8652,89323.9025,2802.7264,1825.4122,3651.5631,3067.8104,14599.7033,25034.7428
851.1238,810.0855,890.6451,2322.0764,30558683776.6836,1198504905786205952.0000,330463019957178934406648496363825395357160330895293882446912712687484928.0000,28854565193534848290412272515827229887988340269292453888.0000,773005.7679,5510234139843177472.0000,5576989.9302,16882320884883941620711424.0000,84697871112655355904.0000,34536317249153797193728.0000,211223189854008.5625,2020660.4258,496942901637780789526528.0000,255725796687835812444883648512.0000,413931220758403724869632.0000,17007971150725319229440.0000,70261663825369.2422,3058722793.7154,22143714355.2873,49081147.0174,554416.6407,14697.0314,1270.8541,6261.0104,46357.6649,115028.0974,8249969.9381
843.1242,831.4218,856.4207,3042.6970,4027681923.3602,3548444604517583872.0000,4717061807763676077101594500975951263370559150446353682560922419200.0000,27492808716742356807796455971431943924036324269238517760.0000,3215037744.1206,983250231581801.2500,1646023423.4456,84697871112653438976.0000,6536284172874986496.0000,13253596900799880888320.0000,15625346305245.5645,435120.8663,18115127841991121960960.0000,24091635995028573829889785856.0000,412655090351912370831360.0000,3917199521784240013312.0000,613901323197736.6250,4660912452.2545,11942887657.8649,44107616.2048,668425.6127,16800.1273,1550.5907,7731.8482,49316.6175,147439.2375,7365554.4525
835.5145,855.7314,838.4648,6451.9230,83614831047.8816,85222216272043152.0000,10456843264847235890954389350684312831737708560886574652167939074226027248438675682084519936.0000,23328562319069727661685414354016071647578094295603839549963994398720.0000,847324617195442274304.0000,28078073668597624.0000,868218568249.4208,34536317249152543096832.0000,13253596900799717310464.0000,3627463172892391008746061430784.0000,11511434827496515584.0000,296125.6261,64310647651221308689918984192.0000,37708880652142215743437106746035798016.0000,71284073102971656145045848850432.0000,1191125457762246233027896147968.0000,60450851585863852032.0000,1485244550858.5515,9707696492693.5586,639840096.9798,81282604.9538,78582.2625,2597.7239,35203.1425,180491.6795,4139234.0015,179692197.7126
836.0959,849.5700,845.9543,2754.3414,94407638.3068,3703261723.9345,562274826702324762307357897135844793247704548640649379840.0000,4667248143348255395112204523867734016.0000,1918717935015177.7500,63649981532.8423,49081954.2269,211223189854010.5000,15625346305246.0625,11511434827497062400.0000,40532702108348.2344,12062.7261,553129118545027648.0000,92135010748050863816704.0000,22397949618624393216.0000,8405804009218988032.0000,1296301636998.3577,54898283.1584,323830503.8001,740623.1364,791973.9035,7058.4337,1584.2802,4831.3178,9520.9046,86304.1933,412926.2664
845.0944,822.4812,850.9503,818.5459,2395.5635,28218472.7695,106479338714819.3594,3608043151472572.5000,2.1408,1078448.5134,331.3375,2020660.4258,435120.8663,296125.6261,12062.7261,10104.6171,6958213.0454,6711695.8416,2139725.8018,1767405.7929,39197.7105,5297.7981,8669.9049,1814.7180,2010.9900,969.3018,759.7525,700.6315,1493.0492,1226.8083,2923.1365
845.1238,828.7926,851.7019,5678.2351,956825427.0240,2411010725149148160.0000,2346223024320999508907197221877806465555061673014532491056934994158725320688551992492032.0000,48067208598665033492257583278731617314661499635622021405103164493922304.0000,34916415855086.6406,3297374663669641216.0000,4070018423.6856,496942901637754549960704.0000,18115127841990792708096.0000,64310647651222900782756003840.0000,553129118545000576.0000,6958213.0454,285747773340630439872876773376.0000,2779088225835792573803124015847440384.0000,9692023819370766057341951410176.0000,329554273954105779595172118528.0000,9891349757003327488.0000,612148708513.1466,6519806534496.3682,162468585.9650,64572013.8057,61327.2520,2110.1247,17826.5142,261358.6294,2792096.5872,205574871.8235
839.1380,849.5844,850.1885,12004.4075,9241538921930.8574,58227481748893836771328.0000,406083312425131634901009588957054111296001389884223271271544326989638615226403458641138773277015019566242553921536.0000,451116014390296872192462179212680608213498298757011885782799552213941211097654313877504.0000,32350936233900194660352.0000,4128247760783567486976.0000,60253207684763.5312,255725796687840843810092351488.0000,24091635995030530960587227136.0000,37708880652147084503280945350251118592.0000,92135010748049571971072.0000,6711695.8416,2779088225836140258035425293476298752.0000,278125793440277479919219447896077510798412349440.0000,2865856455392876239172371549523781091328.0000,28406491023691421652496844305284988928.0000,1437153283010100247658496.0000,640457189483382.5000,7653489648252534.0000,56207858099.1400,1873205196.8803,347381.0634,3564.6254,108985.4298,1317146.8879,42935912.0153,8899426606.0139
837.8345,850.3448,837.6056,9567.7641,35226699630.8496,53240600995347775488.0000,74573519831336111278086070127537436022095020398762409279813083135363439944711638839840951238656.0000,5163707418314117241496290383161616297604797606050248251777091763835506786304.0000,91067067241189982208.0000,288969357950845632.0000,8146776798243.8994,413931220758363325333504.0000,412655090351893781676032.0000,71284073102970323079556147183616.0000,22397949618622914560.0000,2139725.8018,9692023819370500344963936550912.0000,2865856455392425914304565100156203040768.0000,13904642126158673748223359931383808.0000,100825729059366756598227287408640.0000,2014055091886322876416.0000,9171380377217.7441,57747837851912.1094,1179136455.7821,285977911.1946,118390.0390,3077.2889,41494.0134,417554.5616,9187283.2474,653508310.9540
838.5989,847.2919,843.3739,9239.4527,468976788.2351,404171831263653760.0000,30539166744939166577490278129998486949637323930778380951535303413239872467672245343354880.0000,3067821393190428288919995386513325516248593372016651139551656721514496.0000,40224900078757609472.0000,55909962168431776.0000,380097870197.6781,17007971150725073862656.0000,3917199521784416174080.0000,1191125457762334053220629872640.0000,8405804009218856960.0000,1767405.7929,329554273954121401456379559936.0000,28406491023690156058279435240367718400.0000,100825729059376916718986635247616.0000,13598433654658347962051906764800.0000,85726788642053341184.0000,1167976516703.8101,11929839481093.6289,141481610.9215,344145320.4935,72420.4539,2926.9202,26714.5624,244504.9860,6146800.9670,217721923.0732
836.0048,850.3607,834.1013,3179.8912,31264824.3968,41672334922411.1328,471304419564790021271830848904696257710064180865777270784.0000,45376866424672183276158617761373862019345678336.0000,124639154496139.6094,16395284717.3002,6680564954.0235,70261663825368.5469,613901323197748.0000,60450851585865875456.0000,1296301636998.3362,39197.7105,9891349757003675648.0000,1437153283010074209419264.0000,2014055091886445559808.0000,85726788642052571136.0000,82345887053243.5312,542319864.7244,1096234785.7233,2707641.5728,1282423.4135,10681.1587,1661.3783,6267.8696,22117.6481,142938.2276,1526757.2198
838.0900,842.4899,837.8425,1349.0111,346178.1620,760744222.0304,4172832257115338136217251552952320.0000,3994812303528151908861607936.0000,120635037.9771,17038145.1540,2046265.1834,3058722793.7153,4660912452.2545,1485244550858.5605,54898283.1584,5297.7981,612148708513.1519,640457189483367.6250,9171380377217.9668,1167976516703.7957,542319864.7244,895760.9337,1307045.4857,57741.0646,23201.5339,2469.6446,1053.8905,1905.2160,3571.5198,8459.1018,35131.9003
839.3427,839.1411,839.9144,1346.2501,165846.4804,270620443.1322,2801469893039892881888404360900116480.0000,87358036229426127233116798976.0000,129068658.5194,136048668.4904,582284.4101,22143714355.2866,11942887657.8647,9707696492693.3516,323830503.8000,8669.9049,6519806534496.2002,7653489648252010.0000,57747837851911.6016,11929839481093.1680,1096234785.7233,1307045.4857,2829585.2484,56582.8570,35240.1334,2738.6825,1038.4744,1944.9867,4189.3680,11035.0356,49615.9679
837.7952,842.7891,840.4378,1133.9542,267023.8630,193135552.4933,369325162273649073324032.0000,13317424169165314048.0000,1651017.2175,571768.7510,334975.8652,49081147.0174,44107616.2048,639840096.9798,740623.1364,1814.7180,162468585.9650,56207858099.1389,1179136455.7821,141481610.9215,2707641.5728,57741.0646,56582.8570,20098.7911,4297.1118,1414.0568,987.2973,1305.7750,1662.5740,2530.6562,6391.8397
838.0665,841.9615,839.4551,1103.8394,11217.5763,17407979.4299,9353188208446885888.0000,60450068972202200.0000,6985929.7786,69938.8366,89323.9025,554416.6407,668425.6127,81282604.9538,791973.9035,2010.9900,64572013.8057,1873205196.8804,285977911.1946,344145320.4935,1282423.4135,23201.5339,35240.1334,4297.1118,7719.5224,1285.7577,960.3374,1164.5708,1524.5418,2804.4325,4558.1381
838.7452,839.7750,838.6174,875.1409,1843.4946,11124.1287,46896733841.2194,514133112.5795,9122.2714,4753.2089,2802.7264,14697.0314,16800.1273,78582.2625,7058.4337,969.3018,61327.2520,347381.0634,118390.0390,72420.4539,10681.1587,2469.6446,2738.6825,1414.0568,1285.7577,923.5554,857.4343,905.2249,954.0011,1087.5413,1329.7488
838.4762,840.4725,838.4871,865.5427,1478.0983,4285.5882,94911.0405,112644.9540,3880.3932,880.6295,1825.4122,1270.8541,1550.5907,2597.7239,1584.2802,759.7525,2110.1247,3564.6254,3077.2889,2926.9202,1661.3783,1053.8905,1038.4744,987.2973,960.3374,857.4343,857.4641,872.7879,844.0428,897.2803,893.0995
837.9105,842.0794,837.1886,885.2063,1966.2158,3357.2989,1319600313.1491,14672717.0365,21906.1997,1782.9914,3651.5631,6261.0104,7731.8482,35203.1425,4831.3178,700.6315,17826.5142,108985.4298,41494.0134,26714.5624,6267.8696,1905.2160,1944.9867,1305.7750,1164.5708,905.2249,872.7879,928.5868,883.8395,1034.3024,1115.3043
839.7442,837.0390,840.4826,873.1660,2246.2130,61368.9651,457799928514.9326,82579304561.1877,3152.4643,13983.7065,3067.8104,46357.6649,49316.6175,180491.6795,9520.9046,1493.0492,261358.6294,1317146.8879,417554.5616,244504.9860,22117.6481,3571.5198,4189.3680,1662.5740,1524.5418,954.0011,844.0428,883.8395,1065.4932,1181.5161,1699.5929
838.2193,841.3659,837.8832,953.3503,3400.2608,99244.3739,5437847407945341.0000,7967550557378.3945,332466.1491,19390.6944,14599.7033,115028.0974,147439.2375,4139234.0015,86304.1933,1226.8083,2792096.5872,42935912.0153,9187283.2474,6146800.9670,142938.2276,8459.1018,11035.0356,2530.6562,2804.4325,1087.5413,897.2803,1034.3024,1181.5161,1715.6896,2516.0968
839.7335,837.3345,840.3736,992.1783,12521.0188,3068385.0744,3373643051756619825152.0000,2074185606979696384.0000,104446.1500,509340.5116,25034.7428,8249969.9381,7365554.4525,179692197.7126,412926.2664,2923.1365,205574871.8235,8899426606.0140,653508310.9540,217721923.0732,1526757.2198,35131.9003,49615.9679,6391.8397,4558.1381,1329.7488,893.0995,1115.3043,1699.5929,2516.0968,5953.6102
