887.7933,879.1573,878.0212,909.2426,903.2610,857.0595,911.2374,863.6269,905.6534,943.0054,843.3322,894.8117,871.2702,912.8463,879.7088,902.3249,888.1721,883.4497
888.7081,926.9161,940.6352,835.2682,867.3471,986.7780,828.5439,1014.3039,866.1140,777.8855,1071.4377,897.9905,957.4256,851.1736,920.5926,850.1343,899.8764,903.7521
890.2556,1215.4444,1650.8548,967.5237,1116.2646,1026.9119,1081.9885,869.4492,1090.7373,1009.2410,896.7995,983.5486,910.4240,967.8935,992.6729,924.3536,894.0769,882.9890
1006.5960,1558913.8483,42735349.7852,10663.9049,137476.9464,3754971.4565,101263.3310,6681168.6585,319645.8424,70114.9894,7095603.5790,2091905.6415,568355.9370,644142.0767,161246.9035,1300.3961,23181.1468,4015.9926
7316.1864,777472411089038185907355648.0000,145337924369997082824640823296.0000,18034608769.0372,6875393489009894890668032.0000,333685955453330194432.0000,734542483452364.2500,81656122994062672240050176.0000,72771712022146129902698496.0000,2197264025067356.7500,1202382951637929749905408.0000,86713696695717072.0000,101811717859937.0625,380881741927913.2500,367855515864681.0625,133902.1763,92464259146.4445,12716285.1009
663151.6695,8510557313479733620577703352102361244683468800.0000,146051646502059545894959528603832906833623684135581122560.0000,10624355686227519488.0000,58904051549240879007734254896307498926896270278656.0000,134773822187037904.0000,10174668355666923009081344.0000,1286564491411270526804180708302647067452727361536.0000,34212420669300930759615045605048768948417977122816.0000,250142506353835244326785453668053575796332167168.0000,20855797323790986323689472.0000,196768503863672786156099172912658328322048.0000,232885871273049193809006559232.0000,104349303920594543149596485775744564543356928.0000,46075607453193082342475825152.0000,2575235431809.9868,1336059790175997767188480.0000,36004629529794.1875
54240521195.5446,10038082740787124197473977855401049361375749220925513982112683174985922920860212184191531739223139626953602685625958400.0000,71696228184287290002520382672487600779724471002529935830901462271382391206430543104703739507154444363784639301984658449630028074896261721790684856320.0000,53927603530667631917724539988373820358440389609509413847148955254660175757312.0000,149647117917927433062414595482110703781500612966455745521505311798143460466870844149047537549299905270424610427400140308887211697954206880753482366758703095022092288.0000,171450676401836034462969320566650279574069271190564419101306950582278171891236116801720942592.0000,120306230985008630339873165333208879085912064.0000,104967241886149552993188220779696619846569821911493190345548917893593757579601981100126911598885261813948423905441583267999412708047204697258780335916889686151021605000808838342196978376466451089068119257394744397888619645239296.0000,7861784603353476020998725574433784235184103357068066315942396606017790856553037919507959999201838277073792038196412332992214587726187793311972742122197284251839187764569954511224832.0000,1611040111377551078534843185487605020414274973215710099203319231117334299263474964312620280136392654489686770639653915369862950985073843577686954672188224030965294240498246040546181120.0000,137436417225788973638776088427352003182584964982281524746591120926152301623068463344688196377553118135563397618018615567127205158942126436144670649408147101707259187474226083454430289060174501976576422188154880.0000,10244063706797490773163846152547356888823452803420512390093014424722047063797806064069430672899666963490061669186774986927880978501994523323219388406469598499569664.0000,793254040445110315453505512578876610373146262286974507051904390666053355553795670189122462263061216437795408166307028436000791889111416832.0000,11228012330340005314744023499295036248564476029071612725017994222704803587965251042497284005118684867272266470627594755745133427955661718239069801211199704172074517921792.0000,9719959655572755845958471730481021156342972483679265369382816934025573075197036776526970880.0000,199420453506408939777949696.0000,729051615462875187755092777069720426945598150292976974657848801493186072033275087072891378352529928969530831273984.0000,17025076455891869925285021749142758726766545382408192.0000
13389775853.1873,46242766975898346068829468035461015932116967714435195332056751576083756103497184852329176760320.0000,113277960193277827826062622611688822979603469189301794315974038340082837610257448960.0000,139378137075016927133047781242356534419541208091066368.0000,816213857456313258719267084872631362426678713226334352240789056546155731801900026737775532840125027559334662559535988736.0000,81475022715633874179195331703531174136643584.0000,964056544842210067851812291188097024.0000,980529739955857373751124308391658164323237210115371346790107896563240266542891385424396345266240146536764744089265796854012476535574579608921447247487909207698537084487049674752.0000,7823278512413276925016774079930162848229719550438970830906046357417804985047995984767841507111864974364987275717301243721890770747155021824.0000,3321043641213227185869057235187955281851269943088347774482617824644198844315580294525652700186378537286187352562081998250775211343647722521420082063896273198514176.0000,210037820776261053989238611900192862959709366695965585249003599388166877699844601056832092136258108630961346890469917167445594045123919872.0000,7400383563503781290406842944193273074277177767441997517002664299689035458903712005099829392303225856926033817193456109191748614330349780992.0000,23572629603586323700341462247032673572219186570846479201707036882476647575581491348057244626374546409127936.0000,1475774793061155181995082893670535889163583369100017468394512929978284960299664220176958373295837163616221707359934078687386673414527827293527798185984.0000,29490806685287797002693977905156535194334184885130155752202115743744.0000,38886498826192487056156917760.0000,9340861988681472233457741339900774958174027449923570547131244611194606112212474012305981440.0000,143602634148105949286518591371085320174960640.0000
75103.5844,13242687925479862890921984.0000,864978443952287827547845332283401204467236864000.0000,144.8366,1736153284807866449920.0000,154575654337906577696457114900045787035598848.0000,0.0000,70948190505110842109501615631756978495525549104973041631232.0000,467807547708055420928.0000,0.0630,148831660138403142491808215004977555146282496807573472344456579651770446249984.0000,1123058051938145604117327010332672.0000,93186006983745218819549084599042680006115328.0000,130501737259604393984.0000,697341123228022425166026899456.0000,0.0263,185261483172131768369152.0000,3115099766775808.0000
8100.3300,308896109341160964096.0000,92295948267780237829760614400.0000,626007260283617804288.0000,2278409557808814993961163604283621376.0000,11568286828.3271,58100561198154688.0000,115411618917129259240688300589056.0000,11483669416612947649138850049375252512768.0000,2978676403018158511013602807263486484864412155904.0000,3347490126789328469229568.0000,578379068182301466738189926400.0000,11045756362686486528.0000,375367288113693907301495955899023360.0000,1247109310234627.0000,12386226585.5520,448094612613420613632.0000,1031999934.1480
11226.5916,13522471036191492121034752.0000,11113785674087493653233664.0000,542.7304,11071727187167456.0000,43280062823391261884416.0000,1230694.8135,65496851181718815167388578617919275008.0000,373703857297093754880.0000,1337015218.8560,983062522254731866132783796240515072.0000,493646345156270439268352.0000,43763445513404471087988736.0000,7053125977280836608.0000,860366496967420928.0000,1235.0478,1914439772124894.7500,18162968671.5529
30299.9234,1659823916414957831663218851840.0000,20402100397968343405053750338379814273024.0000,1072628576731174461767680.0000,2461229836358548545808825358578993591448093327360.0000,2392213566086431375360.0000,14480798583305826304.0000,1889907305326194283121487512893326130903429152768.0000,135785491021038265279624010030222921236094179598139392.0000,2515558147567298471563419199792541761192263717103417163776.0000,594879759627105739278810867945051258880.0000,1871175885568458398872024520843067392.0000,101579721191156274908102656.0000,9149048804401336268767488216302694606831616.0000,35032825396924993536.0000,24920007015.6682,559429904118699153336303616.0000,979772327878.8171
14327.1818,2076525496146273572712116912128.0000,144632769602806022556618850304.0000,2353894113838597632.0000,3415855852101097510269783197807064691769344.0000,11249043810059677696.0000,8692124755545.7734,3279094908195785730103011075722088424051872963340795904.0000,80874205559492795270488454247049777555724828672.0000,10316513495087383404931539180403678073950149017600.0000,3670360293666637105432058757261161213722624.0000,229325616926979084626346867373102858240.0000,170401056494717098593274036224.0000,588275709018103713072023396864891337834496.0000,56150642293920352.0000,264029117.1435,3328488508597440131901685760.0000,29225330013616.8984
148110.1763,8682034106749159828255120029646848.0000,517898019878409534831128967521122568553954803712.0000,3848833070456906448896.0000,407639002303257134052956220275870724018362040451072.0000,237576885982348429480647720960.0000,277964171.9767,7424150388050656630380596114687527120967184966444357129244453681028499767296.0000,10313032666064208704552162899994505734695389666088058880.0000,16909346346190204428980025489849207157077064224451067904.0000,461333424903752908705821637042873425029955222340739597706923713457291264.0000,567805647712567320235829877611323278272750571164270592.0000,61086846582705200417869665085777049695232720896.0000,1576865054090909721742685450916328500673097837238550528.0000,3321553600721565734833156521984.0000,352195136.8870,35132072622052221092692856308490043392.0000,9233170578028668928.0000
28989.8207,100836440475933753344.0000,8617788036940223545031912201110335520768.0000,2089106157385855.2500,97674829049569847314661054087168.0000,5662544725116885925888.0000,511145282.7071,29723636992999095139623413338896842241343488.0000,1887011762979185211454626201600000.0000,208836907697215295069614401126400.0000,91011501267942966183043513311828978849653194752.0000,38873706786848798148948273473257472.0000,3079870556264747985529909280768.0000,2114496220060697334563661781401600.0000,2802123285591308258770944.0000,3696126.8235,139006043497257395814400.0000,1130836546875.0337
1318.8060,107741760.4479,4323589201.4253,21121998.2915,7554561557.5050,9.0591,25837404.5211,3826891882.6658,157969249539.4098,34684065606351368.0000,329363.6267,523562336213.0009,23361773.6000,89509455709482.5781,3079852.6529,396437.7490,28638421.0739,31986.0610
153967.6827,251472065434406364484061888512.0000,2311683288674534221100954534470243550494720.0000,2323361132267582498275328.0000,65653727065638397381620007480505020360845858701312.0000,184850207947267309568.0000,8179344163.4029,1482628176293504076271814880438522864156990940640564712298075085864960.0000,7245227800548418192925581548270441799759777543007240192.0000,11269027525856207443107925476521283669920164102584774112739065856.0000,2902311711185746444281415002432015469518003481212031464374272.0000,12046502493918934688657779957147048373102105622829072384.0000,26955193014236465428213843519369487113519104.0000,56609797770929672857660356060483733104154737081448826667008.0000,28812118751673113731171090432.0000,357376587627.7601,9787677215630186537919815864679399424.0000,1522883570865776640.0000
599236.6534,343052804987451868491901618549930783145984.0000,1496490355316916453258328030182986180459576620541414473728.0000,15871395898856800414326587392.0000,392272937409803281214401011368041636699025982917781909869669908480.0000,774073510799061938707626505273344.0000,747527504594.1321,3951487452587368270491278778175377715137654196521823896944825626094646062573182873979930542080.0000,298986743852928952242498048228751144929610745720886772110478792005255168.0000,128668208712112130468819838099359337637089098947884416060844080810181001216.0000,3015750855234554910913483879148568410484798656901799364265093600074742977764769398784.0000,21301775360006571269321958139903011706069483255604571878969300746240.0000,80420049122257443956694090691902709693889654751018090496.0000,1784149014243214001737117250646451828378861160252121117986974987190272.0000,465825692986348638840887074189475840.0000,164152828354.4294,32457694141335340250283782918353817521019158528.0000,94315788547553354579968.0000
264848.0101,1261514135665974605307366947927621632.0000,209505682946446634046326122366421800832729088.0000,45364244604047799091200.0000,2535285517150612114905523542291926090527067391131648.0000,569798570335458689015611392.0000,17717551.7565,152038836894466027756226190416511507963750299299619143921558152308076925213999104.0000,2506508327669942878362109825413889980148988668118378217472.0000,49551287709338843509753219044952246670797110993557531968667648.0000,4728266483977877556242134408301262469663137721163047518221984518205603840.0000,66177406830799211025105202771058077082609515848544936787968.0000,105762833893452460281001394298291733997286384992256.0000,3906232010624635323913689108889103114774023806874450162352128.0000,18870601970127580201078296150016.0000,12012084575.0600,28426538594336402865946012686467484090368.0000,317483944236935282688.0000
446054.4515,369451978070330889806771388416.0000,63565483802692942425505093938188113568169340174336.0000,12743270837445847941120.0000,463000293237482434606674122114856906172928098304.0000,6399273990480470564929536.0000,2821921.2235,52615137349793275833055553717740206561356763241934970845673020749873414144.0000,14188354935424532115338400113291595219883018900471808.0000,8267108635057968638276619514148367678862674422171661500416.0000,6757663705995327780358679046937024170083784706943859100910819295100928.0000,2815847354511177866264218227131790903814007301415070859264.0000,3004218183588783621358823849387721685357748551680.0000,22557148955582793859650823788489621253214419208785480384512.0000,259567701115221759231947549179904.0000,22127643432.5187,78729806120749670920073509866309681152.0000,55845102280450719744.0000
20367.9568,5270405902029287006928896.0000,49179264598699237827411968.0000,5949890392746.7217,809412711396334588687611330560.0000,56490263546291824.0000,160651.8187,513522109860757379513989213792492675406929233707008.0000,5522215950173561975343521646772224.0000,244326270681916796823594886213140480.0000,3918395197305647822827311242132098421553627136.0000,2715938372462773223146004500313014272.0000,95962902042132125833420674695168.0000,6093078251632995964960861763900801024.0000,119864057168587816960.0000,3965385.5513,13310905814911823932030976.0000,39271171066829.2578
2980.7780,3352105243722535.0000,88113750301080.0156,506193567.8155,20703660271423995904.0000,88582436916.3929,68790.0874,251302977324119442620111912960.0000,3835535386193058332672.0000,9547951439806289936384.0000,30551931746932364595429376.0000,676705046259007881216.0000,870559666995014656.0000,3082688458493973233664.0000,146368532079.6845,61478.8244,972276532847197.8750,259887818.2983
3753.6714,73902300187764.3438,2413452209214795264.0000,17388617216.3218,682255500979102023680.0000,84276783605.4363,43292.8478,1423221311867248936566720036864.0000,74460671871784321024000.0000,7969461632861613192118272.0000,2364062422420368117699969024.0000,80597993109679385870336.0000,19153663900832370688.0000,599313388292234163519488.0000,6366413881995.4404,239308.2345,12827606655957072.0000,556407959.9589
1827.6072,159513222820916.1875,18904247045862.1367,3584408.7185,10142985212959484.0000,12313186484.0473,866295.3460,889011713725148168192.0000,198006030309443296.0000,850745366362256.7500,72729082018931776.0000,3942775206792.8291,148146955162.6463,19429393538954.1484,16683822.9031,5159.3087,18035709679.7033,1018772.5241
2269.0216,23630585551.7951,13976009510089920.0000,1116520.2067,16779700158.7286,27953673.2243,53261.3671,172742403919230944.0000,30164317733.2528,3785237286198.9712,544174119490343360.0000,970491909503059.7500,24192149791506.4023,498248383604902.1250,15057179412.8880,14934.2942,6752336450.9256,2219866.3237
1002.6029,426302.0899,575112.3073,13393.1805,5835317.8157,35691.3909,1152.8569,1961120202.8902,17047456.9938,26310926.5629,318685862.4910,12439895.8498,2879282.8000,19185094.7152,58961.4457,1513.5307,447725.0187,9506.0287
947.0389,100244.2351,973504.8225,1240.9370,11417.9428,9978.9272,2017.4943,176569.0910,15655.8565,5422.8366,267799.7260,85097.0855,34590.3682,30419.3248,22230.7486,827.2454,5333.7046,1931.9691
977.5620,229011.1012,488030.4632,3016.8406,983296.2834,142572.5319,609.6228,286172390.0476,2716839.2329,362647.6302,139620008.6509,797933.7620,607398.5966,552193.3960,23716.9916,687.1524,95581.7164,5884.6479
1076.2074,2730191.9364,2017729.1972,48922.2283,31895152.7897,10321.1298,7261.5307,22733636877.5611,168801424.0893,3697976880.2851,383577112.0764,559789487.2047,16885779.8159,1565978782.8026,270243.9879,4643.2901,2429354.1639,19643.7827
1339.2676,13647611.4530,19408016052.8168,122885.6588,344991858.7423,1491133.8434,1634.5828,105143546710074.2500,2268435387.2179,21362607004.5171,51536436084606.5547,166421750543.7405,14129476432.9564,136643111108.6951,28560239.2446,3688.2564,103536483.2716,155681.5642
1570.0115,6037589891.3423,3941527393.7011,6403659.2069,7617928616587.5605,2693229.9008,17016.9095,1624831432259012864.0000,176286812888501.9375,6178567119530802.0000,3204284292909039.5000,127320027617962.0469,499938642686.4814,812289471407142.2500,69325345.1679,21259.8342,14616841376.9119,1002585.3553
