1055.0457,1014.4527,1044.2143,1017.6756,1049.2816,1039.7102,1006.7751,1018.6404,1068.9394,1033.3268,1015.9543,1046.9174,1027.1770,1028.9519,1028.3351,1031.4258,1035.8674,1029.3153
981.3077,1124.2928,999.7088,1092.3657,1030.9073,1072.6603,1134.9806,1088.2572,1034.2366,1059.3195,1080.1030,1010.0651,1050.0400,1039.4335,1039.4569,1032.3109,1024.2668,1042.5118
1520.4538,2382.5339,1201.3028,1200.6419,2756.1099,1166.7624,1218.2075,1083.4614,1364.8364,1317.4581,1240.4437,1130.5735,1038.1797,1035.5085,1041.5570,1077.7937,1100.6893,1084.5747
166463.1301,150157664.1795,21219.8774,68908239.4967,1273506818.9479,28198412.5218,8211373.3274,1277063.9053,239157175.3137,16537869.4935,55478.6249,231925.0172,18503.7145,2768.5337,2307.0429,7058.0460,11822.9186,30085.2675
616737973256445312.0000,1229420801955653357738829354631168.0000,146087962962796.9062,50468643836427780096.0000,5684212568493453307853672529526784.0000,308087272148671595020288.0000,271559638830835367936.0000,15137320674170456064.0000,13578985291728716543440191488.0000,11341827189318416384.0000,131581929907424.2969,95476325626208512.0000,6864656408.8758,1525075.0464,2520062.3905,2744409634.5410,772614777.6993,3996047979.8793
100592078026288274298175249864196096.0000,14979366591379285018787695839578689018596161195778066350080.0000,11708111405358386423565727563776.0000,9011820777940607375862499586130747326464.0000,393774877782777440250214189652820957790094176800817555092312670502649856.0000,11334251359495155544481744514337317971710297021349888.0000,465548864105617971912335725653819129856.0000,6040322538655522657122651503329280.0000,1068684700466767484221611751267964199512314464903449871823327834371022775981642904240128.0000,1411474523322288134907628769045527959648576059696218112.0000,112417008642213068800.0000,3203729187245998102116636339844026474692608.0000,15451535511928893865984.0000,43917826944.0413,359433654438.6506,9859625416835772416.0000,4206324246307097018368.0000,16404253242744416248004608.0000
61359885167459831186880306907040569445602360169700498248815602226075511821038681052182285226366619785820054822567542784.0000,12509657841807314670192623002601432956004090561593774493284868454072599189847900357143852592483213714587922698499878194540370660992644953037587752241857125949385837049734538199040.0000,2779944799021241794609368344810527573522186864951296.0000,18369170267520649694588253506896682149440858581634391321236264504299800359422225742434454924727320853899096095902049265237908687431590215680.0000,779790503894277597476969361884790145941727146577221316314238277100766558631215040513975800041244804775670598172883216329916780070513204846668108716441257914719617204998023636138429350579506511872.0000,2753466981266438994740571421820537124036676394622778914385720225799083250398329628168197096611090819245619849258086344204826622456545687118655806893902444568724310158451098295186336475226199774449612328065688629137639087276032.0000,425490497590062182986093998327295108065815251307459896606203466502349080833543913527157862968946888665243181252025176768844842426427007312222053517616377653257830400.0000,1608604985975277118513381664444988437494328868972052317358003291391309578320307275081928937247144136533338838918810828800.0000,1402439312914830554770036828678919385343889757132514412128540743049766771867514861989464308384794788115616324634582731782267180491755222123120393366807034513550660709653428262999030618298553236299519256603559777516510392671174067520538161924380134949782987416754893479256031933603088298145742848.0000,9459798333980823213838441125500356488649595828609090081568410242471611441531339403990643978177877451997289012130705523706319811200572416193512603648.0000,12710974728332022152389687617808517374750558894681087488450101248.0000,90039378515187878710675532191510377181174519086150193065412750085754063186295103948262002655047840824997484849381346032469671936.0000,436515649573836667541076045402485874201038521759350578488701315086456962393571328.0000,423067322435756907519415564957439213206171620999168.0000,318344272298978981183488.0000,130499092755751801670788976738304.0000,7584541646149332051154422130619272171743448038076735594743657778343051264.0000,2084041111524306411221500582632063648406420509553927695497041018880.0000
403024651368159108123119496933782256387773191239515088142525792256.0000,196182624538348035591723171553544430498092011017226993490587077546935288979150619800975731446182413573554176.0000,57138642012717497834544909727020544731441465305675595776.0000,89501036996334479883619081506766659801501270401422685987233418185496735306400637082573521220009984.0000,456640234615530066076900245939250008350357578142626385864198573253595046138611352719252335058647220312975154827705062528785580032.0000,167005670516696259081289956251217368785907092293841431943958749790876596024746928463377840214288245539267587990248050813950891284994358775912577446139772401916880438486305131128788607347228552462336.0000,3311731598105162381714359488783243039911267561946987412012253289110176562455460749728190952503094646887449362432.0000,8500031415859892111023447414581142689934779512714833531617236376216893945480022864024499500455148545533173301248.0000,4688513998961278931539889422631467209926317383695882089224101331638803423378140918418435582326769999995260888334478634237741293578859200846447939940509556349988526108926823139317107057076410439599195929049555681095131658578605669726856530681176899968122077839360.0000,14668726824940633873513248894794954358511571511038655724578025578820543844155186686769740535219083442861006559990146080087375783936393216.0000,19376482985840233674522281132425216.0000,1678734221851265947485842974573591876738835297631734013693656431180699503619827176113834662221454088469461399964477258989568.0000,2464160719455547066945397759263974778771773419573060364294486096871424.0000,8659457557189071190945151646162747392.0000,3558889477268259028860928.0000,162678204475709846789231313053051518976.0000,768093584897111286147977818282127105641345994510691205120.0000,3683856594992565760145906219030003774776646382647156653686784.0000
2470762678928529.5000,22487731823984624604009396362380551874744722711041838378123264.0000,3665.5678,2331876955839291829322974839824106525818880.0000,11482867957321792517335895762901724828501278720.0000,3862981431313657579983489249815340913786880.0000,6569786750514922700422218770672687611414691290621673472.0000,2385333440477635130177414596919296.0000,125969881083767203836997541703899414528.0000,499695545356033331941963290307121381376.0000,6678543777961323081817391104.0000,240289468317007744.0000,243366507943418167296.0000,29093079739175.6562,7823840356.9862,569869922900.0618,32242489036727916.0000,66953021788299739136.0000
2330495648699662834849110032384.0000,198865103305454797203497520346431488.0000,8149097014705650.0000,6622390889589943304192.0000,39289366792728741084786557443906180135681785856.0000,2364172628518856518188787210792476113633280.0000,14874970214475490006138880.0000,2533171956302280704.0000,22791369570832278277140024997789017794894637789238788096.0000,16887633397316476806671368192.0000,20565921308.4785,40372540945918968379473920.0000,23373950547787.3008,14417284793.8480,150194.3289,56455518.8029,23949648462759672.0000,19945935887414.1133
317525851605.8124,613704650207100266400739126935552.0000,16331178922.6196,1349329775781837499531264.0000,1260785347326513618798772224.0000,5138442298755635371639954210816.0000,9274540908718408726554345472.0000,21159667810858349348519936.0000,5619930313395831597756133198968913920.0000,55430354113885692122628096.0000,374724723423003264.0000,20041883074718302208.0000,187440482785923.6875,33187500.2593,53713557.4831,13638534991.3463,34771118931.3790,7201781282688.9346
