4101760286450286296004861978905032083374080.0000,1502625726767744655239252860841649339059696169910272.0000,320016836753322122674176.0000,3335349274251910543700096188416.0000,2830156851743570983577363910156396748476430068124978511872000.0000,102285182938150994240390427931746058288500515385335194058752.0000,23646402056657710655434593918779392.0000,2902852789511199006398997331968.0000,194133352954883175663785130261090163136191829365360761430883637919744.0000,83142441678352859738555883209097216.0000,9509098566573572096.0000,246688077369579767414259938492416.0000,243264343189287040.0000,41334190334761.5000,2864634.3329,5251496957.1568,757294806035744292864.0000,33067386513587272.0000
126511446400546866580965818368.0000,10051435681907579325798606969147228160.0000,15727794882369927168.0000,86620497210494014025891840.0000,1152995525930487893443911220914772277985280.0000,14845949177991062525650775377216397336557384375125709684736.0000,1285831699063889548237452643139584.0000,238820899908776195972829204709376.0000,14185357017903681492304714154378392392697208311491460886230105651750633472.0000,487255232949958570005023747473408.0000,45979161829604.9375,85450944759246181835964876987564032.0000,77677586644518535168.0000,2656386078414.1172,34856251.9558,84958945123.8426,27787452383776052.0000,3096411875650344.5000
248818029739179662241656179997540352.0000,325288926306384364775294083241111082041853091462360135106560.0000,35927227429265388.0000,1115177237252345253997338873069055500745703424.0000,293387507892553420397332429217595212780123583542654722870607872.0000,104048807591186010229140857689105068856037012710386978132007045214062392639488.0000,92750297126818612537124026662212943836724219681280360448.0000,9043856870121663904819375320715708963225600.0000,48322622008997896760790342400405189556835195208326660760296559064482252172973606892751290368.0000,6282654147627412651977449540278645464369650982715392.0000,1663011905160251703296.0000,546110413318008130369087979003142092095488.0000,4180462917423923686572818432.0000,566699158917219648.0000,3306504181.4119,4008420173670.5898,10977641903271013439766528.0000,2268758209075972709285888.0000
931132662562795016064860160.0000,2750106918389363155081796809809151582515815776256.0000,2084532652.6944,428548333075298469661652597866496.0000,20768293761385228272245424059222997604912309731328.0000,215470273803396217263614959088680981181235200.0000,2674586874429081081500127038116368220160.0000,2318057983102891440734208.0000,54118990170692775289610273506013444912626344665284608.0000,118554792065415197101642901429944320.0000,1697704982162165248.0000,442595452909772922159104.0000,154347079703375808.0000,924230467332.7932,29330217.5507,20583820862.5667,761373331579310464.0000,113213363418582384.0000
3633076059.9518,93653062449.1598,33227370.2640,157772237.0182,3692337591119859.5000,599383544715427.3750,94326393.5968,100052237.2731,5810437439061930016768.0000,1578022290500.2063,17693.1471,283900929043.3045,2128546.1129,25261.0402,6489.6828,149042.8925,5683021.5232,2689113.9409
2898561206677475796383197702582697984.0000,91890371718437317655610434560248687794567636030849024.0000,208425985697661664.0000,2056073077661893591982474653292300739805184.0000,88511435690346137934400610735056434976308667238732080219160576.0000,847517105667425908970937711641792069577222398818610422311592519578509276872704.0000,410166663468900238552236867456071791881622600548352.0000,251197530146223047560734749095364673929216.0000,15333991542171300210006397179382063480099011916167260143229258305816296155312294414241021688807424.0000,57202661921121911968103057011981913144923073944748032.0000,295855483878625280.0000,833661001059704184547522756890298109877288960.0000,1527980170705127042942238720.0000,116991226729921120.0000,3174647257.4947,33639097417751.8945,25284942280554841632669696.0000,2796611358229710206140416.0000
822604537419553148023002522193873170612617216.0000,775854112381126322643727836595562051835774271014731362380896592090628096.0000,80807146658345380741120.0000,227516891818505934976010843713578224104426670936555520.0000,4621583812234130908790846107811562107346005926826544642518721558692626507497472.0000,2159789055073137427534619796845732908935549053381726552324859826453554371890905346409396047727034368.0000,16506265985346582244463042543178564059520497705680862877139198803968.0000,256115649118499677292837320505271007649310681503629312.0000,267892151822974771213746320483837278410190526521116433426230209500593928830566050118110776019923240412791315594477568.0000,30325186847966487219976513121157503138583192039060819236863606784.0000,630855147249119331876864.0000,380738643619061307739237695504634550485241294665809920.0000,3851213684671958538357903202451456.0000,3672207935671189897216.0000,69196553604.3885,680708641489370.2500,3304112119622280233061661540352.0000,1130012378299707872205210648576.0000
260206893167107729800845320632926208.0000,425472686638820252598407936144149479847344124103063764992.0000,1548713597263646976.0000,124869447215155064669118109551944493486703640576.0000,10098209890980699056584860918907444634811324015063412489846784.0000,800960185760380570702076264740440567046368627195953495876868248925228951516649357312.0000,984941424050907800383728292044778021025141997551130509312.0000,843983724566351875804360619982322678319483453440.0000,21136448456217098360225258594751489867083642120924223104913635660662168813178370935102252021336296652800.0000,2290410088544274156710728219628219150322232545817657344000.0000,153759503845127356416.0000,437719128573608936965507429567293024538040729600.0000,2549510764443572551714301018112.0000,3743392622839151616.0000,47076235597.4318,600739845969062.6250,337304439393857445925224448.0000,280284279993756242180833280.0000
6921064602793188544997562373554307072.0000,831974833406893076798887511533198714091579121369329016250564608.0000,172009723971480.7188,194085273015321898107062947481489888279735042048.0000,1289749726439943988414636473451804946535214515508135664571664423714816.0000,1691263164462997822147956473611704734554927787882073638643166354790518822862323712.0000,3451434540087593444165980449292251284378320150642382864384.0000,548800240877626874478263268163425841520312320.0000,1067589388691738170471426654416965251252395892640241363341670782549148943554516779946121118089216.0000,348909070352345903056259616352592529716756202808015679651840.0000,5709530408746155507712.0000,326467244094429237464745085523434006758031360.0000,110003636632957291933735059456.0000,2355991195524386816.0000,74552651526.3396,2094674278444911.0000,1743981626871021048627724288.0000,6416483152771952195372318720.0000
3922968242973223424.0000,1569255681488386163319733183578112.0000,3066212459846.2510,224783846385116732749151993856.0000,93157988408485427351150366317084672.0000,1585293407190328972382722953136035146893566706450432.0000,148318433463359177727693903687057408.0000,13878631724994211708033321402368.0000,6363039545561404457971977931888970183706624341411225651090817024.0000,3037752155764252812215134391986290688.0000,4586025947877.2842,1842271406148571713651274153984.0000,62005342292735074304.0000,764194198956.5088,79077265.3184,42824547969.4401,21622150361312260.0000,222249857490361568.0000
1791671186141.1609,327272842250685504.0000,471196340.2320,13900751023694260.0000,4929261400981180416.0000,917322001439666646091367972864.0000,29591537245986754560.0000,1858222787851235584.0000,5575454701537917838441335936245563392.0000,119839061418594402304.0000,18324864.8747,958311855940520576.0000,599254407946.9865,38117377.5425,168615.9794,4607725.7502,4821384485.1600,12581930254.0023
1685879239522814.5000,74788438009111577100288.0000,107263775.8841,3775054285376717824.0000,13164511597315926268051456.0000,171333175218694640330648517083136.0000,17719398154690826862592.0000,2127675970563481344.0000,1555062489275239634456482291557293096960.0000,12454970251526740639744.0000,738783112.2336,5357446537828433920.0000,2067555771259.0952,175770659.5320,195595.8021,5034885.8719,182763366719.4766,105121641234.8205
146854887236.1170,58836265452705072.0000,739318223.0091,2820823235.3403,26822227262728692.0000,18789886040957595648.0000,2849647505161.2422,7475258407955.2500,4059849549902880186564608.0000,7033215480443.7949,81766660.3083,4205124477408.5322,144372402.5355,320369.5665,33534.5105,684844.7148,3021803.6555,7889309.7090
20468759184.7239,24440694569859559424.0000,2571102.8058,40568163544651.2578,448642352049816403968.0000,52032685302511149056.0000,13745635017019246.0000,1696144170684.6780,698466389458271032311808.0000,380556213995377088.0000,91765318.2003,1284290129520.9224,474888308.1883,905447.7232,69358.0135,1732277.4878,279765052.9295,1155817663.1711
98038.0818,4634329.4497,9478.5781,1462292.7783,8828870.0658,1725172157.5225,10389056.3285,1936908.3638,246139857908.8981,8277939.1630,8220.3180,2285159.4620,70826.8687,7244.8245,2155.2651,4040.6227,25474.6298,27948.6369
13072.1150,5492004.9689,5125.8506,78236.6244,3849086.1580,416415.0377,245309.5033,35133.5262,2142737.8969,225229.5717,10625.0124,24344.0911,5046.0747,1726.3982,1560.6147,2688.8905,4131.2229,5835.6463
57083.0912,5568420.8526,4430.3141,336777.0329,2453807.0440,128224376.1976,2828276.4550,731231.1995,421387959.5976,621021.3174,13515.5393,168908.7356,24294.8963,4775.6325,1866.4516,2560.9021,9648.9184,11213.7754
374403.3513,35463713.3115,70703.9805,10825340.2717,416181692.3927,206840716224.3083,43231995.0805,26548957.0683,357806934619286.5625,377507885.6995,17348.0342,101387883.3975,304329.0460,11629.7922,3279.9786,12313.2225,94154.0759,118039.2660
62096851.0600,4551318075899.1426,43404.5112,14806768615.2615,14812639336571.2578,386379485643535.0000,365726324542.9486,1502045168.6816,756743238879316736.0000,466972853451.8929,1337404.6779,1964359186.1587,6472909.2665,86105.2767,9002.3369,47259.0801,2419652.4468,2937716.7406
648797991.9012,663930147895.0245,2232618.4164,84838433312.7437,28066694252165.7891,35157857396013158400.0000,5053285255804.4492,636721069623.9935,2921505728609793142161408.0000,40713985735520.5078,173726.6754,2365241819871.9478,138154013.2898,397476.8548,14890.2310,125261.5048,14516930.1636,17474984.4342
