753.9441,2230456.1134,351247.0509,2380349260529650788124867439256653529088.0000,10798450116.3064,2861556795202428.5000,3026750021.4887,248465792472388389530763264.0000,707418085633337344.0000,891607607201878775528511436518148014080.0000,133895.5129,8809511163354.8125,37811170.6216,1328078789.8981,757255366960.3896,119304797.1920
4112.1260,3183.7412,7739827486372.6055,13038014559138308820057161675924869868173966522431191459917954285568.0000,1806931571923311.5000,2587698635636878598264682708992.0000,638685900986617262291487293440.0000,52306550645078539590104213925711052800.0000,1188880286266411385356288.0000,54693667626303112170841721102281678199912407502990558212513872216064.0000,1036387507648106638995841566478696448.0000,55378713463299.6641,62140578541824.8203,1020290437083954069462065348608.0000,1158791875679673600.0000,853582849723668.0000
2348.7609,41579.4762,2141967102.5756,266126347071469652290015902897929666242444295441108740626486132736.0000,806237897340.4866,449765211482694181868791660544.0000,24405498593363076747100160.0000,720936450287240667540694694789819526021120.0000,1384923746737097170485248.0000,8521272823892700068634705485985022347029994794549834932579274896441344.0000,1757435621821919093925609472.0000,78672390459652784.0000,16244966747009.4238,330463296690418979025453056.0000,1482002344848891904.0000,181074469209305.2500
1836.8232,660337.3468,930276520807.3381,373679090519379869114549174894492017697930649693553529473724492274025306783744.0000,5181165801523017728.0000,52134179947790395844222057741225801285632.0000,94484565090898147473784217534464.0000,271280007759495048579098066775473984141524719538012160.0000,83994369888105166300720955011811508224.0000,1135439750267997845734168400716811525901662099972868909095350559815973693467373925147284078592.0000,9406149421055530775251854678818816.0000,26049049751915346264064.0000,37096868825473416.0000,1298568762966850563748936191836160.0000,2108765807526916927262818304.0000,666397951767018752.0000
1205.3557,35550.8381,58555512836.6038,190382591099398125530903651226858381377536.0000,321437206347062.8125,63467330762514416913088512.0000,22333242979528956968960.0000,831180183041654754766640644096.0000,5246923548092076293881856.0000,142143016301571758596901010234067570195937381079580672.0000,7339287436079732359168.0000,62955183207348.3906,19003336512.1663,718561485234752454656.0000,1930000467223730432.0000,83230021894.3495
1304.4003,250.0072,40857.4307,76545498251469.8594,680737.6696,1446314.9214,8982383.0845,47712775575.5002,448187.0313,1008106175693929.2500,26391887312.8172,303291.7768,22531.9101,16390687.8555,13601.8932,41402.8375
2648.6283,37490.4750,874512722103.2859,2565910154196789664965607622682746849107843277772425823271597228267526946816.0000,9927963209801097216.0000,109772639354585876093086765464397283328.0000,136329983246816091356261395726336.0000,82350760844677665261173392722405590477230826248470528.0000,33504861656325598197609617835425792.0000,3557272504766601296480849981433014380340262304754940094442522448042456172167143883892850688.0000,227415570991196458368133080563367018496.0000,9629758131461922226176.0000,13819082542965916.0000,2504975665247576706055088696721408.0000,2197856765040328691417088.0000,303304664524499008.0000
3431.1887,1668163.8679,843018905320575.7500,69439506182129332763347337296181329242212042198485573367521371321161528221438889042929738514218090496.0000,154030373675793018519552.0000,498589343430690441703832107191044329249418738925568.0000,71222438574410006114266017579413228486656.0000,13827772326535114868255973744763587244597483353628104021696705462272.0000,3125325789720438237098401519067518543778021376.0000,3352857314103375424978253244419456380397255347318443588347298858425310526712156944365350305645913094511399956404764672.0000,169177041552287129424057336255763603467010048.0000,1739163434352367624448376832.0000,360383135264214548480.0000,1696826644999296634694559019826905794740224.0000,544105988854543969882500113629184.0000,15232846935368413478912.0000
2215.3847,1080217.7465,305611846702.5097,535378080167570319120929086032791346122436141371274407576372526112584986020315922432.0000,50294007585228455936.0000,1714588076955897315493221634468202672029696.0000,409145277844429997672351089557504.0000,141076329622218600273467771520848652589703967506252769001472.0000,4213329926055535314610810764520962654208.0000,16623599199685244133554416074331399811592736703538667951362849594059746670204250769958295623295827968.0000,8394836292637390507974245518265024512.0000,7568025672956945627086848.0000,353423927734898944.0000,33469768286993100666342164070924288.0000,6860205329458841545208758272.0000,9386263306899527680.0000
1909.6349,359907.3412,8833940076790.2031,2271568912174946323705494932572065055445576273916138366959007824633657294848.0000,7847102118799375073280.0000,12803343105901078507824898595048273215488.0000,23790610771521703800938562584576.0000,903139137413699835602829102434908624063845761435041792.0000,201112489119832305443901847336157970432.0000,3210896064042037693192874243319979017920051877497526845660909392758597292687750589019223752704.0000,2552424854817411245248195154742870016.0000,234056337248471148920832.0000,22557711850545676.0000,361060028080321059852247472537600.0000,530515084810055463215300608.0000,409653981795708992.0000
1225.0565,127378.3495,10732708.0954,29364903654806151600768992168714233736484813107363840.0000,7697926281568.4170,57938470063999935265636352.0000,8089277814707515392.0000,40801048693419831617152195702428794880.0000,10297178659276749973487616.0000,49343602736100962064877819408259573778460264913742618626621440.0000,1364021183795403423744.0000,37613561407387176.0000,212851037362.6664,288804971511084285952.0000,347846355657205696.0000,1457877541197.0386
1049.1439,7464.4463,86609.0062,58725552942188961925362056429568.0000,37850687.3893,4978535989063819.0000,2049915344505.2007,11429861011962789363712.0000,305433595365651.4375,1028296107199411809038584510783946752.0000,16428849178725.3945,10762358180.5195,33427514.6840,11878771714846.7324,50365844685.8544,101641649.6619
1114.3812,4463.0291,814364.3118,54077992390666273341486380613632.0000,532647842.3197,66938931118811480.0000,61590213453974.0000,42329534060742349684736.0000,4663535405404022.0000,75974722813379936008481693081287000064.0000,3396858534980519.0000,18071542422.5353,67187320.9961,218536546380759.5938,303484581210.9924,220647174.0938
1004.7950,4771.5875,64873.6760,2047516982809542944358400.0000,473355.8624,323605557304.7567,4344175260.1166,6281199342009899.0000,2986937489.0938,3239145786737559911530496.0000,356925060.2721,23358358.6347,774643.9685,8189839455.3969,64859111.8664,1601447.6555
969.3194,3144.2370,117057.6192,19413905267754364.0000,57181770.0458,9790857317.0335,72192064.3598,75044782282098.5000,34427306482.3556,1761163478858622828544.0000,1982262302.0559,25502149.5112,127307.2622,90707550.8695,37642313.2548,222723.2945
942.9923,1201.2811,1927.7375,5130428725.3460,7341.3201,652046.9796,105993.7537,25608798.5354,384880.2800,89690609361.2302,176383.5900,24277.5912,5884.0596,148403.2543,40160.6533,7603.2139
928.7038,1202.2334,1608.1596,367213.2587,3429.0844,5299.7205,2860.2846,51360.9720,8743.3630,505099.2251,2365.1487,3264.6476,1360.9215,2522.3117,3037.5648,1434.9211
905.6490,1495.9536,1466.7667,552491383.9146,3876.8311,267440.0568,29939.4828,2381558.9838,160886.4437,3380086382.6385,18443.5099,10846.3280,3884.8334,39665.8166,27185.1609,4651.3020
994.8664,986.3777,3095.7941,1002594200456.1221,22292.0291,1667822.7699,268057.3364,670005237.8287,892323.9059,9449633764711.0000,1970125.1584,82047.7515,10669.3207,526142.5828,51289.4026,14817.9721
938.2097,1863.1637,9491.1867,27218895592770.7148,294781.9422,126528052.2095,3124490.8458,71209838191.2156,218969816.8330,52043579046516904.0000,24364133.9719,876556.3648,33351.9207,5485711.6470,1818036.4859,52447.8726
1032.0656,1659.8906,15124.1550,125315564388678664192.0000,621317.3701,21458447969.5290,478271731.3156,259953420192577.6562,3561153068.0032,81390060306313854844928.0000,6960679859.2546,10417838.1850,328324.9037,1310913158.2751,17155582.0981,656340.6259
