946.0609,937.8701,949.6094,945.2271,946.2502,938.3825,956.8492,943.4493,929.9457,943.5597,975.5537,940.7292,945.0217,955.5613,933.7889,945.6434
942.0734,965.2731,933.7341,1008.2617,945.3350,977.8220,921.2644,980.1345,1001.2274,1036.4794,875.7197,962.0798,947.0855,925.4657,982.7995,945.7759
947.2785,936.2357,1007.6839,1335.1198,1017.1121,963.1076,1028.7806,993.0277,942.4523,967.2637,1037.3092,952.3401,948.5682,996.6786,938.1552,949.1339
935.4230,1404.9736,239106.5788,15352562.9069,15043.1354,28077.6561,17840.5667,1161614.4875,43107.1001,40064022.8078,11511.7686,8725.9787,2060.4024,6486.2878,6876.1492,2340.6521
1316.4767,157641.8194,259928992047.2009,790258516508834798961100832005685248.0000,2556841818.7680,1269481360223384.0000,361561996807451.4375,164098701645009453056.0000,353250035732.2473,345796994362398188916061503488.0000,4030149671.5124,2928564795.7338,14048180.6105,24757388010238.5391,22266203752.0191,33442517.5614
5525.3958,511971.8834,476125425437476782080.0000,24630072614626429477515132222283415778629534549545991051479420502016.0000,1203274342761284629430272.0000,1069837474105114700546048.0000,75348473308770124896927744.0000,5861435886970986947712214999189347246100447232.0000,8504259611936586752.0000,139925672564220455315261832515019522432443198266785994375168.0000,537476750483471363735552.0000,30558432415707787264.0000,193308415729.7081,1965557708589703645626368.0000,371463745550.5317,2727813025323.3853
156778.2990,16230150434330.9219,239556983153598912697141372573740989153280.0000,39768743170925072035301173268006361743496604123102656825781758469864006509503382885971645503381589631700666246183099455032147986838064526381180075515724410780713704403710574944685946559171577125930334618261275768979894567968964608.0000,138321296525712772626197215646962501811798127149056.0000,7578624298860917756544988322873368803582436481747218498536566286039573863237037564318030423088880398231675380922539048960.0000,136994642012240710732955324715751738951533172216582436397115915052681140080663677026557930596545071153152.0000,884744396054863588565718053035975836198801403409218311247466296548873605326442873578489432131245889609366467845718755714496085121686900338893048393617978725236736.0000,71428706904239277658102741352732113435829370210938846059911391298802307838709574905059622406346600234537860464640.0000,11227082336047016205365026027688515793098049892219395636190771876959990338831470592135146445994623287794837774312802522580789866537343410703993267897166490770787289225452433743909888332936193491918616735014668082251267714520190428977384118549911671256713520897767672198756921507840.0000,15853700991333634314391529769927860435679722013565011404907279621685090374721618134684090051243230621416233631744.0000,34424666054911033740001485136933744259186860788972837748588150784.0000,29996368802016852863649271372673396299458936832.0000,67005135438577961457932198383656197240488705060534352280762439188191862265345937257499458037015057006592.0000,56923738740327840934550125604447346721465397380112882128580240760355149544685568.0000,7489026157356501357454112409551423318923556880908288.0000
166626.7901,38057911220.7607,539549154970375038919770112.0000,10172790033170775406145037728023846387291323110912678836589432125318711131723088090715266497593487671237787248579334823772827709152194756180285607607245631294751537162388525729083262475394941931373885128704.0000,404152614949352431666229497312868157272096768.0000,9123445640807104433747426216825949505501260014526640049439145554657344492480514389704704.0000,206876555069875700523599226384777772957357764819478576433347794799951872.0000,9488375008518710214462096907613216645713674175449455391694056405218380749517898942183377396042673404521621603563702831549805495948264532344832.0000,69830490972648748179042129495114586625098965457778262224216522785914857065545728.0000,1928640871990756476018816321956157878728277779199104977979765325021973457801320769389934719905077896510521519587703624230499033717521882681188312048319162471649345756466321664909502069126726981117247857498889444339744715261022830592.0000,14221328258407241675704600209545366777294573232196138264713446265938894957711081890381824.0000,5402958221240551655732679016025740273810207026270913429504.0000,128517309875637454421801521149229662208.0000,194361658217643978610323915867027267556681193272747459086223795380396910182400.0000,233477680059252109801936190545868959032589993484746752.0000,892578993059586047006133035562691905716224.0000
291.6305,1320573416.4245,223476047.3464,3670200801081508405405797691063890083840.0000,1683373952989775.2500,206972771211359487240389525504.0000,141068039202377.3750,183101944811555395771335845085184.0000,50755791443186620182103236005593088.0000,32754902897027470802429064940922956703398169239164551168.0000,98577.4750,202855004013921824.0000,5320393773.3470,50319301201671.4844,3762090752440706401304576.0000,11669868660.7449
2742.5868,166.0885,17117331656.4213,3116934697744757783781566158023830915776512.0000,2138371837109.7441,2438733227775875350528.0000,522683975928954885242880.0000,2327544979610175606995550208.0000,29041788601121712.0000,1339581302142743998598381413775316570142515658752.0000,175710872473446840848152002560.0000,35229672786.9790,10952954042.3115,181927844593156111728640.0000,3880830626802.1699,115385863320.9436
