803.2848,753.2189,688.3400,996.3705,751.8771,1406.4244,771.8264,744.0258,1585.0863,2720.0438,248.0961,1179.1144,1637.7953,381.5011,1336.4921,274.5916,1311.5555,1163.6309,478.2204,593.6168,1395.3511,839.4886,647.9510,733.1688,991.4654,753.6903,762.2926,818.6608,727.6964,860.2507,852.5039,775.2060,994.1655,735.0195,621.8416,756.3560
753.2189,803.6496,895.3064,697.5753,1425.4076,3608.5986,54863.3787,60957.5243,6763.3037,5217.5199,55720.4914,931.4783,3204.9230,12102.5509,977.8188,2734.3085,1343.9449,577.4797,2459.0566,1703.9966,679.3838,1600.5816,1064.5229,843.8723,818.2524,3602.2373,1129.7648,1572.0720,1361.4114,840.2816,734.2146,910.7558,917.3426,1539.0565,1261.4170,903.4241
688.3400,895.3064,1635.4741,784.5284,60720.5749,5057111.7588,10609330507.0243,3242491433.1943,12783555.3287,1692711.0233,10714270226.2902,5749.2724,328616.2576,78214873.6486,4132.5054,177970.4263,32957.9789,350.6460,305109.8894,57863.9860,816.0018,37359.8655,3216.1240,1087.4441,2330.3198,1546390.3347,7263.2776,32500.8182,17053.6843,1830.8252,680.0181,2314.1981,3970.3402,22685.1234,9912.1479,2130.6855
996.3705,697.5753,784.5284,1053227.2666,7571687.7894,9286750869791.3711,111392403376614.2188,868644724877424640.0000,5339145428268.0889,7331364975305427968.0000,131922010.8686,10487940.8914,805736145922.7222,2122569.8742,730213092.6338,127.1636,4926743155.8708,59141.2708,19055.4409,27966.6526,123898973.0150,1894049.2665,11870.6211,828.6486,688924.6874,3695423.9635,173351.8922,2622325.9093,512281.4753,16368.2537,4357.1469,16676.5424,581172.9012,3237731.2484,11334.7774,8219.8474
751.8771,1425.4076,60720.5749,7571687.7894,3480079297207241539584.0000,140444733977828521934848.0000,5280287607377429192037861074927616.0000,86630048607891468274764873728.0000,22230407978775048355840.0000,3928175027318451339264.0000,3303424071559079331364864.0000,281257169655.9420,220143173857277024.0000,23054081048093700096.0000,4322622543.4012,6455881.0031,135412563040582.8438,263288.9649,5912873665548.9795,383570481633.3937,345757024.8557,146330580522.3303,416772.3924,5850.3189,101596093.8606,305058234482113216.0000,34704909.8056,20533760877.6393,694179702.4474,2051541.9430,10827.3088,343016.2247,347980979.0826,4223867815.6411,6797753.5345,195266.5734
1406.4244,3608.5986,5057111.7588,9286750869791.5664,140444733977835987795968.0000,8320188583181516892340965891697894934763427292193961894528422797412624614382706578423808.0000,6152135386106949871743035307767119189352733883786961169687227924480.0000,51477458343465415384937365480405178201642084800333796774674657737441280.0000,1828364333194524170786743041200498558670748380837247563985728831488.0000,55283215201152514563769220156354060257775219121699139629878119235584.0000,12878590180167908654430443409365931254065494614867968.0000,59264929932900276608434176.0000,841570459964183113105518972012692775794162089852928.0000,11902216811067223503976542361092609382809600.0000,55901116114072392846702280704.0000,32834406.6140,695307086151626605186862973387276288.0000,6452631524825.9316,236246582475088447815024640.0000,30209650286509372211200.0000,14949598320320963411968.0000,2126997058904176519452557312.0000,223659165.4500,344034.6377,65707485957402951680.0000,904060879645704115931740189276051666370560.0000,131016471104788256.0000,912753860767251756365119488.0000,540118187601348984832.0000,64782042461765.6094,9221474.1588,618862313740.9558,4011112738356251328512.0000,382599158019092119552.0000,146742310732099.5938,68808209547.1666
771.8264,54863.3787,10609330507.0241,111392403376615.7031,5280287607377222819088536449318912.0000,6152135386106168658195836094892057610106471714457030523376896049152.0000,415317571086430150991089810404630878154498307048179941813109598944169070349019696308059236264664892898988698464949894429356093591928176640.0000,116802871703487675577751764498965714553886806861396660440247617030979724351900524595317258714384404821168478240254934673207507535476870635562580609082800879179923456.0000,12915616692434047164250215426986288732356765352307584113543123318273116336934239544393942095614567872817650112615415808.0000,46344986379066718251806943443030870296173067375434087321809841272324302011590632471395963644339567779627772820849606582389964800.0000,8946526292614670566122804611712759292268880086072436497893258639021226522362964813222845091306409428667220649981723022123268571136.0000,354084969066612074861078650865784698437632.0000,1041664150067072590105152564335160975381945973953543449041715960932887403209816740535591411646464.0000,59668939920939464338415305113631771242819006531901050038455518081098575812781790745751127395926016.0000,1096566244493300276492947446676337834511153758208.0000,3603178699463987061679756148736.0000,308244703906779104375902396113853558099503963586533450055680.0000,2752796195957755.5000,17511617942644643674939991476081963218203836416.0000,14209759446560814426809168979941860048896.0000,183017764886930944008650752.0000,17068457527238374195551798481502445701342385479352320.0000,1156829042855537920.0000,6670769.7661,1709899617981863468990464.0000,2634046828166327899839967120893469429580122764038116569713751944477041229824.0000,4128055784045446104322897336074240.0000,60131659585357715661952619849658855997228380988637184.0000,33529931416948144454197349843882585108774912.0000,1268877825505712437985280.0000,22319011.2057,243573829251767669358592.0000,77141663958705443454263429425004544.0000,52943352890399205491927139800189428324892672.0000,30263408427094971042764041486336.0000,4867367779717334695936.0000
744.0258,60957.5243,3242491433.1942,868644724877428224.0000,86630048607883569383230930944.0000,51477458343452045893838851466004859982177225503015906894572727992057856.0000,116802871703475323642879781401128086658390183967720717955027001403688158494628724340444887950243712481679467211286935624235369945521421792321083244669951209814097920.0000,1766696229760397323170205263552939999112073993612269003504701975887543213630381300109058549620649413587154876744414222925148320547334069744591183477957477249210271639826972774226167475682977257911379615879544682167163656637802982232613761610554911095042908946689752027495833842762121216.0000,561437180118869835177405124967369625723275304355997684052260500479991637559843027405541504886518983594723375609141352432194281477454880148375882512099379219206051388855910764350799872.0000,11112630840163283568133856356780311385883322346942442218288380981068555344347216942874282519879493381572405444347716281402868705331239080266775493492983828886545746667267880446492552446445636742831132566105457072466296832.0000,3799414048534316968122054030061347418008628911216506773457186741658050095957222143149342836793152168016029153450539538174608138649771110481002975112777964622967633028398329238801394064850316284486748547092767921303191552.0000,32762993350851220952362841614199440224771733716992.0000,5351108571320707477821279033200050470553197445403233355791227101833965251489118815507843150073826593299272251207145069014321102503673402063777427780884496384.0000,2487952239056119551958585582222626455086386192430494776051788820816479719087224351326504464849956039921097761757096709781851851040951047131783998207950848.0000,79640348481790887057191202465977427330593587319642406422483427828400152007927660544.0000,339803792462032192696179107002479066923081766900917617033216.0000,19687680717576547367926575276944236432250607016507049031705531609140340542744977553227776.0000,873560054679423616.0000,221522934307436461541592556511875598642580633888532836674174976.0000,40742394271352978108722235355973233546547429376.0000,10137843502131736170411821689907904587549816913920.0000,40974837118265923259085909010295695619668638489776272480408395476423410531989268201472.0000,19042018463708162080320258048.0000,4984869.5047,174860693670877998229475778302200661409792.0000,3639312281428496411569377971786611665812796773705609363596247436426381092985843953292030329530626561015808.0000,224094614399285144896185060232628363543994937544968314552320.0000,39563052822461903716245428481502620656426714354329386603624504995203578662828271206400.0000,35703997691424277046459101302217245451887787518377209783816330552541184.0000,8909756288537053747932792734401691648.0000,333178896.0278,2953241980584457840441675376552790982656.0000,8387731588855168801355474152412580993611775510851878912.0000,92787842218482907437953501499503473102055985013849106379876951813872876582338560.0000,19190192722654680772092608764357820417354762071048192.0000,40007898506441691466932802205777920.0000
1585.0863,6763.3037,12783555.3287,5339145428268.0459,22230407978774381461504.0000,1828364333194326996677847454425997863142596961662499742814490853376.0000,12915616692435128960960687306419987976978279910893916868318287653998473031670005055867722113351186836646900298852335616.0000,561437180118940479036544753194556897323088178514299535171355170724260304671525750182831282922843970779360294909196269293339388588176597729006923916811469978553445394634977826469576704.0000,8376231307261066461065045339713877068370785561603879780438161883827610202850009711730670389000694209038031267615431104954168069991460351073784749359104.0000,419152293373684013900908419411449685775503002018040798910149367986216432806375445705144965310493994817427828065556534973504952268953727605675072771222698689340518652968960.0000,192424871877396127739562048036345826284729435766363216616118224456484053162899711880375570162595604248020998204374587219767606145849536888700928.0000,22265593757226827331404492657968132653056.0000,128035380530812904983790593785097513775534082864305244040822117904906377799338336836851837007089092117247705426175457230848.0000,2764282865919122827405405207457958943936895947013556770824278056342731522519397294707021995727037357096960.0000,199095157498668340809901818150484418935612267060195264625175869521920.0000,8310210249079171500212224.0000,108505182262595463224184569036967065953338840367342874686992154624.0000,5158491504601787392.0000,109438793156823831626349438133844071366650757120.0000,11652780729710786455802093508185030656.0000,615332606879724543612421316925462090803576832.0000,2835585410589830944521858842983764938382030313010666684188459008.0000,19658189248595103744.0000,29061.0504,5292391154296282739864621339901952.0000,179739677398873503402201389911828830251542963902117039769260751791915940462901329920.0000,1024480530045748522110877693649057308737536.0000,18666457817516868417257336566849530427125619578598176990345297920.0000,31450372835629849912166025864611079734620300771328.0000,63974089672060226327317315584.0000,1368142.8765,7255748851174339965404315648.0000,1162264226699510333690163852138785077513420800.0000,4654168393695490038792001004088706798777873912132133715968.0000,841670184027944000173580548529192960.0000,11166709948061827970629632.0000
2720.0438,5217.5199,1692711.0233,7331364975305322496.0000,3928175027318410969088.0000,55283215201146827568598038146918746079354153521213054465166891024384.0000,46344986379065352264287439532862866481794595599760180748817554628421262788528278249596268184401379101451944291059324711986003968.0000,11112630840163855444176009252307030930147780368743315725537757127213405888344933689648564848688965425549318558021345923945182857397297510190096760576762588433668563052934627440032847706573842852515503382135739023827664896.0000,419152293373700425057814669150299564382100805973700833653913773075710766445582561144317775331993600311568784355352027572499372527879972600427634593824313124126902099902464.0000,413899834541506443276291829400420965836369468818500570107979880774689627220573495239421967167929102770218091516570421000702896375086544665217329811343863821609307377987026421003503497170249451698513217816224595968.0000,414922644355193798912625051548975046323446277868420345896879955611429804180695584324444470587663989825476728980712938950118284063727391406415285926984944655007744.0000,2114582466684034191485475165584643839351586816.0000,23268822446782008661012455670115077796287094667063202707732118843214266300567330448741036695511847980456791642933437633628607914145563174619840512.0000,677859109117383336059114705588530127592659919396891035186795340634610486927628699030889411345027632184320211933986816.0000,46994677959448803716423005107079041754332562282006931170350096161432398037187035136.0000,15077587314809247035683766272.0000,329690682291731512736539771948222076692477182815037379567353933335939674540081152.0000,22909082520572594749440.0000,360136096505721082878784660174738436815375564800.0000,12720976947912593083130110262902784.0000,42845687198147113719966082515601250936770645837521879040.0000,76497284248397994982208016474655569830480794693825572950959826221798522880.0000,243027713072895589613568.0000,243284.1744,94131238299851221942405469403499986944.0000,12209260398993143374952652449453635251739527805342047167666440249134510825419089465999097856.0000,61272124287400589210121616048303841576110849523712.0000,93960803324224359612760402080684288460654671794076738319458330294695755776.0000,9265563851918768198826739311810797199895727813491473514496.0000,689649743800654157629448626634752.0000,50610663.8896,234978560511056719030160187195392.0000,17548651944320040414906588738285463210533566961156096.0000,2192832127954435085715238030955757300123938033754379088075678506024960.0000,56092300326567651191768422873773924941824.0000,96360090905348116735422627840.0000
