838.1484,839.8015,842.1566,832.9138,840.8617,827.5352,846.8265,854.9031,828.3780,817.7452,878.7477,829.2540,825.3779,862.2743,826.9848,866.6976,827.6173,828.8693,853.0494,846.9398,825.1310,838.6468,843.9238,840.5154,833.4488,842.6657,840.2659,839.2044,841.6572,836.6981,836.6925,839.3478,833.5225,841.8748,845.2657,839.9213
841.3706,836.7873,830.3747,856.5136,835.2013,879.4356,845.4567,868.2849,907.7718,957.3420,778.4330,869.5369,905.5895,798.9395,881.3726,768.7871,879.2985,868.2397,805.6310,819.7530,882.1070,847.5030,826.2257,834.8361,856.6071,840.9773,838.8893,845.8146,836.2362,846.7628,845.5116,839.3637,857.8989,837.3964,824.3128,837.5416
837.5152,840.7129,846.9566,838.6983,890.9367,1008.7971,1055.7141,966.5912,862.7936,831.3362,922.4119,843.2295,818.7746,888.6519,826.7333,902.1002,855.3077,825.2349,893.0685,883.9594,832.4675,841.1638,857.2839,843.4016,845.9114,875.9912,844.3326,841.6040,846.4408,837.3128,838.1427,841.6819,834.1278,850.5279,850.4893,840.6985
858.5228,834.9240,885.3064,1968.3370,21029.2818,807703.1328,3861423.7339,88480466.9386,818344.9409,54405435.0571,369899.2665,5627.7672,233373.4471,51335.5611,16317.5488,1504.0175,31095.4439,1447.3017,2335.4916,2466.6038,5599.2146,7514.8532,1481.7865,865.5246,2244.9090,15624.2758,3043.8452,8306.5429,4857.7352,1610.9918,992.1692,1622.9773,3082.9723,7243.1717,1998.4917,1383.9999
998.1202,1057.1214,6561.9831,5764324.2843,26050965497835.4492,23517099892028194422784.0000,15527164047765705951862063104.0000,1955924039333461799666188288.0000,12498024249178877591552.0000,19799464362792666005504.0000,71191254164694581248.0000,212866489760.6595,2983413437835798528.0000,13852776286080938.0000,14112755040.6772,6584.9386,130710640101128.6562,889001.4238,13455543914.5100,4680502154.3294,2568133576.4830,45989149075.0824,94183.1385,2046.1046,27942623.4564,7044194440821875.0000,5549420.0373,11907907164.0553,213577859.6087,2919148.4459,11670.5899,404531.9697,269247222.1715,338324906.9085,1121824.4863,131221.4974
621.5667,3136.5346,483900.2357,677859709.7999,29568242241268408.0000,240599384171695214206949049449316352.0000,303744320669078765242356484942983934154311162920960.0000,134243598128856433262803138730212885259732925320070263706187831289180372074496.0000,5477208003344496736250053799449400824561664.0000,194029416617313371082096056313005791317590016.0000,258226710020339657205846489266046319348117074262097920.0000,949437795738765.6250,557931651269536650412225953005568.0000,380243193103946766624704515998136401920.0000,1874892569007446.0000,2742894578991146991616.0000,65486122646588968474247168.0000,124457.7555,6407741421357826048.0000,48060151015606116352.0000,78926843783.8247,7312468205151935488.0000,66549759621.4136,51431.2521,2397903584.5413,1254528276288829445300400685056.0000,274953182540941.1875,76305429521334386688.0000,2050857636599517696.0000,26450628137.9357,245806.1806,713469747145.2794,43311208718.9141,195918604069157280.0000,15529556161846.7227,1756624182.9189
1332.2214,234140.8360,180228186527.9253,14889455012977608.0000,150689408831197831080614766857292705955840.0000,1494802398751987704877170743448039246060015998726773871707831262106209913178738875432960.0000,534260982815325308643023727936292411734567011643359360466730723199111251312822368299388693607540574617152135749718251303016049262936888096813483683677706944409239552.0000,215897266907425780844799576080167847079280491248226438816498081453914643490086216655143706136108162076698113692438082886824098042980088637800142623141146592441057217615447215879936071734537838206630849202692800117250071313462958981574078775086842906823864895736277354151936.0000,5919797884641220739277623098018785489619547665552799308526948586236924336755387203800281903356547945202272656977324791111565146795819091926423578816955762477969586893185015857473183001599373626834944.0000,2598826900553164721770432216317292405315789921827805900014898141479855752858229685797917652872793195433185524664603756908830905311477510098085714004815552493954530116182176441848084019922995758140033708616612428107832710263784603648.0000,16336706986576045590128489390488876224444835549704779065157149184654232480182864468354154391904654411497206842499756065492243497650474314686631316022688441456048274065531762763477753484144676392633813490922653313997390148748181504.0000,1371140327928426350217930089347542352879445886138199310336.0000,957200980777092189536721298177021842086312341179310607117691634871967632303401469553231604072959401711720409446331902485831039917419855859906561248697887231632581368741888.0000,36697978140516304982723383859364806151961863324929481690060426703525982430860459969531808572412393841019456099522841253586087506570264009888991627641087449890816.0000,106762064306573393625837131241907510671477504389703643622713080480314912980028667848548155392.0000,1045793295442647347467091505368589349840952001298432.0000,3484430791123153874065423670785912347746025771889882424833325730794596522663503462400.0000,143637042623288431337275392.0000,27581262432416973252395891080064758348685711206089035646348381101422530265088.0000,245223603226056632605789785292798886981459840614793216.0000,3825159978968941294591066813799546371823144939771332577460224.0000,11703284857561995516869319951983592332064062500889642575769335704286694046683829399067601928192.0000,1156687866699753868465973231616.0000,856504.2053,250093840656023409797775570940446927960630362112.0000,4945957797141092565886391411004211454824986674946211048370335279341848784909697820355712455379037965775277756860334080.0000,210898590380242324743421851904978078103822806225360246219472896.0000,5792533689880333825955696553158978954241628754291551580826828434911830484024851451674099712.0000,8914219554529822851608781467458124429270304861474417067496693722775552.0000,415141850045822722846100326147561409740800.0000,1717858.8185,2201834833008486182761788972031780323328.0000,5792972234610420809546645369682851762521647189768884606367432704.0000,1113870072344249856089559098359619830215711730064182175415136730396575286874105152798720.0000,943723423921884454426812096069805703997539104986234880.0000,128202658723926777687721970967248896.0000
547.4831,73205.1740,14629398508.8195,174396900416158.0938,84869511382272441394454931177472.0000,1139380290430270789501702559462430526008125770067748323782054278856704.0000,289153560550379340788812196940696450344109475686701882884939787724970607181013467750176844663920018702885499900128369448203902379313890051283177900605440.0000,1066167577098609548716751317750620225975882996940885204356028589098522377376189645053510251462905203547569605380126419907605977385488796312192444470074857535693304197351745379326927790929413179169826015998175173142234475623319485808640.0000,32512426393448476482724104277391406717060810281711014035700574785070705321561880872033528101883665086767889488904026952484836862820485068167757362618842480640.0000,75912912282231517290645780913623709546229126654075584155424799966632542160532451022949458123112116136289474738551443991552914161009451250708106532022867627304764650810173521284562944.0000,96467947453910562701957481637800115372570364510303416487134160886905691934141367259244405122863923788192769596578747702909279945330943309833905095075177470016570793536314621267099109711413248.0000,40964470399959653298029267240824662820651008.0000,763056511995127414212113652210887350900655676611264184996352286079652328559166204878674611214035011126188819793802082491276621512704.0000,12871142064622137165491077259791203279482144242253053750098586892179519998635310006828408244410284726700082698411052206737233453661552640.0000,148591555579354302954087564822195915901255035079038259565816373575680.0000,401836299900392315422254942300463165773828765777920.0000,107485792367001304831016259598109350437664992006286489952955896803230744576.0000,187147173860356.1250,14750211988111388838479149771364083041411336597874535301120.0000,2142422944437407805238335478548085312831094784.0000,59700524523609899640762497860970217472.0000,5735566827304811959259371590358548512393721125960988822021644487879557120.0000,50461589678257440894746624.0000,8493535.3849,14218658552951976619763977682944.0000,228004358123891892683251759224981337101703410327266267358722118832973538901334736944666073104384.0000,37477537089077786286744556179196042847168222986240.0000,25321951492392766826381633560476148997749678202701169296674361190595428352.0000,2712121511454314014476912613921455549239341635811747125264384.0000,13393122793148686933704124137472.0000,7413211.9583,754246773664055246930722345189376.0000,13847739449898024929130973410783252411446198272.0000,6274953378344768933581797343513587935313357549528658272360543027200.0000,3369263906738972444151032990907574656776011776.0000,773709801143689881426161827840.0000
3611.7984,341.4585,36.9659,193936094180.3717,277284433.3926,26555069065950150334238162944.0000,4167437737895614480384.0000,16960843121727628708652862517296990359912448.0000,56179842122887496452463640344859029161964994560.0000,80012025481563686581193361923239416181607037426257603219905576960.0000,27825917939211916.0000,147908072657842272.0000,44494863083084327510132932332502957951025152.0000,55630834180646.4453,199771415639554227291673329664.0000,0.0000,22807943234783570223431680.0000,63126329844604.5312,1779011.3411,130229.5227,28846047517086587329445888.0000,9425759025698881536.0000,76274.8358,280.9300,6672611946571128.0000,6332131323253842944.0000,9002750759387.1660,1044237853709080448.0000,2727947709925.8403,25369076416.0840,328120.0322,198556685.0919,671725373052379392.0000,48576919864952072.0000,11399661.6489,30062852.2609
470.5922,2139.6483,87084.1079,904.4946,17961002870.2432,354529979242159936.0000,98608180165240649693487152289021952.0000,2837442638831064474718426011507043362848043433984.0000,1039572899419860745637460178894848.0000,315426754465016590595941302534144.0000,5916277031564079101709420687474736346333911845961728.0000,967023109.7450,168020979938338649862569984.0000,874356733046518421106469220086972416.0000,87360674035713.6719,736726876011026944.0000,2107805005170.0498,2307.2781,135609797996421906432.0000,618436400463874.1250,482915178.5080,447857146199051456.0000,153138517.8170,5981.1313,561889161.8010,578480997070982961168384.0000,3537085838312.1758,159008289554920256.0000,99701118982117.7188,180538124.5382,575.3946,190333017.5448,200769332469.9305,155133046679614720.0000,4851550952154.1982,98640550.9785
