1047.4055,1103.9733,1272.6885,66174924768.0439,34140916863892412.0000,1720963382753127754163778189985864910764796542976.0000,220279730678963146420372204575912207513477031875874166658562688270782240976092987569947236091039695201370112.0000,19285171151153522382368407552.0000,170161693587416688319539402285267288064.0000,353213726610013479291024326997461549593919488.0000,4475297433924819484672.0000,26117820561525564921077776766029168287795904512.0000,6482101816558371288385372228797551636495518088224184248340190330880.0000,585507051733035643320017388254758174720.0000,194863391581285822521484179142730560237993984.0000,51258674709281583486311360725985764835328.0000
1030.2112,1046.1449,1339.4894,14649470.4078,20073044584668368896.0000,153486434458381760593920000.0000,7631396757729555175459619349562301016189064010122128855912613320589312.0000,32742390173650580.0000,68631606499518926840397824.0000,1319275484240557136177790976.0000,81641892775347.5312,12613986818037689035035508736.0000,1072771147858123083560486069815423795200.0000,37600840144556035932160.0000,737613292544059976366161920.0000,290377487317593954975744.0000
968.0830,1090.6953,933.5755,11164.6001,42084115491.6959,7023172049.1088,60763749179.9602,445452543.3991,64706.1388,1842091804720.0544,18330.6663,174046570.5591,74807405790471.2969,8288160.0444,1343267570.7592,1344104617.0386
991.0631,1228.9837,1033.0903,15273139956.6766,389680329735117144064.0000,90982784306488387301988450122147693600226410496.0000,3370646828548778144009721180451036995426119924358116684490439779104718862775899200953442682011648.0000,9094537557924241547286896705536.0000,1807594784966286969871629708951552.0000,35276463918052046446552725608418889993378831794176.0000,102794395587913007104.0000,113264596283360249309330382026997486917255168.0000,401859821383353599468035905660875447985819841103754821777507586408448.0000,11043697970836286562355156123075477504.0000,131181684095134421747244912774756856856838144.0000,377256584763216935866080998157241750126592.0000
1043.2304,1261.9207,1319.9680,217570785992277.4688,1830847923317352595193856.0000,28013259974516605869948748086350671739008125326975091246891008.0000,828685246057223235625865749760676754329781137463282327755856111199979903873008068069409459996250159504360743923071401511317038694400.0000,30577384078016871829116682165710487552.0000,380108620642206651119697802522481084308914176.0000,80977775670733257131232801872967453314447394384759572398080.0000,98934176590737614663843840.0000,524643742340841927942194860026976447288935467085295779840.0000,18029024184687388165678315589950657937648959074606752725505866136704568916100511694848.0000,1303184878379117085595929510960931669172268564480.0000,9538192715786938219830663792814095313563101820434251776.0000,4493084526274339177425210503387562444241863757004800.0000
1035.5604,1147.3181,1148.4512,40840542283.7448,9937245797579803852800.0000,31737544233407301228852325369594625586482359157391360.0000,20679000501544931456954708455017055609144562461981614408894676987818726492735159115847975813815927044147511296.0000,4646978380968312720679480852480.0000,22632246843053382821876884150273309671424.0000,2691677742036022883712374607431359152969704538112.0000,76318956398781623435264.0000,5161999948976765515352030682022799826071947860508672.0000,4519985097413400388366537466356352119635603536105302024003634694002311168.0000,455784703752409609235196979383539211436032.0000,4052390130236842223894573211621265424130538209280.0000,442823617742538689712058130321383700601765888.0000
1030.3532,1138.7954,1217.3441,14659656911.9370,14731537924777707476877312.0000,4007642247461237480699179082962826668112084992.0000,340901151924254336433139936059783235614565664147334488857475365373361043958269761129589138554089373696.0000,6489100290462475324349218816.0000,645021633620098902556626951212239945728.0000,76890450552690850745643875683905554518640689152.0000,2877838042913689305088.0000,1719877007506796070068654191987870605625276760064.0000,116687638548880105412411191115676611232389376801184022054318257471488.0000,562858786485261895897909342536114110464.0000,17843936439943565705992161058821112032479150080.0000,557155414407516375188197786197880184242176.0000
1027.1300,1022.0414,1096.2608,18884364.7932,873961538710621312.0000,1091606510316417875429211787755520.0000,198705738916659964246813851371098047778789499125790474739122176000.0000,1290289272749324288.0000,405799177401929257489268736.0000,12632134352583106093052329984.0000,987663690392121.1250,21181326300885783655081327120613376.0000,78023933821115629086562485146835011655172096.0000,156067128023490674785517568.0000,5537640217559039065181577543680.0000,4181601009683136130687434752.0000
1008.5928,1009.3211,1035.2896,283767.0112,205880853419.6845,138741001322182066176.0000,612840493772797329734541547907353411584.0000,1049256733722.7123,815442607143094.6250,288201580439350560.0000,1703605899.9936,42203553565651091456.0000,120739062501277454307426304.0000,5812471705427433.0000,828214471985034880.0000,51656127269232936.0000
1002.1186,1026.9904,1015.8653,283847.8039,807513245.7651,226787237041593122816.0000,327247984259729869198730978745907268288512.0000,9381196701877.2832,3916337278244039.5000,71214596753826873344.0000,4192487442.3794,34123710330760482816.0000,16607932707296320836000022528.0000,27633298144998736.0000,9528264640564692992.0000,514862131710238080.0000
1009.5720,1006.3344,1089.0795,463578.5215,3959289161835.2568,10351196573904392.0000,40732310306004062324901543936.0000,3544294499.1203,5250549973.6514,602715284184.9440,5947991.5285,121977348553079.6094,348202019444386880.0000,124108666906.4468,629692538436.5211,309955387763.4301
1007.2362,1001.5089,1055.8003,15701.6173,458344176669.8423,405095400893.7473,4225277648898639265792.0000,3853598.2921,225890411399.1642,107393637519.6096,3529130.7032,43526356527086.8984,4910536617530926.0000,9420203077.8641,2123191603577.0024,35663355136.1593
1001.6340,998.1538,1005.2149,2235.3952,21662.2697,6959384.8648,1238007890896.8303,74714.3289,485828.3969,2008330.9184,17177.8187,4976770.4323,334092304.9198,625294.1687,2406243.1943,1074376.9327
1003.0630,994.9175,1014.8077,1584.1091,92403.9798,33968.5215,557181.6407,2049.8368,23424.7014,3947.9044,2418.0142,84774.9893,36344.6955,7030.0048,19831.4026,7464.8500
1006.2291,987.2205,1019.2323,1807.5401,22614.9617,1623412.9870,136641498657.2265,14529.4751,240833.0450,111672.0917,10606.4510,1218663.6137,11050675.7711,218539.7143,339735.3146,179909.5030
996.3477,1012.3365,993.2933,2865.9433,4843849.2702,78343628.6357,1948380207741.7769,558876.1204,1293846.6639,54149513.8570,31437.8601,95412407.5742,17141700206.6874,2634101.0715,32505646.5170,11743666.0480
1005.0778,994.5730,1019.5686,3603.0805,16191651.2282,1284178099.4630,756559361787962368.0000,741531.7442,535442141.4282,608246721.9274,342760.4822,16765853187.9217,3528500103428.6196,141033314.4734,3173336283.7863,308756476.5039
997.2824,1017.3750,995.4370,17022.3182,73319311.9756,9969828367475.7930,662433365008202164338688.0000,526772393.8521,3687063560.8210,3505722453468.8516,2771965.9953,3707584631911.4658,259486500603416640.0000,25228904790.8162,983801786203.8242,221925819581.4487
