999.8676,1000.3135,999.6418,1000.5292,1012.5588,1000.9246,974.9763,1023.6725,970.9034,1037.4066,991.6718,981.1732,1019.9857,993.8548,998.9057,1008.3468
1000.3682,999.1324,1001.0052,999.5078,983.1796,1022.0509,1184.0433,944.7156,1100.9867,922.0351,1027.6415,1081.5152,991.7137,1032.1207,1024.4840,994.1861
999.7776,1000.6924,1000.1206,1048.5744,2226.2292,1100.5620,1393.7022,1083.5656,997.1957,1089.3682,991.0361,1078.8488,1047.1126,997.2048,1018.4458,1017.8120
1003.4296,996.5107,1061.5342,2445.1745,2465874.2006,1110485.2206,312050250.9727,18771.3707,1297127.5274,57045.5578,9879.1721,4590820.4313,756219.8650,43496.6542,274032.1813,46651.5663
1033.8983,1080.5192,1921.9982,99943802.2735,21556676010115074863087476539392.0000,2106038862643678674944.0000,3519000429632844920616514084554897456373956608.0000,166997067876795.8750,15066999764323156.0000,357746058245784.0000,59456356.5981,11687795566228277297152.0000,59486897773017776128.0000,117459205540326.6406,55479814774885.5391,37483075094950.5234
990.4336,1621.0641,3525.6812,40645045375100112.0000,26788774726777240432350841971548080636822015705088.0000,1093521630971597776039492893310383479062528.0000,379251586218328022531383008582935508188679951129322501798100992.0000,23008376999877253499468120064.0000,607706130282643141427200.0000,7423844432297227136285569980563456.0000,17941176559276.0859,8234480043194862800259186941033971712.0000,316782846797641339705871557611031081457127784448.0000,101492762198609283763929088.0000,137766705635941110620557817151488.0000,3852436650005057593438661246976.0000
1284.3419,4445.8758,13404.2335,30265225993328508941885696376832.0000,380604123263903515072949323728306246478218894164981232521384558592.0000,304405811536139087186223017923800271044737648831958072842453186637950383532614268968835479179946036236838209644669920588466552703108191013527542038528.0000,inf,1179378687699715920178280154511453541125575894406128704239988897388566056758207014682755072.0000,19598240956841183775094265950276194101725741644490361525154637456536844615050493673741500935035854999628283904.0000,213885369115917645204353921483747075817509411749947840051714005685803365844220131920170429645566688688769561335970997161786114671044692371570688.0000,78586626745043056071528446011085914846716373160170251861622784.0000,1396891021890263512052218826848675512144760305017675101074674279425255150008836111774117837112707994433957163852250444664280186880.0000,45942440966231887280003109945500069634706597344094006588572578430841870120410650435419149420939173877952156803633441464326154055439009083679070816077769365645059363836333527752084564340042260463123770239877120.0000,78085452112272829432898590186570542755036551421552702464690694362149886162734374311198279115999467464078888070545408.0000,115613183979243488185862193751391241590863447283259847140004851541099553789252692081534790748815119000831804460219218927243591942144.0000,18670400114114169944369700879844704543141127860023936768176862224781452401805767951898570525537103839525862106259529136078848.0000
1046.6230,3688.7496,2452.6321,1163339843241920409108480.0000,7003799856282958268417149193921980054937515070562538771808120325125068986808764014264320.0000,309688509929730998988520491433524648281502253278439903093702984060499227342444898145531697885151402183833310548457607397376000.0000,28994570784252391767448822361769436549985755891366819364111683449535524840551140725566913828061545107555893254530838001463775951504386198303232365948875779478478885205711202342440201196842470557448150941099114503242347263819776.0000,174760418271368398420948169216818904023442110706170817549407180617638683344896.0000,1105340409174780583230670279945961459491056040232803195229912118002024347646612733952.0000,1398709399876884247924921526406795788026978255455683263295058698306126792033720548186161914407610497407067748516455514112.0000,1718515824879900685298464862228004441185903968256.0000,316979338203281846581960918655634883385085787179995637281180223789348360241520098518917488366933002618415683025401762807808.0000,241175457140922459253639337310714891067607029086961948092548815033400547217007840612677351379772912795410832993367816299800987103509711231886986534060855562213671650088452096.0000,272322220217463047179627689306349495373227795818538293840076685357799268528318590037182644224.0000,101673322528031679532394975354081928623624005650910287304283673339673128325193184876825929274766209837090945892352.0000,11796735254452167712987021282076990740376521711839487298498142355399929574075348411765922849093195629854720.0000
1221.5804,710.4402,2372.5785,5232455.9051,16269218258956503040.0000,21718600615364214216720384.0000,43131614374104794870488945633280612710911103530147504404250569530803081687806771200.0000,193.3684,541620631634373262995263251778588517697847296.0000,20270133.4058,3280259902308790272.0000,4005901740086051556194937451150340767350784.0000,22435494703046561908909932544.0000,165179516414403833000624128.0000,224072125773024173628890021888.0000,9690238598892214272.0000
934.7184,1299.4355,986.8108,312419429.8175,2231736440017371004928.0000,666899930135229007931201552384.0000,19477957794135519771013850335981551830178187254138142720.0000,2063649965035066123878400.0000,324508762285.2802,1272745212471900855021654132834435072.0000,5444294083.0947,64453727561133744.0000,321493848806748942888597855960304353017856.0000,89213808823260839936.0000,23538225956763822194688.0000,4520730833054550546448384.0000
1084.9930,913.6613,1615.1904,1034264.6731,74539912185080772554653696.0000,501558788559047135068160.0000,46939917905053015094499973299770849677541376.0000,32426834.6217,9191033155717090517188608.0000,66296443.1068,734890204490.5148,20847102387029574513550493220864.0000,20026341360285327032320.0000,678871020743773824.0000,1122458288643698327552.0000,8317739926739588.0000
961.2192,1393.2737,1428.0734,107181317958.9015,769400584578043922844524118022291456.0000,2060986423597823492284845137107523687415808.0000,9496750699734296083764735938706336260003984437098628049913913126495469592117248.0000,2706394040868499466812999598080.0000,48069690600393384.0000,6965981576506860368177175157215715945086976.0000,16505217254156.7871,6837153546192478538901225472.0000,214773364840182511338745323262009263675671432224833536.0000,16814937087785995034714701824.0000,204853937391126248180657684480.0000,332815028269428240866756756766720.0000
994.3999,1186.2682,1149.9386,55012206785.2652,879912881008303958621421568.0000,66175696851058825635850052759257301909504.0000,8949744816059099555798042029640032023288671338488351423294259422975710199808.0000,122433523106819585085538304.0000,45557341378110103224320.0000,14380170706511761830527355196421439488.0000,1805034932814520.2500,30392877442592932971338890217521152.0000,8459827519373570212182618089078421367869847415816192.0000,64697231661815330063865872384.0000,160917917383478755414793705750528.0000,107421604699170372492213524365312.0000
