897.0039,896.9885,897.0215,896.7849,896.8048,897.1430,902.1487,896.1030,896.6505,895.9715,898.9554,897.0988,897.6362,896.2860,896.0142,897.1497,896.9130,896.7266,897.5647,897.1314,896.8324,896.7492,896.7387,897.2038,897.2700,897.1891,896.8465,897.1597,896.9253
896.9753,897.0726,896.8692,898.5846,901.1043,903.0991,915.0612,966.3328,934.7443,908.1175,901.3376,926.9179,914.7243,915.7864,904.4560,897.0077,898.4783,899.2244,894.2159,896.4894,898.5741,898.8032,899.2553,897.5937,895.8567,896.4939,898.1383,896.2176,897.6839
896.2944,899.0767,893.5644,964.7461,1207.5020,1535.9888,3121.8768,37852.7420,5695.3314,1607.9971,1912.7867,5718.9237,3135.5595,2739.1107,1211.7425,956.9091,990.8048,993.1102,863.5036,900.4103,971.0071,963.0059,1000.4781,1036.3324,893.9225,920.2389,940.0478,886.2991,928.4472
900.7930,886.1023,964.3529,3325.1647,4706953.4233,518053588.4984,22673755645318285754368.0000,119662442040581744.0000,187029611786223.6875,236820.3287,6485026226647.2256,19516535391862.4141,51774190150.0228,3699502550.8355,27228.9241,41471.3852,18998.0675,6242.5316,39298.8970,3934.4294,5801.7515,1671.3956,3828.9413,162325.7007,6309.4007,13198.8388,1704.7944,3723.5045,1989.8188
895.2436,902.9976,1410.6025,1829856.5463,1547067399278971136.0000,1655692154551681143277617152.0000,34937633308415399812570981137270177792.0000,441826897235771228770677907420872704.0000,522637878757409180090368.0000,2631389152065.5757,2230876712254920960.0000,1004322774061053902848.0000,2054811313770658816.0000,5015608208743.4492,12137515.2540,404975527.7743,149643.0849,3149257.2927,132528097.1357,83653.5237,88888.0313,7064.9877,180484.4066,62662854272.9891,89845.7886,269430.5389,11467.6656,21706.1453,8333.9583
907.4637,868.2270,1159.2136,675229.6763,2028181880395.8108,5893723721803264.0000,52946399155004745051603719101278589863201999945728.0000,7906794190408895105747965048808013824.0000,357501115523987811426827965776789504.0000,21625007221958.8711,69974517855009491648512.0000,16652373965715639648984760320.0000,2564511350616286922880088801280.0000,146935224113357324288.0000,2705831.3767,36457899.1477,7855935.0834,86751.7159,18780596.3296,90272.9860,1165146.8601,23945.1219,1636451.7868,1381539860.7065,9608113.9782,1454611.6526,9740.9980,75228.7793,67638.4319
853.7708,1057.3736,3058.5815,5782895424314773.0000,6541522996127291662553948841510478807040.0000,3021114573260599286390027209587379206732836132356096.0000,140066940946868965306524741092521070068056522889714726928730887702329304389739610112.0000,2499071892374642271852098773929430430455733526033240357458185508958427757600537914209720590880553758575381435994687289126020863446510119477356016864081936334071155657801258237952.0000,5004575218016211798557734693811171107847422561879717455705192755650877076033030695547401636207188812113865045180416.0000,995096081404255979543958981417452269735400527888384.0000,258276840551277463731451653955321086267680227250544022913024.0000,7624266421627182718568407484489401044489289630651790960199635407692797567538939282920327615629504914401072775168.0000,10721154885912085250528204537110507240808797113788003503017904207487987705739862718015109555290112.0000,1732331476048637115594868292064873543026852570386479123506732319156719321088.0000,4882689955430754150252544.0000,56464220444126897556684800.0000,8315766170881601536.0000,206630641670437896192.0000,818473223831389339648.0000,43953145870662.3906,2261924720913412.0000,3768663329236.1934,787341393676664438784.0000,129648606381473608354759523986046976.0000,18686872248769652.0000,384271914529431872.0000,166597980903.3666,93279144.0749,204292108908.5629
945.7456,795.7361,2131.9924,830419058552.9720,1543767225364531097108480.0000,243030728573749963172444372992.0000,1288916065537182450153930007402896798764754443487964605946853754012074662248578481984180454755113726408288664052690009878122711318334953885942741274224609200433135748313576808221453949279483723776.0000,66084381962728258925187663944891280071704627062591378571721766576349390556153942176210147416457504303482605299147052916474999963883492756311219905431931992765700934485834331386822035907306092019775792603101047734245301880193051262976.0000,5668020116135476367935144608402467901703729587168003691628531933055856790536521329377987329761378173176623824574276127071864132866153367009402411901010313216.0000,12057137747219638639184422529883693460345894367445869658112.0000,110050026714436961858747050863703463617630930455577412034871824612796068335448517998608248451087081017739817644118849355776.0000,14086631862422882319922450865762720584048743410213257330724387269975259274862167584624987474735055076846555382684757612883014221048308589943283477013869828767744.0000,507034787670874471044695777636948440916341114035581794776929784739992267417652019907863710241472872247330843599189113561080405427568508928.0000,491772812013294098235928965826150163168845109862598752309061532885032236822872723849382618622897730617344.0000,17465960668918073979305984.0000,423627023639855045441165513981952.0000,57795059212329839316808237056.0000,1405994738518040772608.0000,7858132573137676188552003584000.0000,61956560105302212608.0000,64793704426665230336.0000,404338510661195.0625,663616220542840990597120.0000,539407321159279247839368587409002927684059136.0000,5528070902902129296408576.0000,6577668577901202325414871040.0000,33295398642741.5781,1067393174324841.5000,110242780246244.8906
877.6676,988.4755,1407.7229,31372746084383.1484,520051353905046142100439040.0000,1052030747918955406622606753792.0000,26874167083132703126966287498026759537824511328116907914149405703755216453161775259931901044487422557176705178171676177392129975684658427498332160.0000,2958635747509932183318304707880696676966619072869982661724593765497269717068296732853938498741118984417157453385964616335440715497897951881089663339008948909675310650422667977485824468220317328486415220616069600510510341310659205517017088.0000,8388911267718320685651854454635033688757353396243185649934627727098636795250328797526559305721560143134895460069806593830975988064346807443317513059206955008.0000,227105273542254307736594061430436420090568177564956556443846180864.0000,266481749729193697996036244481360431973484952517978038641632983561285727150477767768225479946810687488.0000,6796030937732614915934534965690916463093285944188541961400422370114827060311870800085852278424122596581715297646909588632448453759498766403065460271150530560.0000,828585204678325385802345293995236798503469960838734578593308740164653803532416529219783757055667092302345794577316591495513357942784.0000,493382876059380453648454255214045153940289593702094617086382119825829633334493019945645580924572185523126272.0000,153958384392604011645779044204544.0000,6932477709792257891764214431744.0000,33485460255575116549122424832.0000,134082863535358967021568.0000,73583678692223494482034688.0000,860641147464723712.0000,310826480920463343616.0000,9773363632327436.0000,10589546688287172907237376.0000,1331504143416301927885171282326685000663040.0000,7976176933442634645504.0000,37411266886954097376755712.0000,228707619139925.1875,10463006148982.9551,177416322067921.6250
882.3186,974.2714,990.7041,5052442256.6601,20189219679084.8203,122525717.7287,45369200875071522667216196496109044943882567817958975645320266664884029886138350764917057450898910416945691621725228156698412666892383698939866644959340719488429457408000.0000,53154997230427516734626790533372696500792342510922035808754208920544083804962091142968792296378613550302332740532277039433780258730282617968788927926252756400545917041207393608240290979254921658204785745793560582235678656664961024.0000,8424112640365235338717353822448707537756228495679011458896612915369746378698364090966595464519445540870763592307433398700388397315613615993665769879300732609679547701395456.0000,2019124648221005020086104416802352928284022933565044952802709733376.0000,45826211146472877373485001732491775505300880234128132225357510677032087798787113861067908311002539186192384.0000,47802849023612624656524874870580722835373348415129305778091322305852875058128384513224125359576574101016984653707376997678604722268873551685273887671600570957824.0000,18707956631696826381797952950693164529454414461548189377780154396119773702265675006509421465166284355176904252559089646865805926239395905536.0000,2758823532332543734397839536974950090824795311197363904218667989044023820430403019204538374552632506836450279424.0000,611730062614510857399387541209088.0000,791803835228633956452663296.0000,254029557227397288545488994304.0000,7202015400644602494976.0000,125087898416615646035968.0000,273443865132552576.0000,17746293478185127378944.0000,10470398904776642.0000,15821767961070538531536896.0000,1346950838418391610783283663663404154880.0000,150466643202272200228864.0000,14616094346872713027518464.0000,72285802150569.1719,29261978242716.4844,1954566413063617.2500
