836.0453,857.5314,815.1078,848.7447,832.1977,840.3360,842.6183,854.4637,845.1045,834.9730,826.9526,845.0116,837.0020,835.0149,856.9861,825.0213,833.4998,853.0870,829.9854,856.8397,848.0048,798.9347,852.0701,857.5022,841.9835,829.1109,830.9631,844.1959,851.0457,828.7121,838.7662
847.3024,803.1005,941.9130,834.0108,901.2045,867.6696,852.0857,800.1052,827.6286,855.2315,874.1835,822.8723,849.5427,856.4479,794.5694,879.4794,857.8407,807.7068,865.7466,806.0893,820.1201,970.5471,813.2160,793.1550,834.7618,871.2788,864.8580,829.4864,808.1087,869.1341,840.2392
834.9973,955.2406,1029.5647,975.8963,901.6304,858.0202,926.7402,873.6990,866.9490,853.5574,819.8985,852.4894,839.1050,870.9057,889.7619,822.0709,836.3807,889.9281,841.8408,877.7464,872.1997,785.2447,863.1349,879.7706,870.6833,835.0988,827.6513,850.4023,870.7620,821.3379,839.1389
958.5689,28689.9665,3732909.8436,766490.4113,1863881.8663,454109.6394,42069.9730,1957.0614,5366.1345,10195.2636,1813.4279,983.8525,5308.2009,21437.1185,4739.1519,1841.5800,4185.0700,4460.4508,2899.6003,39467.5275,6552.7015,26439.3566,9784.0216,2249.5768,11071.3463,8355.4421,3349.4136,3551.2723,1253.5652,1623.9862,1108.9709
4714.3548,661695219323182976.0000,13340578565806754118036193542144.0000,29440150052353.4570,594287543960267522048.0000,146864662481216704.0000,11729923190796685672448.0000,71406149.9268,108569102582.3197,1952647696949.4871,406395.4159,10736.0694,72858147.3261,28299886590.2336,2112696613.2265,1970484.2238,182613550.0489,1704682666649.4453,6192930452.3923,12488838202.1020,232069252725.5335,19523896017423.7109,22928628234.0920,154268878.2656,760611321330.2814,199031205635.0672,274573808.0037,287081165.1746,7055904.5064,384177.5365,60745.1337
7914.3808,62846016323530306241833722263640211456.0000,28553027044353461798208262698133330682147269207515987968.0000,684066383794100882425201476168056832.0000,504557840458889316488091552188381265920.0000,106883901134611480998888748468928512.0000,1065402080695760782059604752159551258624.0000,6612918436723550208.0000,187579965862237274112.0000,293063810614835728613376.0000,773573.3235,1307540613.6018,10479449010857946.0000,843078812127298.6250,11014859120090043966816256.0000,4098691.0153,19539370445922228.0000,52623087500852908261376.0000,1006105333985.5609,8610818750940953139021566967808.0000,47418819415657260137840640.0000,12754552704.0380,21161450973906947912237056.0000,43130812803268280320.0000,1316251025028513005568.0000,2461779673815026688.0000,15933530195484.6719,10849234719203000.0000,34454428587303.5469,199474.1338,6069735.0305
7865293.1805,5895851295148443444469386445083377772180243123432105996274919305516062234884139972033314979798940071024879570942958412035270901760.0000,589117629546640775277307786873879302377353319917779723388051720387262212028205676666000763150708715758062176937474564442768592958959602115378570895368164959194564703159383121461248.0000,153093990820773646708568263451606531532174657761494490506879743097364622334740929632527654257595638971272087239299701469430232234345000391006238877628059615232.0000,838500814748651445925099721394135353662956274438444241154279934376232407087152014193760300316919857824668023410681182334465047521357718411299938581375397636645324661510006051246865517012725914948161389281148928.0000,1095938383745293570012665482602103900862681444945139475305214303180032942364502798405785401562482697405567011360283447682800591774691826439785030962843143876101142488559780133275884687720448.0000,193036679781063934055379141173161716065685657738342300338464772488951398885091365167098330646340938799142017195092591949665477043519345494184843900276347583059420250112.0000,163658422822453700214918727099854776150562157431164502016.0000,739582414629910981157289137677315323734534462665274510036747791018832649256960.0000,2638101242183282125421642680055486164245814324247089675051540147756597248.0000,8721125293814660712372371456.0000,347104396302904768.0000,8922141285873586329892965332603368365277318514072204823771111995988611432448.0000,486007405256478233975403792636015967337214556416309323974087196781947118211742079909888.0000,2874309457193064989462639936686571198696879168415853168295936.0000,5913104128646014.0000,4887714572749909093576331886946146017543623395909569634893824.0000,15728725170291787984734036802757206481794192711258582850069286602575620408870837374263754752.0000,13661801270820068264176289952279849598976.0000,44109853452472644302637523129752049094125487514365853849964695328559962749143412418151297191933971090339393629245984229315051520.0000,57768129377737424341331250713474846050363218969367903282406536314716296881278812160.0000,1047522521323907305314260021824686507147578716874600592068654290286631704580908456025728149880832.0000,7892259836070488155366691789543105068129868360623804417522786604242393825623388970955703401007225486966784.0000,1542887838760705833079328887215391398658831054233484278179561472.0000,150911835142161569151194273379522709389486581469982224285696.0000,25199991048742330387370860508013703674540926736323807219017916088320.0000,357519551349540324646125052568021809420819988512731006238720.0000,410061396890111078004375940042059407619973590368805910601848185278764679168.0000,8467122716438522101430876170391342501813288960.0000,162347883717991276921818307362816.0000,1499198899422913280266469376.0000
1735600.4531,5097749361155686147983524702449946020745765760697378541721281936725802564719187438157617777007306735616.0000,13251956990045614250320833297822256292045009352988118609365926156581162594716477502567024838474550490122364618100123525850466831002094188625920.0000,413499896303942801801718392048329301371043846984263312965183114697201253020472505105108906199352459443915822761175416832.0000,94377667769551461492104980598911400795756010916065860946082423984432058184174884900254002202574905740355469647301627986339850054050991274841274109898478852243456.0000,5427904748710532382985028411459271609546576649879262532843670979785740981448062158179563992334250944268237227210873655512598704586199505993063202816.0000,658451869307148191242458064087534215264766668395374591928012599106691605880535067507041169750041759442990457444366916463362048.0000,17099891017527230759263582086255301211493476046209024.0000,1742774783199088539591472933810802192644438677421699140252080275456.0000,136923976328287786569510915737062061982547018248155183825551360.0000,1043730506088416018432.0000,73576688604158197760.0000,14345258901823130153925047888731844799411858200656170975232.0000,724719066098669872773352501226252225546259200785715822592.0000,64418441496903876231968843955407619036961163221656846953611264.0000,2184672429993.4075,5809043534075456003005568266344141254607775989760.0000,1349151156037838282217379232758779932703591377229280372817917258493383933952.0000,1451806005922304314830749696.0000,135582950307126437574662048157195888247366225291578808211239153820648105142743525322284922294559913120741982208.0000,18983654031027489807922905739897149573720370834893205911189155466969088.0000,2563961834391750956413407461862570209837149334956511592448.0000,73905560696092494516383574028545841244276721904993378911588758223849956338792296255324160.0000,967343660899824918019664188995161324650384427720198984826880.0000,21421462352412396809553956197292175223985848955807429820416.0000,192582424174973429984229984382229504379177928115617792.0000,1573576496524509625115286335221096593865310208.0000,1362744816759262836245970257807381115663521844435849719054336.0000,1441372924771368290715073381372256059392.0000,8056039926649807962112.0000,5647021111238579978240.0000
356382.4391,6735809403287528.0000,985629919288326074962823447532274650040352752271360.0000,511532264610442108018352803807232.0000,407874930066721909545981696946951218146085515034624.0000,12307964199516870659367734443884779929600.0000,237154497180628921092031066931200.0000,0.4721,7634867524.6112,1721318561850909.5000,24253867694101956.0000,38.4862,352533477165041600.0000,826874855435254022275072.0000,0.2447,52124334406022616.0000,15378462686419332.0000,5764222.6042,57438569725716.3672,145244898253793.5938,39191667.1880,836704922636003719316444186881327126948357081137152.0000,441759438325.9316,0.0378,14979119949.3738,16769258997610758144.0000,608017521468148864.0000,408374148443.7006,43.3842,2208981900450248.2500,4947357.3906
303.8028,33258320997203214284168737325056.0000,14096299158163918022164611072.0000,97540380537170640726847209340928.0000,19721912941560577633452087559025852416.0000,13508990786173010059554813275799552.0000,1474738976656963153851190547054592.0000,23777300566737140.0000,349843555450277184.0000,11975516453565.2637,852.3587,4999468.6539,42416990574601.4531,13481191268173214.0000,48579010363880592.0000,2.6722,4860070052.6428,34494931272088814616576.0000,963307.9791,11559916845470133027401105408.0000,4112266417384759808.0000,890842.3162,245066091115250356060160.0000,2241970717403374592.0000,12886219367767.4648,4296853206.2492,2887365064.4889,19200185616689808.0000,84845170859716.7344,15378.4897,3103629.3503
