825.9986,826.1660,824.7948,823.7724,799.2765,971.6675,1026.7646,1897.9138,1308.3533,1194.3314,154.3080,3068.1784,698.2547,727.4926,1692.8793,422.2941,1334.5501,2399.3490,950.7398,662.9146,817.2184,891.2427,671.0663,881.1310,1043.7123,875.2060,862.2877,797.0246,882.0486,870.2363,989.0691,735.8888,915.0479,835.6076,820.0326,734.2547,756.1408,894.8205,788.9461,906.7785,790.9504,836.2026,859.8589,790.9044,821.3790
826.0014,825.8578,827.3710,831.8339,900.7106,8487.7357,38895.4380,4540.0970,5299.3698,5175.5667,15667.2262,1162.0479,1375.4661,2873.4150,2638.2778,6064.4665,5581.5921,4498.6817,14417.3540,7231.2207,2821.0205,1189.3322,1551.7202,2120.5001,1622.0430,3655.2936,4594.4031,1600.7346,1047.3600,852.3446,775.2628,1052.3063,793.5357,1008.0455,961.2506,985.0058,905.6027,782.9607,889.3118,837.6011,943.9333,829.1466,803.8527,867.8748,831.7174
826.0062,825.4463,831.4400,933.2507,1449.2272,39301059.2366,765393631.8918,916853.6946,1767715.7385,4945468.0431,145819251.7060,4452.1413,10385.0655,358626.3640,184070.7446,3993261.3969,2588789.7859,664479.0090,100512477.6694,7911916.5555,493328.6595,6142.4468,20163.0679,71828.8545,32843.2327,421092.0163,1430320.0874,35155.1663,3955.1636,1290.2949,869.1485,3302.8359,866.2099,3248.8667,2179.0966,2132.0767,1231.9732,732.1515,1233.8157,1246.5969,1953.8185,904.1866,776.3375,1045.2826,855.0888
825.9948,827.5284,823.5206,1273.2691,3500.8830,127779219339.6468,1781529784242892439552.0000,3474935958458769.0000,2716350605987949.5000,550065181.4935,164.3486,584059837341118.6250,163560.9874,2855424059.6274,13651486035.3661,37897112.1364,465194723329.6920,28460086967467368.0000,2993567954159.2212,715608504.6848,13589875.2878,3512778.0137,105884.5958,261202477.2606,21533206.6561,13358482921.3036,5579354288.2838,744572.1934,236699.9066,5589.3386,53369.5307,4319.2183,8999.2173,27651.6235,25014.0622,1398.5494,548.0920,2907.3705,1579.4364,12948.3863,5074.7858,1307.8383,1580.8046,763.2151,835.3431
826.0194,827.4511,868.7757,13101.7882,330767.2842,5021751509830560798681858048.0000,30443113321139017917207377084416.0000,26582269847419838464.0000,4471446072593518428160.0000,4440212230557094379520.0000,13907578298958483456.0000,165075973770941.4375,362341145.2007,612153184656669.1250,120382052938550464.0000,912688956371133.8750,8381406375110141952.0000,2305948820939978752.0000,42286326251980358418432.0000,241363881319851648.0000,2340692778782409.5000,17643725.5728,69344297.8154,221758292347.7610,197310023861.5733,21699385695449.3984,12220243462808430.0000,64243238289.1724,5927641.3904,76784.9230,32317.1428,381880.0861,14506.5255,1769297.1632,117403.4745,52332.5495,2715.0837,3162.5452,5637.6890,79132.0474,95199.1688,4410.9279,1648.1953,2258.6735,985.1185
826.0864,838.4837,1113.5281,39532.1041,210335401.7003,2492861462194317895926631095432570506763878188516276542485310994382848.0000,296863729088495060483715020313760087168513348247427743744.0000,928974030321880544333494545800918376549523287100645965824.0000,6804816247882837184789059225231675416593301504.0000,81093186321295267396749019722824624222615322290326339584.0000,2648204229803939419564015616.0000,956037602368456709689583510476520074608902144.0000,20663614845572508.0000,105669454355697759449941953466073088.0000,10081948210257835413942043696419375453949766139904.0000,2530481969649636885705097478144.0000,8793051382449500068872765647166978128910543966586273792.0000,19739143376749900438819406663365808526463308150168809897984.0000,10700997558499614053017454639605447620936636275910262036365312.0000,145889013684835453590868647469493143415554048.0000,23971764085761268817475022490009862144.0000,116683745006426208.0000,83766587108748304.0000,30747918175001111727687335936.0000,2010703728367983837503782125568.0000,1331247120083824975439775270113902592.0000,1964254431483597542178328155816655054700544.0000,35925470476789792446087168.0000,3920940903085622.0000,12183958723.9566,10703690348.5596,41810597579.8368,226843248.4997,48965114669787.6953,29046625106.6611,77072228.7607,17408.8821,1076962.3474,635033.5205,33812279989.4100,3129294180.9551,1014124.3636,45264.3327,33759.3971,2239.3848
826.4297,828.8713,891.9635,2900.0660,38527728.0978,214828374555618299551892686857366448314277096580567269810199032556425314304.0000,2386003960901502175427936323680162804381731305272200228607891172333656408386961408.0000,40413916665629276615991592419093934771197499777528052317563926744748339679808641337311220700276588544.0000,12545680708458091340300150461121892519703984506805125700038688768.0000,589595573849416058919005286319452132780138585421684474409913895823028256891990680723783680.0000,185636060045582740239455673508367533433776727174635375660752338681856.0000,393296667375386588889823236540031244206993700167920342351467541672663176970240.0000,46101127071284591340235522048.0000,101119904527958931235754635893492703509060770653536256.0000,37149206694999601263706714453604075366495589529482814634544249209466269612695569301504.0000,1505286769229721892872053204821349637342285378896031328356751275862536705015808.0000,923583708196123050605506656176887702628901510929894797874857726872906102378211672974927160517872192585728.0000,1456992529279622503472625855977740417878921467762034294081210885518896786918215101920847668154148191991564769165312.0000,1718218151259561676632608400278677594647579955479594689359229133693920579132262513344430591441685234860016519121639510638592.0000,277206975280917456232431078333570963699136250463095400225296704314853543158517090655023709290496.0000,3241707440632702451355055207057992369619284873477107054293862974488576.0000,508114756404625650483328371787883872256.0000,4747204188655523281786038499649532198912.0000,5110872453579296343083408865697020937428101119815843808391725056.0000,1349264327163631611862280179161536862491534776310479978496.0000,10672721273716755916220255662445922875543789324038490568431895602847522201748373504.0000,110572666224448931528687526787103075542878178425957875464324616457263584279608378630602752.0000,729860217003788453354519732578212188847888924672.0000,502960295131637444698729992945664.0000,362333420417200128.0000,1532164740398921216.0000,5038642290345837068288.0000,368194106590727.1875,2005985732957749505505099776.0000,5905858630505488973824.0000,6000518044435650.0000,17682824.7104,5103354672.5716,3920080015.9175,10453374621440391168.0000,12100340468164853760.0000,725582571.9211,8690851.4184,26645936.7909,26853.2437
827.1273,825.7420,939.5773,5748.3787,303576.9484,5405891370198865859823091400594642079747489058164134141471169183744.0000,873991215425224464271636843813729260130610268359116068126020052290091236316556359646595204624544946287179065727909504686106767105163172127401075613515405342466277420811943936.0000,4438821102564971561853581815840256574202866676036580174920686344497411716761854238083333754876687341475103799845075151543815277774528304104663612167243060168060043264.0000,16811208333415787869223290108933004041908310668369328608072504913914492345600966656.0000,219384105559656816688399391764696453447854539845333200603976864770263831579866186903740601328773040063905792.0000,304537671606679088097788446801699273659763250706194025641727618889584819224611252757030470481682104320.0000,3565353224848847527994498481300249083263906412616824926292327287722628815219561012300015459448552079050562718837168972658376704.0000,66339494367907818949795077020084322480742841832177664.0000,1366585966720187495028543982285300649270118559911449680797287100425931028593398066210184371271759330760175124480.0000,20533083733746158055876091844596662200538611808992258080318890670770317281442751293335352209143615346515455148634510291895851608440832.0000,523404358630154226320101766460810817331332223911773303892524851424214930527639170697345231434229065266233360027307113170351230550016.0000,199836992132363426427120852873481981913004221777788422162631248844555659831730252613404759780106617748438581827415109478571074782694893951002482413081901964280787311263744.0000,2071536741032983082278245361853741358402444793427314436912632012885278059792597055504754866150169508183780894275843681739394974195910614206883715995915821577994237298546775932827971275777765389700694016.0000,37102855231035720461597588268573733681097530419932415245413582653835018497870694855202360970312691132506547713791008537281069027096229996794692735195028102797794788007068033644265778913319834893165042597888.0000,685642404161186961414928001642159546522057044433047165618009959258264700090837134804931219181159377240444271995687004318485973826323981874472484243209453568.0000,541314715910458547205917203184765492401142048873747649617907209642352401059214058939670426357216575488.0000,121686134673687437375441494826054910097996864882026470394592472596480.0000,88152302720369386159666622464795039026616869121796467972674538176512.0000,21565257714508955708798517169419661977163584353718078784344693166492656188478368837355942530715922968084480.0000,356633723517289590647906223059643315152872029308201279197683796496500230915455511302452019200.0000,208714432646390261028038865277739366161575839481233497890304610281985131208360208076429888293661209114778671461886550568432544262339701082423296.0000,121739215946591408390914171809843933297980559193671420013250420897112257226187283296310537159572282924155517222481048592469184551164111818141466624.0000,46457927129528825889350780627279688082560637838003485737490243521911717888.0000,1482838653283409570681362949488794582682156949070413824.0000,473243990087895637599191040.0000,39000302574942542145274467319808.0000,654684959810070800277108826870644736.0000,118939210629339370487808.0000,164713233455335207699046558243027688712306688.0000,94814008973832425634710808763081687040.0000,12611337283989002556276736.0000,6905844250.3836,1066107817963222.6250,191636335049814752.0000,4188968810867822085677965639680.0000,940617743060249400292900077568.0000,469347312390.6535,101888896543.7160,14987346513.5288,599416.6637
826.5521,829.3162,855.6747,1705.5354,12839.0455,130882884813122237918633992947286146908981935750595045238834204778893934592.0000,33062745537967941670202661404133715598674698906838597582841783512680230466198697246383183885007255903243278890303488.0000,6201672040995758973045154977451303815995003364405115614527187225508115033331517981610726993230188033140252313552729947367930654097408.0000,3254190234302212562002488905001131436646967803904.0000,1173295418279122511886773846885537528024143325493811979579297819463717789553624350720.0000,5405370706801223188780928244051160747131921645336152062040211456.0000,25303473257460922042324072117096184572340394764094820854810928307604862275998290501238851209527296.0000,195035991261935299066428721816640946176.0000,44936337447608352650612464372431516894237625810867541943481169708210876055552.0000,1465267797354859999458434318694021762937998962828701176403155069799045505959922537093089743056929981059825664.0000,346655154625375730781066255582601030422398194156853301800979229504687544117231616.0000,19338538468517641743402002954433886725977181981776932724698431293664949746478278822359959749185950492074425512175655747605122514944.0000,665347747666521070194077371766376993265959769672079263051513144876217226935877097048026696633868416267054375311795336019510218536563167214737185199620096.0000,24715016997640301597975817425131796069796997493469077391649112897601350312795310507200603069979695482504846088337363667443862995208935789474405796544512.0000,737970508604564076505483567749329628821805539224543440533534475558266094915509306041349506521889587912083767296.0000,61667497847560284179621987672288757309598229753401890658017625292375611932672.0000,440141783175402885332828899414869153039593242624.0000,7471503701734805171691424583983973250612854784.0000,1594855021073700487157796721917759898578831348335108951976896508844432162816.0000,220487936881831685292262672239607502022355815659218340117647431980548096.0000,2444622100854659551994071194526497746598912039809997548208411938243829290809694683709684345856851968.0000,288526454245121484624382685435023908143643920001371045593194426936549890488889550112569449297250367832064.0000,53764064569253549646647179607750431501121924565565440.0000,560518579151660488204880151411102318592.0000,616738903607879532544.0000,934354875873756897607680.0000,8215014967534281824403456.0000,624053957712732416.0000,324938563980696955435869792108544.0000,738039960470092748614008832.0000,392263483882648320.0000,10495426.3868,682875159235.2059,565644049328.4639,319555355771197643030528.0000,3351345611022081196032.0000,6576259147.6315,598484355.4397,46232753.1069,55134.7273
826.7481,831.8983,858.6349,2140.6298,3721.9154,2377728939006892788959193358882419340397829138357572469784576.0000,2604359102008305093035273580136270919446599093529601804364553097103281714964021539723417803225814952509848956503015796312007806206378286242083110912.0000,109879379691615158017250464097620457674591144510827285475333011902664121002589932859894225996358095754868680755622498997412358634201151902269525937849764937728.0000,1551935640822082604176533948001383018551586955471193413573636433670686148100332978176.0000,83089276545110016603083089330258821073214374310049583259332400181298845932254152633790496768.0000,188341757416919116827925610964021111114041732752649670264619008.0000,161978093881895645574056020950570464390517695219157427723685642718200726363531111699811282722892237987718313931826520035164160.0000,94823393977181968159311158215133742499889152.0000,122736698433558720405191003959287081315702088439478294744384021064824788752076832101105664.0000,211699695475897418299072612736139559116371332165938415474087475041085761437544211163766944533050996584333379998005831810416640.0000,11985380409164771939440627615624019322109202535403037282550960763253822494071690432932124557312.0000,246068207710091405714315625708560751826273593008710815650595731782613801435191114257611118486575672455735466328681929832037744748070268211609336270553088.0000,754033273513754133239796297018787167067880365866652752366405783875423962285643899020892293199742162047088027066063755206035275943282773211523791572963744376233701088598399586592121421824.0000,17579975220138827377855839384429163649581956410667653443343227389496079667290547516645819233757716224827019199046116831987189829719706594151852398199937321743159182306561753088.0000,10971644079703162649404777018694652164332474937700790448569323863444750564848815916801175734576829022649350103777154708220674048.0000,8854873475964236553601496950755806809366587323087619853059272328133623898060565250048.0000,16777976557131207264482979093040047640604302399612597043200.0000,206564696334244167670389531006954643701792900321902592.0000,513542220295462869675210921891773520388486561390903485848112705108167286990181482639654912.0000,128864090897087957234316433103748083527608026671210490096106673405943375323417542656.0000,205946847710748463737909943951891616743431691801690589868458284692620652766116251660311617409740013834720224088372019200.0000,98034669627274829755414845037972960276611563888609954041006548057293635076567267220856923448246189408441992151691929059328.0000,199647885961370991316459962175325776765174614171328154959872.0000,22309560329604129378945852518712378678510092288.0000,439236444124289293090816.0000,703967307581687424697916981248.0000,20625633334373757468413001728.0000,3804507925857516912640.0000,46137215203132478068973209666751299584.0000,282293004326261785424476023816192.0000,44172103630019493888.0000,11582647.7066,154319639834930.2500,56164855749276.0156,4923773757999925637100339200.0000,5461594027467499370446848.0000,29034242431.8997,25655559718.4074,145169845.5373,134363.4031
