0.0000,20.9068,16.5514,35.2249,10.3946,19.2293,22.1486,16.0341,10.7004,30.5546,41.1023,30.3492,22.6733,25.2826,8.3163,27.0808,14.3331,20.8765,19.5219,39.2849,6.0709,19.9749,17.3796,40.4015,5.9609,30.6904,28.6984,34.4611,25.6717,27.5778,7.1151,37.6305,33.4215,46.2153,15.1104,36.6606,62.6399,38.5377,32.1690,37.6840,27.4853,17.4603,9.2704,16.2042,12.3570,32.0221,20.4207,44.4789,46.6238,28.8225
20.9068,0.0000,12.1048,23.4872,13.3025,11.5919,14.0980,7.4504,11.9827,16.6407,27.7155,20.4099,16.8742,15.6929,17.3405,17.5675,11.8023,12.0977,9.2300,25.1526,15.7748,28.9587,12.6448,31.1700,21.5829,30.8220,18.7833,21.7650,24.1394,16.8700,17.9086,22.4934,17.1289,30.1085,15.6176,25.1891,46.9898,23.6680,22.1547,27.3268,11.8585,8.8974,15.5605,14.9789,21.4602,43.1194,15.0395,47.0472,33.5791,20.6383
16.5514,12.1048,0.0000,24.2134,7.5400,13.5513,15.2832,7.1871,6.8819,19.8359,30.4820,16.3706,15.6457,17.5348,16.5805,13.9486,13.9528,10.3824,7.8434,25.3178,11.2637,27.5739,13.1369,24.3053,19.7228,14.2894,21.7566,21.8728,12.6953,22.2942,15.2249,24.2382,22.3701,32.9535,6.0783,23.5082,49.7175,26.3687,25.2419,31.5124,17.3542,11.0990,9.9102,18.1998,12.0485,39.3127,9.4209,41.8373,36.8843,23.5518
35.2249,23.4872,24.2134,0.0000,29.2587,19.6704,16.9801,24.4199,25.9378,19.4695,20.7055,22.9480,24.1790,21.3097,30.6577,16.0820,25.4707,17.4038,24.1909,17.7741,31.3134,47.2998,19.3861,29.6414,37.2616,32.7430,24.0173,16.3997,26.7045,27.1554,32.8790,16.9716,21.2979,14.5644,27.2424,20.9505,36.0148,19.7623,34.1787,34.6399,20.6764,24.0268,27.2570,33.6141,34.1144,59.0006,19.6934,56.4047,30.3973,28.5916
10.3946,13.3025,7.5400,29.2587,0.0000,14.2236,17.3620,8.4404,5.6947,23.7040,34.6375,21.9098,17.7082,19.8413,11.3860,20.0634,11.2480,14.7355,11.4413,31.3064,5.9107,21.6505,13.1902,28.8576,13.1040,20.8978,23.5248,27.9785,17.5949,21.9278,10.1247,29.8351,25.3815,38.9130,6.5080,29.3230,54.7857,30.8927,25.4098,32.4688,19.9246,10.9721,6.8829,13.3967,10.1243,33.7210,13.9608,40.1435,41.0276,24.4744
19.2293,11.5919,13.5513,19.6704,14.2236,0.0000,9.3389,10.3449,12.0926,15.6493,24.5453,23.2910,14.6336,13.3882,14.0948,17.4337,9.2829,9.7791,13.0580,26.7890,15.2206,27.6966,7.7747,34.5510,20.8162,31.2790,15.1456,24.3569,24.7457,18.2927,15.7772,22.4203,18.1598,30.1697,16.6196,25.9950,45.3628,21.6999,23.1699,26.9514,12.5937,10.0916,14.5630,16.3504,21.3124,40.6274,13.9350,45.0565,32.5409,18.2428
22.1486,14.0980,15.2832,16.9801,17.3620,9.3389,0.0000,13.2600,14.5339,14.4548,21.3122,22.5582,14.6137,13.4203,17.8979,16.0579,12.1827,9.7672,15.3676,24.7146,18.6441,28.5464,7.9729,33.2648,24.0925,30.8398,14.5907,22.3691,23.7961,17.0916,18.5312,20.7640,19.4967,27.0750,18.5310,23.1096,42.3371,21.2204,21.7394,25.0632,14.3951,12.0871,15.6105,18.7071,23.3657,38.9073,13.9543,41.1120,30.1505,18.9699
16.0341,7.4504,7.1871,24.4199,8.4404,10.3449,13.2600,0.0000,7.1110,16.6141,27.3511,15.7151,13.6292,15.1839,15.1620,13.7107,11.2008,9.7606,5.0462,24.8889,11.9351,23.8864,11.1146,26.4635,19.0540,23.3499,17.6194,21.5593,15.1573,18.6005,13.5997,22.7422,18.6385,32.4675,9.9008,22.0446,47.3889,23.3808,19.7498,27.9847,13.8600,8.5029,10.8569,13.9073,16.6082,35.0784,9.1147,36.5431,34.4496,19.3077
10.7004,11.9827,6.8819,25.9378,5.6947,12.0926,14.5339,7.1110,0.0000,22.2466,32.7442,19.2983,15.8172,17.4817,11.3345,16.1847,9.9706,10.9324,9.6594,29.2850,7.1883,24.4034,10.0546,29.5843,13.6489,23.1107,22.4583,25.5107,15.9807,20.8423,10.1406,27.9868,24.3153,36.1158,7.3255,25.9330,53.4028,29.3490,26.4683,31.9234,18.4400,8.6722,4.0116,14.6068,12.0405,36.7173,9.7815,43.8888,38.5226,23.6942
30.5546,16.6407,19.8359,19.4695,23.7040,15.6493,14.4548,16.6141,22.2466,0.0000,17.3795,23.3456,19.6889,16.8943,25.0642,18.9604,19.9663,16.8380,16.9275,22.8065,25.9694,35.3655,17.0811,33.6162,31.7901,35.7759,14.3005,21.0827,29.9030,16.5750,25.6860,18.2486,13.0961,26.1614,24.5164,23.7203,37.5200,16.3082,20.1546,21.2656,11.0165,15.3706,25.1070,22.5008,30.7548,48.2067,20.4676,49.7320,25.1853,17.7930
