eq1,eq1,1.0
eq1,eq2,0.920146045813
eq1,eq3,0.918159035654
eq1,eq4,0.934200271947
eq1,eq5,0.718671860753
eq1,eq6,0.932296499577
eq1,eq7,0.921887942586
eq1,eq8,0.59876056011
eq1,eq9,0.734523913615
eq1,eq10,0.897281245705
eq1,eq11,0.786547203402
eq1,eq12,0.884514795791
eq1,eq13,0.905989159738
eq1,eq14,0.906847604203
eq1,eq15,0.451449679197
eq1,eq16,0.87874371541
eq1,eq17,0.827013802322
eq1,eq18,0.93522486342
eq1,eq19,0.918754587434
eq1,eq20,0.813562648575
eq1,eq21,0.923772657883
eq1,eq22,0.798405521732
eq1,eq23,0.910159263462
eq1,eq24,0.849025159535
eq1,eq25,0.92880073147
eq1,eq26,0.652664330289
eq1,eq27,0.802525865322
eq1,eq28,0.729350575482
eq1,eq29,0.629343328683
eq1,eq30,0.854229967393
eq1,eq31,0.838567645581
eq1,eq32,0.742652886918
eq1,eq33,0.875497405117
eq1,eq34,0.946121274173
eq1,eq35,0.892485836342
eq1,eq36,0.904059539845
eq1,eq37,0.898879192214
eq1,eq38,0.863421828855
eq1,eq39,0.797883569682
eq1,eq40,0.808678196682
eq1,eq41,0.897141347806
eq1,eq42,0.851701729064
eq1,eq43,0.750970678576
eq1,eq44,0.841446833414
eq1,eq45,0.637882430638
eq1,eq46,0.730889817445
eq1,eq47,0.710049374977
eq1,eq48,0.712827326674
eq1,eq49,0.898361219514
eq1,eq50,0.877130253085
eq2,eq1,0.920146045813
eq2,eq2,1.0
eq2,eq3,0.899641475127
eq2,eq4,0.902095456586
eq2,eq5,0.70243859342
eq2,eq6,0.928138552951
eq2,eq7,0.912107064242
eq2,eq8,0.582683108077
eq2,eq9,0.71283371554
eq2,eq10,0.908919312463
eq2,eq11,0.790286515058
eq2,eq12,0.858657122554
eq2,eq13,0.881396445345
eq2,eq14,0.894261794895
eq2,eq15,0.448961380404
eq2,eq16,0.849278195113
eq2,eq17,0.837092292272
eq2,eq18,0.911180204155
eq2,eq19,0.920433909834
eq2,eq20,0.803536109228
eq2,eq21,0.906889259605
eq2,eq22,0.820857710658
eq2,eq23,0.904039971663
eq2,eq24,0.824870903847
eq2,eq25,0.935469356172
eq2,eq26,0.60125904458
