-0.2445,0.4507,0.7995,0.1258,0.0410,-0.0874,0.0277,0.0060,-0.0336,0.0126,-0.0026,-0.0028,-0.0052,0.0008,0.0000
-0.5411,0.2569,-0.0910,-0.6814,-0.1862,-0.0466,-0.0392,0.0112,-0.0003,0.0197,-0.0170,0.0033,0.0060,0.0002,0.0000
-0.3484,0.4920,-0.4207,0.1908,0.2784,-0.2040,0.1276,-0.1838,0.0175,-0.0117,-0.0209,-0.0155,-0.0069,-0.0012,0.0000
-0.4418,0.3790,-0.2251,0.3137,-0.2232,0.3233,-0.0704,0.1790,0.0098,-0.0291,0.0491,-0.0028,-0.0045,0.0016,0.0000
-0.3043,-0.3083,-0.0218,0.0029,0.3730,0.0763,-0.3109,0.0004,-0.1622,0.0762,-0.0058,0.0434,0.0108,0.0023,0.0000
-0.1231,-0.3641,-0.0597,0.1251,-0.2695,-0.0600,0.2629,-0.0334,-0.1972,0.1596,0.0104,0.0331,-0.0049,0.0011,0.0000
-0.4545,-0.5018,0.0263,0.1964,-0.1569,-0.2044,-0.1048,0.0531,0.1840,-0.0322,-0.1311,-0.0075,-0.0015,-0.0041,0.0000
0.3004,-0.0740,-0.0749,-0.0535,0.1727,-0.2109,0.0458,0.2863,0.0823,0.0879,0.1330,-0.0614,0.0037,0.0035,0.0000
0.2165,-0.1284,0.0466,0.0411,-0.2013,0.0088,-0.1761,-0.2894,0.0821,0.0223,0.1386,-0.0623,0.0029,0.0080,0.0000
-0.3288,-0.4411,0.1306,-0.1243,0.2236,0.2420,0.2512,-0.0494,0.0777,-0.1363,0.0711,0.0040,0.0118,-0.0045,0.0000
0.3651,-0.0602,-0.0507,-0.0090,-0.0764,-0.0972,-0.0255,0.0489,-0.2086,-0.2348,-0.0432,-0.0869,0.0202,0.0025,0.0000
0.4582,0.0667,-0.0414,-0.0092,-0.0673,-0.1193,-0.0522,0.0107,0.0194,-0.1068,0.0645,0.1743,-0.0547,-0.0046,0.0000
0.5010,0.1139,-0.0151,-0.0108,0.0261,0.0950,0.0664,-0.0018,0.0868,0.0317,-0.0998,0.0631,0.1054,0.0152,0.0000
0.4361,-0.0037,0.0012,-0.0916,0.0830,0.1816,0.0395,-0.0066,0.0366,0.0565,-0.1171,-0.0478,-0.1234,0.0065,0.0000
0.5091,0.1224,-0.0037,-0.0160,-0.0170,0.1030,-0.0419,-0.0310,0.0058,0.0844,-0.0291,-0.0341,0.0403,-0.0274,0.0000
